gisjoin,centroid_lat,centroid_lon,lat_sq,lon_sq,lat_x_lon
G3600050,40.85260020440785,-73.86669091181246,1668.9349434611845,5456.288026261237,-3017.646392242841
G5400090,40.27327811701633,-80.57643667305373,1621.9369302905466,6492.562146926639,-3245.077243812047
G4600110,44.36964113286248,-96.79042639655124,1968.6650542590023,9368.386642026204,-4294.556484311718
G1300270,30.8418912036615,-83.58019952874646,951.2222530184928,6985.64975326507,-2577.7714206459186
G4800470,27.03152156129096,-98.21867564141544,730.7031579185382,9646.908244753577,-2655.0002483223648
G3600070,42.16017125182337,-75.81936865847612,1777.4800399830738,5748.576663769912,-3196.557566846483
G1200110,26.151990929352703,-80.48777434063868,683.926629568946,6478.281818309574,-2104.91554448017
G1700090,39.96177608778098,-90.75030374638568,1596.943548089944,8235.61763006126,-3626.543318211176
G1800130,39.196138570011136,-86.22736932702128,1536.3372787995147,7435.15922105853,-3379.779916669454
G2000130,39.82641677831942,-95.56421744533544,1586.1434734004026,9132.519655939352,-3805.980353071872
G2700150,44.242169063311685,-94.72748940240912,1957.3695234266536,8973.297248483535,-4190.9496010844505
G3100170,42.42943954586609,-99.92938859663836,1800.2573401763052,9985.882705297958,-4239.947952316427
