gisjoin,year,n_couples,n_same_bpl,icm_rate
G1801410,1910,7840,4261.0,0.5434948979591837
G1801430,1910,1513,1266.0,0.836748182419035
G1801450,1910,4829,3853.0,0.7978877614412921
G1801510,1910,2857,1640.0,0.5740287014350718
G1801530,1910,5574,4114.0,0.7380696088984571
G1801610,1910,1182,828.0,0.700507614213198
G1801570,1910,5261,3500.0,0.6652727618323513
G1801650,1910,2855,1704.0,0.5968476357267951
G1801670,1910,11901,7071.0,0.5941517519536174
G19035.0,1910,1356,539.0,0.3974926253687316
G19037.0,1910,898,459.0,0.5111358574610245
G19039.0,1910,1876,936.0,0.4989339019189765
G19041.0,1910,1089,441.0,0.4049586776859504
G19047.0,1910,869,370.0,0.4257767548906789
G19053.0,1910,2702,1300.0,0.4811250925240563
G19055.0,1910,1448,791.0,0.5462707182320442
G19057.0,1910,2464,1286.0,0.5219155844155844
G19061.0,1910,2000,1038.0,0.519
G19065.0,1910,2479,1224.0,0.4937474788221057
G19067.0,1910,1505,688.0,0.4571428571428571
G19069.0,1910,1010,421.0,0.4168316831683168
G19071.0,1910,2319,975.0,0.4204398447606727
G19073.0,1910,1963,882.0,0.4493122771268467
G1901250,1910,2922,1727.0,0.5910335386721424
G1901270,1910,3440,1500.0,0.436046511627907
G1901310,1910,875,363.0,0.4148571428571428
G1901390,1910,2836,1478.0,0.5211565585331452
G1901410,1910,1097,408.0,0.3719234275296262
G1901450,1910,3061,1267.0,0.4139170205815093
G1901470,1910,787,317.0,0.4027954256670902
G1901590,1910,2088,926.0,0.4434865900383142
G1901490,1910,1021,383.0,0.3751224289911851
G1901530,1910,12424,5580.0,0.4491307147456536
G1901550,1910,5098,1931.0,0.378775990584543
G1901610,1910,1299,517.0,0.3979984603541185
G1901630,1910,2908,1293.0,0.4446354883081155
G2007.00,1910,1530,494.0,0.322875816993464
G2009.00,1910,1517,491.0,0.3236651285431773
G20015.0,1910,3519,1213.0,0.3447001989201477
G20023.0,1910,502,147.0,0.2928286852589641
G20025.0,1910,608,207.0,0.3404605263157895
G20033.0,1910,494,162.0,0.3279352226720647
G20035.0,1910,5167,1733.0,0.3353977162763693
G20037.0,1910,5520,1793.0,0.3248188405797101
G20039.0,1910,1199,351.0,0.292743953294412
G20043.0,1910,1615,599.0,0.3708978328173374
G20045.0,1910,2774,1009.0,0.3637346791636626
G20047.0,1910,960,332.0,0.3458333333333333
G20053.0,1910,755,269.0,0.3562913907284768
G20055.0,1910,945,329.0,0.3481481481481481
G20057.0,1910,1573,536.0,0.3407501589319771
G20075.0,1910,419,135.0,0.3221957040572792
G20077.0,1910,2245,791.0,0.3523385300668151
G20093.0,1910,383,134.0,0.3498694516971279
G20079.0,1910,2082,728.0,0.3496637848222862
G20085.0,1910,2140,840.0,0.3925233644859813
G20091.0,1910,2569,919.0,0.3577267419229272
G20099.0,1910,4652,1544.0,0.3319002579535683
G2001050,1910,1106,404.0,0.3652802893309222
G2001030,1910,2951,1059.0,0.3588614029142663
G2001070,1910,2432,854.0,0.3511513157894737
G2001090,1910,553,143.0,0.2585895117540687
G2001150,1910,1573,542.0,0.3445645263827082
G2001210,1910,2786,1030.0,0.3697056712132089
G2001230,1910,1813,603.0,0.3325979040264754
G2001250,1910,7289,2426.0,0.3328302922211552
G2001370,1910,1725,518.0,0.3002898550724637
G2001490,1910,1630,626.0,0.3840490797546012
G2001710,1910,432,135.0,0.3125
G2101.00,1910,2643,2512.0,0.9504351116155884
G21015.0,1910,1570,1302.0,0.8292993630573249
G2105.00,1910,1685,1597.0,0.9477744807121662
G21013.0,1910,4120,2972.0,0.7213592233009709
G21017.0,1910,1989,1787.0,0.8984414278531926
G21021.0,1910,1656,1451.0,0.876207729468599
G21037.0,1910,4170,2395.0,0.5743405275779376
G21033.0,1910,2040,1767.0,0.8661764705882353
G21049.0,1910,2419,2238.0,0.9251756924348904
G21031.0,1910,2725,2495.0,0.9155963302752294
G21043.0,1910,3548,2998.0,0.8449830890642616
G21097.0,1910,2673,2527.0,0.945379723157501
G2101050,1910,1709,1224.0,0.7162083089526039
G2101150,1910,2886,2590.0,0.8974358974358975
G2101550,1910,2264,2110.0,0.9319787985865724
G2101190,1910,1646,1532.0,0.930741190765492
G2101110,1910,18925,13326.0,0.7041479524438573
G2102110,1910,2524,2333.0,0.9243264659271
G2102230,1910,1200,1026.0,0.855
G2102210,1910,1899,1626.0,0.8562401263823065
G2101970,1910,1018,963.0,0.9459724950884086
G2101910,1910,1847,1671.0,0.9047103410936654
G2101950,1910,5083,4032.0,0.7932323431044659
G2101830,1910,4798,4359.0,0.9085035431429762
G2101850,1910,937,809.0,0.8633938100320171
G2102050,1910,1557,1397.0,0.8972382787411689
G2102370,1910,1620,1472.0,0.908641975308642
G2102330,1910,3266,2816.0,0.8622167789344765
G2207.00,1910,1919,1883.0,0.9812402292860865
G22061.0,1910,1711,974.0,0.5692577440093513
G22063.0,1910,1260,1059.0,0.8404761904761905
G22067.0,1910,734,362.0,0.4931880108991825
G22069.0,1910,2269,1630.0,0.7183781401498458
G22071.0,1910,13810,10329.0,0.7479362780593772
G22073.0,1910,1536,811.0,0.5279947916666666
G2201230,1910,538,309.0,0.5743494423791822
G2201270,1910,2211,1265.0,0.572139303482587
G2301.00,1910,5913,4657.0,0.7875866734314223
G2307.00,1910,3175,2775.0,0.8740157480314961
G23011.0,1910,7949,6508.0,0.818719335765505
G23013.0,1910,4914,4400.0,0.8954008954008954
G23015.0,1910,3360,2976.0,0.8857142857142857
G23017.0,1910,5430,4261.0,0.7847145488029466
G2405.00,1910,10429,8019.0,0.7689136062901525
G2405100,1910,33817,24903.0,0.7364047668332495
G24043.0,1910,3910,3185.0,0.8145780051150895
G24045.0,1910,2801,2284.0,0.8154230631917172
G2507.00,1910,575,402.0,0.6991304347826087
G2505.00,1910,13094,7797.0,0.5954635711012678
G25011.0,1910,4770,2862.0,0.6
G25013.0,1910,12277,5922.0,0.4823653987130406
G25015.0,1910,4104,2461.0,0.5996588693957114
G25019.0,1910,393,268.0,0.6819338422391857
G25023.0,1910,13535,9153.0,0.6762467676394532
G25025.0,1910,22317,10287.0,0.4609490522919747
G2603.00,1910,217,98.0,0.4516129032258064
G2605.00,1910,4334,2327.0,0.5369173973234886
G26037.0,1910,3102,1864.0,0.600902643455835
G26045.0,1910,5367,3060.0,0.5701509223029626
G26047.0,1910,1818,858.0,0.4719471947194719
G26055.0,1910,2210,1121.0,0.5072398190045249
G26063.0,1910,607,285.0,0.4695222405271829
G26069.0,1910,424,214.0,0.5047169811320755
G26071.0,1910,198,69.0,0.3484848484848485
G2601050,1910,1419,680.0,0.4792107117688513
G2601350,1910,237,122.0,0.5147679324894515
G2601150,1910,3143,2132.0,0.6783328030544066
G2601110,1910,1316,693.0,0.526595744680851
G2601130,1910,874,458.0,0.5240274599542334
G2601170,1910,3904,2120.0,0.5430327868852459
G2601230,1910,1943,1010.0,0.5198147195059187
G2601190,1910,215,109.0,0.5069767441860465
G2601250,1910,5216,3417.0,0.6550996932515337
G2601450,1910,4484,2416.0,0.5388046387154326
G2601470,1910,2209,1267.0,0.5735626980534179
G2701.00,1910,438,135.0,0.3082191780821918
G2703.00,1910,600,247.0,0.4116666666666667
G2705.00,1910,531,147.0,0.2768361581920904
G27011.0,1910,322,119.0,0.3695652173913043
G27013.0,1910,1280,543.0,0.42421875
G27017.0,1910,355,118.0,0.3323943661971831
G27025.0,1910,192,66.0,0.34375
G27029.0,1910,111,36.0,0.3243243243243243
G2701250,1910,74,35.0,0.4729729729729729
G27015.0,1910,220,88.0,0.4
G27055.0,1910,268,121.0,0.4514925373134328
G27057.0,1910,737,222.0,0.3012211668928087
G27065.0,1910,191,81.0,0.4240837696335078
G27071.0,1910,255,98.0,0.3843137254901961
G27061.0,1910,591,188.0,0.3181049069373942
G27085.0,1910,350,156.0,0.4457142857142857
G27059.0,1910,120,42.0,0.35
G27075.0,1910,136,36.0,0.2647058823529412
G27091.0,1910,851,293.0,0.3443008225616921
G2701410,1910,365,128.0,0.3506849315068493
G27095.0,1910,456,176.0,0.3859649122807017
G2701150,1910,412,138.0,0.3349514563106796
G27097.0,1910,650,228.0,0.3507692307692308
G2701030,1910,243,110.0,0.4526748971193415
G27081.0,1910,166,46.0,0.2771084337349397
G2701210,1910,269,98.0,0.3643122676579926
G2701090,1910,1317,618.0,0.4692482915717539
G2701370,1910,2998,884.0,0.2948632421614409
G2701530,1910,1180,425.0,0.3601694915254237
G2701690,1910,1147,503.0,0.4385353095030514
G2701610,1910,365,160.0,0.4383561643835616
G2701650,1910,325,121.0,0.3723076923076923
G2701630,1910,649,256.0,0.3944530046224961
G2801.00,1910,589,337.0,0.5721561969439728
G2809.00,1910,868,644.0,0.7419354838709677
G2805.00,1910,1660,1425.0,0.858433734939759
G28057.0,1910,2279,1583.0,0.6946028960070206
G28061.0,1910,1494,1220.0,0.8165997322623829
G28071.0,1910,2013,1478.0,0.734227521112767
G28067.0,1910,3317,2440.0,0.7356044618631293
G28077.0,1910,1300,1180.0,0.9076923076923076
G2801110,1910,797,615.0,0.7716436637390214
G28083.0,1910,844,568.0,0.6729857819905213
G28087.0,1910,1369,763.0,0.5573411249086925
G28089.0,1910,835,646.0,0.7736526946107785
G28091.0,1910,1496,1209.0,0.8081550802139037
G28095.0,1910,2579,1770.0,0.6863125242341993
G28097.0,1910,1419,1179.0,0.8308668076109936
G2801510,1910,826,419.0,0.5072639225181598
G2801590,1910,1669,1404.0,0.8412222887956861
G2801630,1910,1533,1267.0,0.8264840182648402
G2901.00,1910,3608,1987.0,0.5507206208425721
G29039.0,1910,2941,1558.0,0.5297517851071064
G29015.0,1910,1969,1292.0,0.6561706449974607
G29017.0,1910,2350,1718.0,0.731063829787234
G29023.0,1910,3051,1321.0,0.4329727958046542
G29019.0,1910,4719,3630.0,0.7692307692307693
G29037.0,1910,3942,1721.0,0.4365804160324708
G29021.0,1910,10213,4482.0,0.4388524429648487
G29083.0,1910,4321,2250.0,0.5207127979634344
G29097.0,1910,14749,5566.0,0.3773815173910095
G2901410,1910,1713,1216.0,0.7098657326328079
G2901850,1910,2799,1412.0,0.5044658806716684
G2901430,1910,2925,1388.0,0.4745299145299145
G2901450,1910,4384,1915.0,0.4368156934306569
G2901510,1910,950,798.0,0.84
G2901550,1910,2986,1427.0,0.4778968519758875
G2901650,1910,2223,1451.0,0.6527215474583896
G2901790,1910,1593,1186.0,0.7445072190834903
G2901830,1910,1204,883.0,0.7333887043189369
G2901870,1910,4895,3620.0,0.7395301327885597
G2901930,1910,912,720.0,0.7894736842105263
G2901950,1910,3783,2473.0,0.6537139836108908
G2902030,1910,1908,1156.0,0.6058700209643606
G2902070,1910,4732,2284.0,0.4826711749788673
G2902090,1910,1992,1112.0,0.5582329317269076
G2902110,1910,3377,2004.0,0.5934261178560852
G2902210,1910,1993,1644.0,0.8248871048670346
G2902170,1910,4608,1859.0,0.4034288194444444
G2902230,1910,2490,1557.0,0.6253012048192771
G2902190,1910,439,332.0,0.7562642369020501
G3009.00,1910,927,257.0,0.2772384034519957
G3007.00,1910,232,58.0,0.25
G30013.0,1910,1240,350.0,0.282258064516129
G31031.0,1910,1122,347.0,0.3092691622103387
G31035.0,1910,1348,431.0,0.3197329376854599
G31039.0,1910,354,133.0,0.3757062146892655
G31047.0,1910,1673,542.0,0.3239689181111775
G31051.0,1910,839,272.0,0.3241954707985697
G31057.0,1910,533,134.0,0.2514071294559099
G31053.0,1910,1429,462.0,0.3233030090972708
G31063.0,1910,1058,298.0,0.2816635160680529
G31067.0,1910,3148,973.0,0.3090851334180432
G31069.0,1910,408,123.0,0.3014705882352941
G31073.0,1910,490,151.0,0.3081632653061224
G31077.0,1910,546,153.0,0.2802197802197802
G31081.0,1910,1221,399.0,0.3267813267813267
G31083.0,1910,1085,336.0,0.3096774193548387
G31087.0,1910,604,190.0,0.314569536423841
G3101030,1910,428,118.0,0.2757009345794392
G3101790,1910,653,242.0,0.3705972434915773
G3101850,1910,1886,660.0,0.3499469777306468
G3203.00,1910,267,65.0,0.2434456928838951
G3205.00,1910,26,8.0,0.3076923076923077
G3207.00,1910,432,100.0,0.2314814814814814
G32017.0,1910,194,58.0,0.2989690721649484
G32011.0,1910,52,10.0,0.1923076923076923
G32013.0,1910,332,85.0,0.2560240963855422
G32015.0,1910,75,20.0,0.2666666666666666
G32023.0,1910,424,94.0,0.2216981132075471
G32051.0,1910,202,60.0,0.297029702970297
G32033.0,1910,454,107.0,0.2356828193832599
G32031.0,1910,1109,250.0,0.2254283137962128
G3303.00,1910,2681,1628.0,0.6072361059306229
G3305.00,1910,3688,1962.0,0.5319956616052061
G3307.00,1910,2277,1277.0,0.5608256477821695
G33011.0,1910,8159,4095.0,0.5018997426155166
G33013.0,1910,6197,3931.0,0.6343391963853477
G33017.0,1910,3680,2128.0,0.5782608695652174
G34011.0,1910,7390,5816.0,0.7870094722598105
G34013.0,1910,23565,13200.0,0.5601527689369828
G34019.0,1910,5487,4580.0,0.8347002004738473
G34025.0,1910,11051,8197.0,0.7417428287032848
G34027.0,1910,6531,4917.0,0.7528709232889297
G3509.00,1910,1891,776.0,0.4103648863035431
G35013.0,1910,836,463.0,0.5538277511961722
G35019.0,1910,1672,1257.0,0.7517942583732058
G35017.0,1910,887,326.0,0.3675310033821871
G35027.0,1910,1007,629.0,0.6246276067527309
G35031.0,1910,299,128.0,0.4280936454849498
G35033.0,1910,2036,1823.0,0.8953831041257367
G35039.0,1910,2550,2358.0,0.9247058823529412
G35041.0,1910,2131,918.0,0.4307836696386672
G35045.0,1910,721,263.0,0.3647711511789182
G35043.0,1910,940,902.0,0.9595744680851064
G35051.0,1910,397,298.0,0.7506297229219143
G35057.0,1910,1752,1136.0,0.6484018264840182
G35059.0,1910,1832,1143.0,0.6239082969432315
G35061.0,1910,1686,1560.0,0.9252669039145908
G36059.0,1910,6698,5230.0,0.7808300985368767
G36061.0,1910,48297,25958.0,0.5374660952026006
G36087.0,1910,3519,2525.0,0.7175333901676613
G36045.0,1910,9553,7927.0,0.8297916884748247
G36047.0,1910,44164,28347.0,0.6418576215922471
G36093.0,1910,7239,5784.0,0.7990053874844592
G36027.0,1910,8931,7548.0,0.8451461202552906
G36033.0,1910,3848,3100.0,0.8056133056133056
G3601190,1910,15544,10226.0,0.6578744209984559
G36025.0,1910,7413,6530.0,0.8808849318764332
G36015.0,1910,6784,4457.0,0.6569870283018868
G36019.0,1910,4019,3251.0,0.8089076884797213
G3601050,1910,3471,2975.0,0.8571016997983291
G36085.0,1910,3625,2246.0,0.6195862068965517
G36051.0,1910,3837,3216.0,0.838154808444097
G36077.0,1910,8640,7857.0,0.909375
G3601110,1910,9807,8950.0,0.9126134393800348
G3601210,1910,3722,3099.0,0.8326168726491133
G36095.0,1910,4670,4481.0,0.9595289079229122
G3601010,1910,12714,10046.0,0.7901525876986
G36031.0,1910,3703,3068.0,0.8285174183094788
G36023.0,1910,4970,4363.0,0.8778672032193159
G37031.0,1910,1991,1949.0,0.9789050728277248
G37053.0,1910,961,900.0,0.9365244536940688
G3701450,1910,1539,1395.0,0.9064327485380116
G37075.0,1910,755,597.0,0.7907284768211921
G37087.0,1910,3279,2844.0,0.8673376029277219
G37077.0,1910,1911,1713.0,0.8963893249607535
G3701190,1910,6302,5003.0,0.793874960330054
G3701850,1910,1031,870.0,0.8438409311348206
G37035.0,1910,4046,3845.0,0.9503213049925852
G37037.0,1910,2470,2416.0,0.9781376518218624
G37045.0,1910,3954,3424.0,0.8659585230146687
G37039.0,1910,2269,1576.0,0.6945791097399736
G3701430,1910,927,901.0,0.9719525350593312
G3701150,1910,3280,2787.0,0.8496951219512195
G37061.0,1910,2646,2580.0,0.9750566893424036
G3701830,1910,5783,5440.0,0.9406882241051358
G37081.0,1910,7235,6461.0,0.8930200414651002
G3701370,1910,1074,1047.0,0.9748603351955308
G3701090,1910,2287,2195.0,0.959772627896808
G3701510,1910,4387,4292.0,0.9783451105539092
G3701550,1910,3752,3307.0,0.8813965884861408
G37027.0,1910,3024,2861.0,0.9460978835978836
G37029.0,1910,565,538.0,0.952212389380531
G37073.0,1910,904,784.0,0.8672566371681416
G3701350,1910,1603,1562.0,0.974422956955708
G3707.00,1910,1843,1604.0,0.8703201302224634
G37089.0,1910,2398,2023.0,0.8436196830692243
G3701670,1910,2858,2769.0,0.9688593421973408
G3701310,1910,1565,1417.0,0.9054313099041532
G3701650,1910,1101,862.0,0.7829246139872843
G3701490,1910,1052,836.0,0.7946768060836502
G3701810,1910,1440,1289.0,0.8951388888888889
G3701570,1910,3931,3082.0,0.7840244212668532
G3701970,1910,2300,2252.0,0.9791304347826087
G3701590,1910,4673,4377.0,0.9366573935373422
G38023.0,1910,167,56.0,0.3353293413173652
G38067.0,1910,143,44.0,0.3076923076923077
G38093.0,1910,830,278.0,0.3349397590361446
G38047.0,1910,113,37.0,0.3274336283185841
G38061.0,1910,353,131.0,0.3711048158640226
G38049.0,1910,807,307.0,0.3804213135068153
G38051.0,1910,72,14.0,0.1944444444444444
G38069.0,1910,277,125.0,0.4512635379061371
G39075.0,1910,2634,2362.0,0.8967350037965072
G39077.0,1910,4272,3058.0,0.7158239700374532
G39093.0,1910,5690,3863.0,0.6789103690685413
G3901570,1910,6856,5940.0,0.8663943990665111
G3901650,1910,3980,3304.0,0.8301507537688442
G3901690,1910,5654,4476.0,0.7916519278386983
G3901.00,1910,4436,3702.0,0.8345356176735798
G3901530,1910,11297,8021.0,0.7100115074798619
G3901710,1910,4099,2978.0,0.7265186630885582
G39095.0,1910,14419,8185.0,0.5676537901380123
G3901170,1910,3207,2679.0,0.8353601496725912
G3901250,1910,3311,2601.0,0.785563273935367
G3901550,1910,6021,4155.0,0.6900847035376183
G39017.0,1910,7508,5420.0,0.7218966435801811
G39029.0,1910,10029,6754.0,0.673447003689301
G39071.0,1910,4978,4457.0,0.8953394937725995
G39089.0,1910,9018,7421.0,0.8229097360833888
G39099.0,1910,7930,5191.0,0.6546027742749054
G3901110,1910,3174,2715.0,0.8553875236294896
G3901190,1910,8606,7437.0,0.8641645363699745
G3901270,1910,4750,4142.0,0.872
G3901370,1910,3599,3130.0,0.8696860238955265
G3901410,1910,5553,4859.0,0.8750225103547632
G39097.0,1910,3104,2624.0,0.845360824742268
G40095.0,1910,1753,553.0,0.3154592127780947
G40099.0,1910,1977,667.0,0.3373798684876075
G4001030,1910,1777,563.0,0.3168261114237479
G4001050,1910,1791,577.0,0.3221663874930207
G4001090,1910,10008,3350.0,0.3347322142286171
G40029.0,1910,1833,531.0,0.2896890343698854
G4001130,1910,2824,928.0,0.3286118980169972
G40013.0,1910,4356,1521.0,0.3491735537190082
G40015.0,1910,5002,1747.0,0.3492602958816473
G40087.0,1910,2327,760.0,0.3266007735281478
G4001110,1910,2177,782.0,0.3592099219108865
G4001250,1910,6439,2096.0,0.3255163845317596
G4001450,1910,1987,762.0,0.3834927025666834
G40019.0,1910,3289,1121.0,0.3408330799635147
G40081.0,1910,4670,1550.0,0.3319057815845824
G4001190,1910,3388,1083.0,0.3196576151121605
G4001470,1910,2552,822.0,0.3221003134796238
G4001530,1910,2503,805.0,0.3216140631242509
G4101.00,1910,2007,528.0,0.2630792227204783
G41027.0,1910,906,248.0,0.2737306843267108
G4103.00,1910,1531,518.0,0.3383409536250816
G41025.0,1910,483,123.0,0.2546583850931677
G41041.0,1910,587,166.0,0.282793867120954
G41051.0,1910,16673,4286.0,0.2570623163197985
G4105.00,1910,2797,795.0,0.2842331069002503
G41011.0,1910,1901,567.0,0.298264071541294
G42011.0,1910,28183,27330.0,0.9697335273036936
G42059.0,1910,4937,4049.0,0.8201336844237391
G42065.0,1910,6047,5639.0,0.932528526542087
G42079.0,1910,14668,12563.0,0.8564903190619034
G42083.0,1910,4644,2820.0,0.6072351421188631
G42085.0,1910,7762,6391.0,0.8233702653955166
G42071.0,1910,26302,25137.0,0.9557067903581477
G4201150,1910,4938,3761.0,0.7616443904414743
G4201250,1910,12363,9491.0,0.767693925422632
G42015.0,1910,9014,7118.0,0.7896605280674507
G42087.0,1910,4621,4410.0,0.954338887686648
G42089.0,1910,3668,3187.0,0.86886586695747
G42095.0,1910,15024,13028.0,0.8671458998935038
G4201170,1910,6059,4439.0,0.7326291467238818
G42069.0,1910,9969,7449.0,0.7472163707493229
G42075.0,1910,10137,9859.0,0.9725757127355232
G42077.0,1910,16317,15477.0,0.9485199485199484
G42093.0,1910,1844,1752.0,0.9501084598698482
G4201210,1910,7199,6140.0,0.8528962355882761
G4201330,1910,23477,21223.0,0.9039911402649402
G42045.0,1910,9385,6074.0,0.6472029834842834
G4407.00,1910,17567,8137.0,0.4631980417828883
G45071.0,1910,1978,1854.0,0.9373104145601616
G45049.0,1910,1452,1376.0,0.9476584022038568
G45083.0,1910,9024,7257.0,0.804188829787234
G45023.0,1910,1515,1305.0,0.8613861386138614
G45055.0,1910,1689,1603.0,0.9490822972172884
G4501.00,1910,1788,1603.0,0.8965324384787472
G45091.0,1910,3379,2631.0,0.7786327315773898
G45075.0,1910,2966,2833.0,0.9551584625758598
G45077.0,1910,3326,2900.0,0.8719182200841852
G45089.0,1910,2213,2060.0,0.930863081789426
G45087.0,1910,2217,1906.0,0.8597203428055932
G46047.0,1910,836,257.0,0.3074162679425837
G46065.0,1910,582,220.0,0.3780068728522336
G46067.0,1910,252,97.0,0.3849206349206349
G46069.0,1910,261,110.0,0.421455938697318
G46079.0,1910,629,166.0,0.2639109697933227
G4601070,1910,289,95.0,0.328719723183391
G4603.00,1910,382,120.0,0.3141361256544502
G46011.0,1910,690,245.0,0.3550724637681159
G46015.0,1910,417,140.0,0.3357314148681055
G46093.0,1910,1117,357.0,0.3196060877350045
G46097.0,1910,474,183.0,0.3860759493670886
G4601010,1910,414,124.0,0.2995169082125604
G4601030,1910,1173,344.0,0.2932651321398124
G4601110,1910,544,191.0,0.3511029411764705
G46025.0,1910,682,231.0,0.3387096774193548
G46027.0,1910,452,132.0,0.2920353982300885
G46013.0,1910,1563,535.0,0.3422904670505438
G46019.0,1910,474,117.0,0.2468354430379747
G4701250,1910,3211,2481.0,0.7726564933042666
G4801570,1910,538,280.0,0.5204460966542751
G4801630,1910,682,454.0,0.6656891495601173
G4801830,1910,996,512.0,0.5140562248995983
G4801730,1910,178,91.0,0.5112359550561798
G4801850,1910,1453,880.0,0.6056434962147281
G4801810,1910,9537,3438.0,0.360490720352312
G4801970,1910,1841,767.0,0.4166214014122759
G4801990,1910,1597,842.0,0.5272385723231058
G4802010,1910,8050,3581.0,0.4448447204968944
G4802330,1910,132,51.0,0.3863636363636363
G48059.0,1910,2064,913.0,0.4423449612403101
G4801.00,1910,2762,1523.0,0.5514120202751629
G4803.00,1910,182,109.0,0.5989010989010989
G4805.00,1910,2454,1442.0,0.5876120619396903
G48011.0,1910,432,186.0,0.4305555555555556
G48051.0,1910,793,506.0,0.6380832282471627
G48069.0,1910,229,102.0,0.445414847161572
G48073.0,1910,3582,2142.0,0.5979899497487438
G4802510,1910,5421,2181.0,0.4023242944106253
G4802850,1910,1093,693.0,0.6340347666971637
G4803310,1910,3428,1744.0,0.5087514585764294
G4803350,1910,1394,651.0,0.4670014347202295
G4803730,1910,1570,914.0,0.5821656050955414
G4803630,1910,2918,1295.0,0.4437971213159698
G4803890,1910,481,242.0,0.5031185031185031
G4804090,1910,777,350.0,0.4504504504504504
G4804150,1910,1815,834.0,0.4595041322314049
G4804690,1910,746,395.0,0.5294906166219839
G4804190,1910,3398,1874.0,0.5515008828722778
G4804410,1910,4074,1797.0,0.4410898379970545
G4804630,1910,1105,591.0,0.534841628959276
G4804710,1910,1036,628.0,0.6061776061776062
G4804910,1910,3597,1911.0,0.5312760633861552
G4804750,1910,249,107.0,0.429718875502008
G4804790,1910,488,258.0,0.5286885245901639
G4804530,1910,3509,1796.0,0.5118267312624679
G4804810,1910,1001,498.0,0.4975024975024975
G4804830,1910,832,306.0,0.3677884615384615
G4804970,1910,4288,1702.0,0.3969216417910448
G4802950,1910,400,151.0,0.3775
G4802970,1910,274,172.0,0.6277372262773723
G4804950,1910,78,39.0,0.5
G4803050,1910,263,115.0,0.4372623574144487
G4803070,1910,2007,1163.0,0.5794718485301444
G4803270,1910,387,268.0,0.6925064599483204
G4803090,1910,7227,3115.0,0.4310225543102255
G4803110,1910,77,55.0,0.7142857142857143
G4803150,1910,536,245.0,0.457089552238806
G4804650,1910,463,302.0,0.652267818574514
G4804470,1910,722,363.0,0.502770083102493
G4804550,1910,1519,933.0,0.6142198815009875
G4804990,1910,3247,1533.0,0.472128118263012
G4805010,1910,100,58.0,0.58
G49011.0,1910,419,244.0,0.5823389021479713
G49015.0,1910,434,283.0,0.652073732718894
G49039.0,1910,538,379.0,0.7044609665427509
G49041.0,1910,410,277.0,0.675609756097561
G49043.0,1910,313,160.0,0.5111821086261981
G4901.00,1910,251,153.0,0.6095617529880478
G4905.00,1910,664,441.0,0.6641566265060241
G49025.0,1910,108,88.0,0.8148148148148148
G49027.0,1910,333,216.0,0.6486486486486487
G49029.0,1910,96,54.0,0.5625
G49033.0,1910,67,33.0,0.4925373134328358
G49045.0,1910,296,119.0,0.402027027027027
G50015.0,1910,1871,1547.0,0.8268305718866916
G50011.0,1910,2717,2021.0,0.7438351122561649
G50017.0,1910,3024,2238.0,0.7400793650793651
G5009.00,1910,666,369.0,0.5540540540540541
G50027.0,1910,5123,3434.0,0.6703103650204958
G50025.0,1910,3970,2393.0,0.6027707808564232
G51036.0,1910,203,182.0,0.896551724137931
G51037.0,1910,1181,1111.0,0.9407281964436918
G51043.0,1910,870,726.0,0.8344827586206897
G5105600,1910,698,569.0,0.8151862464183381
G51045.0,1910,692,649.0,0.9378612716763006
G51047.0,1910,1241,1134.0,0.9137792103142628
G51049.0,1910,422,387.0,0.9170616113744076
G51051.0,1910,1490,1247.0,0.8369127516778524
G51083.0,1910,3059,2743.0,0.8966982674076496
G51085.0,1910,1570,1467.0,0.9343949044585989
G5101250,1910,1735,1688.0,0.9729106628242076
G5101270,1910,259,229.0,0.8841698841698842
G5101290,1910,3272,2163.0,0.6610635696821516
G5101310,1910,1290,1065.0,0.8255813953488372
G5101850,1910,3348,2783.0,0.831242532855436
G5103.00,1910,3033,2835.0,0.9347181008902076
G51011.0,1910,854,826.0,0.9672131147540984
G5105100,1910,1365,1036.0,0.7589743589743589
G51013.0,1910,963,472.0,0.490134994807892
G5105.00,1910,1705,1377.0,0.807624633431085
G5106500,1910,514,410.0,0.7976653696498055
G51057.0,1910,596,568.0,0.953020134228188
G51071.0,1910,1703,1551.0,0.9107457428068116
G5101030,1910,748,620.0,0.8288770053475936
G5101070,1910,2567,2270.0,0.8843007401636152
G5101110,1910,878,791.0,0.9009111617312072
G5101610,1910,2588,2339.0,0.9037867078825348
G51019.0,1910,3332,3222.0,0.9669867947178872
G51031.0,1910,2148,2033.0,0.9464618249534452
G51033.0,1910,1224,1153.0,0.9419934640522876
G51035.0,1910,3387,3034.0,0.8957779746087984
G51061.0,1910,2177,1990.0,0.9141019751952228
G51065.0,1910,693,658.0,0.9494949494949496
G51067.0,1910,3280,3216.0,0.9804878048780488
G53037.0,1910,1207,332.0,0.2750621375310688
G53015.0,1910,1296,338.0,0.2608024691358024
G53057.0,1910,2506,742.0,0.2960893854748603
G53059.0,1910,253,35.0,0.1383399209486166
G53067.0,1910,1654,446.0,0.2696493349455864
G53069.0,1910,113,20.0,0.1769911504424778
G53071.0,1910,3051,937.0,0.3071124221566699
G54081.0,1910,3474,2676.0,0.770293609671848
G54015.0,1910,1645,1437.0,0.8735562310030395
G54017.0,1910,2008,1808.0,0.900398406374502
G54023.0,1910,1098,929.0,0.8460837887067395
G54019.0,1910,5757,4194.0,0.7285044293903075
