gisjoin,year,lni,n_children
G4201050,1870,54.911321420668344,17
G4201070,1870,48.68169116922385,188
G4201090,1870,44.287505611237826,55
G4201110,1870,47.49726245416669,55
G4201130,1870,65.99222236346102,16
G4201150,1870,48.98815957105338,68
G4201170,1870,42.88134450166434,75
G4201190,1870,44.77197113274224,48
G4201210,1870,49.96204676130836,120
G4201230,1870,50.56229192633872,54
G4201250,1870,46.104848366976434,103
G4201270,1870,54.433482760445955,39
G4201290,1870,54.50061692437246,124
G4201310,1870,52.249799654835925,46
G4201330,1870,53.75699576633859,189
G4400010,1870,74.70274209414582,3
G4400030,1870,80.29366674899019,15
G4400050,1870,77.9649762991291,25
G4400070,1870,82.40866076341355,121
G4400090,1870,89.91142152241213,26
G4500010,1870,64.88109418876708,27
G4500070,1870,87.79254632093867,29
G4500110,1870,67.73710063698142,55
G4500130,1870,66.31355752374722,23
G4500190,1870,63.889064197414974,60
G4500230,1870,53.53687765891766,15
G4500250,1870,69.4945420885607,9
G4500270,1870,71.7170835024893,9
G4500290,1870,59.30321011482528,28
G4500310,1870,54.79594328148794,26
G4500370,1870,59.11584638025304,67
G4500390,1870,49.059419448974985,12
G4500430,1870,72.28289909866723,13
G4500450,1870,74.65257922329594,47
G4500510,1870,67.47937009955501,20
G4500550,1870,66.56938467157481,11
G4500570,1870,68.49510905658194,19
G4500590,1870,80.59973734941893,18
G4500630,1870,78.43920910803148,30
G4500670,1870,74.12052021343362,43
G4500690,1870,64.44713743304979,17
G4500710,1870,70.103840675989,19
G4500730,1870,61.8066702411082,27
G4500750,1870,60.95765124686634,15
G4500770,1870,61.8414706637873,24
G4500790,1870,63.521058844046934,20
G4500830,1870,61.39478871879756,42
G4500850,1870,65.58438435467666,41
G4500870,1870,63.83447531840292,24
G4500890,1870,73.74160924170965,15
G4500910,1870,66.24545274742108,28
G4600170,1870,94.13728851457104,1
G4600270,1870,81.37700691051165,4
G4600830,1870,94.5938739892004,3
G4601270,1870,89.3402101239204,4
G4601350,1870,99.8215984391727,7
G4700010,1870,59.58022233563223,39
G4700030,1870,59.895963096941145,63
G4700050,1870,74.3582276346724,14
G4700070,1870,57.57013607311178,16
G4700090,1870,54.224385485746005,31
G4700110,1870,56.47177552719856,29
G4700130,1870,55.63152834091276,23
G4700150,1870,71.70748504337904,27
G4700170,1870,60.31389714102089,53
G4700190,1870,60.1013488336694,32
G4700210,1870,61.11515752684159,11
G4700250,1870,61.13215787631823,29
G4700290,1870,58.78652969955846,35
G4700310,1870,47.07818584960199,34
G4700350,1870,66.96616760496534,21
G4700370,1870,53.992979023869395,93
G4700390,1870,73.0967931630614,24
G4700410,1870,59.029368872360386,23
G4700430,1870,51.09950534033703,26
G4700450,1870,52.39131644555411,48
G4700470,1870,63.17786635815496,42
G4700490,1870,64.85982487017502,7
G4700510,1870,52.84937248739397,30
G4700530,1870,51.51573213595928,66
G4700550,1870,51.24628152141059,74
G4700570,1870,67.29815096436624,45
G4700590,1870,55.792597073704925,74
G4700610,1870,64.3177150430831,6
G4700650,1870,56.1025606157067,43
G4700670,1870,49.28305298173162,23
G4700690,1870,63.866341537434955,27
G4700710,1870,56.27765010705343,22
G4700730,1870,62.5290778252921,50
G4700750,1870,56.50658454308734,28
G4700770,1870,73.00619009357449,32
G4700790,1870,72.64269007417992,32
G4700810,1870,65.48853178738138,35
G4700850,1870,67.32278273065525,32
G4700870,1870,64.63988326601236,29
G4700890,1870,57.28321909878132,63
G4700910,1870,77.92672319081214,25
G4700930,1870,58.53911938333636,70
G4700970,1870,45.15850965397694,25
G4700990,1870,71.43322136805799,37
G4701010,1870,65.358975073885,4
G4701030,1870,64.44379208978562,72
G4701070,1870,55.40332552369401,55
G4701090,1870,61.08871971518038,39
G4701110,1870,68.74122184280738,22
G4701130,1870,80.46633834954442,62
G4701150,1870,43.62996681222106,17
G4701170,1870,58.66138798690654,29
G4701190,1870,60.00051871180915,66
G4701210,1870,52.775077315764605,15
G4701230,1870,53.91368432440586,44
G4701250,1870,62.20611066315998,45
G4701290,1870,38.14396225826804,9
G4701310,1870,57.74808287715647,42
G4701330,1870,57.323768856905765,45
G4701350,1870,65.15957615659237,16
G4701390,1870,48.76685594229595,38
G4701410,1870,58.735461756412946,29
G4701430,1870,59.026968703411264,20
G4701450,1870,58.42057883342176,30
G4701470,1870,68.67773353357703,45
G4701490,1870,45.45470134310742,24
G4701510,1870,59.59145222281576,14
G4701530,1870,56.6385889523322,14
G4701550,1870,68.98637582926217,29
G4701570,1870,56.36090516879057,69
G4701590,1870,54.16073731254717,38
G4701610,1870,41.12819134394086,33
G4701630,1870,60.14579651567369,15
G4701650,1870,54.13036746458675,39
G4701670,1870,58.41556921757058,34
G4701730,1870,71.78151027874247,18
G4701750,1870,61.64049979964252,6
G4701770,1870,52.674478989992096,30
G4701790,1870,57.284448397643445,44
G4701810,1870,69.26511241185973,25
G4701830,1870,59.85293504089948,68
G4701850,1870,62.88411083877498,32
G4701870,1870,57.35894615481252,41
G4701890,1870,59.88105804661553,46
G4800010,1870,47.26241525406329,8
G4800050,1870,62.5042732131798,16
G4800130,1870,57.75471822363849,9
G4800150,1870,63.03853195933708,7
G4800190,1870,66.8427499011233,4
G4800210,1870,67.34891720898608,32
G4800250,1870,39.01198351713485,1
G4800270,1870,55.615041957232386,31
G4800290,1870,82.76520699961746,6
G4800310,1870,44.396299389132544,6
G4800350,1870,53.25295510703802,24
G4800370,1870,53.7564195834316,10
G4800390,1870,70.0834772178521,10
G4800410,1870,56.24281486340276,17
G4800490,1870,49.012415540414025,3
G4800510,1870,48.80690041488192,11
G4800530,1870,68.68460584397918,18
G4800550,1870,48.27321019428686,13
G4800610,1870,94.64726731439372,5
G4800670,1870,65.24128364786576,14
G4800730,1870,68.11894280432539,8
G4800830,1870,47.31382797892647,2
G4800850,1870,48.587191008647544,37
G4800890,1870,43.25176699161498,3
G4800910,1870,40.42782364324722,2
G4800930,1870,91.1350287880103,1
G4800970,1870,61.80008654933426,11
G4800990,1870,70.49580329102893,16
G4801130,1870,49.906247495584275,12
G4801210,1870,56.9380798146683,25
G4801230,1870,63.053842053506166,12
G4801390,1870,48.463938352314386,12
G4801410,1870,93.23136194540908,3
G4801430,1870,80.10855103732972,5
G4801450,1870,58.571535772046495,19
G4801470,1870,62.73211967247656,45
G4801490,1870,69.4117776323522,19
G4801570,1870,44.92191157780485,4
G4801610,1870,78.17348865574172,12
G4801670,1870,51.9845887661278,13
G4801750,1870,52.52463086753727,3
G4801770,1870,69.0615031386934,22
G4801810,1870,60.025861207913415,61
G4801850,1870,51.958214552021126,16
G4801870,1870,50.46585472570262,11
G4801990,1870,61.121073231934496,5
G4802010,1870,69.68435484794198,7
G4802030,1870,64.38433110396636,17
G4802090,1870,53.91315498892884,13
G4802130,1870,73.58645869355122,22
G4802170,1870,61.55358638045715,19
G4802210,1870,58.20623720905584,6
G4802230,1870,58.84893649518081,50
G4802250,1870,72.13021829947783,24
G4802310,1870,74.66566968107306,25
G4802370,1870,36.57566873315695,2
G4802390,1870,60.67442546015671,8
G4802410,1870,72.22653386847848,9
G4802450,1870,73.40463452518874,8
G4802510,1870,83.63483924401517,12
G4802550,1870,42.44938815244677,3
G4802570,1870,50.751169131467705,14
G4802650,1870,47.935650136229256,2
G4802770,1870,71.7046889756434,48
G4802810,1870,77.80721949732884,6
G4802850,1870,80.99362231409411,18
G4802890,1870,46.75562513936545,14
G4802910,1870,58.52123049836127,11
G4802930,1870,73.31242750345642,14
G4802990,1870,82.0205980683851,12
G4803090,1870,43.75948387330424,24
G4803130,1870,28.34789561924447,1
G4803150,1870,62.408288030886034,14
G4803210,1870,69.94013096346674,4
G4803250,1870,50.930016861532856,3
G4803270,1870,75.11464704775146,3
G4803310,1870,59.805639078342,21
G4803370,1870,27.21084321737403,1
G4803390,1870,51.81477710830869,9
G4803470,1870,65.80963247290808,24
G4803490,1870,78.46827719606398,18
G4803510,1870,80.2923326813574,3
G4803550,1870,68.10322756745502,3
G4803610,1870,50.04530332176427,7
G4803650,1870,49.27588294882744,24
G4803670,1870,44.14388521853429,12
G4803730,1870,60.092076731560134,11
G4803870,1870,59.48189954770595,17
G4803910,1870,53.56775280090522,8
G4803950,1870,74.22919163063688,8
G4804010,1870,71.17747958175406,19
G4804030,1870,66.1922030612308,10
G4804050,1870,78.24581971808712,5
G4804110,1870,66.61330271352138,6
G4804190,1870,70.93494039058632,10
G4804230,1870,57.87370349350145,30
G4804290,1870,63.06036901250833,5
G4804390,1870,57.0205463500152,15
G4804490,1870,66.29954023845929,34
G4804530,1870,58.115824603260705,25
G4804550,1870,72.05948856130847,12
G4804570,1870,62.0846988743523,20
G4804590,1870,52.12881549061992,17
G4804630,1870,49.08901258312575,4
G4804670,1870,61.0968877917907,20
G4804690,1870,77.90123070617854,3
G4804710,1870,47.75678032592947,6
G4804770,1870,67.15900067803368,24
G4804790,1870,100.0,1
G4804810,1870,70.85334530057031,3
G4804910,1870,56.60622560368126,22
G4804930,1870,62.675611318363934,4
G4804970,1870,67.41395519297507,10
G4804990,1870,68.19147336124485,21
G4805030,1870,77.09828379869292,3
G4900010,1870,80.48742716661181,2
G4900030,1870,76.66618326055672,4
G4900050,1870,99.11662272663196,5
G4900110,1870,77.47152797096412,4
G4900250,1870,66.82254071894762,3
G4900270,1870,69.08493381688164,13
G4900330,1870,94.05680248616189,2
G4900350,1870,78.81038604398057,19
G4900490,1870,71.13415053477397,20
G4900530,1870,78.29122476569454,16
G4900570,1870,78.3085281086768,8
G5000010,1870,76.03414231702595,39
G5000030,1870,56.212705499402645,35
G5000050,1870,71.06606065649915,45
G5000070,1870,67.57054369533564,39
G5000090,1870,68.04852479503714,15
G5000110,1870,61.97661554228832,37
G5000130,1870,97.08821862227391,1
G5000150,1870,74.33816263290456,27
G5000170,1870,73.03075051350953,36
G5000190,1870,79.20419684295189,32
G5000210,1870,68.58370790970288,52
G5000230,1870,74.54043265071779,41
G5000250,1870,73.719303607607,35
G5000270,1870,78.915127432175,54
G5100010,1870,69.06722403549527,33
G5100030,1870,67.66201300036735,31
G5100050,1870,52.33235805335878,7
G5100070,1870,76.30808935474195,2
G5100090,1870,62.87545771821773,30
G5100110,1870,67.65957853659256,7
G5100130,1870,42.81986808869789,19
G5100150,1870,63.419428767182474,44
G5100170,1870,71.8926398776398,13
G5100190,1870,67.9105156370113,38
G5100210,1870,56.060318001169854,21
G5100230,1870,61.62467424060052,29
G5100250,1870,57.34565862610377,19
G5100270,1870,91.74727199245588,2
G5100290,1870,61.82231838199589,13
G5100310,1870,62.86315121490986,28
G5100330,1870,65.88215950288047,20
G5100350,1870,54.7403315184116,31
G5100370,1870,49.3179143404489,5
G5100410,1870,69.73923149231202,13
G5100430,1870,50.58632050745875,5
G5100450,1870,63.48317956229724,9
G5100470,1870,47.8227745812949,11
G5100490,1870,45.14147611613824,10
G5100530,1870,67.03983255269279,31
G5100550,1870,63.36242642889766,3
G5100570,1870,56.10265067696954,6
G5100590,1870,52.76604671148336,21
G5100610,1870,57.52590190029428,27
G5100630,1870,81.98564481030657,35
G5100650,1870,61.69780237600143,16
G5100670,1870,56.36061674652843,35
G5100690,1870,75.98317223506919,43
G5100710,1870,69.31698212359755,17
G5100730,1870,50.21624954690965,8
G5100750,1870,74.57462475026028,9
G5100770,1870,59.76607841684536,37
G5100790,1870,69.48786950595469,7
G5100810,1870,90.32843882819378,2
G5100830,1870,47.476319607422475,30
G5100850,1870,50.66964087397655,32
G5100870,1870,57.43084624499582,77
G5100890,1870,72.60734303518886,22
G5100910,1870,56.115966958511784,9
G5100930,1870,53.82285266710236,13
G5100970,1870,67.69415656429753,21
G5100990,1870,81.3313858736022,7
G5101010,1870,85.42050032074299,7
G5101030,1870,31.90529935921312,3
G5101050,1870,63.570537845397475,55
G5101070,1870,56.79783635657082,52
G5101090,1870,45.319815924101334,18
G5101110,1870,69.08163369633458,15
G5101130,1870,70.93942218620117,24
G5101150,1870,42.109174346782346,12
G5101170,1870,66.37338315708053,17
G5101190,1870,65.02455365074172,10
G5101210,1870,67.92533885053848,36
G5101230,1870,66.0247996044691,10
G5101250,1870,66.9772463267844,22
G5101270,1870,63.99904358126227,8
G5101290,1870,60.55233354599362,59
G5101310,1870,62.19509273700148,10
G5101330,1870,54.26842483662008,14
G5101350,1870,76.98486735954482,5
G5101370,1870,55.25596432800911,22
G5101390,1870,68.05133221301567,19
G5101410,1870,50.07246424241289,32
G5101430,1870,57.49492609670992,82
G5101450,1870,62.66351328817657,5
G5101470,1870,77.50411819455195,16
G5101490,1870,41.3367598281985,7
G5101510,1870,39.81389859658474,10
G5101530,1870,50.865435430980995,5
G5101550,1870,75.44770781216883,24
G5101570,1870,67.17908434911084,18
G5101590,1870,58.48819303392271,15
G5101610,1870,43.08119815599647,11
G5101630,1870,61.62232194213033,25
G5101650,1870,48.266087666263175,54
G5101670,1870,47.41491133372531,37
G5101690,1870,53.0001767703676,40
G5101710,1870,63.01260318465915,46
G5101730,1870,61.59533890118543,27
G5101750,1870,69.42066633146572,10
G5101770,1870,72.59823419922459,12
G5101790,1870,62.01212797623129,19
G5101810,1870,46.36400875574668,6
G5101830,1870,48.73526950203351,14
G5101850,1870,59.54896127399013,43
G5101870,1870,66.05044544995532,15
G5101870,1870,50.60995461245741,3
G5101910,1870,56.85144830900614,50
G5101930,1870,57.514149196948466,3
G5101950,1870,70.80872327820705,17
G5101970,1870,62.97584947072905,23
G5101990,1870,63.2773488948058,7
G5300110,1870,78.6464081166913,11
G5300310,1870,97.18413862831612,3
G5300330,1870,98.90941308601413,3
G5300410,1870,99.75205611998064,1
G5300530,1870,95.91659195646992,4
G5300670,1870,83.6488240706976,10
G5300690,1870,99.22641509433964,1
G5300710,1870,88.39223028064305,5
G5300770,1870,91.82927236092333,3
G5400010,1870,66.44042107950104,40
G5400030,1870,58.833208562784854,30
G5400050,1870,69.0698205361425,15
G5400070,1870,71.53355316921758,16
G5400090,1870,46.45340443761739,9
G5400110,1870,67.47697922197673,15
G5400130,1870,74.76909602223917,12
G5400150,1870,81.49194832329472,4
G5400170,1870,77.33640485969477,15
G5400190,1870,64.5508437963373,28
G5400210,1870,64.8302043424618,19
G5400230,1870,66.66428438945076,13
G5400250,1870,70.44546107109242,14
G5400270,1870,60.68388271774671,19
G5400290,1870,37.83067398352341,8
G5400310,1870,58.92876613306074,9
G5400330,1870,77.73935561912855,52
G5400350,1870,71.95359340646391,40
G5400370,1870,49.48679180688799,28
G5400390,1870,58.39250538696639,49
G5400410,1870,64.58088690220582,21
G5400430,1870,59.38192136208883,22
G5400450,1870,78.28386392260195,20
G5400470,1870,64.41370482664321,10
G5400490,1870,75.151310274327,41
G5400510,1870,73.9556446986111,53
G5400530,1870,64.34446359952736,43
G5400550,1870,78.04020379925687,25
G5400570,1870,65.39483982531948,18
G5400610,1870,70.2750390509307,42
G5400630,1870,69.531949277215,41
G5400650,1870,67.7039783741682,23
G5400670,1870,76.90933891543347,11
G5400690,1870,30.68012818487087,45
G5400710,1870,75.90355782000681,23
G5400730,1870,55.650281430305554,5
G5400750,1870,78.41195464449638,7
G5400770,1870,79.93259217550406,38
G5400790,1870,74.84987877330943,37
G5400810,1870,76.54097064458283,17
G5400830,1870,75.21677309839244,13
G5400850,1870,76.91427889805516,35
G5400870,1870,69.21608985690384,26
G5400910,1870,68.00477750446012,26
G5400950,1870,43.8330844080722,25
G5400970,1870,63.970644635731055,24
G5400990,1870,65.88559195195363,34
G5401010,1870,95.318601336693,2
G5401030,1870,75.06614413396774,26
G5401050,1870,63.871641260953766,15
G5401070,1870,53.60192902312511,36
G5401090,1870,57.96513206176238,12
G5500010,1870,58.61399349214728,19
G5500070,1870,61.66269572768877,2
G5500090,1870,56.728204924461885,13
G5500110,1870,69.03533351486523,11
G5500130,1870,100.0,2
G5500150,1870,69.0450020857242,2
G5500170,1870,52.09350157943636,9
G5500190,1870,58.22380707514545,2
G5500210,1870,72.64408786941306,31
G5500230,1870,59.74781303267728,19
G5500250,1870,69.6734818565427,28
G5500270,1870,64.09156873257628,23
G5500290,1870,81.72856231050264,3
G5500330,1870,65.01405613675598,8
G5500350,1870,67.2564440031506,28
G5500390,1870,69.95490012507494,32
G5500430,1870,57.84818734995456,40
G5500450,1870,52.91268686114508,43
G5500470,1870,71.02433349825154,14
G5500490,1870,51.87059595690827,12
G5500530,1870,61.8141216141784,10
G5500550,1870,68.88422043228437,32
G5500570,1870,66.54000933367998,28
G5500590,1870,76.22048154631769,11
G5500610,1870,65.65129917683689,5
G5500630,1870,57.966211751552514,28
G5500650,1870,64.23955550276641,16
G5500710,1870,83.90091252524981,3
G5500730,1870,70.69980487581886,3
G5500770,1870,55.43407069705807,7
G5500790,1870,51.567335866173394,16
G5500810,1870,68.35115381146424,29
G5500830,1870,59.14478624917826,13
G5500870,1870,36.319185461433726,1
G5500890,1870,100.0,1
G5500910,1870,62.78436168903695,3
G5500930,1870,60.49717982797992,11
G5500950,1870,78.93550943158222,7
G5500970,1870,66.6345134846354,20
G5501010,1870,46.97521938949209,9
G5501030,1870,65.38500787725053,39
G5501050,1870,60.36097628765169,48
G5501090,1870,53.86177105084103,14
G5501110,1870,65.10612631232831,32
G5501150,1870,54.17770028733984,5
G5501170,1870,74.804903166801,12
G5501210,1870,56.25835104772609,7
G5501230,1870,66.2036515673769,24
G5501270,1870,61.11018502800261,28
G5501310,1870,61.31830589507804,4
G5501330,1870,52.36039155536105,26
G5501350,1870,66.33815184470527,18
G5501370,1870,55.07150188989452,17
G5501390,1870,68.44993661269547,50
G5600370,1870,100.0,1
G0100010,1880,71.28417574751437,26
G0100030,1880,47.6760001949696,9
G0100050,1880,70.11701446836584,45
G0100070,1880,66.57955591028455,9
G0100090,1880,72.23801613459077,46
G0100110,1880,64.099924583329,30
G0100130,1880,63.55757245190181,35
G0100150,1880,63.22048772734975,58
G0100170,1880,57.81510023762043,28
G0100190,1880,62.41143182360421,49
G0100210,1880,58.36887279852032,34
G0100230,1880,79.69609272409915,23
G0100250,1880,65.71548554941793,37
G0100270,1880,69.82286276789253,42
G0100290,1880,78.79012173771835,41
G0100310,1880,66.09747590662121,28
G0100330,1880,59.40361072196981,33
G0100350,1880,61.583122782263736,8
G0100370,1880,66.2679129094003,32
G0100390,1880,79.14920612657524,24
G0100410,1880,60.14592189392583,40
G0100430,1880,73.05743671349394,11
G0100450,1880,61.52233981022525,36
G0100470,1880,45.34299540026864,14
G0100490,1880,74.0276007591045,61
G0100510,1880,68.03162799742448,47
G0100530,1880,62.42040006737384,17
G0100550,1880,72.4141890628095,89
G0100570,1880,73.75002285335104,23
G0100590,1880,77.07952854955712,34
G0100610,1880,74.40351211811402,29
G0100630,1880,39.780998173369944,4
G0100650,1880,62.071582649876646,9
G0100670,1880,68.54123806459667,43
G0100710,1880,63.751326940722656,52
G0100730,1880,60.59759759400054,87
G0100750,1880,61.83561323864801,41
G0100770,1880,62.640989629426464,46
G0100790,1880,69.12825042905737,48
G0100810,1880,73.37556318949049,35
G0100830,1880,62.90308479499014,55
G0100850,1880,75.44426793543904,38
G0100870,1880,52.41846407960232,3
G0100890,1880,67.35118087127117,47
G0100910,1880,71.6047204188395,43
G0100930,1880,74.32174112907532,37
G0100950,1880,75.06942372419755,49
G0100970,1880,56.747799835977254,37
G0100990,1880,73.40650332848388,32
G0101010,1880,61.853015817053816,30
G0101030,1880,70.96868986251978,27
G0101050,1880,68.3417089948744,19
G0101070,1880,70.36101084827278,31
G0101090,1880,64.97071057890238,43
G0101110,1880,69.5540130994139,46
G0101130,1880,75.40392696979633,24
G0101150,1880,89.65684074361165,31
G0101170,1880,73.97522257681725,31
G0101190,1880,72.49919628797552,25
G0101210,1880,60.33076398407073,32
G0101230,1880,78.72706144804627,62
G0101250,1880,64.30695146259235,54
G0101270,1880,78.00967062706036,44
G0101290,1880,54.43772183249397,8
G0101310,1880,63.70068781537761,15
G0101330,1880,74.5814788085455,9
G0400010,1880,98.0023624986904,2
G0400130,1880,99.82495433635611,3
G0400250,1880,97.49513850435216,3
G0500010,1880,64.09019769010453,27
G0500030,1880,69.51667488645359,27
G0500050,1880,70.33332363646508,16
G0500070,1880,59.22477842990672,74
G0500090,1880,68.74280433788552,30
G0500110,1880,69.01209422661239,23
G0500130,1880,65.80833894751092,16
G0500150,1880,70.32205759429719,41
G0500170,1880,31.610159290647072,3
G0500190,1880,58.51359628402386,43
G0500210,1880,74.72257160091128,30
G0500250,1880,75.30649722151249,16
G0500270,1880,67.213040973762,39
G0500290,1880,64.79839116835139,37
G0500310,1880,76.22260200979879,15
G0500330,1880,69.37516835041603,30
G0500350,1880,73.62432151574141,4
G0500370,1880,88.47039747152871,2
G0500390,1880,57.8068192254771,22
G0500410,1880,67.39412677867317,3
G0500430,1880,67.06537204036105,21
G0500450,1880,75.0219726273329,49
G0500470,1880,66.37855750613319,40
G0500490,1880,73.40692589616359,29
G0500510,1880,78.63302530954742,28
G0500530,1880,57.342970764831506,8
G0500550,1880,70.14993247241644,32
G0500570,1880,57.82158384214627,21
G0500590,1880,60.21374877845828,34
G0500610,1880,51.90907415630408,24
G0500630,1880,78.2853240258495,65
G0500650,1880,68.52176399352584,46
G0500670,1880,53.99097205906469,17
G0500690,1880,48.78367063979056,15
G0500710,1880,62.22949671620472,38
G0500730,1880,69.65650992102647,19
G0500750,1880,61.54397075826749,22
G0500770,1880,59.6150945456615,14
G0500790,1880,63.502704685908306,14
G0500810,1880,79.25730404295314,9
G0500830,1880,69.99726890694633,62
G0500850,1880,54.896236962396,17
G0500870,1880,69.71562579665964,56
G0500890,1880,58.09163061157467,29
G0500910,1880,57.98492121600987,6
G0500930,1880,63.778454769893926,8
G0500950,1880,72.19729546590891,18
G0500970,1880,59.83416889995157,21
G0500990,1880,64.31674111244492,27
G0501010,1880,67.92512935989595,23
G0501030,1880,80.14869295300805,17
G0501050,1880,84.3958566164927,12
G0501070,1880,75.26839963873657,7
G0501090,1880,77.09555396128391,20
G0501110,1880,63.76785532821707,5
G0501130,1880,81.8389226375835,29
G0501150,1880,66.03446536955512,46
G0501170,1880,69.91098132388412,16
G0501190,1880,59.66166284763096,35
G0501210,1880,65.92722646854142,27
G0501230,1880,54.80405478751217,8
G0501250,1880,55.62643649283726,18
G0501270,1880,67.5617366342943,50
G0501290,1880,66.9689367481587,43
G0501310,1880,71.40995607492894,45
G0501330,1880,65.71925319395001,21
G0501350,1880,61.19342647584338,35
G0501370,1880,55.64340200888372,4
G0501390,1880,72.59789690283712,27
G0501410,1880,71.08051044830667,29
G0501430,1880,69.6658476839565,88
G0501450,1880,63.1676492214582,64
G0501470,1880,44.587467913323955,6
G0501490,1880,74.83459397796813,49
G0600010,1880,77.59223589189196,60
G0600050,1880,68.63907323532814,7
G0600070,1880,68.72101883602257,34
G0600090,1880,83.1894716980763,13
G0600110,1880,73.14209377361544,33
G0600130,1880,64.4791184077311,17
G0600150,1880,65.23661401678419,3
G0600170,1880,67.2809584083122,4
G0600190,1880,67.867910226245,35
G0600230,1880,65.32867088541371,22
G0600270,1880,85.5124822638456,2
G0600290,1880,72.00218560674372,10
G0600330,1880,65.66149669583515,14
G0600350,1880,72.80040335557467,14
G0600370,1880,75.07143124457251,57
G0600410,1880,58.525776905098155,9
G0600430,1880,66.62558510079995,4
G0600450,1880,66.12856787995752,22
G0600470,1880,55.03774383829682,7
G0600490,1880,75.56229795503398,2
G0600510,1880,71.7384265405539,5
G0600530,1880,81.0198165699753,16
G0600550,1880,59.87522465964432,7
G0600570,1880,66.60456342766658,17
G0600610,1880,62.71653019761857,11
G0600630,1880,81.53426693971562,10
G0600670,1880,66.62331367843095,30
G0600690,1880,75.529948314816,10
G0600710,1880,75.68301092935495,17
G0600730,1880,42.220389861862806,4
G0600750,1880,66.83752423527605,94
G0600770,1880,60.173702603815734,16
G0600790,1880,71.15422042898162,10
G0600810,1880,61.967624942875545,6
G0600830,1880,60.52921607933375,10
G0600850,1880,66.79319138649822,54
G0600870,1880,64.90681563831056,27
G0600890,1880,81.13947345240399,16
G0600910,1880,81.6066271823729,2
G0600930,1880,41.83494897503584,4
G0600950,1880,64.83124650547232,13
G0600970,1880,73.24328073998214,44
G0600990,1880,78.046751119487,20
G0601010,1880,74.71343725091917,5
G0601030,1880,65.01611714401592,12
G0601050,1880,76.47184967431221,2
G0601070,1880,74.73200396460676,24
G0601090,1880,47.357380139151786,2
G0601110,1880,65.78463982087196,6
G0601130,1880,70.56398009156672,32
G0601150,1880,63.622721343442734,13
G0800050,1880,69.09334888000934,46
G0800110,1880,50.929605772032566,3
G0800130,1880,79.49018343143517,20
G0800150,1880,96.87835577546888,6
G0800190,1880,78.87681372050011,8
G0800210,1880,84.77661161718017,13
G0800270,1880,72.89750451120182,23
G0800350,1880,74.53779787794181,7
G0800390,1880,83.93564238479362,4
G0800410,1880,76.63856394917934,21
G0800430,1880,66.4516119981626,2
G0800470,1880,95.55886457246696,4
G0800490,1880,74.19307405481256,4
G0800510,1880,64.04631410477634,3
G0800550,1880,97.9726210250184,3
G0800590,1880,76.25354602685846,14
G0800650,1880,78.87602602328342,12
G0800670,1880,78.10560258058985,9
G0800690,1880,88.80907487259873,11
G0800710,1880,85.17416725340941,18
G0800910,1880,98.19878522724628,1
G0800930,1880,76.13468691626726,6
G0801010,1880,90.59839932161262,4
G0801050,1880,88.36203527932075,3
G0801090,1880,83.28046210717548,5
G0801230,1880,82.9369083388294,8
G0900010,1880,77.05288556598957,124
G0900030,1880,76.1094585850093,136
G0900050,1880,76.05593425748188,70
G0900070,1880,82.02797176316511,39
G0900090,1880,71.07583024270482,124
G0900110,1880,78.04470778513404,82
G0900130,1880,81.0389190281415,25
G0900150,1880,74.89379751996502,53
G1000010,1880,79.69750199689646,60
G1000030,1880,75.3495114366555,120
G1000050,1880,84.2790739543968,63
G1100010,1880,83.15607973553551,194
G1200010,1880,57.300126625754054,11
G1200030,1880,89.56851200697794,3
G1200070,1880,81.77939791226953,19
G1200090,1880,57.63869242065951,4
G1200130,1880,62.19646010612557,4
G1200190,1880,71.87800223405357,13
G1200230,1880,57.10697021749666,14
G1200250,1880,57.22281376712721,2
G1200310,1880,76.35120497580095,26
G1200330,1880,80.79201861748656,19
G1200370,1880,79.730499145948,1
G1200390,1880,70.92666559569133,11
G1200470,1880,62.10418936221084,17
G1200530,1880,85.67652562106299,22
G1200570,1880,89.98982626825423,16
G1200590,1880,66.31402807350992,16
G1200630,1880,74.72633945762071,23
G1200650,1880,62.02937595909622,7
G1200670,1880,88.28002014562692,8
G1200730,1880,41.87297756735105,6
G1200750,1880,75.91124819764296,16
G1200770,1880,49.25764704158056,1
G1200790,1880,86.69107364381523,21
G1200810,1880,85.8563944230632,13
G1200830,1880,78.0070201238893,9
G1200870,1880,91.04340648996424,6
G1200890,1880,80.7344110452976,7
G1200950,1880,72.47732793891963,11
G1201050,1880,44.16836055232354,1
G1201070,1880,82.3076478470877,7
G1201090,1880,88.68848434344763,11
G1201130,1880,66.42904755307434,13
G1201190,1880,68.53987083048347,16
G1201210,1880,71.2612768635537,15
G1201230,1880,74.68598840419725,17
G1201270,1880,70.84647891418008,4
G1201290,1880,96.76755447941888,1
G1201310,1880,77.65159413037443,21
G1201330,1880,68.63311455825595,13
G1300010,1880,57.4144274238352,16
G1300070,1880,60.28824893650624,6
G1300090,1880,69.17029583288748,12
G1300110,1880,63.18248063850305,26
G1300150,1880,68.97881084253778,56
G1300190,1880,61.319829139329,38
G1300210,1880,57.23731594209955,49
G1300270,1880,58.467678649865086,23
G1300310,1880,70.01084525314258,37
G1300330,1880,64.95901097474423,23
G1300350,1880,67.37537925297978,13
G1300370,1880,67.79863505888862,8
G1300390,1880,68.79763945461193,5
G1300410,1880,74.24883202495744,43
