gisjoin,year,lni,n_children
G1301550,1850,54.37359011055048,12
G1301570,1850,68.3883751035478,21
G1301590,1850,56.52483197518474,20
G1301630,1850,71.88978271099249,6
G1301690,1850,55.09787058643332,17
G1301750,1850,61.02919511469407,16
G1301770,1850,66.5104699813184,10
G1301790,1850,100.0,1
G1301810,1850,57.27390072062534,5
G1301850,1850,69.90521868240062,19
G1301870,1850,38.95155988578548,21
G1301910,1850,57.98893712626343,6
G1301930,1850,59.0426396078101,32
G1301950,1850,57.314352633827134,19
G1301970,1850,48.23977222276892,28
G1301990,1850,60.04145288558842,43
G1302070,1850,61.99664309477659,20
G1302090,1850,48.78946714228464,11
G1302110,1850,60.491489118745584,11
G1302130,1850,55.10266154174093,39
G1302150,1850,57.25170122960436,44
G1302170,1850,58.88624645203132,30
G1302210,1850,48.31051160778466,19
G1302230,1850,65.28794217904206,26
G1302310,1850,68.11412551960271,34
G1302350,1850,65.93080702703382,9
G1302370,1850,52.98841088620602,10
G1302410,1850,66.0929456217272,7
G1302430,1850,63.55630356770546,42
G1302450,1850,71.25250548887064,16
G1302510,1850,45.40405109849214,17
G1302590,1850,55.19744551721678,26
G1302610,1850,45.912127467033336,25
G1302630,1850,45.739182086250054,32
G1302650,1850,80.53291497922052,7
G1302670,1850,43.0746394006464,13
G1302710,1850,38.64538015903624,3
G1302750,1850,46.27646446838341,20
G1302850,1850,59.94414661525842,28
G1302890,1850,57.175577544916365,18
G1302910,1850,49.55096328588915,21
G1302930,1850,59.32870315966353,15
G1302950,1850,51.47622896515878,45
G1302970,1850,56.11252504253982,20
G1302990,1850,37.62075730084502,8
G1303010,1850,61.79742082704579,14
G1303030,1850,57.34092373156151,18
G1303050,1850,52.9308840970452,8
G1303170,1850,60.43159296369572,18
G1303190,1850,84.70702436039453,13
G1700010,1850,49.996581023713986,78
G1700030,1850,53.008373647269245,7
G1700050,1850,52.83975678299176,26
G1700070,1850,59.01032564441549,23
G1700090,1850,56.55702369023521,28
G1700110,1850,55.95823244461838,37
G1700130,1850,54.34385644803335,4
G1700150,1850,47.94402672533513,18
G1700170,1850,55.100828672595426,23
G1700190,1850,55.349163732212105,6
G1700210,1850,54.070489280614304,12
G1700230,1850,45.6658759627624,39
G1700250,1850,50.16795972267728,20
G1700270,1850,51.52482289131065,25
G1700290,1850,71.28417319135434,35
G1700310,1850,47.59113165031512,115
G1700330,1850,48.760423161419695,36
G1700350,1850,47.95181562930144,10
G1700370,1850,50.03173021234009,17
G1700390,1850,50.414660012263354,40
G1700430,1850,45.84002868734901,17
G1700450,1850,49.675572318074536,41
G1700470,1850,65.99738432151689,15
G1700490,1850,49.43415040538527,27
G1700510,1850,43.603229030447224,29
G1700550,1850,65.7786810775616,39
G1700570,1850,46.154647767103306,91
G1700590,1850,52.752949038668575,21
G1700610,1850,53.09450747774913,46
G1700630,1850,46.45122509216791,10
G1700650,1850,45.6238413744796,16
G1700670,1850,52.530994648830855,33
G1700690,1850,53.15638307118448,6
G1700710,1850,42.560001477546045,13
G1700730,1850,53.067428248370575,13
G1700750,1850,49.80459407750198,17
G1700770,1850,46.12791712000195,15
G1700790,1850,56.83494825878854,16
G1700810,1850,52.834133837769045,32
G1700830,1850,49.57448574783945,27
G1700850,1850,47.186842532521425,65
G1700870,1850,61.06046074132462,10
G1700890,1850,50.20380438957762,44
G1700930,1850,47.343623789166216,31
G1700950,1850,48.1110414970984,48
G1700970,1850,50.55062987655453,53
G1700990,1850,51.73271891097777,60
G1701010,1850,34.05691415360164,2
G1701030,1850,42.161118120350245,23
G1701050,1850,46.82483299464151,1
G1701070,1850,60.72216331143041,14
G1701090,1850,56.02682152675357,32
G1701110,1850,58.053993273570946,43
G1701130,1850,59.70469188423529,43
G1701150,1850,59.240902453140365,15
G1701170,1850,51.28432428148743,38
G1701190,1850,58.34325188511944,43
G1701210,1850,53.79895175843403,15
G1701230,1850,48.52854077503307,27
G1701250,1850,54.03647255422792,21
G1701270,1850,40.422750687076864,17
G1701290,1850,53.87204854177621,13
G1701310,1850,46.103444423070776,20
G1701330,1850,55.77746372976338,19
G1701350,1850,48.83134638466528,21
G1701370,1850,46.559445684482434,35
G1701390,1850,56.54000381324928,12
G1701410,1850,55.979098852690846,49
G1701430,1850,47.63457416739558,61
G1701450,1850,67.29577634773771,12
G1701470,1850,42.55831290399496,3
G1701490,1850,45.62099628067856,66
G1701510,1850,49.78827962887109,26
G1701530,1850,46.19824214117451,3
G1701550,1850,50.31714274402074,19
G1701570,1850,48.808727755663426,35
G1701590,1850,62.57575308523784,14
G1701610,1850,54.26937816317614,33
G1701630,1850,51.844911079870464,51
G1701650,1850,41.40956686718559,17
G1701670,1850,45.52151729876348,38
G1701690,1850,50.63988460986861,61
G1701710,1850,54.08868110144005,25
G1701730,1850,53.38134047307871,39
G1701750,1850,64.18190942277192,14
G1701770,1850,53.93730777704686,39
G1701790,1850,46.71369242097459,38
G1701810,1850,51.75657147568905,36
G1701830,1850,47.20303290171941,26
G1701850,1850,49.665798286172794,16
G1701870,1850,51.98966115158462,33
G1701890,1850,44.56902126204984,25
G1701910,1850,62.19490100746664,26
G1701930,1850,55.85152759761653,25
G1701950,1850,80.69570757823385,17
G1701970,1850,49.9421653506844,43
G1701990,1850,49.85848791978317,33
G1702010,1850,54.706811723361184,38
G1702030,1850,51.813489374837566,19
G1800010,1850,56.96580922840183,11
G1800030,1850,48.34387979560653,73
G1800050,1850,62.94811661090273,48
G1800090,1850,79.29281669416329,2
G1800110,1850,53.30497220256959,55
G1800130,1850,58.70001058016876,24
G1800150,1850,54.75294088824493,55
G1800170,1850,46.925523326311136,39
G1800190,1850,49.50719962948213,18
G1800210,1850,49.61228411851167,30
G1800230,1850,55.40793252727164,39
G1800250,1850,52.79158509237825,33
G1800270,1850,33.23818970226977,16
G1800290,1850,55.702254659176624,51
G1800310,1850,53.76164690187505,55
G1800330,1850,52.12803666388545,40
G1800350,1850,50.8038088911119,30
G1800370,1850,54.881300639489176,31
G1800390,1850,50.5525978608193,41
G1800410,1850,56.072032615233695,24
G1800430,1850,53.08327101475805,30
G1800450,1850,51.54233962109075,62
G1800470,1850,47.556655906394354,80
G1800490,1850,51.041887487628465,21
G1800510,1850,54.21907175331132,30
G1800530,1850,53.84505597498801,51
G1800550,1850,46.87737451066699,62
G1800570,1850,53.688286523914776,50
G1800590,1850,47.032256852376285,25
G1800610,1850,57.10229109494543,51
G1800630,1850,57.02581462758853,43
G1800650,1850,48.59812097759543,51
G1800670,1850,52.13790562193177,36
G1800690,1850,75.19122164118141,6
G1800710,1850,53.13377451071838,35
G1800730,1850,46.53367182790519,10
G1800750,1850,49.102422742019854,22
G1800770,1850,48.80109539613762,67
G1800790,1850,50.09542413690119,59
G1800810,1850,54.90816696311433,71
G1800830,1850,49.28089880316305,28
G1800850,1850,61.42889347709888,18
G1800870,1850,57.91416539178916,29
G1800890,1850,49.077143926285274,11
G1800910,1850,51.642617685450624,47
G1800930,1850,51.50274006216116,37
G1800950,1850,54.27201969027545,44
G1800970,1850,49.77701217225307,54
G1800990,1850,45.6022846944014,25
G1801010,1850,47.20213928807255,24
G1801030,1850,48.42656062044762,25
G1801050,1850,57.369676705260986,48
G1801070,1850,51.8647569595779,70
G1801090,1850,48.91478326023165,67
G1801130,1850,57.24239462473678,26
G1801150,1850,52.289654648126195,23
G1801170,1850,52.336430081604746,50
G1801190,1850,58.55438140814732,40
G1801210,1850,51.80402626015237,41
G1801230,1850,50.79751969100238,12
G1801250,1850,50.65678542931076,44
G1801270,1850,53.41193918401905,20
G1801290,1850,50.4891993854543,39
G1801310,1850,48.88142367057552,10
G1801330,1850,53.54057901126105,55
G1801350,1850,49.44327771369239,52
G1801370,1850,56.37728211974059,58
G1801390,1850,58.288882273841025,80
G1801410,1850,54.4297974684946,43
G1801430,1850,62.125162055778965,17
G1801450,1850,55.65352279974479,88
G1801470,1850,53.63215252854519,14
G1801490,1850,48.52626223870744,4
G1801510,1850,55.17975366769686,17
G1801530,1850,51.16937657837026,32
G1801550,1850,49.640887270163674,43
G1801570,1850,48.63734835373958,78
G1801590,1850,53.36652072362256,7
G1801610,1850,58.25115924971344,23
G1801630,1850,42.63444742385693,38
G1801650,1850,45.643602648462235,41
G1801670,1850,51.75230589266246,45
G1801690,1850,54.279382646156215,36
G1801710,1850,50.484785260604035,33
G1801730,1850,58.93357416623165,31
G1801750,1850,55.731999141375134,73
G1801770,1850,49.68252691426042,73
G1801790,1850,46.845381116317576,16
G1801810,1850,50.23979922186354,12
G1801830,1850,49.76979826648874,22
G1900070,1850,61.92869456695512,11
G1900150,1850,49.90199128371474,3
G1900190,1850,65.711296570723,2
G1900310,1850,75.73572276814423,10
G1900430,1850,81.97012292000558,8
G1900450,1850,65.14705236223385,14
G1900490,1850,58.28262905899086,3
G1900510,1850,55.51889514410361,17
G1900530,1850,88.80617729719437,4
G1900550,1850,63.431317456932895,4
G1900570,1850,60.87923014063572,38
G1900610,1850,75.45560135570744,36
G1900650,1850,43.25668786937631,1
G1900710,1850,51.66682524147653,7
G1900870,1850,51.8898936614741,21
G1900950,1850,49.58244084090766,3
G1900970,1850,49.80265602137758,27
G1900990,1850,53.44596144809046,9
G1901010,1850,79.66303446462425,25
G1901030,1850,60.16568174148296,24
G1901050,1850,63.15482552123982,10
G1901070,1850,68.79802785521514,21
G1901110,1850,62.35632954512838,53
G1901130,1850,58.83283524602824,18
G1901150,1850,58.96155302342414,13
G1901210,1850,66.68785990328035,8
G1901230,1850,68.2148163543297,22
G1901250,1850,76.61553496008328,18
G1901270,1850,90.47476962462316,2
G1901350,1850,37.42760703603829,7
G1901390,1850,59.91292660637732,23
G1901450,1850,57.031133953488826,3
G1901530,1850,63.9695334889115,26
G1901550,1850,57.66765094743974,25
G1901570,1850,48.23481866808481,4
G1901630,1850,53.357261566665,18
G1901770,1850,53.753743540386445,48
G1901790,1850,53.425320616073776,22
G1901830,1850,62.82809260160272,18
G1901850,1850,86.08962521386279,3
G1901910,1850,63.65691694133182,2
G2100010,1850,73.39880704300896,34
G2100030,1850,88.59828581519737,16
G2100050,1850,61.06644844413203,18
G2100070,1850,50.5710656114454,16
G2100090,1850,60.80573244580225,49
G2100110,1850,52.36998536498365,25
G2100150,1850,59.77589247792074,40
G2100170,1850,42.65985472932577,14
G2100210,1850,48.027491994347976,23
G2100230,1850,57.96007846216039,29
G2100250,1850,53.65232180155497,24
G2100270,1850,54.927769918370466,31
G2100290,1850,52.75658268071027,12
G2100310,1850,48.27981101545779,16
G2100330,1850,63.471900229430744,36
G2100350,1850,70.95400383870327,26
G2100370,1850,62.88931233623444,42
G2100410,1850,56.063664307099685,19
G2100430,1850,52.14738400539612,27
G2100450,1850,75.08686365838209,14
G2100470,1850,63.529185490674294,43
G2100490,1850,47.67916217107603,17
G2100510,1850,53.77056390322473,23
G2100530,1850,56.96734874826395,21
G2100550,1850,51.909353957458336,19
G2100570,1850,73.74531618778042,25
G2100590,1850,53.076032599515784,34
G2100610,1850,72.2357085409687,10
G2100650,1850,57.374799115721245,20
G2100670,1850,56.158774019438745,46
G2100690,1850,47.805569862268925,25
G2100710,1850,57.96707640754327,21
G2100730,1850,53.733326336100504,28
G2100750,1850,36.59436352345373,14
G2100770,1850,39.10323256884734,12
G2100790,1850,52.8243589697835,27
G2100810,1850,60.189312731023136,23
G2100830,1850,50.46300042515674,42
G2100850,1850,49.49044090853523,14
G2100870,1850,49.14945266260033,33
G2100890,1850,58.50171852826118,35
G2100910,1850,41.19330160917826,23
G2100930,1850,57.42353866955379,28
G2100950,1850,46.897830935176,15
G2100970,1850,45.715936854337286,34
G2100990,1850,62.3333665341964,23
G2101010,1850,51.83466877133755,28
G2101030,1850,64.01182449290704,29
G2101050,1850,69.58084685022172,24
G2101070,1850,60.23920894943384,46
G2101110,1850,48.98309197647276,138
G2101130,1850,66.6556715142623,31
G2101150,1850,54.84917794987389,17
G2101170,1850,46.168999410381936,50
G2101210,1850,46.04257079165668,23
G2101230,1850,61.32068663883,12
G2101250,1850,62.05672532718154,16
G2101270,1850,55.9182915917132,29
G2101330,1850,45.14381733913914,9
G2101350,1850,65.34952056048388,15
G2101370,1850,62.24518562665605,20
G2101390,1850,51.363365542958284,12
G2101410,1850,55.89511987925263,45
G2101450,1850,63.75871450144965,14
G2101510,1850,55.00286009015963,37
G2101550,1850,63.28669942252564,16
G2101570,1850,65.7427091198955,6
G2101610,1850,58.68701174904261,38
G2101630,1850,39.783871681468746,11
G2101670,1850,44.61096423738888,48
G2101710,1850,41.62426505051859,29
G2101730,1850,52.67648861068032,11
G2101750,1850,44.47005770820236,31
G2101770,1850,58.400757859651854,30
G2101790,1850,64.0536103222642,38
G2101810,1850,58.06292319838377,43
G2101830,1850,57.08005178319273,36
G2101850,1850,64.08523003093732,13
G2101870,1850,50.43895385529418,24
G2101890,1850,67.86985360641003,9
G2101910,1850,52.322483723609984,22
G2101930,1850,60.19450992652482,16
G2101950,1850,45.09437496520666,17
G2101990,1850,48.140793272259266,60
G2102030,1850,49.74970756291088,11
G2102070,1850,69.46318425676205,18
G2102090,1850,52.00032080006251,37
G2102110,1850,60.67845768608193,31
G2102130,1850,80.70306582260332,14
G2102150,1850,57.26147781191685,6
G2102170,1850,64.5908671801736,30
G2102190,1850,54.17272466343828,33
G2102210,1850,71.22927519365135,30
G2102230,1850,62.7257033151662,22
G2102250,1850,60.16161496151301,15
G2102270,1850,62.08071659428175,28
G2102290,1850,56.02919895878124,49
G2102310,1850,58.345896334966056,32
G2102350,1850,51.260197781780555,26
G2102390,1850,40.75324311989589,13
G2200050,1850,84.63254523157619,15
G2200070,1850,100.0,11
G2200090,1850,90.57770450275328,14
G2200130,1850,71.44493332548026,17
G2200150,1850,59.56487360774719,10
G2200170,1850,57.21069608909666,7
G2200190,1850,54.61025874883939,11
G2200210,1850,91.39975225623782,5
G2200250,1850,59.00825888621467,17
G2200270,1850,51.70573231252142,27
G2200290,1850,23.269548570035305,1
G2200310,1850,63.35128533984168,5
G2200330,1850,56.70319044426876,11
G2200350,1850,49.12834799941921,3
G2200370,1850,72.51953881419323,9
G2200470,1850,90.61261070113112,6
G2200490,1850,63.263306478065864,17
G2200510,1850,71.56846236835763,62
G2200550,1850,92.94357478431502,15
G2200570,1850,91.72986024971448,15
G2200630,1850,74.52916753776717,14
G2200650,1850,64.9130659112561,5
G2200670,1850,39.67661262113531,3
G2200690,1850,67.84340869358343,22
G2200710,1850,63.36432482934292,160
G2200730,1850,85.84940706575078,6
G2200750,1850,73.92994934935167,10
G2200770,1850,82.5244110934714,9
G2200790,1850,62.14185558205412,23
G2200850,1850,60.320882184616174,23
G2200870,1850,100.0,3
G2200890,1850,100.0,4
G2200910,1850,54.61738572593106,5
G2200930,1850,78.29008301566822,10
G2200950,1850,94.48939798495732,14
G2200970,1850,90.75744525250074,31
G2200990,1850,95.13949712476716,11
G2201010,1850,70.72819323172737,10
G2201030,1850,77.26340918247989,11
G2201070,1850,73.60622855350256,6
G2201090,1850,90.04274400021274,12
G2201110,1850,50.4917408232741,10
G2201130,1850,81.42119451010207,16
G2201170,1850,56.690918811746485,16
G2201210,1850,76.6795738012846,13
G2201250,1850,74.21407195805396,4
G2300030,1850,55.065235713827235,46
G2300050,1850,65.4470543841484,227
G2300070,1850,76.23035250568567,61
G2300090,1850,60.94934252439613,93
G2300110,1850,67.30808454807388,157
G2300150,1850,68.10857647616886,165
G2300170,1850,74.41595322518239,93
G2300190,1850,71.37660397515057,163
G2300210,1850,68.09013358673609,59
G2300250,1850,71.72919538235588,80
G2300270,1850,72.16551071065325,149
G2300290,1850,54.68198990228131,111
G2300310,1850,57.50570758631667,125
G2400010,1850,50.692609323921246,60
G2400030,1850,60.68934405454784,46
G2400050,1850,55.89855192202662,483
G2400070,1850,59.31998810851174,16
G2400090,1850,61.73161390107941,10
G2400110,1850,59.391333646878664,61
G2400130,1850,49.74078416463836,41
G2400150,1850,64.17672629503991,9
G2400170,1850,57.66571661256999,29
G2400190,1850,65.83246079611791,109
G2400230,1850,54.62513839763123,52
G2400270,1850,56.68024871274392,18
G2400290,1850,67.63545556278685,31
G2400310,1850,63.91347110953353,16
G2400330,1850,58.20567206291722,27
G2400350,1850,56.84149183650736,65
G2400370,1850,66.35890321360593,26
G2400390,1850,62.09448218621267,29
G2400410,1850,55.88310210588352,76
G2400450,1850,65.56433948553787,52
G2500010,1850,67.70602362673904,80
G2500030,1850,61.15206385642513,109
G2500050,1850,62.55933674916199,197
G2500090,1850,56.785556140509065,303
G2500110,1850,62.115644672488195,78
G2500130,1850,60.03489982851826,130
G2500150,1850,63.32041247866889,78
G2500170,1850,63.08552558619291,318
G2500190,1850,71.54638300874367,19
G2500210,1850,60.179357042761715,200
G2500230,1850,69.15036665485586,111
G2500250,1850,54.807126607514654,307
G2500270,1850,67.57814901677727,304
G2600050,1850,52.25177663737962,16
G2600150,1850,65.11380415892252,25
G2600210,1850,62.83227288716296,32
G2600230,1850,71.79202050907423,40
G2600250,1850,69.38846894791679,63
G2600270,1850,65.04816938239722,30
G2600330,1850,47.32999441080508,4
G2600370,1850,49.78867878962501,16
G2600450,1850,68.3163331603853,26
G2600490,1850,56.03020133279281,39
G2600590,1850,65.28397909260741,51
G2600650,1850,73.57877111498323,35
G2600670,1850,64.9856275076919,25
G2600750,1850,56.07186482374839,84
G2600770,1850,65.47034459893932,42
G2600810,1850,67.60707538512419,31
G2600870,1850,49.56938543972155,24
G2600910,1850,60.53619921242682,78
G2600930,1850,62.89188797290494,40
G2600970,1850,67.21419049577133,7
G2600990,1850,68.19682563523735,43
G2601030,1850,88.06205035971223,1
G2601150,1850,61.174398480465,51
G2601170,1850,71.81291238496576,4
G2601230,1850,89.64998746971848,2
G2601250,1850,59.50643733089242,105
G2601390,1850,77.1019831288423,20
G2601450,1850,46.342112426170814,11
G2601470,1850,60.33298845314184,44
G2601490,1850,62.74440786883186,33
G2601510,1850,46.58477843157583,9
G2601550,1850,66.07555904660654,26
G2601570,1850,37.736003400403334,3
G2601590,1850,67.28157056916719,14
G2601610,1850,63.10741404846248,56
G2601630,1850,55.14420721808248,109
G2700090,1850,100.0,1
G2700690,1850,100.0,2
G2701230,1850,77.19438978752791,8
G2701570,1850,80.45051065429661,2
G2701630,1850,81.02923810476015,6
G2800010,1850,75.01196122395758,19
G2800050,1850,68.18118622714391,23
G2800070,1850,58.83851233169432,31
G2800150,1850,60.59304277700193,15
G2800170,1850,67.56629444433253,45
G2800190,1850,48.67684855391336,36
G2800210,1850,54.097594836384225,9
G2800230,1850,53.41145004580471,22
G2800270,1850,87.30780159757522,1
G2800290,1850,68.17031344610396,28
G2800310,1850,42.629149261545614,8
G2800330,1850,79.41598534655667,32
G2800370,1850,58.94158568793938,6
G2800410,1850,46.86843744274584,9
G2800450,1850,54.45783418536824,13
G2800470,1850,52.36504432121015,11
G2800490,1850,61.85425566641868,20
G2800510,1850,49.0542712048785,18
G2800570,1850,68.21094529351684,43
G2800590,1850,61.90984813899202,2
G2800610,1850,73.8548911013929,26
G2800630,1850,72.13433741673238,11
G2800670,1850,50.712566006962874,11
G2800690,1850,51.3952636982063,22
G2800710,1850,73.725923160798,42
G2800750,1850,70.45846291197374,12
G2800770,1850,48.75571996468051,14
G2800790,1850,68.44265468660504,13
G2800870,1850,72.16925796677737,21
G2800890,1850,62.80172604157844,14
G2800910,1850,71.14235610861448,5
G2800930,1850,72.81118647652038,27
G2800950,1850,56.715964255380754,33
G2800990,1850,47.82204814784877,7
G2801010,1850,46.17773396194676,12
G2801030,1850,58.06163034245737,18
G2801050,1850,47.42101107173996,28
G2801070,1850,76.73059141919947,11
G2801110,1850,58.28213450033988,9
G2801130,1850,61.05344597865439,15
G2801150,1850,53.63569641340823,44
G2801210,1850,46.325467110484766,22
G2801230,1850,75.53355398108816,9
G2801270,1850,68.02022726950759,10
G2801290,1850,40.74458887316227,11
G2801350,1850,47.64835753037589,10
G2801390,1850,54.19748389148023,43
G2801410,1850,54.366517348088976,33
G2801490,1850,70.77114687728282,19
G2801530,1850,41.08484985122633,3
G2801570,1850,55.924426722170786,13
G2801590,1850,52.98222810191625,15
G2801610,1850,66.15276728221758,24
G2801630,1850,65.63316172817333,7
G2900010,1850,70.24551631366297,14
G2900030,1850,53.37190749936979,33
G2900050,1850,61.95156185721011,8
G2900070,1850,50.31240397964037,19
G2900090,1850,67.00000530624278,13
G2900130,1850,34.37354049202704,13
G2900150,1850,43.47111267331846,6
G2900190,1850,56.69014366900288,44
G2900210,1850,43.884337042226626,40
G2900230,1850,48.26191054889449,9
G2900250,1850,37.028411825699166,5
G2900270,1850,58.0492211135342,42
G2900310,1850,66.27455517256325,50
G2900330,1850,65.88423757497782,13
G2900370,1850,65.37334491775778,13
G2900390,1850,56.80828606660279,16
G2900410,1850,46.12055408402341,26
G2900450,1850,61.1934551003086,14
G2900470,1850,53.98755707676492,23
G2900490,1850,59.02309682586531,12
G2900510,1850,50.021732439600186,18
G2900530,1850,59.59288602870572,35
