gisjoin,state,county,year,total_farms,farms_reporting_fert,fert_expenditure_dollars,fert_tons_purchased,share_farms_reporting_fert,fert_exp_per_farm
G3101410,Nebraska,Platte,1910,2146.0,5.0,72.0,,0.002329916123019571,0.033550792171481825
G3101430,Nebraska,Polk,1910,1548.0,1.0,250.0,,0.0006459948320413437,0.16149870801033592
G3101450,Nebraska,Red Willow,1910,1187.0,2.0,250.0,,0.0016849199663016006,0.21061499578770007
G3101470,Nebraska,Richardson,1910,2097.0,6.0,626.0,,0.002861230329041488,0.2985216976633286
G3101490,Nebraska,Rock,1910,671.0,3.0,112.0,,0.004470938897168405,0.16691505216095381
G3101510,Nebraska,Saline,1910,2205.0,7.0,374.0,,0.0031746031746031746,0.16961451247165532
G3101530,Nebraska,Sarpy,1910,930.0,6.0,104.0,,0.0064516129032258064,0.11182795698924732
G3101550,Nebraska,Saunders,1910,2796.0,7.0,296.0,,0.002503576537911302,0.10586552217453506
G3101570,Nebraska,Scotts Bluff,1910,1128.0,4.0,107.0,,0.0035460992907801418,0.09485815602836879
G3101590,Nebraska,Seward,1910,2170.0,4.0,341.0,,0.0018433179723502304,0.15714285714285714
G3101610,Nebraska,Sheridan,1910,1310.0,1.0,100.0,,0.0007633587786259542,0.07633587786259542
G3101630,Nebraska,Sherman,1910,1280.0,13.0,793.0,,0.01015625,0.61953125
G3101650,Nebraska,Sioux,1910,1420.0,0.0,0.0,,0.0,0.0
G3101670,Nebraska,Stanton,1910,1137.0,3.0,31.0,,0.002638522427440633,0.027264731750219876
G3101690,Nebraska,Thayer,1910,1924.0,5.0,89.0,,0.002598752598752599,0.04625779625779626
G3101710,Nebraska,Thomas,1910,266.0,2.0,407.0,,0.007518796992481203,1.5300751879699248
G3101730,Nebraska,Thurston,1910,1100.0,0.0,0.0,,0.0,0.0
G3101750,Nebraska,Valley,1910,1272.0,3.0,190.0,,0.0023584905660377358,0.14937106918238993
G3101770,Nebraska,Washington,1910,1629.0,6.0,257.0,,0.003683241252302026,0.15776550030693678
G3101790,Nebraska,Wayne,1910,1408.0,1.0,25.0,,0.0007102272727272727,0.01775568181818182
G3101810,Nebraska,Webster,1910,1700.0,1.0,10.0,,0.000588235294117647,0.0058823529411764705
G3101830,Nebraska,Wheeler,1910,476.0,0.0,0.0,,0.0,0.0
G3101850,Nebraska,York,1910,2184.0,4.0,108.0,,0.0018315018315018315,0.04945054945054945
G3200010,Nevada,Churchill,1910,354.0,3.0,275.0,,0.00847457627118644,0.7768361581920904
G3200030,Nevada,Clark,1910,146.0,1.0,5.0,,0.00684931506849315,0.03424657534246575
G3200050,Nevada,Douglas,1910,132.0,0.0,0.0,,0.0,0.0
G3200070,Nevada,Elko,1910,422.0,3.0,185.0,,0.0071090047393364926,0.43838862559241704
G3200090,Nevada,Esmeralda,1910,105.0,0.0,0.0,,0.0,0.0
G3200110,Nevada,Eureka,1910,68.0,0.0,0.0,,0.0,0.0
G3200130,Nevada,Humboldt,1910,312.0,3.0,270.0,,0.009615384615384616,0.8653846153846154
G3200150,Nevada,Lander,1910,55.0,0.0,0.0,,0.0,0.0
G3200170,Nevada,Lincoln,1910,135.0,0.0,0.0,,0.0,0.0
G3200190,Nevada,Lyon,1910,208.0,1.0,20.0,,0.004807692307692308,0.09615384615384616
G3200230,Nevada,Nye,1910,116.0,12.0,655.0,,0.10344827586206896,5.646551724137931
G3200250,Nevada,Ormsby,1910,45.0,2.0,474.0,,0.044444444444444446,10.533333333333333
G3200290,Nevada,Storey,1910,21.0,0.0,0.0,,0.0,0.0
G3200310,Nevada,Washoe,1910,367.0,10.0,6495.0,,0.027247956403269755,17.697547683923705
G3200330,Nevada,White Pine,1910,203.0,0.0,0.0,,0.0,0.0
G3209995,Nevada,Indian Reservations [multi-reservation reporting area],1910,0.0,0.0,0.0,,,
G3300010,New Hampshire,Belknap,1910,1774.0,1117.0,33122.0,,0.6296505073280722,18.670800450958286
G3300030,New Hampshire,Carroll,1910,2003.0,1247.0,33022.0,,0.6225661507738393,16.486270594108838
G3300050,New Hampshire,Cheshire,1910,2330.0,1403.0,47955.0,,0.6021459227467811,20.581545064377682
G3300070,New Hampshire,Coos,1910,1761.0,982.0,44722.0,,0.5576377058489494,25.39579784213515
G3300090,New Hampshire,Grafton,1910,3818.0,2289.0,73456.0,,0.5995285489785228,19.23939235201676
G3300110,New Hampshire,Hillsborough,1910,3558.0,1800.0,73286.0,,0.5059021922428331,20.59752670039348
G3300130,New Hampshire,Merrimack,1910,3836.0,2154.0,67041.0,,0.5615224191866528,17.47679874869656
G3300150,New Hampshire,Rockingham,1910,4342.0,2157.0,73651.0,,0.49677567941040995,16.96245969599263
G3300170,New Hampshire,Strafford,1910,1831.0,1080.0,36519.0,,0.5898416166029492,19.944838885854725
G3300190,New Hampshire,Sullivan,1910,1800.0,1122.0,29806.0,,0.6233333333333333,16.558888888888887
G3400010,New Jersey,Atlantic,1910,1572.0,1181.0,112758.0,,0.7512722646310432,71.72900763358778
G3400030,New Jersey,Bergen,1910,1221.0,639.0,128201.0,,0.5233415233415234,104.996723996724
G3400050,New Jersey,Burlington,1910,2389.0,1810.0,480814.0,,0.7576391795730432,201.26161573880285
G3400070,New Jersey,Camden,1910,1244.0,943.0,222535.0,,0.7580385852090032,178.88665594855306
G3400090,New Jersey,Cape May,1910,632.0,511.0,43349.0,,0.8085443037974683,68.59018987341773
G3400110,New Jersey,Cumberland,1910,2724.0,2159.0,366718.0,,0.7925844346549192,134.62481644640235
G3400130,New Jersey,Essex,1910,633.0,268.0,40445.0,,0.42338072669826227,63.89415481832543
G3400150,New Jersey,Gloucester,1910,2252.0,1926.0,626244.0,,0.8552397868561279,278.0834813499112
G3400170,New Jersey,Hudson,1910,215.0,119.0,38588.0,,0.5534883720930233,179.47906976744187
G3400190,New Jersey,Hunterdon,1910,2907.0,2169.0,152230.0,,0.7461300309597523,52.36670106639147
G3400210,New Jersey,Mercer,1910,1573.0,1295.0,277742.0,,0.8232676414494596,176.56834075015894
G3400230,New Jersey,Middlesex,1910,1542.0,1162.0,252949.0,,0.7535667963683528,164.03955901426718
G3400250,New Jersey,Monmouth,1910,2941.0,2410.0,542742.0,,0.819449166950017,184.54335260115607
G3400270,New Jersey,Morris,1910,1949.0,1214.0,106393.0,,0.6228835300153925,54.58850692662904
G3400290,New Jersey,Ocean,1910,729.0,492.0,29122.0,,0.6748971193415638,39.94787379972565
G3400310,New Jersey,Passaic,1910,854.0,343.0,49276.0,,0.4016393442622951,57.70023419203747
G3400330,New Jersey,Salem,1910,2046.0,1779.0,524778.0,,0.8695014662756598,256.48973607038124
G3400350,New Jersey,Somerset,1910,1947.0,1423.0,148154.0,,0.7308680020544427,76.0934771443246
G3400370,New Jersey,Sussex,1910,1659.0,394.0,19803.0,,0.23749246534056662,11.936708860759493
G3400390,New Jersey,Union,1910,647.0,326.0,47988.0,,0.5038639876352395,74.17001545595055
G3400410,New Jersey,Warren,1910,1811.0,1122.0,66775.0,,0.6195472114853672,36.871893981225845
G3550035,New Mexico Territory,Bernalillo,1910,925.0,109.0,8531.0,,0.11783783783783784,9.222702702702703
G3550055,New Mexico Territory,Chaves,1910,2487.0,10.0,1040.0,,0.004020908725371934,0.4181745074386811
G3550075,New Mexico Territory,Colfax,1910,693.0,4.0,375.0,,0.005772005772005772,0.5411255411255411
G3550095,New Mexico Territory,Curry,1910,2134.0,3.0,155.0,,0.0014058106841611997,0.07263355201499531
G3550115,New Mexico Territory,Dona Ana,1910,851.0,13.0,1086.0,,0.01527614571092832,1.2761457109283196
G3550135,New Mexico Territory,Eddy,1910,1411.0,12.0,352.0,,0.008504606661941885,0.24946846208362863
G3550155,New Mexico Territory,Grant,1910,627.0,6.0,165.0,,0.009569377990430622,0.2631578947368421
G3550175,New Mexico Territory,Guadalupe,1910,1760.0,15.0,421.0,,0.008522727272727272,0.23920454545454545
G3550195,New Mexico Territory,Lincoln,1910,641.0,7.0,55.0,,0.0109204368174727,0.08580343213728549
G3550215,New Mexico Territory,Luna,1910,340.0,0.0,0.0,,0.0,0.0
G3550235,New Mexico Territory,McKinley,1910,574.0,0.0,0.0,,0.0,0.0
G3550255,New Mexico Territory,Mora,1910,1988.0,142.0,1890.0,,0.07142857142857142,0.9507042253521126
G3550275,New Mexico Territory,Otero,1910,705.0,2.0,101.0,,0.0028368794326241137,0.14326241134751774
G3550295,New Mexico Territory,Quay,1910,3117.0,1.0,5.0,,0.0003208213025344883,0.0016041065126724415
G3550315,New Mexico Territory,Rio Arriba,1910,1542.0,19.0,356.0,,0.01232166018158236,0.23086900129701687
G3550335,New Mexico Territory,Roosevelt,1910,3200.0,0.0,0.0,,0.0,0.0
G3550355,New Mexico Territory,Sandoval,1910,1237.0,50.0,1393.0,,0.04042037186742118,1.126111560226354
G3550375,New Mexico Territory,San Juan,1910,924.0,1.0,4.0,,0.0010822510822510823,0.004329004329004329
G3550395,New Mexico Territory,San Miguel,1910,1468.0,152.0,3829.0,,0.10354223433242507,2.6083106267029974
G3550435,New Mexico Territory,Santa Fe,1910,1297.0,40.0,775.0,,0.03084040092521203,0.5975327679259831
G3550455,New Mexico Territory,Sierra,1910,363.0,3.0,235.0,,0.008264462809917356,0.6473829201101928
G3550475,New Mexico Territory,Socorro,1910,1122.0,42.0,1224.0,,0.0374331550802139,1.0909090909090908
G3550495,New Mexico Territory,Taos,1910,986.0,184.0,3076.0,,0.18661257606490872,3.1196754563894524
G3550515,New Mexico Territory,Torrance,1910,2069.0,0.0,0.0,,0.0,0.0
G3550535,New Mexico Territory,Union,1910,1923.0,1.0,4.0,,0.0005200208008320333,0.0020800832033281333
G3550555,New Mexico Territory,Valencia,1910,1292.0,11.0,299.0,,0.008513931888544891,0.23142414860681115
G3559995,New Mexico Territory,Indian Reservations [multi-reservation reporting area],1910,0.0,,,,,
G3600010,New York,Albany,1910,3146.0,1914.0,96146.0,,0.6083916083916084,30.561347743165925
G3600030,New York,Allegany,1910,4937.0,2282.0,77343.0,,0.4622240226858416,15.665991492809399
G3600070,New York,Broome,1910,4017.0,1624.0,53700.0,,0.4042818023400548,13.368185212845408
G3600090,New York,Cattaraugus,1910,6017.0,3198.0,99409.0,,0.5314941000498588,16.521356157553598
G3600110,New York,Cayuga,1910,4785.0,3252.0,149307.0,,0.6796238244514107,31.203134796238245
G3600130,New York,Chautauqua,1910,7500.0,5065.0,215817.0,,0.6753333333333333,28.7756
G3600150,New York,Chemung,1910,2193.0,816.0,34559.0,,0.37209302325581395,15.758777929776562
G3600170,New York,Chenango,1910,4258.0,2484.0,86591.0,,0.5833724753405355,20.33607327383748
G3600190,New York,Clinton,1910,3608.0,1366.0,59585.0,,0.3786031042128603,16.51468957871397
G3600210,New York,Columbia,1910,2963.0,1556.0,89818.0,,0.5251434357070537,30.313196085048936
G3600230,New York,Cortland,1910,2610.0,1779.0,73448.0,,0.6816091954022988,28.140996168582376
G3600250,New York,Delaware,1910,5044.0,2457.0,74988.0,,0.48711340206185566,14.866772402854878
G3600270,New York,Dutchess,1910,3600.0,1690.0,122622.0,,0.46944444444444444,34.06166666666667
G3600290,New York,Erie,1910,8178.0,5442.0,288807.0,,0.6654438738077769,35.315113719735876
G3600310,New York,Essex,1910,2274.0,909.0,59836.0,,0.3997361477572559,26.313104661389623
G3600330,New York,Franklin,1910,3675.0,2037.0,92652.0,,0.5542857142857143,25.21142857142857
G3600350,New York,Fulton,1910,1932.0,1175.0,37585.0,,0.6081780538302277,19.45393374741201
G3600370,New York,Genesee,1910,3250.0,2390.0,167711.0,,0.7353846153846154,51.60338461538461
G3600390,New York,Greene,1910,2654.0,1180.0,54191.0,,0.4446119065561417,20.418613413715146
G3600410,New York,Hamilton,1910,470.0,161.0,2689.0,,0.3425531914893617,5.721276595744681
G3600430,New York,Herkimer,1910,3092.0,1455.0,55809.0,,0.4705692108667529,18.04948253557568
G3600450,New York,Jefferson,1910,5778.0,1401.0,50319.0,,0.24247144340602284,8.708722741433021
G3600470,New York,Kings,1910,110.0,66.0,37409.0,,0.6,340.08181818181816
G3600490,New York,Lewis,1910,3343.0,1943.0,63788.0,,0.5812144780137601,19.08106491175591
G3600510,New York,Livingston,1910,3298.0,1815.0,117680.0,,0.5503335354760461,35.68223165554882
G3600530,New York,Madison,1910,4042.0,2506.0,105626.0,,0.6199901039089559,26.132112815437903
G3600550,New York,Monroe,1910,5971.0,4177.0,312255.0,,0.6995478144364428,52.29526042538938
G3600570,New York,Montgomery,1910,2189.0,868.0,32960.0,,0.39652809502055736,15.05710370031978
G3600590,New York,Nassau,1910,1017.0,859.0,597565.0,,0.8446411012782694,587.5762045231072
G3600610,New York,New York,1910,85.0,34.0,6876.0,,0.4,80.89411764705882
G3600630,New York,Niagara,1910,4346.0,2975.0,179652.0,,0.684537505752416,41.337321675103546
G3600650,New York,Oneida,1910,6929.0,3681.0,147440.0,,0.5312454899696926,21.278683792755086
G3600670,New York,Onondaga,1910,5770.0,3415.0,183527.0,,0.5918544194107452,31.807105719237434
G3600690,New York,Ontario,1910,4416.0,2758.0,176510.0,,0.6245471014492754,39.9705615942029
G3600710,New York,Orange,1910,3935.0,1166.0,130088.0,,0.2963151207115629,33.05921219822109
G3600730,New York,Orleans,1910,2780.0,2254.0,171506.0,,0.8107913669064748,61.69280575539568
G3600750,New York,Oswego,1910,6319.0,3165.0,128321.0,,0.5008703908846337,20.30716885583162
G3600770,New York,Otsego,1910,5346.0,3604.0,124789.0,,0.6741488963711186,23.342499064721288
G3600790,New York,Putnam,1910,973.0,97.0,9599.0,,0.09969167523124357,9.865364850976361
G3600810,New York,Queens,1910,720.0,493.0,287761.0,,0.6847222222222222,399.66805555555555
G3600830,New York,Rensselaer,1910,3654.0,1807.0,83317.0,,0.4945265462506842,22.8015873015873
G3600850,New York,Richmond,1910,163.0,121.0,41771.0,,0.7423312883435583,256.2638036809816
G3600870,New York,Rockland,1910,1133.0,454.0,42685.0,,0.4007060900264784,37.67431597528685
G3600890,New York,St Lawrence,1910,8224.0,3766.0,123836.0,,0.4579280155642023,15.057879377431906
G3600910,New York,Saratoga,1910,3611.0,1927.0,78051.0,,0.5336471891442813,21.61478814732761
G3600930,New York,Schenectady,1910,1027.0,637.0,31043.0,,0.620253164556962,30.226874391431352
G3600950,New York,Schoharie,1910,3288.0,1332.0,32225.0,,0.4051094890510949,9.800790754257907
G3600970,New York,Schuyler,1910,1920.0,700.0,23496.0,,0.3645833333333333,12.2375
G3600990,New York,Seneca,1910,2085.0,1444.0,69751.0,,0.6925659472422062,33.4537170263789
G3601010,New York,Steuben,1910,7363.0,2319.0,98528.0,,0.31495314409887276,13.381502105120196
G3601030,New York,Suffolk,1910,2491.0,2141.0,838006.0,,0.8594941790445604,336.4134885588117
G3601050,New York,Sullivan,1910,3851.0,971.0,29490.0,,0.2521423007011166,7.657751233445858
G3601070,New York,Tioga,1910,2844.0,1217.0,48448.0,,0.42791842475386777,17.035161744022503
G3601090,New York,Tompkins,1910,2988.0,1585.0,64572.0,,0.5304551539491299,21.610441767068274
G3601110,New York,Ulster,1910,5022.0,2266.0,152273.0,,0.4512146555157308,30.321186778176024
G3601130,New York,Warren,1910,1865.0,718.0,16926.0,,0.38498659517426276,9.075603217158177
G3601150,New York,Washington,1910,3564.0,1734.0,57318.0,,0.48653198653198654,16.08249158249158
G3601170,New York,Wayne,1910,5237.0,2430.0,174661.0,,0.4640061103685316,33.35134619056712
G3601190,New York,Westchester,1910,1880.0,640.0,84232.0,,0.3404255319148936,44.804255319148936
G3601210,New York,Wyoming,1910,3529.0,2774.0,137550.0,,0.7860583734769057,38.97704732218759
G3601230,New York,Yates,1910,2288.0,1391.0,57802.0,,0.6079545454545454,25.263111888111887
G3700010,North Carolina,Alamance,1910,2508.0,2173.0,77442.0,,0.8664274322169059,30.87799043062201
G3700030,North Carolina,Alexander,1910,1924.0,1467.0,30141.0,,0.7624740124740125,15.665800415800415
G3700050,North Carolina,Alleghany,1910,1466.0,899.0,18804.0,,0.6132332878581174,12.826739427012278
G3700070,North Carolina,Anson,1910,3332.0,2662.0,264363.0,,0.7989195678271308,79.3406362545018
G3700090,North Carolina,Ashe,1910,3215.0,1128.0,15437.0,,0.35085536547433904,4.801555209953344
G3700130,North Carolina,Beaufort,1910,2951.0,1828.0,139754.0,,0.6194510335479498,47.358183666553714
G3700150,North Carolina,Bertie,1910,3183.0,2532.0,157807.0,,0.7954759660697456,49.57807100219918
G3700170,North Carolina,Bladen,1910,2495.0,1560.0,83680.0,,0.625250501002004,33.53907815631263
G3700190,North Carolina,Brunswick,1910,1666.0,852.0,32736.0,,0.5114045618247299,19.649459783913567
G3700210,North Carolina,Buncombe,1910,4145.0,1261.0,26283.0,,0.30422195416164055,6.340892641737033
G3700230,North Carolina,Burke,1910,2569.0,1535.0,31975.0,,0.597508758271701,12.446477228493578
G3700250,North Carolina,Cabarrus,1910,2374.0,1953.0,70554.0,,0.8226621735467565,29.719460825610785
G3700270,North Carolina,Caldwell,1910,2548.0,1273.0,25163.0,,0.49960753532182106,9.87558869701727
G3700290,North Carolina,Camden,1910,821.0,608.0,40239.0,,0.7405602923264312,49.012180267965896
G3700310,North Carolina,Carteret,1910,982.0,599.0,29758.0,,0.609979633401222,30.30346232179226
G3700330,North Carolina,Caswell,1910,2002.0,1776.0,106610.0,,0.8871128871128872,53.25174825174825
G3700350,North Carolina,Catawba,1910,3199.0,2782.0,79770.0,,0.8696467646139419,24.93591747421069
G3700370,North Carolina,Chatham,1910,3646.0,3101.0,100156.0,,0.8505211190345584,27.47010422380691
G3700390,North Carolina,Cherokee,1910,1912.0,485.0,5583.0,,0.2536610878661088,2.919979079497908
G3700410,North Carolina,Chowan,1910,983.0,791.0,63800.0,,0.8046795523906409,64.90335707019328
G3700430,North Carolina,Clay,1910,762.0,234.0,2356.0,,0.30708661417322836,3.0918635170603674
G3700450,North Carolina,Cleveland,1910,4032.0,3616.0,156850.0,,0.8968253968253969,38.901289682539684
G3700470,North Carolina,Columbus,1910,3394.0,2578.0,189020.0,,0.7595757218621096,55.692398350029464
G3700490,North Carolina,Craven,1910,2098.0,1006.0,98572.0,,0.47950428979980936,46.98379408960915
G3700510,North Carolina,Cumberland,1910,3463.0,2552.0,278945.0,,0.7369332948310713,80.55010106843777
G3700530,North Carolina,Currituck,1910,932.0,594.0,86360.0,,0.6373390557939914,92.66094420600858
G3700550,North Carolina,Dare,1910,136.0,56.0,1250.0,,0.4117647058823529,9.191176470588236
G3700570,North Carolina,Davidson,1910,3505.0,2964.0,78622.0,,0.8456490727532097,22.43138373751783
G3700590,North Carolina,Davie,1910,1794.0,1197.0,20573.0,,0.6672240802675585,11.467670011148272
G3700610,North Carolina,Duplin,1910,3847.0,3065.0,243420.0,,0.7967247205614765,63.275279438523526
G3700630,North Carolina,Durham,1910,1616.0,1346.0,51054.0,,0.8329207920792079,31.592821782178216
G3700650,North Carolina,Edgecombe,1910,2929.0,2337.0,406812.0,,0.797883236599522,138.8910891089109
G3700670,North Carolina,Forsyth,1910,2647.0,2337.0,81727.0,,0.8828862863619191,30.875330562901397
G3700690,North Carolina,Franklin,1910,3567.0,2985.0,164738.0,,0.8368376787216149,46.18390804597701
G3700710,North Carolina,Gaston,1910,2859.0,2460.0,107803.0,,0.8604407135362014,37.70654074851347
G3700730,North Carolina,Gates,1910,1439.0,1126.0,78709.0,,0.7824878387769284,54.69701181375955
G3700750,North Carolina,Graham,1910,770.0,61.0,1050.0,,0.07922077922077922,1.3636363636363635
G3700770,North Carolina,Granville,1910,3259.0,2920.0,172771.0,,0.8959803620742559,53.013501073949065
G3700790,North Carolina,Greene,1910,2193.0,1877.0,226008.0,,0.8559051527587779,103.05882352941177
G3700810,North Carolina,Guilford,1910,3776.0,3089.0,106713.0,,0.8180614406779662,28.260858050847457
G3700830,North Carolina,Halifax,1910,4295.0,3337.0,288329.0,,0.7769499417927823,67.1313154831199
G3700850,North Carolina,Harnett,1910,2710.0,2345.0,179422.0,,0.8653136531365314,66.20738007380073
G3700870,North Carolina,Haywood,1910,2125.0,404.0,10125.0,,0.19011764705882353,4.764705882352941
G3700890,North Carolina,Henderson,1910,2169.0,1180.0,26075.0,,0.5440295066851083,12.02166897187644
G3700910,North Carolina,Hertford,1910,2258.0,1766.0,123027.0,,0.7821080602302923,54.48494242692648
G3700950,North Carolina,Hyde,1910,1341.0,478.0,18294.0,,0.3564504101416853,13.642058165548098
G3700970,North Carolina,Iredell,1910,3967.0,3345.0,107263.0,,0.8432064532392236,27.038820267204436
G3700990,North Carolina,Jackson,1910,1897.0,379.0,5931.0,,0.19978914074855034,3.1265155508697946
G3701010,North Carolina,Johnston,1910,6022.0,5291.0,612798.0,,0.8786117568913983,101.75988043839256
G3701030,North Carolina,Jones,1910,1367.0,936.0,70734.0,,0.6847110460863204,51.74396488661302
G3701050,North Carolina,Lee,1910,1272.0,1082.0,43527.0,,0.85062893081761,34.219339622641506
G3701070,North Carolina,Lenoir,1910,2423.0,1928.0,247591.0,,0.7957078002476269,102.1836566240198
G3701090,North Carolina,Lincoln,1910,2244.0,1845.0,61012.0,,0.8221925133689839,27.188948306595364
G3701110,North Carolina,McDowell,1910,1624.0,371.0,4668.0,,0.22844827586206898,2.874384236453202
G3701130,North Carolina,Macon,1910,1944.0,385.0,5272.0,,0.19804526748971193,2.711934156378601
G3701150,North Carolina,Madison,1910,3273.0,325.0,3752.0,,0.09929728078215705,1.1463489153681639
G3701170,North Carolina,Martin,1910,2134.0,1779.0,291982.0,,0.8336457357075914,136.82380506091846
G3701190,North Carolina,Mecklenburg,1910,4439.0,3615.0,206939.0,,0.8143726064428926,46.618382518585264
G3701210,North Carolina,Mitchell,1910,2486.0,333.0,5729.0,,0.13395012067578438,2.3045052292839903
G3701230,North Carolina,Montgomery,1910,1671.0,1435.0,52157.0,,0.8587672052663076,31.213046080191504
G3701250,North Carolina,Moore,1910,1825.0,1474.0,50824.0,,0.8076712328767123,27.848767123287672
G3701270,North Carolina,Nash,1910,4194.0,3746.0,378006.0,,0.8931807343824512,90.13018597997139
G3701290,North Carolina,New Hanover,1910,420.0,254.0,30909.0,,0.6047619047619047,73.59285714285714
G3701310,North Carolina,Northampton,1910,3441.0,2710.0,176602.0,,0.7875617553036908,51.32287125835513
G3701330,North Carolina,Onslow,1910,2061.0,1129.0,44916.0,,0.5477923338185346,21.79330422125182
G3701350,North Carolina,Orange,1910,1967.0,1731.0,65195.0,,0.8800203355363497,33.14438230808337
G3701370,North Carolina,Pamlico,1910,1082.0,782.0,51344.0,,0.722735674676525,47.45286506469501
G3701390,North Carolina,Pasquotank,1910,1264.0,861.0,62470.0,,0.6811708860759493,49.42246835443038
G3701410,North Carolina,Pender,1910,1983.0,1162.0,50943.0,,0.5859808371154815,25.689863842662632
G3701430,North Carolina,Perquimans,1910,1319.0,1000.0,58805.0,,0.7581501137225171,44.58301743745262
G3701450,North Carolina,Person,1910,2365.0,2173.0,147538.0,,0.918816067653277,62.38393234672304
G3701470,North Carolina,Pitt,1910,4696.0,3837.0,478508.0,,0.8170783645655877,101.896933560477
G3701490,North Carolina,Polk,1910,1166.0,865.0,26366.0,,0.741852487135506,22.612349914236706
G3701510,North Carolina,Randolph,1910,4011.0,3520.0,100512.0,,0.8775866367489404,25.05908750934929
G3701530,North Carolina,Richmond,1910,1621.0,1339.0,173769.0,,0.8260333127698951,107.19864281307835
G3701550,North Carolina,Robeson,1910,6450.0,5326.0,1058741.0,,0.8257364341085272,164.14589147286821
G3701570,North Carolina,Rockingham,1910,3189.0,2823.0,116856.0,,0.8852304797742239,36.64346190028222
G3701590,North Carolina,Rowan,1910,3241.0,2701.0,93887.0,,0.8333847577908053,28.96852823202715
G3701610,North Carolina,Rutherford,1910,3447.0,2600.0,80190.0,,0.7542790832608065,23.263707571801568
G3701630,North Carolina,Sampson,1910,4577.0,3846.0,301778.0,,0.8402883985143107,65.93358094821936
G3701650,North Carolina,Scotland,1910,1489.0,1018.0,338079.0,,0.6836803223640027,227.051040967092
G3701670,North Carolina,Stanly,1910,2445.0,2050.0,77368.0,,0.8384458077709611,31.643353783231085
G3701690,North Carolina,Stokes,1910,3357.0,3001.0,104822.0,,0.8939529341674114,31.224903187369677
G3701710,North Carolina,Surry,1910,4187.0,3025.0,102972.0,,0.7224743252925723,24.59326486744686
G3701730,North Carolina,Swain,1910,1383.0,45.0,605.0,,0.03253796095444685,0.4374548083875633
G3701750,North Carolina,Transylvania,1910,892.0,430.0,10020.0,,0.4820627802690583,11.233183856502242
G3701770,North Carolina,Tyrrell,1910,698.0,441.0,34263.0,,0.6318051575931232,49.087392550143264
G3701790,North Carolina,Union,1910,4856.0,3384.0,160979.0,,0.6968698517298187,33.15053542009885
G3701810,North Carolina,Vance,1910,2021.0,1686.0,105803.0,,0.8342404750123701,52.351806036615535
G3701830,North Carolina,Wake,1910,6137.0,5245.0,387777.0,,0.8546521101515399,63.18673619032101
G3701850,North Carolina,Warren,1910,2720.0,2368.0,115631.0,,0.8705882352941177,42.511397058823526
G3701870,North Carolina,Washington,1910,975.0,669.0,42431.0,,0.6861538461538461,43.51897435897436
G3701890,North Carolina,Watauga,1910,2332.0,725.0,7926.0,,0.3108919382504288,3.3987993138936536
G3701910,North Carolina,Wayne,1910,4035.0,3501.0,428871.0,,0.8676579925650557,106.28773234200743
G3701930,North Carolina,Wilkes,1910,5233.0,2804.0,39919.0,,0.5358303076629085,7.628320275176763
G3701950,North Carolina,Wilson,1910,3406.0,2971.0,393659.0,,0.8722842043452731,115.57809747504405
G3701970,North Carolina,Yadkin,1910,2476.0,1957.0,41900.0,,0.7903877221324718,16.922455573505655
G3701990,North Carolina,Yancey,1910,2164.0,295.0,3314.0,,0.13632162661737524,1.5314232902033271
G3800010,North Dakota,Adams,1910,1344.0,5.0,361.0,,0.003720238095238095,0.26860119047619047
G3800030,North Dakota,Barnes,1910,1751.0,10.0,430.0,,0.0057110222729868645,0.24557395773843518
G3800050,North Dakota,Benson,1910,1545.0,3.0,290.0,,0.001941747572815534,0.18770226537216828
G3800070,North Dakota,Billings,1910,1708.0,0.0,0.0,,0.0,0.0
G3800090,North Dakota,Bottineau,1910,2304.0,3.0,160.0,,0.0013020833333333333,0.06944444444444445
G3800110,North Dakota,Bowman,1910,942.0,0.0,0.0,,0.0,0.0
G3800130,North Dakota,Burke,1910,1568.0,2.0,34.0,,0.0012755102040816326,0.021683673469387755
G3800150,North Dakota,Burleigh,1910,1416.0,3.0,235.0,,0.00211864406779661,0.16596045197740114
G3800170,North Dakota,Cass,1910,2046.0,5.0,313.0,,0.0024437927663734115,0.15298142717497556
G3800190,North Dakota,Cavalier,1910,1944.0,2.0,100.0,,0.00102880658436214,0.051440329218107
G3800210,North Dakota,Dickey,1910,1089.0,4.0,120.0,,0.0036730945821854912,0.11019283746556474
G3800230,North Dakota,Divide,1910,961.0,1.0,15.0,,0.001040582726326743,0.015608740894901144
G3800250,North Dakota,Dunn,1910,1461.0,3.0,167.0,,0.002053388090349076,0.11430527036276524
G3800270,North Dakota,Eddy,1910,646.0,0.0,0.0,,0.0,0.0
G3800290,North Dakota,Emmons,1910,1490.0,4.0,165.0,,0.0026845637583892616,0.11073825503355705
G3800310,North Dakota,Foster,1910,631.0,4.0,194.0,,0.006339144215530904,0.3074484944532488
G3800350,North Dakota,Grand Forks,1910,1900.0,43.0,2456.0,,0.022631578947368423,1.2926315789473684
G3800390,North Dakota,Griggs,1910,808.0,9.0,662.0,,0.011138613861386138,0.8193069306930693
G3800410,North Dakota,Hettinger,1910,1326.0,1.0,10.0,,0.0007541478129713424,0.007541478129713424
G3800430,North Dakota,Kidder,1910,1241.0,2.0,110.0,,0.0016116035455278,0.088638195004029
