gisjoin,year,n_married,n_divorced,n_elderly,n_elderly_nonrel,mean_nchild,divorce_ratio,elderly_alone_share
G21075.0,1900,3888.0,21.0,376.0,44.0,2.1720911310008137,0.0053722179585571,0.1170212765957446
G21077.0,1900,2018.0,9.0,262.0,15.0,2.108919382504288,0.0044400592007893,0.0572519083969465
G21083.0,1900,11596.0,59.0,988.0,55.0,2.6616761845963883,0.005062205062205,0.0556680161943319
G21087.0,1900,4324.0,18.0,448.0,22.0,2.6777059773828755,0.0041455550437586,0.0491071428571428
G2101730,1900,4494.0,32.0,523.0,53.0,2.2388663967611335,0.0070702607158638,0.1013384321223709
G2101750,1900,4680.0,23.0,368.0,27.0,2.9763413603717788,0.0048904954284499,0.0733695652173913
G2101650,1900,2369.0,16.0,174.0,9.0,3.024525316455696,0.0067085953878406,0.0517241379310344
G2101670,1900,5348.0,31.0,737.0,57.0,2.2140781401356153,0.0057631530024168,0.0773405698778833
G2101710,1900,4454.0,19.0,477.0,29.0,2.7757622539560014,0.0042477084730605,0.060796645702306
G2101630,1900,3628.0,18.0,436.0,25.0,2.7313503305004723,0.0049369171695008,0.0573394495412844
G2101510,1900,8871.0,43.0,975.0,82.0,2.448502415458937,0.0048238725600179,0.0841025641025641
G2101570,1900,4952.0,33.0,456.0,23.0,2.5586972083035073,0.0066198595787362,0.050438596491228
G2101530,1900,4023.0,26.0,302.0,16.0,3.2731152204836413,0.0064213386021239,0.0529801324503311
G2101410,1900,9289.0,72.0,1012.0,73.0,2.4090823794332894,0.0076914859523555,0.0721343873517786
G2101430,1900,3063.0,24.0,264.0,18.0,2.5489067894131185,0.0077745383867832,0.0681818181818181
G2101450,1900,10001.0,73.0,783.0,70.0,2.07808105872622,0.0072463768115942,0.0893997445721583
G2101370,1900,5955.0,29.0,680.0,60.0,2.4868194842406877,0.0048462566844919,0.088235294117647
G2101330,1900,3019.0,18.0,195.0,16.0,3.46932321315623,0.0059269015475798,0.082051282051282
G2101350,1900,6616.0,44.0,671.0,37.0,2.562448979591837,0.0066066066066066,0.0551415797317436
G2101250,1900,6020.0,38.0,441.0,30.0,2.966096609660966,0.0062726972598217,0.0680272108843537
G2101210,1900,6135.0,63.0,397.0,14.0,2.8914268762978343,0.010164569215876,0.035264483627204
G2101230,1900,3912.0,21.0,490.0,27.0,2.532302092811647,0.0053394355453852,0.0551020408163265
G2101170,1900,22093.0,140.0,2578.0,142.0,2.2903225806451615,0.0062969459811991,0.0550814584949573
G2201250,1900,5003.0,62.0,547.0,73.0,2.3925903794442784,0.0122408687068114,0.1334552102376599
G2205.00,1900,8481.0,39.0,717.0,73.0,2.1992895868386615,0.0045774647887323,0.101813110181311
G2201.00,1900,7436.0,36.0,448.0,48.0,2.9698852772466537,0.0048179871520342,0.1071428571428571
G2209.00,1900,9797.0,62.0,692.0,68.0,2.877911079745942,0.0062886702505325,0.0982658959537572
G22021.0,1900,2242.0,1.0,141.0,12.0,2.714902807775378,0.0004458314757021,0.0851063829787234
G22023.0,1900,1214.0,3.0,82.0,10.0,3.366136034732272,0.0024650780608052,0.1219512195121951
G22025.0,1900,5188.0,9.0,415.0,37.0,2.881217277486911,0.0017317683278814,0.0891566265060241
G22035.0,1900,4049.0,42.0,413.0,48.0,1.5820637119113574,0.0102664385235883,0.1162227602905569
G22037.0,1900,5790.0,39.0,593.0,45.0,2.668783068783069,0.006690684508492,0.0758853288364249
G22081.0,1900,3815.0,20.0,275.0,39.0,2.566045907319186,0.0052151238591916,0.1418181818181818
G22083.0,1900,3702.0,9.0,255.0,29.0,2.250734985300294,0.0024252223120452,0.1137254901960784
G22085.0,1900,4850.0,18.0,322.0,36.0,3.1156193895870734,0.0036976170912078,0.1118012422360248
G22087.0,1900,1734.0,23.0,161.0,13.0,1.948203842940685,0.0130904951622083,0.0807453416149068
G22089.0,1900,3223.0,31.0,358.0,32.0,1.8924194280526552,0.0095267363245236,0.0893854748603352
G22095.0,1900,4091.0,44.0,383.0,40.0,2.2857692307692306,0.0106408706166868,0.1044386422976501
G2201010,1900,11530.0,169.0,881.0,87.0,2.330796335447498,0.0144456791178733,0.0987514188422247
G2201050,1900,5772.0,28.0,505.0,35.0,2.716964547319074,0.0048275862068965,0.0693069306930693
G2303.00,1900,21722.0,110.0,2556.0,200.0,2.6003166505409445,0.0050384756320996,0.0782472613458529
G2305.00,1900,39738.0,361.0,7463.0,644.0,1.657414885025715,0.0090027182722761,0.0862923757202197
G24033.0,1900,6519.0,11.0,740.0,78.0,2.215111589136865,0.0016845329249617,0.1054054054054054
G24035.0,1900,9711.0,16.0,1001.0,93.0,2.442233278054174,0.001644905931942,0.0929070929070929
G24039.0,1900,7284.0,20.0,875.0,101.0,2.256626506024096,0.0027382256297918,0.1154285714285714
G24041.0,1900,16787.0,79.0,2267.0,176.0,2.226528328755976,0.0046839796039369,0.0776356418173798
G2501.00,1900,11960.0,71.0,3156.0,179.0,1.27020901536137,0.0059014213282353,0.0567173637515842
G2503.00,1900,34973.0,224.0,5221.0,423.0,2.0317351486360744,0.0063641787652356,0.0810189618846964
G25017.0,1900,204957.0,862.0,27034.0,2666.0,1.9191556123719555,0.0041881458951797,0.0986165569283124
G25021.0,1900,54164.0,270.0,8777.0,716.0,1.8665047050864136,0.0049601352096116,0.0815768485815198
G2601490,1900,11111.0,146.0,2046.0,93.0,1.4472863381160324,0.0129697077374078,0.0454545454545454
G2601550,1900,15483.0,206.0,2188.0,139.0,1.566918165989553,0.0131302186245139,0.0635283363802559
G2601570,1900,15142.0,137.0,2028.0,98.0,1.9371211220729825,0.0089665554028405,0.0483234714003944
G2601590,1900,14751.0,164.0,2540.0,151.0,1.5856301531213193,0.0109956419711699,0.0594488188976378
G2601630,1900,128842.0,744.0,12486.0,976.0,2.214055226770291,0.0057413609494852,0.0781675476533717
G26039.0,1900,1102.0,14.0,88.0,5.0,1.9207606973058635,0.0125448028673835,0.0568181818181818
G26041.0,1900,7597.0,38.0,477.0,40.0,2.437615526802218,0.0049770792403405,0.0838574423480083
G26043.0,1900,5467.0,22.0,199.0,24.0,2.736212624584718,0.0040080160320641,0.1206030150753768
G26051.0,1900,2502.0,22.0,162.0,15.0,2.3274273564847627,0.0087163232963549,0.0925925925925925
G26053.0,1900,5102.0,9.0,168.0,11.0,2.682387619749447,0.0017609078458227,0.0654761904761904
G26057.0,1900,13568.0,111.0,1644.0,90.0,1.765565264882578,0.0081146282622998,0.0547445255474452
G26059.0,1900,14243.0,135.0,2484.0,130.0,1.3910399602879129,0.0093893448323828,0.0523349436392914
G26061.0,1900,20522.0,44.0,1051.0,72.0,2.7729486023444543,0.002139453466887,0.0685061845861084
G26065.0,1900,17848.0,179.0,2591.0,158.0,1.5182452642073778,0.0099295501192655,0.0609803164801235
G26067.0,1900,15119.0,191.0,2303.0,160.0,1.5430772822787766,0.0124755062050947,0.0694745983499783
G26073.0,1900,9195.0,93.0,924.0,51.0,2.143358005453837,0.0100129198966408,0.0551948051948051
G2601070,1900,8287.0,95.0,918.0,42.0,2.1079822146940503,0.0113338105464089,0.0457516339869281
G2601090,1900,8719.0,29.0,555.0,63.0,2.797929606625259,0.0033150434385002,0.1135135135135135
G2601210,1900,14461.0,115.0,1733.0,96.0,2.138494830488098,0.0078896816684961,0.0553952683208309
G2601270,1900,7061.0,81.0,923.0,47.0,1.965665236051502,0.0113413609633155,0.0509209100758396
G2601290,1900,2950.0,8.0,227.0,26.0,2.3621691413815364,0.0027045300878972,0.1145374449339207
G2601310,1900,1971.0,7.0,181.0,7.0,2.034154090548054,0.0035389282103134,0.0386740331491712
G2601330,1900,6881.0,57.0,708.0,31.0,2.235747303543914,0.008215624099164,0.0437853107344632
G2601370,1900,2381.0,16.0,177.0,12.0,2.044891640866873,0.0066750104297037,0.0677966101694915
G2601390,1900,15044.0,64.0,2385.0,103.0,2.2813618003462204,0.004236166269526,0.0431865828092243
G2601410,1900,3029.0,17.0,220.0,15.0,2.652856246076585,0.005581089954038,0.0681818181818181
G2601430,1900,677.0,2.0,70.0,7.0,1.853717026378897,0.0029455081001472,0.1
G2707.00,1900,3474.0,15.0,224.0,18.0,1.7193857965451056,0.0042992261392949,0.0803571428571428
G2709.00,1900,3242.0,10.0,360.0,16.0,3.125343595382078,0.0030750307503075,0.0444444444444444
G27053.0,1900,80670.0,584.0,6827.0,476.0,2.03161419377283,0.0071873384694907,0.0697231580489233
G27067.0,1900,5961.0,20.0,840.0,71.0,2.785504694835681,0.0033439224209998,0.0845238095238095
G27069.0,1900,2470.0,5.0,200.0,18.0,2.5301837270341205,0.002020202020202,0.09
G27073.0,1900,4485.0,13.0,471.0,41.0,3.0163934426229506,0.0028901734104046,0.0870488322717622
G27079.0,1900,7151.0,28.0,1139.0,48.0,2.6135477582846005,0.0039002646608162,0.0421422300263388
G27083.0,1900,4954.0,21.0,486.0,46.0,2.5856140350877195,0.0042211055276381,0.0946502057613168
G27099.0,1900,7934.0,42.0,1106.0,51.0,2.3970884658454645,0.0052657973921765,0.0461121157323689
G2701010,1900,3873.0,17.0,318.0,24.0,2.9090069284064666,0.0043701799485861,0.0754716981132075
G2701050,1900,4879.0,26.0,347.0,17.0,2.749003984063745,0.0053007135575942,0.0489913544668587
G2701070,1900,4577.0,12.0,461.0,26.0,3.0452354467927325,0.0026149487905861,0.0563991323210412
G2701170,1900,3239.0,12.0,251.0,11.0,2.5930760499432464,0.0036911719470932,0.0438247011952191
G2701190,1900,10731.0,54.0,991.0,78.0,2.8371330418488445,0.0050069541029207,0.0787083753784056
G2701570,1900,6675.0,45.0,1108.0,54.0,2.383544303797468,0.0066964285714285,0.0487364620938628
G2701590,1900,2864.0,18.0,262.0,27.0,2.529051987767584,0.0062456627342123,0.1030534351145038
G2701670,1900,2629.0,10.0,193.0,17.0,2.6953907815631264,0.0037893141341417,0.0880829015544041
G2701710,1900,10133.0,52.0,1654.0,113.0,2.718798819649366,0.0051055473735886,0.0683192261185006
G2701730,1900,4590.0,13.0,474.0,42.0,3.0072964669738864,0.0028242450575711,0.0886075949367088
G2709010,1900,831.0,1.0,101.0,5.0,2.3551587301587302,0.001201923076923,0.0495049504950495
G2803.00,1900,5009.0,10.0,455.0,42.0,2.6885073580939034,0.0019924287706714,0.0923076923076923
G28011.0,1900,13737.0,34.0,775.0,99.0,1.6620928157072736,0.0024689565027957,0.1277419354838709
G28013.0,1900,5378.0,16.0,394.0,25.0,2.9641819941916747,0.0029662588060808,0.0634517766497461
G28019.0,1900,4115.0,17.0,345.0,34.0,2.994139807450816,0.0041142303969022,0.0985507246376811
G28021.0,1900,6482.0,31.0,726.0,74.0,2.3674450549450547,0.0047597113465376,0.1019283746556473
G28031.0,1900,3812.0,30.0,253.0,19.0,3.255516328331862,0.0078084331077563,0.075098814229249
G28025.0,1900,6529.0,100.0,707.0,61.0,2.360155113911779,0.0150852315583044,0.0862800565770862
G28033.0,1900,8285.0,74.0,733.0,83.0,2.396884128529698,0.0088527335805718,0.1132332878581173
G28093.0,1900,8125.0,59.0,943.0,101.0,2.724601012066952,0.0072091886608015,0.1071049840933192
G28099.0,1900,4013.0,9.0,334.0,21.0,3.1358885017421603,0.0022376926902038,0.0628742514970059
G2801070,1900,9350.0,45.0,909.0,87.0,2.614352900191604,0.0047897817988291,0.0957095709570957
G2801150,1900,6135.0,24.0,591.0,32.0,2.8074465129202557,0.0038967364831953,0.05414551607445
G2801190,1900,1962.0,60.0,96.0,13.0,1.963804713804714,0.029673590504451,0.1354166666666666
G2801210,1900,6455.0,30.0,641.0,48.0,2.836354606406754,0.0046260601387818,0.0748829953198128
G2801250,1900,4369.0,9.0,248.0,32.0,1.877130681818182,0.0020557332115121,0.1290322580645161
G2801330,1900,5915.0,40.0,305.0,40.0,1.71055381400209,0.0067170445004198,0.1311475409836065
G2801390,1900,4215.0,1.0,428.0,27.0,2.917785917785918,0.0002371916508538,0.0630841121495327
G2801430,1900,6324.0,4.0,331.0,56.0,1.693082788671024,0.0006321112515802,0.1691842900302115
G29029.0,1900,4705.0,22.0,347.0,20.0,2.7677195685670264,0.0046541146604611,0.0576368876080691
G29031.0,1900,8355.0,35.0,829.0,50.0,2.518714401952807,0.0041716328963051,0.060313630880579
G29041.0,1900,9513.0,55.0,1074.0,75.0,2.495560789998188,0.0057483277591973,0.0698324022346368
G29043.0,1900,6217.0,29.0,501.0,24.0,2.688025514641925,0.0046429715017611,0.0479041916167664
G29047.0,1900,7169.0,53.0,847.0,49.0,2.0344101123595504,0.0073386873442259,0.0578512396694214
G29049.0,1900,6731.0,45.0,902.0,34.0,2.128842213114754,0.0066410861865407,0.0376940133037694
G29051.0,1900,6308.0,14.0,765.0,42.0,2.587456069207894,0.0022144890857323,0.0549019607843137
G29055.0,1900,4486.0,17.0,486.0,22.0,2.741015625,0.003775260937153,0.0452674897119341
G29095.0,1900,72791.0,816.0,5384.0,421.0,1.7809089389343968,0.0110859021560449,0.0781946508172362
G2901010,1900,10394.0,58.0,1422.0,59.0,2.2164881531970138,0.0055491771909682,0.0414908579465541
G2901050,1900,5882.0,39.0,595.0,20.0,2.680501642281278,0.0065867252153352,0.0336134453781512
G2901070,1900,10826.0,49.0,1367.0,81.0,2.466614785992218,0.0045057471264367,0.0592538405267008
G2901090,1900,11791.0,85.0,1059.0,58.0,2.4600269986500676,0.0071572920175143,0.0547686496694995
G2901110,1900,6353.0,16.0,930.0,47.0,2.132696390658174,0.0025121683152771,0.0505376344086021
G2901130,1900,6563.0,48.0,842.0,63.0,2.365816326530612,0.0072606262290122,0.0748218527315914
G2901210,1900,12961.0,69.0,1483.0,80.0,2.1573849878934626,0.0052954719877206,0.0539447066756574
G2901290,1900,5642.0,37.0,624.0,29.0,2.4251516118736034,0.0065152315548512,0.0464743589743589
G2901330,1900,4127.0,48.0,235.0,26.0,2.114002478314746,0.0114970059880239,0.1106382978723404
G2901350,1900,5698.0,26.0,730.0,32.0,2.501495215311005,0.0045422781271837,0.0438356164383561
G2901890,1900,16515.0,110.0,1982.0,177.0,2.4537104686358417,0.0066165413533834,0.0893037336024217
G2905100,1900,197456.0,1304.0,17164.0,1212.0,2.07469153633475,0.0065606761923928,0.0706129107434164
G30063.0,1900,4541.0,27.0,379.0,27.0,1.5482512953367875,0.0059106830122591,0.0712401055408971
G30081.0,1900,2586.0,35.0,209.0,16.0,1.9878345498783456,0.0133536818008393,0.0765550239234449
G30097.0,1900,852.0,9.0,40.0,5.0,1.6478190630048466,0.0104529616724738,0.125
G3001110,1900,1850.0,2.0,97.0,8.0,1.4404024767801855,0.0010799136069114,0.0824742268041237
G30017.0,1900,3955.0,26.0,319.0,36.0,1.3166109253065774,0.0065310223561919,0.1128526645768025
G31041.0,1900,7272.0,74.0,639.0,26.0,2.4693491124260354,0.0100735093928668,0.0406885758998435
G31045.0,1900,2290.0,24.0,199.0,10.0,2.0699001426533523,0.010371650821089,0.050251256281407
G31049.0,1900,917.0,6.0,72.0,5.0,1.9027777777777777,0.0065005417118093,0.0694444444444444
G31055.0,1900,46147.0,340.0,3019.0,235.0,2.042893124318635,0.0073138726955923,0.0778403444849287
G31059.0,1900,5589.0,37.0,566.0,33.0,2.501107244542866,0.006576608602915,0.058303886925795
G31061.0,1900,3359.0,33.0,282.0,17.0,2.574200314630309,0.0097287735849056,0.0602836879432624
G31065.0,1900,4709.0,44.0,410.0,13.0,2.368834080717489,0.0092573111718914,0.0317073170731707
G31071.0,1900,825.0,3.0,78.0,3.0,2.209109730848861,0.0036231884057971,0.0384615384615384
G31075.0,1900,299.0,3.0,19.0,1.0,1.7183908045977012,0.009933774834437,0.0526315789473684
G31079.0,1900,6116.0,48.0,589.0,25.0,2.3854047890535917,0.0077871512005191,0.0424448217317487
G31085.0,1900,1011.0,10.0,68.0,6.0,2.562925170068027,0.009794319294809,0.088235294117647
G31089.0,1900,4324.0,24.0,508.0,31.0,2.496636327661258,0.0055197792088316,0.0610236220472441
G31091.0,1900,134.0,0.0,9.0,0.0,2.186046511627907,0.0,0.0
G31093.0,1900,3655.0,12.0,374.0,11.0,2.7112274024738343,0.0032724297791109,0.0294117647058823
G31095.0,1900,5813.0,41.0,522.0,30.0,2.402957486136784,0.00700375811411,0.057471264367816
G31097.0,1900,4244.0,31.0,443.0,30.0,2.321033210332103,0.007251461988304,0.0677200902934537
G31099.0,1900,3574.0,24.0,336.0,20.0,2.521487204249155,0.0066703724291272,0.0595238095238095
G3101530,1900,3036.0,11.0,335.0,13.0,2.4067699368904187,0.003610108303249,0.0388059701492537
G3101570,1900,888.0,5.0,54.0,5.0,2.38929889298893,0.005599104143337,0.0925925925925925
G3101670,1900,2413.0,16.0,194.0,11.0,2.732394366197183,0.0065870728694936,0.056701030927835
G3101710,1900,239.0,8.0,19.0,0.0,2.0875912408759123,0.0323886639676113,0.0
G3101730,1900,2485.0,16.0,214.0,35.0,2.315552216378663,0.0063974410235905,0.1635514018691588
G3101770,1900,4745.0,25.0,493.0,25.0,2.4419642857142856,0.0052410901467505,0.050709939148073
G3101810,1900,4426.0,40.0,400.0,16.0,2.4411290322580643,0.0089565606806986,0.04
G3101830,1900,505.0,5.0,39.0,3.0,2.1872909698996654,0.0098039215686274,0.0769230769230769
G3201.00,1900,296.0,4.0,45.0,1.0,1.3672316384180792,0.0133333333333333,0.0222222222222222
G3209.00,1900,748.0,16.0,163.0,23.0,0.8149300155520995,0.0209424083769633,0.1411042944785276
G32019.0,1900,786.0,13.0,144.0,19.0,1.486842105263158,0.016270337922403,0.1319444444444444
G32029.0,1900,1205.0,32.0,290.0,26.0,1.3159784560143626,0.0258690379951495,0.0896551724137931
G3301.00,1900,8543.0,200.0,1889.0,181.0,1.2587094220110848,0.0228754432117122,0.0958178930651138
G3309.00,1900,17281.0,279.0,3476.0,349.0,1.4355546484335135,0.0158883826879271,0.1004027617951668
G34029.0,1900,8196.0,19.0,1189.0,74.0,1.779929210909848,0.0023128423615337,0.0622371740958788
G34031.0,1900,57202.0,182.0,4569.0,353.0,2.1664742693966828,0.0031716157814024,0.0772597942657036
G34035.0,1900,12792.0,31.0,2115.0,195.0,1.7963949201147071,0.0024175309989861,0.0921985815602836
G34037.0,1900,9778.0,43.0,1523.0,108.0,1.682651622002821,0.0043783728744527,0.0709126723571897
G3407.00,1900,43966.0,193.0,4402.0,483.0,1.881288723667906,0.0043705699857333,0.1097228532485234
G34017.0,1900,142123.0,240.0,9901.0,845.0,2.193385819177025,0.0016858312904336,0.0853449146550853
G34039.0,1900,36268.0,64.0,3831.0,399.0,2.1282251377847143,0.0017615325333039,0.1041503523884103
G34041.0,1900,15366.0,66.0,2427.0,149.0,1.81702223727283,0.0042768273716951,0.061392665842604
G3501.00,1900,11226.0,121.0,827.0,56.0,1.8126079447322971,0.0106636115272759,0.0677146311970979
G3609.00,1900,27605.0,108.0,4407.0,296.0,1.7577841451766951,0.0038970880092375,0.0671658724756069
G36013.0,1900,37969.0,206.0,6480.0,453.0,1.6193855592692643,0.005396201702685,0.0699074074074074
G36011.0,1900,28219.0,138.0,5359.0,438.0,1.4922763740869356,0.0048665232570441,0.0817316663556633
G36017.0,1900,17474.0,114.0,3479.0,256.0,1.23587907716786,0.00648169206277,0.0735843633227939
G36035.0,1900,18998.0,123.0,2737.0,204.0,1.5188086346661809,0.0064327179540818,0.0745341614906832
G36037.0,1900,14496.0,59.0,3056.0,206.0,1.596848714607274,0.0040535898316729,0.0674083769633507
G36041.0,1900,1727.0,14.0,210.0,31.0,2.165727170236753,0.0080413555427915,0.1476190476190476
G36043.0,1900,21768.0,86.0,3581.0,307.0,1.6055628920435787,0.0039352063695433,0.0857302429488969
G36049.0,1900,11648.0,31.0,2325.0,176.0,1.6773033707865168,0.0026543368439078,0.0756989247311828
G36063.0,1900,29465.0,70.0,4293.0,309.0,1.9093293591654248,0.0023700694091755,0.0719776380153738
G36067.0,1900,67832.0,219.0,9638.0,725.0,1.7331246086412022,0.0032181746043408,0.0752230753268313
G36069.0,1900,20748.0,63.0,4079.0,328.0,1.5561966680211297,0.0030272452068617,0.0804118656533464
G36089.0,1900,36084.0,97.0,6500.0,426.0,1.7278977909981958,0.002680965147453,0.0655384615384615
G36099.0,1900,10818.0,36.0,2222.0,161.0,1.5344774747165186,0.0033167495854063,0.0724572457245724
G3601030,1900,28756.0,106.0,4828.0,353.0,1.6827578175042217,0.0036726491580625,0.0731151615575807
G3601070,1900,13139.0,65.0,2674.0,177.0,1.3251270027354436,0.0049227506816116,0.0661929693343306
G3701.00,1900,8393.0,22.0,1072.0,111.0,2.7516082174725045,0.0026143790849673,0.1035447761194029
G3703.00,1900,3659.0,18.0,499.0,46.0,2.73810623556582,0.0048952950775088,0.0921843687374749
G3705.00,1900,2724.0,21.0,335.0,20.0,2.862207357859532,0.0076502732240437,0.0597014925373134
G3709.00,1900,6582.0,28.0,740.0,51.0,3.0678343063664166,0.0042360060514372,0.0689189189189189
G37013.0,1900,8897.0,17.0,860.0,74.0,2.3821960640058855,0.0019071124074489,0.0860465116279069
G37015.0,1900,6274.0,12.0,697.0,54.0,2.636876994844095,0.0019090041361756,0.0774748923959827
G37025.0,1900,7151.0,23.0,644.0,58.0,2.8533365925201664,0.0032060217451909,0.0900621118012422
G37033.0,1900,4594.0,22.0,696.0,54.0,2.5647615826851538,0.0047660311958405,0.0775862068965517
G37041.0,1900,3376.0,6.0,365.0,36.0,2.57435397367138,0.0017740981667652,0.0986301369863013
G37047.0,1900,6576.0,24.0,763.0,34.0,2.871238283177109,0.0036363636363636,0.0445609436435124
G37051.0,1900,8889.0,65.0,1008.0,78.0,2.8133285560730923,0.0072593254411436,0.0773809523809523
G37059.0,1900,3990.0,7.0,497.0,35.0,2.728270042194093,0.0017513134851138,0.0704225352112676
G37057.0,1900,7991.0,31.0,1022.0,53.0,2.5928331936295055,0.0038643729743206,0.0518590998043052
G3701130,1900,3921.0,11.0,415.0,26.0,3.1603088101725705,0.0027975584944048,0.0626506024096385
G3701170,1900,4998.0,16.0,516.0,43.0,2.5486641221374047,0.0031910650179497,0.0833333333333333
G3701210,1900,5150.0,34.0,434.0,26.0,3.055438596491228,0.0065586419753086,0.0599078341013824
G3701230,1900,4532.0,7.0,475.0,33.0,2.7953857791225416,0.0015421899096717,0.0694736842105263
G3701250,1900,7292.0,20.0,848.0,77.0,2.6784374310306776,0.0027352297592997,0.0908018867924528
G3701270,1900,7888.0,26.0,751.0,56.0,2.63448138562612,0.0032853171594642,0.0745672436750998
G3701290,1900,8753.0,36.0,974.0,109.0,1.801228827632016,0.0040960291273182,0.1119096509240246
G3701330,1900,3866.0,7.0,417.0,32.0,2.7460453185121847,0.0018073844564936,0.0767386091127098
G3701390,1900,4939.0,6.0,445.0,44.0,2.3592365371506476,0.0012133468149646,0.098876404494382
G3701410,1900,3995.0,20.0,517.0,34.0,2.8424361493123773,0.0049813200498132,0.0657640232108317
G3701470,1900,9881.0,46.0,930.0,101.0,2.6593951412989587,0.0046338269366374,0.1086021505376344
G3701530,1900,4993.0,16.0,416.0,48.0,2.7544146500981035,0.0031942503493711,0.1153846153846153
G38043.0,1900,580.0,3.0,23.0,1.0,2.2333333333333334,0.0051457975986277,0.0434782608695652
G38045.0,1900,1927.0,16.0,128.0,9.0,2.448415922014622,0.0082346886258363,0.0703125
G38055.0,1900,1710.0,22.0,156.0,15.0,2.033065236818588,0.0127020785219399,0.0961538461538461
G38057.0,1900,550.0,0.0,19.0,6.0,3.2649842271293377,0.0,0.3157894736842105
G38063.0,1900,2326.0,7.0,186.0,13.0,2.4365345869711215,0.0030004286326618,0.0698924731182795
G38065.0,1900,316.0,0.0,18.0,2.0,2.747422680412371,0.0,0.1111111111111111
G38071.0,1900,2818.0,18.0,171.0,7.0,2.062902426944032,0.0063469675599435,0.0409356725146198
G38073.0,1900,2238.0,9.0,175.0,6.0,2.533582089552239,0.0040053404539385,0.0342857142857142
G38077.0,1900,5497.0,22.0,439.0,32.0,2.676288019863439,0.0039862293893821,0.0728929384965831
G38079.0,1900,2817.0,5.0,213.0,13.0,2.2709276018099547,0.0017717930545712,0.0610328638497652
G38081.0,1900,1938.0,12.0,152.0,8.0,2.4076539101497505,0.0061538461538461,0.0526315789473684
G38097.0,1900,3741.0,5.0,315.0,17.0,2.824367816091954,0.0013347570742124,0.0539682539682539
G38099.0,1900,6111.0,28.0,533.0,52.0,2.828141499472017,0.0045610034207525,0.0975609756097561
G3801010,1900,2572.0,13.0,128.0,8.0,1.895666131621188,0.0050290135396518,0.0625
G3903.00,1900,19132.0,164.0,1945.0,62.0,2.092656206480364,0.0084991708126036,0.0318766066838046
G3905.00,1900,8952.0,94.0,1459.0,64.0,1.7048004414199007,0.0103913331859385,0.0438656614119259
G39011.0,1900,11985.0,91.0,1353.0,63.0,2.294941749004572,0.0075356078171579,0.0465631929046563
G39013.0,1900,22623.0,112.0,2873.0,145.0,2.246165470343785,0.0049263250494831,0.0504698920988513
G39015.0,1900,10926.0,73.0,1824.0,93.0,2.031792351405314,0.0066369669969997,0.0509868421052631
G39035.0,1900,165317.0,1005.0,13682.0,853.0,2.1417262705028235,0.0060424958814829,0.0623446864493495
G39039.0,1900,10378.0,66.0,1256.0,64.0,2.171307300509338,0.0063194178475679,0.0509554140127388
G39037.0,1900,17302.0,132.0,2224.0,86.0,2.069717444717445,0.0075714121830905,0.0386690647482014
G39047.0,1900,8710.0,82.0,1087.0,51.0,1.9476698262243288,0.0093266606005459,0.0469181232750689
G39049.0,1900,61464.0,529.0,5932.0,442.0,1.8885098291434803,0.0085332214927491,0.0745111260957518
G39061.0,1900,141754.0,890.0,16311.0,1035.0,2.0524292861797417,0.0062393090491012,0.063454110722825
G39063.0,1900,17430.0,217.0,1860.0,73.0,1.9639512637196657,0.0122967076556921,0.0392473118279569
G39067.0,1900,8222.0,35.0,1327.0,62.0,1.898315404911711,0.0042388276613782,0.0467219291635267
G39069.0,1900,10781.0,76.0,1278.0,54.0,2.2080581241743724,0.007000092106475,0.0422535211267605
G39079.0,1900,12281.0,86.0,1226.0,46.0,2.4748271092669434,0.0069539904584782,0.0375203915171288
G39081.0,1900,16041.0,117.0,2124.0,107.0,2.1757027055479523,0.0072409951726698,0.0503766478342749
G3901010,1900,11811.0,117.0,1287.0,75.0,1.9473605053391487,0.0098088531187122,0.0582750582750582
G3901090,1900,18364.0,163.0,2658.0,133.0,1.751026119402985,0.0087979705294974,0.0500376222723852
G3901130,1900,49409.0,463.0,5624.0,384.0,1.896040128581017,0.0092837664420917,0.0682788051209103
G3901150,1900,7303.0,54.0,1303.0,48.0,1.9438175834508695,0.0073399483485116,0.0368380660015349
G3901210,1900,7553.0,36.0,1141.0,34.0,2.317204301075269,0.0047437079984187,0.0297984224364592
G3901230,1900,8556.0,41.0,1183.0,48.0,2.232740801984291,0.0047691055019192,0.040574809805579
G3901290,1900,10286.0,75.0,1348.0,86.0,2.060769860769861,0.0072386835247562,0.0637982195845697
G3901590,1900,9549.0,99.0,1402.0,68.0,1.822,0.0102611940298507,0.0485021398002853
G3901630,1900,5677.0,45.0,846.0,32.0,2.396844660194174,0.0078643830828381,0.0378250591016548
G3901670,1900,18541.0,100.0,2504.0,112.0,2.1692120303569755,0.0053645190708652,0.0447284345047923
G3901730,1900,21304.0,170.0,2235.0,120.0,2.0059880239520957,0.00791655024681,0.0536912751677852
G3901750,1900,8589.0,81.0,1246.0,54.0,1.941607284243864,0.0093425605536332,0.0433386837881219
G40011.0,1900,4114.0,22.0,331.0,8.0,2.141133896260555,0.0053191489361702,0.0241691842900302
G40017.0,1900,5763.0,53.0,416.0,39.0,2.326033312769895,0.0091127922971114,0.09375
G40039.0,1900,4610.0,43.0,284.0,23.0,2.2374301675977653,0.0092413496668815,0.0809859154929577
G4001170,1900,4686.0,27.0,259.0,17.0,2.337892791127542,0.0057288351368555,0.0656370656370656
