gisjoin,year,n_married,n_divorced,n_elderly,n_elderly_nonrel,mean_nchild,divorce_ratio,elderly_alone_share
G47083.0,1880,1408.0,12.0,130.0,6.0,2.648018648018648,0.0084507042253521,0.0461538461538461
G47085.0,1880,3703.0,13.0,242.0,17.0,2.817644383810823,0.0034983853606027,0.0702479338842975
G47089.0,1880,5061.0,27.0,515.0,25.0,3.046917808219178,0.0053066037735849,0.0485436893203883
G47091.0,1880,2622.0,19.0,258.0,15.0,3.048261178140525,0.0071942446043165,0.0581395348837209
G47093.0,1880,12526.0,88.0,1208.0,78.0,2.7544541192230407,0.0069763754558427,0.064569536423841
G47097.0,1880,4766.0,20.0,269.0,24.0,2.7958959325760353,0.0041788549937317,0.0892193308550185
G47099.0,1880,3451.0,20.0,308.0,11.0,2.877889447236181,0.0057620282339383,0.0357142857142857
G4701030,1880,8468.0,34.0,706.0,49.0,2.8443509615384617,0.0039990590449306,0.0694050991501416
G4701070,1880,4809.0,21.0,493.0,13.0,2.935716741148161,0.0043478260869565,0.0263691683569979
G4701090,1880,5618.0,41.0,444.0,19.0,2.909459881361224,0.0072450963067679,0.0427927927927927
G4701130,1880,9384.0,61.0,690.0,66.0,2.72186990396811,0.0064584436209634,0.0956521739130434
G4701230,1880,4517.0,28.0,433.0,15.0,3.04951600893522,0.0061606160616061,0.0346420323325635
G4701250,1880,8802.0,65.0,908.0,63.0,2.4830830468608647,0.0073305514830269,0.0693832599118942
G4701290,1880,1668.0,18.0,154.0,5.0,2.944621938232162,0.0106761565836298,0.0324675324675324
G4809.00,1880,184.0,0.0,4.0,0.0,2.8679245283018866,0.0,0.0
G4804370,1880,0.0,0.0,0.0,0.0,3.0,,
G48045.0,1880,2.0,0.0,0.0,0.0,2.0,0.0,
G48015.0,1880,4778.0,38.0,346.0,25.0,2.808114035087719,0.0078903654485049,0.0722543352601156
G48019.0,1880,741.0,6.0,32.0,0.0,3.024390243902439,0.0080321285140562,0.0
G48027.0,1880,6615.0,15.0,332.0,20.0,3.1062019758507136,0.002262443438914,0.0602409638554216
G48035.0,1880,3722.0,26.0,164.0,5.0,2.9190243902439024,0.0069370330843116,0.0304878048780487
G48037.0,1880,3588.0,33.0,168.0,12.0,2.5396899953029592,0.0091135045567522,0.0714285714285714
G48039.0,1880,3282.0,12.0,369.0,34.0,2.1456043956043955,0.0036429872495446,0.0921409214092141
G48049.0,1880,2880.0,16.0,107.0,5.0,2.83967560823456,0.005524861878453,0.0467289719626168
G48053.0,1880,2264.0,10.0,128.0,11.0,3.1707119741100325,0.0043975373790677,0.0859375
G48057.0,1880,563.0,1.0,51.0,2.0,2.3434065934065935,0.00177304964539,0.0392156862745098
G48063.0,1880,1742.0,43.0,102.0,8.0,3.0570846075433233,0.0240896358543417,0.0784313725490196
G48067.0,1880,5260.0,13.0,270.0,16.0,2.8914630276102824,0.0024653897212213,0.0592592592592592
G48071.0,1880,663.0,11.0,51.0,5.0,2.8313253012048194,0.016320474777448,0.0980392156862745
G48075.0,1880,2.0,0.0,1.0,0.0,0.125,0.0,0.0
G48077.0,1880,1685.0,6.0,48.0,3.0,2.6852425180598556,0.0035481963335304,0.0625
G48085.0,1880,8487.0,48.0,393.0,20.0,2.951260504201681,0.0056239015817223,0.0508905852417302
G48089.0,1880,5374.0,33.0,339.0,25.0,2.5370851370851373,0.0061031995561309,0.0737463126843657
G48097.0,1880,6897.0,21.0,271.0,9.0,2.81557484872402,0.0030355594102341,0.033210332103321
G4802690,1880,10.0,0.0,0.0,0.0,1.0,0.0,
G4801050,1880,35.0,0.0,2.0,0.0,2.3461538461538463,0.0,0.0
G4801690,1880,9.0,0.0,0.0,0.0,0.8,0.0,
G4801650,1880,2.0,0.0,0.0,0.0,6.0,0.0,
G4801150,1880,0.0,0.0,0.0,0.0,0.0,,
G4801190,1880,1816.0,20.0,81.0,4.0,3.0176297747306564,0.0108932461873638,0.0493827160493827
G4801210,1880,5952.0,23.0,245.0,11.0,2.8732394366197185,0.0038493723849372,0.0448979591836734
G4801290,1880,42.0,0.0,1.0,0.0,0.7307692307692307,0.0,0.0
G4801450,1880,5465.0,65.0,246.0,19.0,2.565901226800881,0.011754068716094,0.0772357723577235
G4802990,1880,1630.0,6.0,74.0,4.0,3.285062713797035,0.0036674816625916,0.054054054054054
G4803030,1880,1.0,1.0,0.0,0.0,0.0,0.5,
G4803130,1880,1720.0,36.0,83.0,6.0,2.977225672877847,0.020501138952164,0.072289156626506
G4803170,1880,1.0,0.0,0.0,0.0,0.0,0.0,
G4803190,1880,870.0,4.0,53.0,4.0,2.790983606557377,0.0045766590389016,0.0754716981132075
G4803210,1880,1154.0,48.0,123.0,8.0,2.469987228607918,0.0399334442595673,0.065040650406504
G4803250,1880,1365.0,8.0,126.0,8.0,3.188679245283019,0.0058266569555717,0.0634920634920634
G4803470,1880,3642.0,6.0,230.0,11.0,2.984073359073359,0.0016447368421052,0.0478260869565217
G4803530,1880,197.0,3.0,8.0,1.0,2.5365853658536586,0.015,0.125
G4803610,1880,865.0,8.0,46.0,3.0,2.7371541501976284,0.0091638029782359,0.0652173913043478
G4803650,1880,3903.0,16.0,198.0,13.0,2.866020273248127,0.0040826741515692,0.0656565656565656
G4803670,1880,5018.0,16.0,236.0,14.0,2.8968501211491864,0.0031783869686134,0.059322033898305
G4803750,1880,2.0,0.0,0.0,0.0,1.0,0.0,
G4803790,1880,926.0,12.0,31.0,0.0,2.7516666666666665,0.0127931769722814,0.0
G4803870,1880,5415.0,43.0,299.0,20.0,2.708078335373317,0.0078783437156467,0.0668896321070234
G4803950,1880,7524.0,25.0,350.0,26.0,2.327593917710197,0.0033116969134984,0.0742857142857142
G4803970,1880,1010.0,1.0,45.0,2.0,2.9661654135338344,0.0009891196834817,0.0444444444444444
G4803990,1880,312.0,0.0,7.0,1.0,2.414364640883978,0.0,0.1428571428571428
G4804010,1880,6040.0,17.0,363.0,25.0,2.91817398794143,0.0028066699686313,0.0688705234159779
G4804070,1880,1929.0,3.0,125.0,11.0,2.152860802732707,0.0015527950310559,0.088
G4804170,1880,661.0,4.0,29.0,2.0,1.9610983981693364,0.0060150375939849,0.0689655172413793
G4804290,1880,1585.0,5.0,60.0,3.0,2.477162293488824,0.0031446540880503,0.05
G4804390,1880,8084.0,61.0,318.0,22.0,2.679500967950097,0.0074892572130141,0.0691823899371069
G4804490,1880,1886.0,14.0,100.0,8.0,2.741156169111303,0.0073684210526315,0.08
G4804510,1880,949.0,14.0,20.0,1.0,1.791268758526603,0.0145379023883696,0.05
G4804590,1880,3271.0,12.0,162.0,12.0,2.9304531085353003,0.0036551934206518,0.074074074074074
G4804670,1880,4212.0,18.0,170.0,10.0,2.745431893687708,0.0042553191489361,0.0588235294117647
G4804730,1880,3015.0,35.0,215.0,19.0,2.3662728249194416,0.0114754098360655,0.0883720930232558
G5107.00,1880,3159.0,10.0,395.0,26.0,2.6931818181818183,0.0031555695803092,0.0658227848101265
G51017.0,1880,1338.0,3.0,201.0,19.0,3.1284046692607004,0.0022371364653243,0.0945273631840796
G51023.0,1880,4333.0,9.0,584.0,45.0,3.0459448661606072,0.0020727775218793,0.0770547945205479
G51025.0,1880,5044.0,13.0,626.0,34.0,2.6526835286859964,0.0025706940874035,0.0543130990415335
G51027.0,1880,1849.0,11.0,91.0,1.0,3.5912334352701327,0.0059139784946236,0.0109890109890109
G51041.0,1880,7490.0,34.0,848.0,69.0,2.592245419684704,0.0045188729399255,0.0813679245283018
G51053.0,1880,10920.0,47.0,1253.0,135.0,2.223537234042553,0.0042855840248016,0.1077414205905826
G51055.0,1880,3436.0,2.0,390.0,23.0,2.1481132075471696,0.0005817335660267,0.0589743589743589
G5101230,1880,5027.0,13.0,490.0,55.0,2.619078947368421,0.002579365079365,0.1122448979591836
G5101330,1880,2446.0,4.0,222.0,17.0,2.851092896174863,0.0016326530612244,0.0765765765765765
G5101350,1880,3250.0,0.0,404.0,42.0,2.7459618208516887,0.0,0.1039603960396039
G5101390,1880,3207.0,5.0,400.0,30.0,2.830610021786492,0.0015566625155666,0.075
G5101430,1880,16284.0,71.0,1547.0,149.0,2.610888309604973,0.0043411800672577,0.0963154492566257
G5101530,1880,2759.0,5.0,400.0,30.0,2.711685261303582,0.0018089725036179,0.075
G5101590,1880,2129.0,10.0,214.0,17.0,2.593519882179676,0.0046750818139317,0.0794392523364486
G5101650,1880,9384.0,19.0,1084.0,70.0,2.9850166481687013,0.0020206317132829,0.0645756457564575
G5101690,1880,5727.0,32.0,543.0,20.0,3.106194690265487,0.0055565202292064,0.0368324125230202
G5101710,1880,6176.0,24.0,758.0,43.0,2.728105323411562,0.0038709677419354,0.0567282321899736
G5101730,1880,3912.0,13.0,359.0,21.0,2.95807314897413,0.003312101910828,0.0584958217270195
G5101750,1880,5308.0,12.0,598.0,42.0,2.549380938669738,0.0022556390977443,0.0702341137123745
G5101790,1880,2095.0,12.0,334.0,31.0,2.6970354302241506,0.0056953013763644,0.092814371257485
G5101830,1880,3184.0,5.0,335.0,36.0,2.3134328358208953,0.0015678896205707,0.1074626865671641
G54067.0,1880,2344.0,9.0,202.0,12.0,3.420336269015212,0.0038249043773905,0.0594059405940594
G54079.0,1880,3628.0,9.0,348.0,20.0,3.2703252032520327,0.0024745669507836,0.057471264367816
G54087.0,1880,4124.0,9.0,284.0,15.0,3.3980492336274963,0.002177594967336,0.0528169014084507
G54089.0,1880,3041.0,17.0,229.0,5.0,2.9598562013181544,0.0055591890124264,0.0218340611353711
G54091.0,1880,3871.0,18.0,379.0,17.0,2.836863452005408,0.0046284391874517,0.0448548812664907
G54093.0,1880,1080.0,2.0,64.0,3.0,3.201426024955437,0.0018484288354898,0.046875
G54095.0,1880,3763.0,4.0,351.0,12.0,3.1485826001955033,0.0010618529333687,0.0341880341880341
G54097.0,1880,3516.0,12.0,372.0,11.0,3.180406852248394,0.0034013605442176,0.0295698924731182
G54099.0,1880,4834.0,53.0,323.0,22.0,3.2945072068562524,0.0108450992428892,0.0681114551083591
G5401050,1880,2362.0,9.0,160.0,10.0,3.0806451612903225,0.0037958667229017,0.0625
G5501.00,1880,2504.0,22.0,330.0,18.0,2.6052439912600147,0.0087094220110847,0.0545454545454545
G55011.0,1880,5027.0,44.0,414.0,19.0,3.1756902115453567,0.0086767895878524,0.0458937198067632
G55019.0,1880,3806.0,28.0,237.0,10.0,2.4921722113502933,0.0073030777256129,0.0421940928270042
G55021.0,1880,9892.0,61.0,1347.0,55.0,2.702276393618928,0.0061288053853109,0.0408314773570898
G55081.0,1880,7980.0,46.0,777.0,26.0,2.600092785896544,0.0057313730376277,0.0334620334620334
G55083.0,1880,3410.0,15.0,203.0,8.0,2.7388260635433497,0.0043795620437956,0.0394088669950738
G55089.0,1880,5120.0,11.0,889.0,24.0,3.0593607305936072,0.0021438316117715,0.0269966254218222
G55093.0,1880,6391.0,27.0,477.0,16.0,2.7144874329285513,0.004206918043004,0.0335429769392033
G55095.0,1880,3611.0,24.0,236.0,12.0,2.6126620139581256,0.0066024759284731,0.0508474576271186
G55097.0,1880,6409.0,44.0,590.0,29.0,2.749926793557833,0.0068185340151867,0.0491525423728813
G5501010,1880,11106.0,62.0,1418.0,55.0,2.4868738927363503,0.005551575931232,0.038787023977433
G5501030,1880,6683.0,34.0,594.0,15.0,2.7599337748344372,0.0050617835343159,0.0252525252525252
G5501110,1880,10653.0,77.0,1175.0,23.0,2.5889676638422965,0.0071761416589002,0.0195744680851063
G5501150,1880,3725.0,19.0,255.0,18.0,2.8262179809141137,0.0050747863247863,0.0705882352941176
G5501170,1880,11991.0,52.0,1567.0,71.0,2.8984973934375957,0.0043178609980901,0.0453095086151882
G01039.0,1900,5171.0,18.0,372.0,28.0,2.8158783783783785,0.0034688764694546,0.075268817204301
G01041.0,1900,6567.0,18.0,571.0,35.0,2.8396250976308255,0.0027334851936218,0.0612959719789842
G01057.0,1900,4775.0,25.0,415.0,25.0,2.9815094339622643,0.0052083333333333,0.0602409638554216
G01059.0,1900,5447.0,7.0,416.0,35.0,3.0096217650962176,0.0012834616795012,0.0841346153846153
G01061.0,1900,6358.0,52.0,407.0,25.0,2.946368715083799,0.0081123244929797,0.0614250614250614
G01065.0,1900,10287.0,102.0,1158.0,90.0,2.1420915411355734,0.0098180768120127,0.077720207253886
G01071.0,1900,10195.0,66.0,949.0,67.0,2.8358714043993234,0.0064321216255725,0.0706006322444678
G0101070,1900,7993.0,45.0,727.0,42.0,2.4672353625436214,0.0055984075640706,0.0577716643741403
G0101110,1900,7309.0,21.0,688.0,41.0,2.9310508796956727,0.0028649386084583,0.0595930232558139
G0101150,1900,6526.0,29.0,561.0,36.0,2.963134898962316,0.0044241037376048,0.0641711229946524
G0101290,1900,3584.0,24.0,293.0,15.0,2.8507177033492823,0.0066518847006651,0.0511945392491467
G0101330,1900,3272.0,15.0,242.0,22.0,3.124022346368715,0.0045634317006388,0.0909090909090909
G0403.00,1900,2916.0,24.0,147.0,11.0,1.1327874688501245,0.0081632653061224,0.0748299319727891
G0409.00,1900,4688.0,41.0,214.0,20.0,1.9247180737580003,0.0086699090716853,0.0934579439252336
G0501290,1900,4090.0,16.0,292.0,14.0,3.1452564684521107,0.0038967364831953,0.047945205479452
G0501330,1900,5294.0,22.0,325.0,16.0,2.8246367239101717,0.0041384499623777,0.0492307692307692
G0501310,1900,12844.0,67.0,934.0,68.0,2.5184040838259,0.0051893734025249,0.0728051391862955
G0501350,1900,4127.0,6.0,269.0,18.0,2.8817712811693896,0.001451729978224,0.0669144981412639
G0501390,1900,6979.0,22.0,479.0,37.0,2.9728863692383536,0.003142408227396,0.0772442588726513
G0501410,1900,3816.0,17.0,233.0,15.0,3.1294621608757733,0.0044351682755022,0.0643776824034334
G0501.00,1900,4287.0,24.0,361.0,28.0,2.45001900418092,0.0055671537926235,0.077562326869806
G0503.00,1900,6185.0,47.0,423.0,47.0,2.54371226043581,0.0075417201540436,0.1111111111111111
G0509.00,1900,5627.0,42.0,522.0,28.0,2.9323548181238035,0.0074087140589169,0.053639846743295
G05013.0,1900,2714.0,23.0,178.0,6.0,2.8535539215686274,0.0084033613445378,0.0337078651685393
G05015.0,1900,6592.0,61.0,665.0,50.0,2.5291467938526764,0.0091687960318653,0.075187969924812
G05019.0,1900,6945.0,73.0,555.0,36.0,2.8180259613029635,0.0104018238814477,0.0648648648648648
G05021.0,1900,5373.0,25.0,245.0,21.0,2.5286961946350592,0.0046313449425713,0.0857142857142857
G05029.0,1900,6466.0,48.0,450.0,33.0,2.6707535121328223,0.0073687442431685,0.0733333333333333
G05031.0,1900,6693.0,44.0,317.0,29.0,2.426885582349923,0.0065310969274157,0.0914826498422713
G05035.0,1900,5442.0,39.0,277.0,43.0,1.7555173402120952,0.0071154898741105,0.1552346570397112
G05041.0,1900,4108.0,33.0,312.0,39.0,1.7949469058952765,0.007969089591886,0.125
G06079.0,1900,5643.0,80.0,738.0,59.0,2.0336990595611284,0.0139786825091735,0.0799457994579945
G06081.0,1900,3776.0,25.0,426.0,61.0,1.9371282922684792,0.0065772165219679,0.1431924882629108
G06085.0,1900,20801.0,232.0,3354.0,284.0,1.770662083395606,0.0110302857414539,0.084675014907573
G06089.0,1900,5516.0,142.0,913.0,110.0,1.3272727272727274,0.025097207493814,0.1204819277108433
G06091.0,1900,1241.0,28.0,341.0,25.0,1.2696941612604262,0.0220646178092986,0.0733137829912023
G06093.0,1900,5234.0,93.0,849.0,87.0,1.483535528596187,0.0174582316500844,0.1024734982332155
G0601030,1900,3704.0,53.0,543.0,65.0,1.747553017944535,0.0141070002661698,0.1197053406998158
G0601050,1900,1205.0,32.0,324.0,47.0,1.0788091068301229,0.0258690379951495,0.1450617283950617
G0601070,1900,6437.0,99.0,861.0,76.0,1.942077549066539,0.0151468788249694,0.0882694541231126
G06097.0,1900,13599.0,134.0,2311.0,193.0,1.802029877979245,0.0097575183863686,0.083513630463003
G0601090,1900,3522.0,73.0,717.0,97.0,1.3183600713012478,0.0203059805285118,0.1352859135285913
G0601110,1900,5069.0,35.0,543.0,35.0,1.7585421412300684,0.0068573667711598,0.0644567219152854
G06055.0,1900,5010.0,71.0,860.0,93.0,1.6432494940734317,0.0139736272387325,0.1081395348837209
G06061.0,1900,5026.0,78.0,965.0,85.0,1.4934348739495795,0.015282131661442,0.0880829015544041
G06065.0,1900,6855.0,45.0,902.0,51.0,1.5886621315192744,0.0065217391304347,0.0565410199556541
G06069.0,1900,2202.0,40.0,364.0,18.0,1.7371601208459215,0.0178412132024977,0.0494505494505494
G06071.0,1900,10426.0,108.0,1212.0,77.0,1.5327668154976235,0.0102525156635655,0.0635313531353135
G06067.0,1900,15073.0,236.0,2060.0,259.0,1.598659405111018,0.0154157685021882,0.1257281553398058
G06073.0,1900,13002.0,225.0,2250.0,182.0,1.4858669040730024,0.0170106600136085,0.0808888888888888
G08021.0,1900,2820.0,22.0,166.0,2.0,2.5413533834586466,0.0077410274454609,0.0120481927710843
G08027.0,1900,1065.0,9.0,103.0,6.0,1.7311688311688311,0.0083798882681564,0.058252427184466
G08029.0,1900,2102.0,21.0,210.0,16.0,2.026377036462374,0.0098916627414036,0.0761904761904762
G08033.0,1900,368.0,8.0,19.0,4.0,1.1480263157894737,0.0212765957446808,0.2105263157894736
G08035.0,1900,1110.0,17.0,113.0,1.0,1.7791495198902607,0.0150842945874001,0.0088495575221238
G0903.00,1900,70306.0,416.0,9221.0,867.0,1.8575317385753176,0.0058821865897457,0.0940245092723131
G0907.00,1900,14760.0,131.0,3074.0,214.0,1.7091603053435114,0.0087972600899872,0.0696161353285621
G1201.00,1900,10862.0,93.0,800.0,65.0,2.227324913892078,0.0084892743039707,0.08125
G1203.00,1900,1456.0,10.0,75.0,5.0,2.783529411764706,0.0068212824010914,0.0666666666666666
G12019.0,1900,1880.0,23.0,178.0,5.0,2.3375,0.0120861797162375,0.0280898876404494
G12027.0,1900,2757.0,7.0,163.0,11.0,2.4876728803367407,0.0025325615050651,0.0674846625766871
G12031.0,1900,14517.0,200.0,1031.0,118.0,1.641724531039486,0.0135897261670177,0.1144519883608147
G12033.0,1900,9358.0,87.0,689.0,79.0,2.0521087770721382,0.0092112228692429,0.1146589259796806
G12057.0,1900,12974.0,106.0,741.0,72.0,1.956461207442096,0.0081039755351681,0.097165991902834
G13041.0,1900,3028.0,21.0,353.0,23.0,2.8411472697186984,0.0068875040997048,0.065155807365439
G13047.0,1900,1970.0,5.0,201.0,11.0,2.8145814581458146,0.0025316455696202,0.0547263681592039
G13045.0,1900,9199.0,14.0,770.0,38.0,2.8729819101342153,0.0015195918810376,0.0493506493506493
G13049.0,1900,1173.0,9.0,84.0,8.0,2.6977715877437327,0.0076142131979695,0.0952380952380952
G13061.0,1900,2616.0,5.0,228.0,17.0,2.596774193548387,0.0019076688286913,0.0745614035087719
G13067.0,1900,8289.0,43.0,1009.0,83.0,2.623141824025713,0.0051608257321171,0.0822596630327056
G13071.0,1900,4952.0,9.0,232.0,18.0,2.5400735294117647,0.0018141503729086,0.0775862068965517
G13077.0,1900,8207.0,22.0,792.0,67.0,2.6378269617706236,0.0026734718677846,0.0845959595959596
G13079.0,1900,3149.0,14.0,301.0,20.0,2.8115942028985508,0.0044261776794182,0.0664451827242525
G13083.0,1900,1501.0,2.0,151.0,11.0,2.8587962962962963,0.0013306719893546,0.0728476821192053
G13085.0,1900,1759.0,11.0,234.0,15.0,3.0251937984496124,0.0062146892655367,0.0641025641025641
G13087.0,1900,9492.0,42.0,719.0,62.0,2.678466076696165,0.0044052863436123,0.086230876216968
G13089.0,1900,7489.0,52.0,809.0,62.0,2.455578752029691,0.0068956371833974,0.07663782447466
G13099.0,1900,4810.0,5.0,375.0,25.0,2.6531654186521445,0.0010384215991692,0.0666666666666666
G1301.00,1900,3989.0,36.0,235.0,17.0,2.821534548537516,0.0089440993788819,0.0723404255319148
G1307.00,1900,2239.0,1.0,237.0,27.0,2.236824093086927,0.0004464285714285,0.1139240506329113
G1309.00,1900,4796.0,25.0,541.0,34.0,2.3594046865104494,0.0051856461315079,0.0628465804066543
G1301030,1900,2815.0,2.0,245.0,25.0,2.528817587641117,0.0007099751508697,0.1020408163265306
G1301630,1900,5861.0,25.0,616.0,48.0,2.6853778751369113,0.0042473666326877,0.0779220779220779
G1301690,1900,4034.0,27.0,391.0,31.0,2.84515139900345,0.0066486087170647,0.0792838874680307
G1301870,1900,2493.0,25.0,286.0,13.0,2.9654686398872445,0.0099285146942017,0.0454545454545454
G1301850,1900,6740.0,15.0,507.0,42.0,2.5225292506845904,0.002220577350111,0.0828402366863905
G1301890,1900,3171.0,62.0,327.0,26.0,2.565651522715926,0.0191772347664707,0.0795107033639143
G1301910,1900,2144.0,29.0,220.0,12.0,2.0717241379310343,0.0133456051541647,0.0545454545454545
G1301950,1900,4417.0,18.0,360.0,24.0,2.763076923076923,0.0040586245772266,0.0666666666666666
G1302050,1900,4975.0,12.0,431.0,37.0,2.6211708645336964,0.0024062562662923,0.0858468677494199
G1302110,1900,5047.0,39.0,580.0,49.0,2.316236811254396,0.0076681085332284,0.0844827586206896
G1302350,1900,6275.0,57.0,554.0,58.0,2.425299058284551,0.009001895135818,0.1046931407942238
G1601.00,1900,4057.0,64.0,335.0,32.0,1.9294845360824744,0.0155302111138073,0.0955223880597015
G1605.00,1900,3818.0,44.0,204.0,14.0,2.4350621517359623,0.0113930605903676,0.0686274509803921
G16013.0,1900,1675.0,15.0,140.0,12.0,1.7975806451612903,0.0088757396449704,0.0857142857142857
G16015.0,1900,1237.0,33.0,265.0,31.0,1.1239804241435565,0.0259842519685039,0.1169811320754717
G16031.0,1900,1244.0,9.0,98.0,6.0,3.2054794520547945,0.0071827613727055,0.0612244897959183
G16037.0,1900,627.0,28.0,70.0,5.0,0.9585006693440428,0.0427480916030534,0.0714285714285714
G16043.0,1900,4085.0,24.0,209.0,10.0,3.0813856427378963,0.0058408371866634,0.0478468899521531
G16059.0,1900,1267.0,24.0,151.0,15.0,1.1956124314442411,0.0185902401239349,0.0993377483443708
G16063.0,1900,509.0,8.0,44.0,5.0,2.207492795389049,0.0154738878143133,0.1136363636363636
G16073.0,1900,1074.0,29.0,107.0,25.0,1.0753968253968254,0.0262919310970081,0.2336448598130841
G1701.00,1900,24445.0,171.0,3487.0,173.0,2.0653639272826307,0.0069467013324666,0.0496128477201032
G1707.00,1900,6400.0,57.0,1049.0,60.0,1.7936158503026969,0.0088276289298435,0.0571973307912297
G1709.00,1900,4462.0,36.0,617.0,29.0,2.1373502994011977,0.0080035571365051,0.0470016207455429
G17015.0,1900,7658.0,40.0,1120.0,49.0,1.943674767204179,0.0051961548454143,0.04375
G17021.0,1900,12569.0,144.0,1411.0,54.0,2.2071030640668523,0.0113269881223944,0.0382707299787384
G17023.0,1900,9506.0,62.0,1160.0,41.0,2.1933953658091587,0.0064799331103678,0.0353448275862069
G17033.0,1900,7390.0,35.0,829.0,35.0,2.324561403508772,0.0047138047138047,0.0422195416164053
G17083.0,1900,5332.0,20.0,841.0,46.0,2.23794614902943,0.0037369207772795,0.0546967895362663
G17091.0,1900,12933.0,91.0,1805.0,87.0,2.2353494623655914,0.0069871007371007,0.0481994459833795
G17093.0,1900,4430.0,21.0,792.0,57.0,1.9421393224210128,0.0047180408896877,0.0719696969696969
G17095.0,1900,17274.0,171.0,2626.0,122.0,1.8938602542623435,0.0098022355975924,0.0464584920030464
G17097.0,1900,12486.0,62.0,1595.0,94.0,2.019706498951782,0.0049410264583997,0.0589341692789968
G1701050,1900,14726.0,83.0,2013.0,80.0,2.3067880603895357,0.005604699844689,0.0397416790859413
G1701030,1900,11007.0,78.0,1775.0,108.0,2.0352744412346055,0.0070365358592692,0.0608450704225352
G1701450,1900,7243.0,49.0,749.0,30.0,2.436716347291223,0.0067196928140427,0.0400534045393858
G1701510,1900,4636.0,21.0,412.0,28.0,2.733931240657698,0.0045093407773244,0.0679611650485436
G1701470,1900,6756.0,36.0,790.0,28.0,2.152321335419927,0.0053003533568904,0.0354430379746835
G1701530,1900,5057.0,50.0,475.0,32.0,2.2195989650711514,0.0097904836498923,0.0673684210526315
G1701570,1900,9518.0,71.0,1202.0,85.0,2.1316165951359083,0.0074043174470747,0.0707154742096505
G1701610,1900,20359.0,179.0,2409.0,127.0,2.1204973175508814,0.0087155516603369,0.0527189705271897
G1701630,1900,30008.0,240.0,3091.0,177.0,2.334250884781754,0.0079344088865379,0.057263021675833
G1701650,1900,7741.0,51.0,576.0,28.0,2.569085598741856,0.0065451745379876,0.0486111111111111
G1701670,1900,26273.0,191.0,3041.0,183.0,2.1359280651089523,0.0072173518742442,0.0601775731667214
G1701690,1900,6313.0,36.0,788.0,40.0,2.2276171765366266,0.0056701842809891,0.0507614213197969
G1701710,1900,3935.0,53.0,593.0,22.0,2.20497165285652,0.0132898696088264,0.0370994940978077
G1807.00,1900,4964.0,41.0,509.0,23.0,2.145707160669754,0.0081918081918081,0.0451866404715127
G18011.0,1900,11137.0,82.0,1474.0,47.0,1.9786927266901635,0.0073090293252518,0.0318860244233378
G18013.0,1900,3664.0,37.0,437.0,20.0,2.5255837059115747,0.0099972980275601,0.045766590389016
G18019.0,1900,11406.0,86.0,1550.0,90.0,2.1550825369244135,0.0074834667594848,0.0580645161290322
G18023.0,1900,11975.0,131.0,1314.0,64.0,1.9425011259570637,0.0108210804559722,0.0487062404870624
G18027.0,1900,10738.0,79.0,1025.0,56.0,2.4942829140803657,0.0073033188499583,0.0546341463414634
G18029.0,1900,8229.0,83.0,1503.0,52.0,2.0840613473112017,0.0099855630413859,0.0345974717232202
G18031.0,1900,7978.0,81.0,1212.0,64.0,1.8995906054729583,0.010050874798362,0.0528052805280528
G18033.0,1900,11198.0,177.0,1356.0,81.0,1.800096184674575,0.0155604395604395,0.0597345132743362
G18089.0,1900,13877.0,105.0,1334.0,102.0,2.3024851151954437,0.0075096552710627,0.0764617691154422
G18075.0,1900,11213.0,104.0,1113.0,42.0,2.0404605789221173,0.0091897145886719,0.0377358490566037
G18077.0,1900,8781.0,105.0,1533.0,84.0,1.980102227090179,0.0118163403106009,0.0547945205479452
G1801430,1900,3266.0,27.0,406.0,16.0,2.2079527135948416,0.0081992104464014,0.0394088669950738
G1801450,1900,11221.0,144.0,1332.0,64.0,1.8964325003928963,0.0126704795424549,0.048048048048048
G1801510,1900,6987.0,78.0,1026.0,55.0,1.5722921914357684,0.01104033970276,0.0536062378167641
G1801530,1900,10304.0,147.0,1028.0,64.0,2.166495375128469,0.0140656396517079,0.0622568093385214
G1801570,1900,14718.0,122.0,1998.0,112.0,1.931779225231402,0.0082210242587601,0.056056056056056
G1801610,1900,2916.0,25.0,569.0,28.0,1.602803738317757,0.0085005100306018,0.0492091388400703
G1801650,1900,6047.0,81.0,695.0,39.0,2.002891008962128,0.0132180156657963,0.056115107913669
G1801670,1900,23814.0,383.0,2311.0,156.0,1.916251600967696,0.0158284084803901,0.067503245348334
G1801690,1900,11840.0,99.0,1444.0,53.0,1.9688815393866503,0.0082921517715051,0.0367036011080332
G19065.0,1900,11179.0,101.0,1515.0,79.0,2.1096207215541165,0.0089539007092198,0.0521452145214521
G19069.0,1900,5428.0,24.0,536.0,24.0,2.5319932998324957,0.0044020542920029,0.044776119402985
G19071.0,1900,7080.0,51.0,829.0,28.0,2.263563962170234,0.0071518721076987,0.0337756332931242
G19073.0,1900,6792.0,33.0,685.0,38.0,2.368713605082054,0.0048351648351648,0.0554744525547445
G19081.0,1900,4975.0,31.0,382.0,24.0,2.562454077883909,0.0061925689172992,0.06282722513089
G19079.0,1900,7189.0,40.0,859.0,40.0,2.369347347836715,0.0055332687785309,0.0465657741559953
G19089.0,1900,5308.0,39.0,728.0,26.0,2.416834339369551,0.007293809612867,0.0357142857142857
