GISJOIN,STATE,COUNTY,n_soil_types,hhi,shi
G1302490,130,2490,7,0.2372171733414914,0.7627828266585085
G1302510,130,2510,15,0.1675160457310845,0.8324839542689155
G1302530,130,2530,10,0.2288615396668598,0.7711384603331402
G1302550,130,2550,3,0.6707450720454853,0.3292549279545147
G1302570,130,2570,6,0.6329673565987091,0.3670326434012909
G1302590,130,2590,10,0.4497048407888696,0.5502951592111305
G1302610,130,2610,11,0.4387942205820789,0.561205779417921
G1302630,130,2630,9,0.2736547873496959,0.726345212650304
G1302650,130,2650,6,0.3057346825853729,0.694265317414627
G1302670,130,2670,14,0.1611476193299163,0.8388523806700836
G1302690,130,2690,10,0.2288663610705512,0.7711336389294488
G1302710,130,2710,9,0.2870578736273132,0.7129421263726867
G1302730,130,2730,7,0.2315116725772695,0.7684883274227305
G1302750,130,2750,6,0.2347667744280051,0.7652332255719949
G1302770,130,2770,6,0.5517300171087807,0.4482699828912193
G1302790,130,2790,8,0.3008217103980015,0.6991782896019985
G1302810,130,2810,8,0.2821106168100118,0.7178893831899882
G1302830,130,2830,6,0.4043924857172219,0.5956075142827781
G1302850,130,2850,5,0.6550146851497451,0.3449853148502548
G1302870,130,2870,8,0.5716857023822941,0.4283142976177059
G1302890,130,2890,10,0.2047374451556498,0.7952625548443502
G1302910,130,2910,7,0.3708525413749137,0.6291474586250863
G1302930,130,2930,5,0.3444789982353908,0.6555210017646091
G1302950,130,2950,10,0.2442468684321947,0.7557531315678052
G1302970,130,2970,4,0.3554170063020108,0.6445829936979892
G1302990,130,2990,9,0.2377449130562721,0.7622550869437279
G1303010,130,3010,10,0.3514941474276164,0.6485058525723836
G1303030,130,3030,12,0.276620545816308,0.723379454183692
G1303050,130,3050,10,0.1838601206093962,0.8161398793906037
G1303070,130,3070,8,0.2507587083922042,0.7492412916077957
G1303090,130,3090,7,0.2070937909930743,0.7929062090069257
G1303110,130,3110,6,0.3980612787929529,0.6019387212070471
G1303130,130,3130,10,0.2021534244870927,0.7978465755129073
G1303150,130,3150,8,0.2257021151547962,0.7742978848452038
G1303170,130,3170,7,0.2442815542807316,0.7557184457192684
G1303190,130,3190,9,0.1431336362466184,0.8568663637533815
G1303210,130,3210,12,0.4060207854188045,0.5939792145811955
G1600010,160,10,24,0.1090175179986727,0.8909824820013272
G1600030,160,30,18,0.2869576033726908,0.7130423966273092
G1600050,160,50,25,0.1248171606493409,0.875182839350659
G1600070,160,70,14,0.1655857676496954,0.8344142323503045
G1600090,160,90,25,0.1411128382087887,0.8588871617912113
G1600110,160,110,28,0.0923205650416111,0.9076794349583888
G1600130,160,130,34,0.1039984584302013,0.8960015415697986
G1600150,160,150,20,0.1379702880361304,0.8620297119638696
G1600170,160,170,30,0.1024204263786756,0.8975795736213243
G1600190,160,190,26,0.0886331165851085,0.9113668834148914
G1600210,160,210,25,0.1281338806528226,0.8718661193471774
G1600230,160,230,31,0.0684797035037174,0.9315202964962824
G1600250,160,250,19,0.1239907778876116,0.8760092221123883
G1600270,160,270,17,0.1201041834531789,0.879895816546821
G1600290,160,290,31,0.0956961131123608,0.9043038868876392
G1600310,160,310,43,0.0482495078140962,0.9517504921859038
G1600330,160,330,23,0.1054806073699441,0.8945193926300559
G1600350,160,350,39,0.0740207728685787,0.9259792271314212
G1600370,160,370,28,0.1001058981893335,0.8998941018106664
G1600390,160,390,27,0.086897519186281,0.9131024808137188
G1600410,160,410,25,0.0938215169530528,0.9061784830469471
G1600430,160,430,30,0.0677245177850337,0.9322754822149664
G1600450,160,450,21,0.1094544916649891,0.8905455083350109
G1600470,160,470,15,0.1251145035786229,0.874885496421377
G1600490,160,490,54,0.072229945549638,0.927770054450362
G1600510,160,510,25,0.0989747246831404,0.9010252753168596
G1600530,160,530,14,0.2168012742121459,0.7831987257878541
G1600550,160,550,25,0.1262410981246877,0.8737589018753122
G1600570,160,570,25,0.1035083486277231,0.8964916513722769
G1600590,160,590,33,0.1085279902639537,0.8914720097360462
G1600610,160,610,16,0.1614690063171623,0.8385309936828377
G1600630,160,630,16,0.208308050097309,0.791691949902691
G1600650,160,650,15,0.1467413755464491,0.8532586244535508
G1600670,160,670,18,0.1260075700159823,0.8739924299840176
G1600690,160,690,24,0.0946307559494823,0.9053692440505176
G1600710,160,710,22,0.1069776472202079,0.893022352779792
G1600730,160,730,49,0.0669714590199948,0.9330285409800052
G1600750,160,750,19,0.1320744288895959,0.867925571110404
G1600770,160,770,28,0.0680411246782584,0.9319588753217416
G1600790,160,790,25,0.120147355330068,0.879852644669932
G1600810,160,810,14,0.1282023268843484,0.8717976731156516
G1600830,160,830,34,0.0702603509827101,0.9297396490172898
G1600850,160,850,25,0.1369939414804751,0.8630060585195248
G1600870,160,870,22,0.158755390872265,0.8412446091277349
G1600875,160,875,2,0.6778931767001144,0.3221068232998856
G1700010,170,10,9,0.2644149893014939,0.7355850106985061
G1700030,170,30,7,0.2634857392880905,0.7365142607119095
G1700050,170,50,9,0.2031067444927179,0.7968932555072821
G1700070,170,70,10,0.2416956841607286,0.7583043158392714
G1700090,170,90,6,0.3632271081277336,0.6367728918722664
G1700110,170,110,9,0.1745754440545555,0.8254245559454445
G1700130,170,130,6,0.2991885116176734,0.7008114883823265
G1700150,170,150,18,0.1820204300059349,0.8179795699940651
G1700170,170,170,9,0.199662010321207,0.800337989678793
G1700190,170,190,9,0.2325779021319663,0.7674220978680336
G1700210,170,210,9,0.2906881317067266,0.7093118682932733
G1700230,170,230,12,0.2448579937941106,0.7551420062058893
G1700250,170,250,4,0.4144159926356792,0.5855840073643208
G1700270,170,270,8,0.1577134952188845,0.8422865047811154
G1700290,170,290,11,0.2857815722096045,0.7142184277903956
G1700310,170,310,17,0.1584371600079474,0.8415628399920526
G1700330,170,330,10,0.2147329745408232,0.7852670254591768
G1700350,170,350,8,0.3484273373376873,0.6515726626623126
G1700370,170,370,9,0.3042377581410096,0.6957622418589904
G1700390,170,390,7,0.3934803468702034,0.6065196531297966
G1700410,170,410,5,0.3753591668016506,0.6246408331983493
G1700430,170,430,6,0.3181037827520289,0.6818962172479711
G1700450,170,450,12,0.2275370687960893,0.7724629312039106
G1700470,170,470,9,0.2539359994574302,0.7460640005425698
G1700490,170,490,3,0.4704743296021199,0.5295256703978801
G1700510,170,510,8,0.3234344109614597,0.6765655890385402
G1700530,170,530,11,0.229337901736262,0.770662098263738
G1700550,170,550,6,0.3086502829946593,0.6913497170053406
G1700570,170,570,7,0.3182196677626874,0.6817803322373126
G1700590,170,590,12,0.2102287668526876,0.7897712331473123
G1700610,170,610,6,0.2582033701969722,0.7417966298030277
G1700630,170,630,15,0.1575097338636817,0.8424902661363183
G1700650,170,650,6,0.3432401746467083,0.6567598253532916
G1700670,170,670,14,0.2586832814070793,0.7413167185929207
G1700690,170,690,7,0.2393517724004371,0.7606482275995629
G1700710,170,710,10,0.1567042199289742,0.8432957800710258
G1700730,170,730,13,0.1355203186483854,0.8644796813516145
G1700750,170,750,12,0.167931084758802,0.832068915241198
G1700770,170,770,15,0.1646596609379418,0.8353403390620582
G1700790,170,790,3,0.3940632547171899,0.60593674528281
G1700810,170,810,6,0.3054047701380409,0.6945952298619591
G1700830,170,830,7,0.2798431616196622,0.7201568383803378
G1700850,170,850,12,0.227458177133254,0.772541822866746
G1700870,170,870,4,0.3397260482282259,0.6602739517717742
G1700890,170,890,9,0.1619097905470318,0.8380902094529681
G1700910,170,910,11,0.1625264932247584,0.8374735067752415
G1700930,170,930,9,0.281266120126029,0.718733879873971
G1700950,170,950,6,0.4097953250764527,0.5902046749235472
G1700970,170,970,14,0.2308167117554416,0.7691832882445584
G1700990,170,990,16,0.1328721659654764,0.8671278340345235
G1701010,170,1010,12,0.1987689314143558,0.8012310685856441
G1701030,170,1030,14,0.1250992634078438,0.8749007365921562
G1701050,170,1050,13,0.1477883004131795,0.8522116995868205
G1701070,170,1070,9,0.3885013750759443,0.6114986249240557
G1701090,170,1090,8,0.3668800501672457,0.6331199498327542
G1701110,170,1110,14,0.1271386588555704,0.8728613411444296
G1701130,170,1130,10,0.1927104953062615,0.8072895046937385
G1701150,170,1150,9,0.2012858560190691,0.7987141439809309
G1701170,170,1170,6,0.3530909348656249,0.6469090651343751
G1701190,170,1190,12,0.1810713631981748,0.8189286368018251
G1701210,170,1210,5,0.433423097943022,0.566576902056978
G1701230,170,1230,11,0.233705776121554,0.7662942238784459
G1701250,170,1250,11,0.1591268671457154,0.8408731328542847
G1701270,170,1270,5,0.3942466272372987,0.6057533727627012
G1701290,170,1290,8,0.1946855566216663,0.8053144433783337
G1701310,170,1310,13,0.1897154307610929,0.810284569238907
G1701330,170,1330,13,0.2313458325567327,0.7686541674432673
G1701350,170,1350,9,0.3034905505002138,0.6965094494997861
G1701370,170,1370,7,0.3465041800562244,0.6534958199437755
G1701390,170,1390,4,0.5079619201581465,0.4920380798418535
G1701410,170,1410,13,0.1719099600141368,0.8280900399858632
G1701430,170,1430,11,0.2406841177242044,0.7593158822757956
G1701450,170,1450,7,0.1902400433469381,0.8097599566530619
G1701470,170,1470,6,0.2463192884211673,0.7536807115788327
G1701490,170,1490,9,0.2611182402143144,0.7388817597856856
G1701510,170,1510,6,0.4606620766059143,0.5393379233940856
G1701530,170,1530,6,0.3758281441830041,0.6241718558169959
G1701550,170,1550,9,0.1704627395119435,0.8295372604880564
G1701570,170,1570,13,0.1972864065698842,0.8027135934301157
G1701590,170,1590,4,0.493044216756779,0.506955783243221
G1701610,170,1610,9,0.2432490656838876,0.7567509343161124
G1701630,170,1630,12,0.1365643924234872,0.8634356075765128
G1701650,170,1650,6,0.1986193508820265,0.8013806491179735
G1701670,170,1670,9,0.3490299972348787,0.6509700027651213
G1701690,170,1690,6,0.3731391426665031,0.6268608573334968
G1701710,170,1710,9,0.2213571306537204,0.7786428693462796
G1701730,170,1730,11,0.1269615309770044,0.8730384690229955
G1701750,170,1750,8,0.2040251154718015,0.7959748845281984
G1701770,170,1770,16,0.0966806317767732,0.9033193682232268
G1701790,170,1790,12,0.2552859993103356,0.7447140006896644
G1701810,170,1810,6,0.265470431799277,0.7345295682007229
G1701830,170,1830,14,0.1493759194606288,0.8506240805393712
G1701850,170,1850,10,0.1340088882144623,0.8659911117855377
G1701870,170,1870,5,0.361581856716018,0.6384181432839819
G1701890,170,1890,7,0.2229336964071997,0.7770663035928003
G1701910,170,1910,5,0.4408551298893789,0.559144870110621
G1701930,170,1930,12,0.1519010952795898,0.8480989047204102
G1701950,170,1950,14,0.1270222581921969,0.8729777418078031
G1701970,170,1970,17,0.1847608175419132,0.8152391824580868
G1701990,170,1990,9,0.1954881842594146,0.8045118157405854
G1702010,170,2010,14,0.1399828799594595,0.8600171200405404
G1702030,170,2030,9,0.2513197629884736,0.7486802370115264
G1800010,180,10,3,0.4877116811517962,0.5122883188482037
G1800030,180,30,11,0.248496058688367,0.751503941311633
G1800050,180,50,16,0.120195973153137,0.879804026846863
G1800070,180,70,10,0.2681635824804081,0.7318364175195919
G1800090,180,90,3,0.4794658272287323,0.5205341727712677
G1800110,180,110,8,0.3325917742061995,0.6674082257938005
G1800130,180,130,7,0.6465741667510524,0.3534258332489476
G1800150,180,150,15,0.2320252594937913,0.7679747405062087
G1800170,180,170,15,0.1806184410462635,0.8193815589537364
G1800190,180,190,12,0.1854802765047691,0.8145197234952308
G1800210,180,210,8,0.2760399916222865,0.7239600083777136
G1800230,180,230,9,0.3276268459694586,0.6723731540305413
G1800250,180,250,7,0.6708193192709178,0.3291806807290822
G1800270,180,270,13,0.1667930842283172,0.8332069157716827
G1800290,180,290,7,0.4148702542524131,0.5851297457475869
G1800310,180,310,9,0.2261961548067159,0.773803845193284
G1800330,180,330,8,0.3789239074613388,0.6210760925386611
G1800350,180,350,11,0.245703770408882,0.754296229591118
G1800370,180,370,9,0.2840845889099501,0.7159154110900499
G1800390,180,390,8,0.2807629751046209,0.7192370248953791
G1800410,180,410,13,0.2439701402020805,0.7560298597979195
G1800430,180,430,6,0.3574240739593531,0.642575926040647
G1800450,180,450,16,0.2013458604072521,0.7986541395927479
G1800470,180,470,11,0.2366975540786199,0.76330244592138
G1800490,180,490,10,0.158730782130545,0.841269217869455
G1800510,180,510,14,0.1652974319903982,0.8347025680096017
G1800530,180,530,6,0.4604502546197704,0.5395497453802296
G1800550,180,550,15,0.1785540916115645,0.8214459083884355
G1800570,180,570,6,0.4051159675095724,0.5948840324904275
G1800590,180,590,5,0.5154061200733057,0.4845938799266943
G1800610,180,610,8,0.46563894618978,0.5343610538102199
G1800630,180,630,7,0.255879759706881,0.7441202402931191
G1800650,180,650,8,0.3334079740115636,0.6665920259884364
G1800670,180,670,9,0.2122105331991487,0.7877894668008513
G1800690,180,690,8,0.3941150049227203,0.6058849950772797
G1800710,180,710,15,0.1471879685670723,0.8528120314329277
G1800730,180,730,14,0.1224083591587903,0.8775916408412097
G1800750,180,750,4,0.4953695443805838,0.5046304556194162
G1800770,180,770,10,0.2463028621585865,0.7536971378414135
G1800790,180,790,9,0.4160989041213336,0.5839010958786663
G1800810,180,810,10,0.2414123480059054,0.7585876519940946
G1800830,180,830,14,0.2211040652214036,0.7788959347785964
G1800850,180,850,13,0.1486613947866216,0.8513386052133783
G1800870,180,870,11,0.2125072695217058,0.7874927304782942
G1800890,180,890,7,0.2162191369839403,0.7837808630160596
G1800910,180,910,11,0.169557860443687,0.830442139556313
G1800930,180,930,7,0.3457676584194686,0.6542323415805313
G1800950,180,950,8,0.366207896097565,0.633792103902435
G1800970,180,970,5,0.3102740021216471,0.689725997878353
G1800990,180,990,10,0.2401969954696575,0.7598030045303424
G1801010,180,1010,8,0.3566948520477211,0.6433051479522789
G1801030,180,1030,13,0.2341527095606816,0.7658472904393183
G1801050,180,1050,12,0.2613958400763859,0.7386041599236142
G1801070,180,1070,18,0.1476213070610572,0.8523786929389428
G1801090,180,1090,18,0.1090052951449141,0.8909947048550859
G1801110,180,1110,14,0.1597972973386979,0.8402027026613021
G1801130,180,1130,10,0.2619370607042822,0.7380629392957179
G1801150,180,1150,5,0.5421374214552889,0.4578625785447111
G1801170,180,1170,4,0.4458492272510422,0.5541507727489577
G1801190,180,1190,15,0.195293959980943,0.804706040019057
G1801210,180,1210,15,0.1379193437500323,0.8620806562499677
G1801230,180,1230,6,0.4473365068916929,0.552663493108307
G1801250,180,1250,9,0.1634403663410476,0.8365596336589524
G1801270,180,1270,12,0.141616361823276,0.8583836381767239
G1801290,180,1290,12,0.2689943949975301,0.7310056050024699
G1801310,180,1310,12,0.2528720718383571,0.747127928161643
G1801330,180,1330,15,0.1739944174595107,0.8260055825404893
G1801350,180,1350,6,0.2748079617207944,0.7251920382792055
G1801370,180,1370,4,0.3181343279605176,0.6818656720394825
G1801390,180,1390,10,0.220221435774226,0.779778564225774
G1801410,180,1410,10,0.1821071719125566,0.8178928280874433
G1801430,180,1430,10,0.2024182201332805,0.7975817798667194
G1801450,180,1450,9,0.3483846000062989,0.6516153999937011
G1801470,180,1470,11,0.2276760856621673,0.7723239143378327
G1801490,180,1490,7,0.2774643353254508,0.7225356646745492
G1801510,180,1510,9,0.2974535388811141,0.7025464611188859
G1801530,180,1530,13,0.3207738444134406,0.6792261555865594
G1801550,180,1550,5,0.3549858373299017,0.6450141626700983
G1801570,180,1570,17,0.1878286983728473,0.8121713016271527
G1801590,180,1590,7,0.6064311315817901,0.3935688684182099
G1801610,180,1610,9,0.2346067906753817,0.7653932093246183
G1801630,180,1630,10,0.1589978937096921,0.8410021062903078
G1801650,180,1650,8,0.1799392408662495,0.8200607591337505
G1801670,180,1670,12,0.1476295895126713,0.8523704104873286
G1801690,180,1690,13,0.1487152547555562,0.8512847452444438
G1801710,180,1710,14,0.1501352462055048,0.8498647537944952
G1801730,180,1730,11,0.1861961814267899,0.81380381857321
G1801750,180,1750,12,0.3961444951457489,0.6038555048542511
G1801770,180,1770,10,0.2529111154103975,0.7470888845896024
G1801790,180,1790,7,0.5700593911268611,0.4299406088731389
G1801810,180,1810,14,0.1713270176498723,0.8286729823501277
G1801830,180,1830,10,0.4664499695676348,0.5335500304323653
G1900010,190,10,4,0.6318495232651951,0.3681504767348049
G1900030,190,30,4,0.638942036722457,0.361057963277543
G1900050,190,50,7,0.2171354512919624,0.7828645487080376
G1900070,190,70,9,0.2128919338525686,0.7871080661474313
G1900090,190,90,5,0.353624093777956,0.646375906222044
G1900110,190,110,9,0.32014680881097,0.67985319118903
G1900130,190,130,8,0.260150969860273,0.739849030139727
G1900150,190,150,7,0.5144587580110598,0.4855412419889402
G1900170,190,170,7,0.2921295867767586,0.7078704132232414
G1900190,190,190,8,0.3497280295296687,0.6502719704703313
G1900210,190,210,10,0.3567758692091767,0.6432241307908233
G1900230,190,230,8,0.2505021715077632,0.7494978284922368
G1900250,190,250,5,0.9132710281992348,0.0867289718007651
G1900270,190,270,8,0.2339307844528324,0.7660692155471676
G1900290,190,290,8,0.2680131171398119,0.7319868828601881
G1900310,190,310,8,0.2017676973796931,0.7982323026203069
G1900330,190,330,7,0.225228298145444,0.7747717018545559
G1900350,190,350,6,0.430800281779671,0.569199718220329
G1900370,190,370,6,0.2300655848361768,0.7699344151638231
G1900390,190,390,10,0.193308606361008,0.8066913936389919
G1900410,190,410,12,0.1687864482947169,0.831213551705283
G1900430,190,430,7,0.4129633773413007,0.5870366226586994
G1900450,190,450,13,0.1326682620733544,0.8673317379266455
G1900470,190,470,4,0.317289735866118,0.682710264133882
G1900490,190,490,11,0.2599506287095651,0.7400493712904349
G1900510,190,510,6,0.3167116755281662,0.6832883244718337
G1900530,190,530,9,0.1938162266415519,0.806183773358448
G1900550,190,550,8,0.2238343748768649,0.776165625123135
G1900570,190,570,9,0.1925172100959278,0.8074827899040722
G1900590,190,590,9,0.2353832665885221,0.7646167334114778
G1900610,190,610,11,0.2319801041881316,0.7680198958118685
G1900630,190,630,7,0.4583136442409943,0.5416863557590057
G1900650,190,650,8,0.2808007767268345,0.7191992232731654
G1900670,190,670,8,0.1875366415952503,0.8124633584047496
G1900690,190,690,10,0.236745184078093,0.763254815921907
G1900710,190,710,12,0.1534457798453237,0.8465542201546763
G1900730,190,730,6,0.2888426620701854,0.7111573379298146
G1900750,190,750,8,0.244049116607553,0.755950883392447
G1900770,190,770,9,0.2535357852832327,0.7464642147167673
G1900790,190,790,6,0.3323316219356497,0.6676683780643502
G1900810,190,810,7,0.3257846773315754,0.6742153226684247
G1900830,190,830,10,0.3211590244236278,0.6788409755763721
G1900850,190,850,10,0.3996459094428344,0.6003540905571656
G1900870,190,870,9,0.1445686173676151,0.8554313826323849
G1900890,190,890,9,0.2244183589794356,0.7755816410205644
G1900910,190,910,5,0.7571669990934714,0.2428330009065286
G1900930,190,930,7,0.2801207205505417,0.7198792794494582
G1900950,190,950,10,0.2269786722598799,0.7730213277401201
G1900970,190,970,8,0.418342827067202,0.581657172932798
G1900990,190,990,12,0.2405523465114458,0.7594476534885541
G1901010,190,1010,9,0.1906014566690878,0.8093985433309121
G1901030,190,1030,11,0.1297677908262121,0.8702322091737879
G1901050,190,1050,16,0.1300284528552715,0.8699715471447285
G1901070,190,1070,5,0.221136003024067,0.778863996975933
G1901090,190,1090,6,0.3417229650513231,0.6582770349486768
G1901110,190,1110,9,0.2832960399116053,0.7167039600883947
G1901130,190,1130,13,0.1658455439279384,0.8341544560720616
G1901150,190,1150,11,0.1259652863686628,0.8740347136313371
G1901170,190,1170,8,0.1842689793313457,0.8157310206686543
G1901190,190,1190,9,0.2607692583450053,0.7392307416549946
G1901210,190,1210,5,0.3654037760167407,0.6345962239832593
G1901230,190,1230,8,0.2217538543478062,0.7782461456521937
G1901250,190,1250,14,0.1460705327242781,0.8539294672757218
G1901270,190,1270,7,0.4291767454798113,0.5708232545201888
G1901290,190,1290,9,0.1850942610758767,0.8149057389241232
G1901310,190,1310,7,0.2414770379297667,0.7585229620702332
G1901330,190,1330,7,0.2416139787452998,0.7583860212547001
G1901350,190,1350,11,0.2143823853359532,0.7856176146640468
G1901370,190,1370,8,0.3383420392615548,0.6616579607384452
G1901390,190,1390,8,0.1735441089138241,0.8264558910861759
G1901410,190,1410,7,0.2670560599006586,0.7329439400993414
G1901430,190,1430,10,0.1827128508367841,0.8172871491632159
G1901450,190,1450,9,0.317431335300268,0.682568664699732
G1901470,190,1470,8,0.4234402578684214,0.5765597421315787
G1901490,190,1490,8,0.245180983541731,0.7548190164582689
G1901510,190,1510,4,0.6156408617837452,0.3843591382162548
G1901530,190,1530,12,0.2265944348010668,0.7734055651989331
G1901550,190,1550,17,0.2050892179281915,0.7949107820718084
G1901570,190,1570,9,0.1977093300397708,0.8022906699602292
G1901590,190,1590,9,0.2864026987809172,0.7135973012190828
G1901610,190,1610,9,0.284318106135517,0.7156818938644829
G1901630,190,1630,7,0.2720315169928455,0.7279684830071544
G1901650,190,1650,10,0.1904838681633558,0.8095161318366442
G1901670,190,1670,10,0.4601404101259287,0.5398595898740712
G1901690,190,1690,7,0.4493085414537728,0.5506914585462273
G1901710,190,1710,6,0.2347962581340416,0.7652037418659584
G1901730,190,1730,4,0.547782799317315,0.452217200682685
G1901750,190,1750,8,0.3099232399369335,0.6900767600630665
G1901770,190,1770,7,0.2241529189889483,0.7758470810110517
G1901790,190,1790,9,0.1688175834220633,0.8311824165779367
G1901810,190,1810,12,0.1699785081430865,0.8300214918569135
G1901830,190,1830,5,0.2131421103647552,0.7868578896352448
G1901850,190,1850,9,0.2523211322043237,0.7476788677956763
G1901870,190,1870,7,0.4248047628893367,0.5751952371106632
G1901890,190,1890,9,0.2692720284818872,0.7307279715181128
G1901910,190,1910,9,0.315374690028023,0.684625309971977
G1901930,190,1930,9,0.3475274909994527,0.6524725090005472
G1901950,190,1950,8,0.1970090247408523,0.8029909752591476
G1901970,190,1970,6,0.2258643201808005,0.7741356798191995
G2000010,200,10,6,0.2539417233862219,0.7460582766137781
G2000030,200,30,9,0.2461114213975863,0.7538885786024137
G2000050,200,50,9,0.2032762505564152,0.7967237494435847
G2000070,200,70,14,0.1783731286897993,0.8216268713102006
G2000090,200,90,12,0.2713570162130534,0.7286429837869466
G2000110,200,110,8,0.237052993754835,0.762947006245165
G2000130,200,130,12,0.215122654799627,0.7848773452003729
G2000150,200,150,13,0.1902818700746738,0.8097181299253261
G2000170,200,170,9,0.2911902574660864,0.7088097425339136
G2000190,200,190,6,0.2864258043693353,0.7135741956306647
G2000210,200,210,13,0.20819572440015,0.79180427559985
G2000230,200,230,12,0.2604184334066263,0.7395815665933737
G2000250,200,250,13,0.1934705847126048,0.8065294152873952
G2000270,200,270,9,0.3804419438510865,0.6195580561489136
G2000290,200,290,14,0.1805886613305914,0.8194113386694086
G2000310,200,310,11,0.2109619011844101,0.7890380988155898
G2000330,200,330,9,0.2101573442637396,0.7898426557362603
G2000350,200,350,14,0.1452147067392153,0.8547852932607847
G2000370,200,370,10,0.2334043440118025,0.7665956559881975
G2000390,200,390,10,0.4207440957788801,0.5792559042211198
G2000410,200,410,10,0.2658647837407669,0.7341352162592331
G2000430,200,430,11,0.2363957765047567,0.7636042234952433
G2000450,200,450,11,0.2243547851086267,0.7756452148913733
G2000470,200,470,11,0.1639245409991687,0.8360754590008312
G2000490,200,490,8,0.2415040426515695,0.7584959573484304
G2000510,200,510,15,0.1310276933736746,0.8689723066263253
G2000530,200,530,8,0.3172693751809649,0.682730624819035
G2000550,200,550,17,0.2225166319680624,0.7774833680319375
G2000570,200,570,18,0.3437281483255662,0.6562718516744338
G2000590,200,590,6,0.2131645874192459,0.7868354125807541
G2000610,200,610,9,0.2858493803155963,0.7141506196844036
G2000630,200,630,8,0.2741664809450846,0.7258335190549153
G2000650,200,650,8,0.3671160129877154,0.6328839870122845
G2000670,200,670,11,0.3924097857601863,0.6075902142398136
G2000690,200,690,14,0.1679082774616803,0.8320917225383198
G2000710,200,710,5,0.5041389769461594,0.4958610230538406
G2000730,200,730,13,0.2780692864672697,0.7219307135327302
G2000750,200,750,9,0.2736122750583404,0.7263877249416596
G2000770,200,770,16,0.1725683205617966,0.8274316794382034
G2000790,200,790,17,0.1989064822133904,0.8010935177866096
G2000810,200,810,8,0.5927451667087705,0.4072548332912294
G2000830,200,830,14,0.2809660811373225,0.7190339188626775
G2000850,200,850,6,0.2362013616621002,0.7637986383378998
G2000870,200,870,9,0.1976856478305905,0.8023143521694094
G2000890,200,890,9,0.248572152826353,0.751427847173647
G2000910,200,910,12,0.2246863346933806,0.7753136653066194
G2000930,200,930,8,0.2526244886799255,0.7473755113200744
G2000950,200,950,12,0.2716693386731937,0.7283306613268062
G2000970,200,970,9,0.1811711022069738,0.8188288977930261
G2000990,200,990,8,0.3090532558239752,0.6909467441760248
G2001010,200,1010,9,0.353934194048785,0.646065805951215
G2001030,200,1030,14,0.1186734186464401,0.8813265813535599
G2001050,200,1050,11,0.1951678988472125,0.8048321011527875
G2001070,200,1070,8,0.3751986361277373,0.6248013638722627
G2001090,200,1090,12,0.1591824101762403,0.8408175898237596
G2001110,200,1110,9,0.2202408290970352,0.7797591709029648
G2001130,200,1130,10,0.2488379721125686,0.7511620278874314
G2001150,200,1150,12,0.2307544628290978,0.7692455371709022
G2001170,200,1170,10,0.2579246834968417,0.7420753165031583
G2001190,200,1190,15,0.2000782279367949,0.799921772063205
G2001210,200,1210,7,0.5970801593166133,0.4029198406833867
G2001230,200,1230,12,0.2110487220081948,0.7889512779918052
G2001250,200,1250,10,0.18562780094647,0.81437219905353
G2001270,200,1270,6,0.3751112112406633,0.6248887887593366
G2001290,200,1290,7,0.3502746726146225,0.6497253273853776
G2001310,200,1310,8,0.4518259961397471,0.5481740038602528
G2001330,200,1330,10,0.1835491249439811,0.8164508750560189
G2001350,200,1350,15,0.3079353898610218,0.6920646101389781
G2001370,200,1370,7,0.2849535666240994,0.7150464333759006
G2001390,200,1390,8,0.2980228659759123,0.7019771340240877
G2001410,200,1410,6,0.2480354956300876,0.7519645043699124
G2001430,200,1430,11,0.2076478591340796,0.7923521408659203
G2001450,200,1450,11,0.3038919898981517,0.6961080101018483
G2001470,200,1470,10,0.2238123455813444,0.7761876544186556
G2001490,200,1490,11,0.3781325301171925,0.6218674698828075
G2001510,200,1510,10,0.1686976585483078,0.8313023414516921
G2001530,200,1530,8,0.2572921037993204,0.7427078962006796
G2001550,200,1550,18,0.1083177186320936,0.8916822813679064
G2001570,200,1570,11,0.2833046268302255,0.7166953731697745
G2001590,200,1590,11,0.1644339708546238,0.8355660291453761
G2001610,200,1610,13,0.2379322672403514,0.7620677327596486
G2001630,200,1630,8,0.3124292319584679,0.6875707680415322
G2001650,200,1650,7,0.5020565202122297,0.4979434797877703
G2001670,200,1670,10,0.3816754883364627,0.6183245116635372
G2001690,200,1690,7,0.2173212951200408,0.7826787048799592
G2001710,200,1710,7,0.5524825858436215,0.4475174141563784
G2001730,200,1730,20,0.1787021745252281,0.8212978254747718
G2001750,200,1750,7,0.1939081204390693,0.8060918795609306
G2001770,200,1770,13,0.1457611925582809,0.8542388074417191
G2001790,200,1790,6,0.4173132843527846,0.5826867156472153
G2001810,200,1810,8,0.3311252184175508,0.6688747815824492
G2001830,200,1830,12,0.1960760215299507,0.8039239784700493
G2001850,200,1850,10,0.2626948885681199,0.73730511143188
G2001870,200,1870,6,0.6116539114275164,0.3883460885724836
G2001890,200,1890,7,0.2213660218174029,0.778633978182597
G2001910,200,1910,13,0.3084292673760198,0.6915707326239802
G2001930,200,1930,4,0.5954358812856538,0.4045641187143461
G2001950,200,1950,21,0.1763107079361996,0.8236892920638004
G2001970,200,1970,11,0.2064170365032419,0.793582963496758
G2001990,200,1990,10,0.2877883662131803,0.7122116337868196
G2002010,200,2010,11,0.177906138192968,0.8220938618070319
G2002030,200,2030,9,0.3836314099587777,0.6163685900412224
