GISJOIN,STATE,COUNTY,n_soil_types,hhi,shi
G2002050,200,2050,9,0.2318761133862173,0.7681238866137827
G2002070,200,2070,10,0.2470373090028575,0.7529626909971425
G2002090,200,2090,10,0.2794704049648764,0.7205295950351236
G2100010,210,10,7,0.2140612104662899,0.7859387895337101
G2100030,210,30,4,0.4802952012773969,0.5197047987226031
G2100050,210,50,4,0.4637749443345808,0.5362250556654192
G2100070,210,70,12,0.1832387886364268,0.8167612113635732
G2100090,210,90,6,0.2974383678013649,0.7025616321986351
G2100110,210,110,15,0.1351577618852883,0.8648422381147117
G2100130,210,130,8,0.3167333790737985,0.6832666209262015
G2100150,210,150,9,0.3055880500125173,0.6944119499874827
G2100170,210,170,6,0.2800868476493702,0.7199131523506298
G2100190,210,190,8,0.3720447852296044,0.6279552147703955
G2100210,210,210,10,0.1645220333742272,0.8354779666257728
G2100230,210,230,7,0.693904885517033,0.306095114482967
G2100250,210,250,4,0.9565477168955354,0.0434522831044645
G2100270,210,270,8,0.4253693569962852,0.5746306430037148
G2100290,210,290,10,0.1909798348904152,0.8090201651095847
G2100310,210,310,8,0.2575069492695816,0.7424930507304184
G2100330,210,330,14,0.1711842535384331,0.8288157464615669
G2100350,210,350,7,0.2794752903402798,0.7205247096597203
G2100370,210,370,7,0.4035677157889331,0.596432284211067
G2100390,210,390,9,0.2516179002558537,0.7483820997441463
G2100410,210,410,8,0.2807059971187441,0.7192940028812558
G2100430,210,430,8,0.3931415873740277,0.6068584126259722
G2100450,210,450,8,0.2901302413376449,0.709869758662355
G2100470,210,470,16,0.1915730868454214,0.8084269131545786
G2100490,210,490,8,0.2084127827084739,0.791587217291526
G2100510,210,510,5,0.5212977870558191,0.4787022129441809
G2100530,210,530,7,0.245590322894066,0.754409677105934
G2100550,210,550,14,0.3495804153514452,0.6504195846485548
G2100570,210,570,6,0.3296637113118715,0.6703362886881286
G2100590,210,590,14,0.171863512765307,0.8281364872346929
G2100610,210,610,10,0.3169422530893922,0.6830577469106078
G2100630,210,630,2,0.7111586307785157,0.2888413692214843
G2100650,210,650,7,0.3956459189883822,0.6043540810116178
G2100670,210,670,5,0.413194401262682,0.586805598737318
G2100690,210,690,14,0.152959889264179,0.847040110735821
G2100710,210,710,4,0.8557425851739244,0.1442574148260755
G2100730,210,730,7,0.3076483433425239,0.6923516566574761
G2100750,210,750,9,0.170519933219531,0.8294800667804689
G2100770,210,770,7,0.3838095426984128,0.6161904573015873
G2100790,210,790,8,0.1809554609300889,0.819044539069911
G2100810,210,810,3,0.6930013777299575,0.3069986222700425
G2100830,210,830,6,0.2204833049503085,0.7795166950496915
G2100850,210,850,6,0.4543790630424216,0.5456209369575784
G2100870,210,870,6,0.5953988904515793,0.4046011095484206
G2100890,210,890,11,0.3584628002715024,0.6415371997284975
G2100910,210,910,10,0.3266068156499535,0.6733931843500465
G2100930,210,930,13,0.1636172291858718,0.8363827708141282
G2100950,210,950,4,0.5640646846106127,0.4359353153893873
G2100970,210,970,6,0.5300525704690939,0.469947429530906
G2100990,210,990,9,0.204739593377504,0.795260406622496
G2101010,210,1010,15,0.1976518993799235,0.8023481006200764
G2101030,210,1030,7,0.3606067407914919,0.6393932592085081
G2101050,210,1050,9,0.3197463469002213,0.6802536530997787
G2101070,210,1070,13,0.1481402625821642,0.8518597374178358
G2101090,210,1090,5,0.6026841528925532,0.3973158471074468
G2101110,210,1110,10,0.2441886193852575,0.7558113806147425
G2101130,210,1130,4,0.4340751406020193,0.5659248593979807
G2101150,210,1150,3,0.9392036175215988,0.0607963824784011
G2101170,210,1170,7,0.3504793062417615,0.6495206937582385
G2101190,210,1190,2,0.5969522959807716,0.4030477040192284
G2101210,210,1210,4,0.7085563984100912,0.2914436015899088
G2101230,210,1230,8,0.2108461953486654,0.7891538046513346
G2101250,210,1250,5,0.3438606149036559,0.6561393850963441
G2101270,210,1270,6,0.2982788784233062,0.7017211215766938
G2101290,210,1290,6,0.4528834863062971,0.5471165136937028
G2101310,210,1310,1,1.0,0.0
G2101330,210,1330,5,0.5589580236687662,0.4410419763312337
G2101350,210,1350,18,0.3331495373491004,0.6668504626508995
G2101370,210,1370,12,0.1678576710728353,0.8321423289271647
G2101390,210,1390,11,0.2171115984103397,0.7828884015896602
G2101410,210,1410,7,0.3300778074424841,0.6699221925575158
G2101430,210,1430,10,0.2044054685259056,0.7955945314740944
G2101450,210,1450,11,0.1852083357616227,0.8147916642383772
G2101470,210,1470,5,0.8675688008967067,0.1324311991032932
G2101490,210,1490,8,0.3059719825264558,0.6940280174735441
G2101510,210,1510,10,0.2014369270145495,0.7985630729854505
G2101530,210,1530,5,0.4459034205194527,0.5540965794805472
G2101550,210,1550,12,0.3041586587866787,0.6958413412133213
G2101570,210,1570,8,0.2915198766295291,0.7084801233704708
G2101590,210,1590,2,0.9992960966382004,0.0007039033617994
G2101610,210,1610,10,0.3087679197138152,0.6912320802861849
G2101630,210,1630,15,0.2672816780190012,0.7327183219809987
G2101650,210,1650,9,0.332023748767465,0.6679762512325349
G2101670,210,1670,5,0.2813114277544543,0.7186885722455457
G2101690,210,1690,8,0.4131498075278575,0.5868501924721425
G2101710,210,1710,6,0.2768464613791024,0.7231535386208976
G2101730,210,1730,6,0.2128454955171326,0.7871545044828674
G2101750,210,1750,6,0.6214371245812647,0.3785628754187353
G2101770,210,1770,10,0.2307258571742595,0.7692741428257405
G2101790,210,1790,9,0.2323845050018615,0.7676154949981384
G2101810,210,1810,5,0.4976072323480082,0.5023927676519917
G2101830,210,1830,9,0.2116816243250192,0.7883183756749808
G2101850,210,1850,8,0.2797965866346267,0.7202034133653732
G2101870,210,1870,3,0.5891686505590445,0.4108313494409554
G2101890,210,1890,4,0.4905172315818117,0.5094827684181882
G2101910,210,1910,9,0.7730610384645737,0.2269389615354262
G2101930,210,1930,1,1.0,0.0
G2101950,210,1950,7,0.9107700227108202,0.0892299772891798
G2101970,210,1970,7,0.378724148072566,0.621275851927434
G2101990,210,1990,11,0.194275680973291,0.8057243190267089
G2102010,210,2010,4,0.9177258345730636,0.0822741654269363
G2102030,210,2030,8,0.2426672192615359,0.7573327807384641
G2102050,210,2050,11,0.1656418152218374,0.8343581847781626
G2102070,210,2070,9,0.2129013221728805,0.7870986778271194
G2102090,210,2090,4,0.3673257633750696,0.6326742366249303
G2102110,210,2110,4,0.3635296271739051,0.636470372826095
G2102130,210,2130,4,0.5124498306891371,0.4875501693108629
G2102150,210,2150,5,0.2546230014105075,0.7453769985894925
G2102170,210,2170,4,0.443181170219818,0.5568188297801819
G2102190,210,2190,11,0.2451750637304189,0.7548249362695811
G2102210,210,2210,10,0.1630890560790784,0.8369109439209215
G2102230,210,2230,12,0.2888479465198166,0.7111520534801834
G2102250,210,2250,16,0.1998770261863892,0.8001229738136107
G2102270,210,2270,10,0.2184138746312813,0.7815861253687186
G2102290,210,2290,4,0.4118155923731481,0.5881844076268519
G2102310,210,2310,9,0.3729296717359506,0.6270703282640493
G2102330,210,2330,10,0.1888020298092079,0.8111979701907921
G2102350,210,2350,8,0.2481157482139848,0.7518842517860151
G2102370,210,2370,6,0.7182400518367993,0.2817599481632007
G2102390,210,2390,2,0.5058050687529699,0.49419493124703
G2200010,220,10,9,0.2130100682354288,0.7869899317645711
G2200030,220,30,11,0.1489428731500254,0.8510571268499745
G2200050,220,50,12,0.1623442272980629,0.8376557727019371
G2200070,220,70,11,0.1770640337913047,0.8229359662086952
G2200090,220,90,21,0.1178326604988285,0.8821673395011715
G2200110,220,110,17,0.1538066348717146,0.8461933651282854
G2200130,220,130,21,0.20603632049072,0.7939636795092799
G2200150,220,150,15,0.1336937245625347,0.8663062754374653
G2200170,220,170,17,0.1023911619165435,0.8976088380834565
G2200190,220,190,20,0.1492520782633512,0.8507479217366487
G2200210,220,210,14,0.1577684955988631,0.8422315044011369
G2200230,220,230,16,0.0969221816126076,0.9030778183873924
G2200250,220,250,29,0.0804631760697776,0.9195368239302224
G2200270,220,270,16,0.1243836145759314,0.8756163854240685
G2200290,220,290,18,0.1720651011632336,0.8279348988367663
G2200310,220,310,22,0.1761688465638678,0.8238311534361321
G2200330,220,330,15,0.1458386261021947,0.8541613738978052
G2200350,220,350,16,0.1615038728783761,0.8384961271216238
G2200370,220,370,14,0.1924126526005195,0.8075873473994805
G2200390,220,390,22,0.0957161695169877,0.9042838304830122
G2200410,220,410,17,0.1885605541844074,0.8114394458155925
G2200430,220,430,17,0.1370869312286218,0.8629130687713782
G2200450,220,450,22,0.1101409473718528,0.8898590526281471
G2200470,220,470,12,0.1797902333838877,0.8202097666161122
G2200490,220,490,19,0.157455016384334,0.842544983615666
G2200510,220,510,14,0.1762068029079951,0.8237931970920049
G2200530,220,530,16,0.2084918784528832,0.7915081215471167
G2200550,220,550,10,0.1994873652042557,0.8005126347957443
G2200570,220,570,13,0.1386017004150831,0.8613982995849169
G2200590,220,590,24,0.1038324812567373,0.8961675187432626
G2200610,220,610,15,0.1517047821218333,0.8482952178781666
G2200630,220,630,13,0.1306219354709166,0.8693780645290834
G2200650,220,650,15,0.2455181219037257,0.7544818780962743
G2200670,220,670,17,0.1683085951802632,0.8316914048197367
G2200690,220,690,29,0.0947988760999591,0.9052011239000408
G2200710,220,710,7,0.2324102207970023,0.7675897792029976
G2200730,220,730,23,0.1164319604167702,0.8835680395832297
G2200750,220,750,12,0.1868480485682863,0.8131519514317137
G2200770,220,770,14,0.2313783423626285,0.7686216576373714
G2200790,220,790,22,0.1300326782038446,0.8699673217961553
G2200810,220,810,25,0.1380770827673916,0.8619229172326084
G2200830,220,830,15,0.1545635219833255,0.8454364780166744
G2200850,220,850,18,0.1559314213492043,0.8440685786507958
G2200870,220,870,10,0.2191202961648469,0.780879703835153
G2200890,220,890,11,0.1991939528354994,0.8008060471645007
G2200910,220,910,11,0.3036789783254877,0.6963210216745124
G2200930,220,930,11,0.2509427382809202,0.7490572617190798
G2200950,220,950,13,0.1933948410825159,0.8066051589174841
G2200970,220,970,25,0.0912872363443165,0.9087127636556834
G2200990,220,990,18,0.1806641456500561,0.8193358543499439
G2201010,220,1010,13,0.1966561623429687,0.8033438376570313
G2201030,220,1030,18,0.1257257404329041,0.8742742595670958
G2201050,220,1050,16,0.1173200395654874,0.8826799604345126
G2201070,220,1070,21,0.1853462731468179,0.814653726853182
G2201090,220,1090,11,0.1809547260850294,0.8190452739149705
G2201110,220,1110,20,0.1408592081907669,0.8591407918092331
G2201130,220,1130,16,0.1029808713434417,0.8970191286565583
G2201150,220,1150,14,0.1508949386908813,0.8491050613091187
G2201170,220,1170,13,0.2356633513789881,0.7643366486210119
G2201190,220,1190,15,0.1871664977074762,0.8128335022925237
G2201210,220,1210,5,0.3946591853494645,0.6053408146505355
G2201230,220,1230,9,0.2721355397656363,0.7278644602343637
G2201250,220,1250,15,0.1745885602759424,0.8254114397240576
G2201270,220,1270,21,0.3215450432516521,0.6784549567483479
G2300010,230,10,14,0.1477885722328116,0.8522114277671884
G2300030,230,30,20,0.116801477163122,0.8831985228368779
G2300050,230,50,16,0.1287411866064761,0.871258813393524
G2300070,230,70,22,0.2035586143336807,0.7964413856663193
G2300090,230,90,20,0.1351528047798394,0.8648471952201605
G2300110,230,110,16,0.1652579204203011,0.8347420795796989
G2300130,230,130,6,0.3668171384588816,0.6331828615411184
G2300150,230,150,9,0.2929095924049791,0.7070904075950208
G2300170,230,170,22,0.1197950859921654,0.8802049140078345
G2300190,230,190,32,0.0867562580321707,0.9132437419678292
G2300210,230,210,25,0.1073947141896533,0.8926052858103466
G2300230,230,230,7,0.2835407145339006,0.7164592854660994
G2300250,230,250,32,0.1065339075642325,0.8934660924357674
G2300270,230,270,9,0.2492015858603209,0.7507984141396791
G2300290,230,290,25,0.1254074812658447,0.8745925187341553
G2300310,230,310,11,0.1514135081948611,0.8485864918051388
G2400010,240,10,12,0.1901371306009736,0.8098628693990264
G2400030,240,30,11,0.1938395969552128,0.8061604030447872
G2400050,240,50,9,0.2830026820967547,0.7169973179032453
G2400090,240,90,5,0.3889036788547062,0.6110963211452938
G2400110,240,110,6,0.3665282231361677,0.6334717768638323
G2400130,240,130,7,0.2604884584695067,0.7395115415304933
G2400150,240,150,14,0.129788272685947,0.870211727314053
G2400170,240,170,7,0.2955415962711832,0.7044584037288167
G2400190,240,190,8,0.2622839978496609,0.7377160021503391
G2400210,240,210,17,0.1658116696301554,0.8341883303698445
G2400230,240,230,10,0.2508244011994199,0.74917559880058
G2400250,240,250,8,0.2149052818399634,0.7850947181600365
G2400270,240,270,9,0.3260966727432837,0.6739033272567163
G2400290,240,290,11,0.180551801876381,0.8194481981236189
G2400310,240,310,13,0.4096743265412754,0.5903256734587246
G2400330,240,330,10,0.1635305402747724,0.8364694597252276
G2400350,240,350,9,0.2252433899204473,0.7747566100795527
G2400370,240,370,6,0.2530037048798709,0.7469962951201291
G2400390,240,390,8,0.399327025243094,0.600672974756906
G2400410,240,410,9,0.3632583624961117,0.6367416375038883
G2400430,240,430,21,0.239991635890004,0.760008364109996
G2400450,240,450,8,0.1867605516925613,0.8132394483074387
G2400470,240,470,11,0.2185586279395988,0.7814413720604011
G2405100,240,5100,8,0.2267676747764973,0.7732323252235027
G2500010,250,10,7,0.3255338591588264,0.6744661408411736
G2500030,250,30,13,0.1843095682426724,0.8156904317573276
G2500050,250,50,12,0.3908289541398088,0.6091710458601911
G2500070,250,70,7,0.254414378925046,0.7455856210749541
G2500090,250,90,9,0.1563944295735991,0.8436055704264009
G2500110,250,110,18,0.1187538173750105,0.8812461826249894
G2500130,250,130,23,0.0830814199829547,0.9169185800170452
G2500150,250,150,17,0.118243016371041,0.8817569836289589
G2500170,250,170,14,0.1672715127745859,0.8327284872254141
G2500190,250,190,5,0.3769690714217537,0.6230309285782463
G2500210,250,210,8,0.2586061338440298,0.7413938661559702
G2500230,250,230,15,0.215164239927907,0.784835760072093
G2500250,250,250,5,0.7177608691839626,0.2822391308160373
G2500270,250,270,22,0.220143669582033,0.779856330417967
G2600010,260,10,12,0.1556694272553911,0.8443305727446089
G2600030,260,30,14,0.1684258575256568,0.8315741424743431
G2600050,260,50,17,0.1796606300938639,0.8203393699061361
G2600070,260,70,18,0.0999815347502085,0.9000184652497915
G2600090,260,90,10,0.260963017945347,0.739036982054653
G2600110,260,110,16,0.1301250189011192,0.8698749810988808
G2600130,260,130,22,0.1145788233910038,0.8854211766089962
G2600150,260,150,16,0.1740066893099147,0.8259933106900852
G2600170,260,170,11,0.3858758349234801,0.6141241650765199
G2600190,260,190,8,0.3056250648746701,0.6943749351253299
G2600210,260,210,10,0.2708887526761727,0.7291112473238273
G2600230,260,230,8,0.3408498511984582,0.6591501488015418
G2600250,260,250,12,0.2918787809255406,0.7081212190744594
G2600270,260,270,9,0.3129105832655672,0.6870894167344328
G2600290,260,290,13,0.1950664147926728,0.8049335852073272
G2600310,260,310,19,0.1435293999692161,0.8564706000307839
G2600330,260,330,19,0.1479771614407866,0.8520228385592133
G2600350,260,350,19,0.1385498028792708,0.8614501971207291
G2600370,260,370,11,0.2375464180789545,0.7624535819210454
G2600390,260,390,11,0.3232565089887965,0.6767434910112035
G2600410,260,410,11,0.1446400176469009,0.8553599823530991
G2600430,260,430,14,0.4804988192470326,0.5195011807529675
G2600450,260,450,9,0.2847654329754086,0.7152345670245914
G2600470,260,470,14,0.2112779688982172,0.7887220311017827
G2600490,260,490,18,0.1620081592089945,0.8379918407910055
G2600510,260,510,15,0.1421883276472264,0.8578116723527736
G2600530,260,530,11,0.5822305903627903,0.4177694096372096
G2600550,260,550,13,0.2562913012526331,0.7437086987473669
G2600570,260,570,15,0.2216069997673534,0.7783930002326466
G2600590,260,590,7,0.236606273362163,0.7633937266378369
G2600610,260,610,27,0.0671834767990101,0.9328165232009898
G2600630,260,630,9,0.3681310936884236,0.6318689063115763
G2600650,260,650,10,0.1920351490432112,0.8079648509567887
G2600670,260,670,11,0.2185218908787109,0.781478109121289
G2600690,260,690,16,0.2084261600428005,0.7915738399571994
G2600710,260,710,16,0.1870792111202049,0.812920788879795
G2600730,260,730,17,0.1465710617682017,0.8534289382317982
G2600750,260,750,8,0.417843885829005,0.582156114170995
G2600770,260,770,10,0.329501793694043,0.670498206305957
G2600790,260,790,12,0.1319104777416437,0.8680895222583562
G2600810,260,810,19,0.2068231841105867,0.7931768158894132
G2600830,260,830,10,0.3256344987125583,0.6743655012874417
G2600850,260,850,19,0.2134374271069511,0.7865625728930489
G2600870,260,870,14,0.1875399446399132,0.8124600553600868
G2600890,260,890,7,0.2083808435880355,0.7916191564119645
G2600910,260,910,9,0.1780428275412965,0.8219571724587035
G2600930,260,930,7,0.2415603513238089,0.7584396486761911
G2600950,260,950,14,0.2274029132088376,0.7725970867911625
G2600970,260,970,23,0.1184975891414908,0.8815024108585091
G2600990,260,990,14,0.1714040412119418,0.8285959587880581
G2601010,260,1010,16,0.1670056169644352,0.8329943830355647
G2601030,260,1030,24,0.0982315483798478,0.9017684516201522
G2601050,260,1050,17,0.1390615467373086,0.8609384532626914
G2601070,260,1070,13,0.2051466632717106,0.7948533367282894
G2601090,260,1090,8,0.4510428249536609,0.5489571750463391
G2601110,260,1110,10,0.2689346751029305,0.7310653248970695
G2601130,260,1130,16,0.3143964186766969,0.685603581323303
G2601150,260,1150,11,0.3137143339991859,0.6862856660008141
G2601170,260,1170,14,0.2006962914100826,0.7993037085899173
G2601190,260,1190,13,0.1824064462802868,0.8175935537197131
G2601210,260,1210,12,0.3302685802567449,0.6697314197432551
G2601230,260,1230,15,0.1834160622317744,0.8165839377682256
G2601250,260,1250,15,0.2026643652125744,0.7973356347874255
G2601270,260,1270,13,0.4109214232930972,0.5890785767069028
G2601290,260,1290,15,0.1387574404958702,0.8612425595041298
G2601310,260,1310,16,0.1927816522551184,0.8072183477448815
G2601330,260,1330,19,0.1143393344259118,0.8856606655740882
G2601350,260,1350,11,0.3103981749377384,0.6896018250622615
G2601370,260,1370,13,0.1931033361426456,0.8068966638573544
G2601390,260,1390,14,0.1796610343071586,0.8203389656928414
G2601410,260,1410,18,0.1117763748883701,0.8882236251116299
G2601430,260,1430,14,0.1661132747155094,0.8338867252844906
G2601450,260,1450,17,0.1309941059402083,0.8690058940597917
G2601470,260,1470,13,0.2335802394750936,0.7664197605249063
G2601490,260,1490,9,0.3841325583594081,0.6158674416405918
G2601510,260,1510,12,0.2690954946103039,0.7309045053896961
G2601530,260,1530,12,0.3397549430879449,0.660245056912055
G2601550,260,1550,13,0.2413176078319598,0.7586823921680401
G2601570,260,1570,17,0.154971453907291,0.8450285460927089
G2601590,260,1590,11,0.2582525064505919,0.741747493549408
G2601610,260,1610,12,0.1782417747661602,0.8217582252338398
G2601630,260,1630,9,0.1606025612476644,0.8393974387523356
G2601650,260,1650,12,0.2806307548096588,0.7193692451903412
G2700010,270,10,29,0.1076094797802115,0.8923905202197885
G2700030,270,30,8,0.3047640594538978,0.6952359405461022
G2700050,270,50,11,0.1721967560755671,0.8278032439244329
G2700070,270,70,20,0.1184617355567983,0.8815382644432016
G2700090,270,90,8,0.2119502941207612,0.7880497058792387
G2700110,270,110,15,0.2127476558586613,0.7872523441413387
G2700130,270,130,16,0.0967034500696152,0.9032965499303848
G2700150,270,150,12,0.1681199120752585,0.8318800879247414
G2700170,270,170,15,0.1458113543760054,0.8541886456239945
G2700190,270,190,13,0.2259629872934615,0.7740370127065385
G2700210,270,210,18,0.1041139559389755,0.8958860440610245
G2700230,270,230,13,0.2871098994130024,0.7128901005869975
G2700250,270,250,13,0.1550254002015065,0.8449745997984934
G2700270,270,270,9,0.1657004865619872,0.8342995134380128
G2700290,270,290,17,0.1285538313752005,0.8714461686247994
G2700310,270,310,9,0.2599175147828419,0.7400824852171581
G2700330,270,330,12,0.1956436938737157,0.8043563061262842
G2700350,270,350,15,0.1814589879855867,0.8185410120144133
G2700370,270,370,20,0.1752925440501421,0.8247074559498578
G2700390,270,390,24,0.1282453651610523,0.8717546348389477
G2700410,270,410,12,0.1531507836326908,0.8468492163673091
G2700430,270,430,12,0.1481495646272118,0.8518504353727883
G2700450,270,450,27,0.0796218859305579,0.920378114069442
G2700470,270,470,18,0.1200136638837592,0.8799863361162408
G2700490,270,490,20,0.1236932072875936,0.8763067927124064
G2700510,270,510,12,0.2484643423708773,0.7515356576291227
G2700530,270,530,12,0.1541131301378071,0.8458868698621929
G2700550,270,550,19,0.2109372482614406,0.7890627517385593
G2700570,270,570,12,0.1486292398761073,0.8513707601238927
G2700590,270,590,11,0.4038270733319197,0.5961729266680802
G2700610,270,610,21,0.0925642882548644,0.9074357117451356
G2700630,270,630,11,0.1794745209197835,0.8205254790802166
G2700650,270,650,8,0.4354572998430239,0.564542700156976
G2700670,270,670,13,0.1403570111383278,0.8596429888616721
G2700690,270,690,11,0.1597031212684641,0.8402968787315359
G2700710,270,710,20,0.1195157419805097,0.8804842580194903
G2700730,270,730,20,0.1855623983742534,0.8144376016257466
G2700750,270,750,13,0.1598663932703886,0.8401336067296113
G2700770,270,770,10,0.1836773966313412,0.8163226033686588
G2700790,270,790,10,0.3865049027657117,0.6134950972342883
G2700810,270,810,10,0.3042171759228013,0.6957828240771986
G2700830,270,830,8,0.2154508818186409,0.7845491181813591
G2700850,270,850,8,0.2290061878449055,0.7709938121550944
G2700870,270,870,13,0.1734008053008491,0.8265991946991509
G2700890,270,890,18,0.0963804499606529,0.903619550039347
G2700910,270,910,11,0.2896637069039341,0.7103362930960659
G2700930,270,930,15,0.1155046992363642,0.8844953007636358
G2700950,270,950,14,0.3389060954223775,0.6610939045776225
G2700970,270,970,19,0.1512818635670286,0.8487181364329713
G2700990,270,990,12,0.2303261381375231,0.7696738618624769
G2701010,270,1010,16,0.1571895096325232,0.8428104903674768
G2701030,270,1030,10,0.231523218660559,0.768476781339441
G2701050,270,1050,14,0.2396743064972735,0.7603256935027265
G2701070,270,1070,11,0.1375857266387936,0.8624142733612064
G2701090,270,1090,23,0.1233900635747271,0.8766099364252729
G2701110,270,1110,19,0.0985647559723074,0.9014352440276924
G2701130,270,1130,9,0.2471513799890843,0.7528486200109157
G2701150,270,1150,14,0.1632251132447325,0.8367748867552676
G2701170,270,1170,11,0.2720854710280816,0.7279145289719183
G2701190,270,1190,18,0.1219706950610981,0.8780293049389019
G2701210,270,1210,12,0.3618228141404598,0.6381771858595402
G2701230,270,1230,14,0.1585467445594524,0.8414532554405476
G2701250,270,1250,8,0.213198768456808,0.7868012315431919
G2701270,270,1270,9,0.3856916743849488,0.6143083256150512
G2701290,270,1290,11,0.234672171805098,0.765327828194902
G2701310,270,1310,16,0.0951073598077812,0.9048926401922188
G2701330,270,1330,17,0.1347016577457285,0.8652983422542715
G2701350,270,1350,13,0.1244269388801383,0.8755730611198617
G2701370,270,1370,27,0.1249808743969064,0.8750191256030935
G2701390,270,1390,11,0.1598315846537919,0.840168415346208
G2701410,270,1410,6,0.3734810617547994,0.6265189382452006
G2701430,270,1430,7,0.404788295412787,0.595211704587213
G2701450,270,1450,15,0.1058035393097367,0.8941964606902633
G2701470,270,1470,12,0.2175340016997898,0.7824659983002101
G2701490,270,1490,12,0.1381782734694726,0.8618217265305274
G2701510,270,1510,20,0.1345820743187162,0.8654179256812837
G2701530,270,1530,15,0.1914822892131148,0.8085177107868852
G2701550,270,1550,9,0.2370676430765286,0.7629323569234714
G2701570,270,1570,15,0.1338470315859564,0.8661529684140437
G2701590,270,1590,7,0.2130947388454866,0.7869052611545133
G2701610,270,1610,7,0.2329524270622113,0.7670475729377887
G2701630,270,1630,17,0.1800587455971388,0.8199412544028611
G2701650,270,1650,14,0.1454012935401414,0.8545987064598586
G2701670,270,1670,8,0.3368740619568716,0.6631259380431285
G2701690,270,1690,16,0.1738076853197426,0.8261923146802573
G2701710,270,1710,11,0.1860845027523658,0.8139154972476341
G2701730,270,1730,11,0.4722813203120836,0.5277186796879163
G2800010,280,10,15,0.3027919353032191,0.6972080646967809
G2800030,280,30,14,0.1716718575181454,0.8283281424818545
G2800050,280,50,11,0.1963601304112892,0.8036398695887108
G2800070,280,70,9,0.3729847684738983,0.6270152315261017
G2800090,280,90,13,0.1943935389938487,0.8056064610061513
G2800110,280,110,8,0.2486666649169385,0.7513333350830615
G2800130,280,130,15,0.3004927065846104,0.6995072934153895
G2800150,280,150,17,0.1935091580178676,0.8064908419821324
G2800170,280,170,14,0.1610075363120255,0.8389924636879745
G2800190,280,190,12,0.156696427299025,0.843303572700975
G2800210,280,210,14,0.2921743041361896,0.7078256958638103
G2800230,280,230,13,0.1539637328974058,0.8460362671025942
G2800250,280,250,14,0.1511582480184343,0.8488417519815656
G2800270,280,270,9,0.2344283382499362,0.7655716617500637
G2800290,280,290,21,0.108028062523082,0.8919719374769179
G2800310,280,310,12,0.5833984083048958,0.4166015916951042
G2800330,280,330,15,0.2645913506496432,0.7354086493503568
G2800350,280,350,13,0.212804153077156,0.787195846922844
G2800370,280,370,10,0.2726992662828487,0.7273007337171513
G2800390,280,390,13,0.2326436515828659,0.7673563484171341
G2800410,280,410,13,0.1795962095648551,0.8204037904351449
G2800430,280,430,21,0.1010265567226198,0.8989734432773802
G2800450,280,450,16,0.1450849483425695,0.8549150516574304
G2800470,280,470,12,0.1354520030465578,0.8645479969534421
G2800490,280,490,22,0.1615315795751809,0.8384684204248191
G2800510,280,510,12,0.1853033406125505,0.8146966593874494
G2800530,280,530,6,0.5305348266520394,0.4694651733479605
G2800550,280,550,12,0.3056333035768026,0.6943666964231974
G2800570,280,570,15,0.187806120147748,0.812193879852252
G2800590,280,590,15,0.1529052647644753,0.8470947352355247
G2800610,280,610,12,0.1812145549269659,0.8187854450730341
G2800630,280,630,17,0.1669052491424207,0.8330947508575792
G2800650,280,650,14,0.2944668524352782,0.7055331475647217
G2800670,280,670,16,0.1931384658961185,0.8068615341038814
G2800690,280,690,20,0.1308942485556655,0.8691057514443346
G2800710,280,710,14,0.2128994919410684,0.7871005080589315
G2800730,280,730,10,0.2855064200513638,0.7144935799486363
G2800750,280,750,19,0.174200166367107,0.8257998336328929
G2800770,280,770,12,0.2172361096686569,0.7827638903313431
G2800790,280,790,12,0.1627613034082433,0.8372386965917566
G2800810,280,810,10,0.1906301229210308,0.8093698770789692
G2800830,280,830,6,0.3903713233082416,0.6096286766917585
G2800850,280,850,12,0.2436236767851212,0.7563763232148788
G2800870,280,870,17,0.115848033865501,0.884151966134499
G2800890,280,890,18,0.1541402040207465,0.8458597959792535
G2800910,280,910,16,0.2107765000615155,0.7892234999384845
G2800930,280,930,12,0.1777970370394814,0.8222029629605185
G2800950,280,950,15,0.1339672997973937,0.8660327002026063
G2800970,280,970,11,0.2511733683480458,0.7488266316519542
G2800990,280,990,12,0.1603035429195071,0.8396964570804929
G2801010,280,1010,17,0.1994882688165086,0.8005117311834914
G2801030,280,1030,14,0.1646625873442491,0.8353374126557509
G2801050,280,1050,13,0.1686769425435388,0.8313230574564612
G2801070,280,1070,14,0.1663463178188131,0.8336536821811869
G2801090,280,1090,17,0.1614153754432077,0.8385846245567923
G2801110,280,1110,11,0.1457762107098387,0.8542237892901612
G2801130,280,1130,7,0.4584194666222473,0.5415805333777527
G2801150,280,1150,13,0.2036779865496633,0.7963220134503366
G2801170,280,1170,11,0.1861055583064032,0.8138944416935968
G2801190,280,1190,8,0.3487555277724113,0.6512444722275887
G2801210,280,1210,18,0.1439353476233628,0.8560646523766372
G2801230,280,1230,16,0.1729907790300013,0.8270092209699987
G2801250,280,1250,6,0.4313492793628706,0.5686507206371294
G2801270,280,1270,17,0.1268248595878836,0.8731751404121164
G2801290,280,1290,16,0.1143100366833764,0.8856899633166235
G2801310,280,1310,11,0.3834578317558199,0.6165421682441801
G2801330,280,1330,3,0.4968983540600674,0.5031016459399326
G2801350,280,1350,13,0.1754804127617031,0.8245195872382969
