gisjoin,year,cv_age_first,cv_children,cv_nchild,n_mothers,tni_raw,tni_z
G01085.0,1900,0.2074894042002301,0.4019143004927388,0.4267418485199297,165,-1.5255447749767528,-1.086290602208462
G01087.0,1900,0.2053871210484553,0.4025821764014848,0.4400238876267158,173,-1.405337094678673,-1.0006946396625096
G01089.0,1900,0.2025592779228089,0.4208471194108763,0.4909945319409506,806,-0.6746733595813824,-0.4804128610940536
G0109.00,1900,0.1876204655809609,0.3712993712105044,0.3994422457260227,737,-2.4375317402882875,-1.7356867300734282
G01091.0,1900,0.2069282179171918,0.420870858062385,0.4690985195015666,315,-0.8475735488705227,-0.6035294380871605
G01093.0,1900,0.1929028668368123,0.375872684519457,0.3996350044514677,445,-2.3146206100883635,-1.6481657291607985
G01095.0,1900,0.2004417179746415,0.3961096613462055,0.4273140347958954,716,-1.6771238418997323,-1.1942251044209384
G01097.0,1900,0.2303110515084051,0.4738189850167524,0.5360684377056735,1134,0.8063499432062968,0.5741754550663223
G01099.0,1900,0.1905563477531021,0.3780249939502231,0.4124224459902983,322,-2.1823451481019775,-1.5539766934697397
G0401.00,1900,0.1818409805430417,0.368822557204198,0.3890879553828477,90,-2.6413442112187973,-1.8808149330709916
G04013.0,1900,0.2311040666062483,0.4999032534917441,0.5997447194603387,464,1.8117908495103872,1.2901170816309937
G04015.0,1900,0.2329586354557401,0.4472342975277646,0.5938753998506131,42,1.068431123516285,0.760794902660563
G04017.0,1900,0.2092641806185972,0.4476274606200724,0.5381883913723353,83,0.2393668552214129,0.1704453186640666
G04019.0,1900,0.2284266129186288,0.565892033825881,0.6390628843304601,137,3.0641684803270017,2.1818942835114945
G04021.0,1900,0.1952386701707936,0.5296816996639265,0.6172149024670592,60,1.9820648688377616,1.4113636487783967
G04023.0,1900,0.2351857859600787,0.4697679708860405,0.5945671682936098,46,1.402142140675093,0.99841961728001
G04025.0,1900,0.2308004954526948,0.5219200640266644,0.5867431870115686,251,1.9707154189198648,1.403282076222629
G04027.0,1900,0.2108370970239381,0.4870983647346056,0.5725458676534575,61,1.1346064736691424,0.807916207880856
G0403.00,1900,0.2243572874420843,0.5543604955648028,0.6516696286543762,132,2.9920380414011007,2.1305325540994087
G0405.00,1900,0.2240597847137611,0.5367081169637041,0.5661288296368009,104,1.882686731235228,1.3405997231871227
G0407.00,1900,0.2559440811593292,0.5261131414724579,0.6411182106226857,84,2.8641937348681257,2.039498799462646
G0409.00,1900,0.2139236371256051,0.4309417782464538,0.4943600170775778,276,-0.376819720348638,-0.268321014011394
G0501.00,1900,0.224335866941495,0.4218624396888341,0.501569036698832,311,-0.3071855930837074,-0.2187368265908479
G0501010,1900,0.2042670931981375,0.3428242377326355,0.4147219750232758,392,-2.4747933689974815,-1.7622195187229095
G0501030,1900,0.1965938655761548,0.4329501656463524,0.4963329663827441,293,-0.5259547783239491,-0.3745152172860001
G0501050,1900,0.2096860081880282,0.3726071141010485,0.4751856060521777,186,-1.400199219985815,-0.9970361269228484
G0501070,1900,0.1967768416794661,0.4975702832094033,0.5783875115676319,191,1.175034798426275,0.8367038973456731
G0501090,1900,0.1943795912788759,0.3743252993990622,0.4485224987112267,318,-1.8215078785757468,-1.2970362606208383
G05011.0,1900,0.168920601058338,0.3984757236840051,0.4103993556641892,232,-2.174089888269916,-1.5480983926021072
G0501110,1900,0.1764635310472481,0.4086338957434199,0.4830290715104004,182,-1.2143150729507135,-0.8646740977409493
G0501130,1900,0.1939275073166687,0.4022730758618427,0.473090069373593,577,-1.2028950823630693,-0.8565422954784714
G0501150,1900,0.1722883840701669,0.3590294239340585,0.4258984340201959,610,-2.5061402260328096,-1.7845405916699608
G0501170,1900,0.2137053099196334,0.3908423471639795,0.4893953941961717,250,-0.966264361593004,-0.6880452887811401
G0501190,1900,0.2060141786267202,0.4674285017420444,0.5408522592001208,994,0.4946030601624923,0.3521906828898217
G0501210,1900,0.1979145967850449,0.3726630513311954,0.4364770509938999,523,-1.926235489605498,-1.3716093714986202
G0501230,1900,0.219790121064304,0.4109558800489191,0.5443473346235945,223,-0.0695480448152544,-0.0495228909200224
G0501250,1900,0.1855847116172066,0.3791472454513206,0.4553474286499706,357,-1.7871004811530913,-1.2725358768367887
G0501270,1900,0.1928482446693995,0.3778128648716604,0.4430870594480944,397,-1.847442798211334,-1.315503669726939
G0501290,1900,0.1848198482101468,0.3565385097917882,0.4072339859183058,372,-2.5874743321278904,-1.8424559518346328
G05013.0,1900,0.191605480036612,0.3938858439833141,0.4452608772797304,174,-1.6243578798085436,-1.1566521864205344
G0501310,1900,0.2160990465537791,0.4265745492790461,0.4966873087791758,1128,-0.3869719046768705,-0.2755500528495461
G0501330,1900,0.2177165272935913,0.3656025230753986,0.458076549937222,437,-1.5770293665014017,-1.1229510980845137
G0501350,1900,0.1979731133060045,0.381426891054463,0.4502156121212861,385,-1.6686223708440782,-1.188171484583497
G0501370,1900,0.2043348405762436,0.3485856612201108,0.4001790222115637,268,-2.5448231344425523,-1.8120854271679776
G0501390,1900,0.181013579736797,0.3865980898304313,0.4464436456794498,418,-1.8296698136727705,-1.302848107993111
G0501410,1900,0.1799553909030434,0.3461105221279427,0.3965519894869174,366,-2.8906456642652074,-2.0583343543317385
G0501430,1900,0.196478636619725,0.4361261353261219,0.484713868589432,1205,-0.6029146908662577,-0.4293158571051552
G0501450,1900,0.2042657909596285,0.404571355694652,0.480795217870212,730,-0.9768310301726236,-0.695569468315541
G0501470,1900,0.1996357983278925,0.4400658528301485,0.5054020322951249,201,-0.3041196434386766,-0.2165536639981327
G0501490,1900,0.2085607793187504,0.382194369454028,0.45835483577895,660,-1.455803648897753,-1.0366302244275427
G05015.0,1900,0.1851815756629958,0.4171961841762361,0.4946334145417986,633,-0.8831271685161173,-0.6288460092747168
G05017.0,1900,0.1898005200432821,0.5852136216805123,0.5911470588646799,64,2.3984341473554713,1.7078466112722366
G05019.0,1900,0.1944173319434365,0.3923395025659792,0.4712571085761646,477,-1.3488933021934253,-0.9605028587751452
G05021.0,1900,0.2000834192964778,0.3986133909833341,0.4857228445615693,554,-1.053755719598322,-0.750345026903924
G05023.0,1900,0.201351830028226,0.3496335655123939,0.4582557759576058,303,-1.974004748483939,-1.4056243003589706
G05025.0,1900,0.2088138830449955,0.3935729856669751,0.4815472769281529,261,-1.0648749032215652,-0.7582626343529374
G05027.0,1900,0.1923661657863896,0.4085953067864369,0.4562243227376502,445,-1.3074722146281303,-0.9310082553433192
G05029.0,1900,0.2080240515255336,0.372523875348578,0.46127594712752,356,-1.5615550953149122,-1.111932375041026
G0503.00,1900,0.1786784442391775,0.3979754861006148,0.4597682033298756,267,-1.568381063975776,-1.116792924353568
G05031.0,1900,0.1985023367419752,0.400688766267704,0.5036210836365982,598,-0.8618808468925343,-0.6137171976595033
G05033.0,1900,0.2063847524328462,0.4031613212405747,0.461704325304056,661,-1.1658461554613202,-0.8301609648381487
G05035.0,1900,0.2207720584538898,0.463080026391777,0.575739827564115,67,0.9581444930278448,0.6822633956121018
G05037.0,1900,0.2151042226612707,0.4013115456196724,0.5220154181965135,207,-0.4786757358705579,-0.3408493555289655
G05039.0,1900,0.2114245372355777,0.3804098953906675,0.4386508095411803,245,-1.6476364660157856,-1.1732281072616724
G05041.0,1900,0.2256724979577785,0.4613032144991297,0.5877205774134642,64,1.1116405709732493,0.7915629387543155
G05043.0,1900,0.2232260921652628,0.3916282477900673,0.4617374294978961,304,-1.1292700331601389,-0.804116302909687
G05045.0,1900,0.2185684233133007,0.3825357947043573,0.4366187848487332,492,-1.5590312685160297,-1.110135240418563
G05047.0,1900,0.1919707956542192,0.3704083514874523,0.4311991927204485,543,-2.0773161281333947,-1.479188959132165
G05049.0,1900,0.1877837883461755,0.379832015191299,0.4247905842956139,446,-2.0637731309855605,-1.4695454332463695
G0505.00,1900,0.1865872539270961,0.3732522637852544,0.3922382168251199,295,-2.4963470122669125,-1.7775671640434432
G05051.0,1900,0.2201205301910268,0.4666170902746582,0.5538691441658007,462,0.775705785859142,0.5523547516134728
G05053.0,1900,0.1809706006828775,0.3596875490320196,0.4244168933828704,223,-2.4141704052772237,-1.7190518865120856
G05055.0,1900,0.1918959147876651,0.3863049710975518,0.4605941811197102,541,-1.5665815744024072,-1.1155115666088553
G05057.0,1900,0.227666414211844,0.4107123338067396,0.4705388781533468,407,-0.7342091319686009,-0.5228063398698195
G05059.0,1900,0.1818334901079681,0.3883020356971527,0.4459526476400474,402,-1.8025889309404923,-1.2835646959988405
G05061.0,1900,0.1767943885191818,0.3520485942558287,0.4015943543209756,347,-2.795690340619845,-1.990719770087764
G05063.0,1900,0.2239659135106318,0.3775539880422459,0.4546860627548712,689,-1.38090111957695,-0.9832945799958204
G05065.0,1900,0.2631031582704229,0.3597520948571494,0.4261096584543287,388,-1.4668554707681998,-1.044499865772767
G05067.0,1900,0.220331969056485,0.440467449941294,0.5270114975063361,384,0.1551412905481999,0.110471045295652
G05069.0,1900,0.2056259358010271,0.4674927534919724,0.5384581493369046,351,0.466725875652957,0.3323402504112331
G0507.00,1900,0.2170475908048551,0.4279958959184835,0.4976655311048455,1210,-0.3472769554517451,-0.2472845761452961
G05071.0,1900,0.2082067352338367,0.3642497439255109,0.4346620668601966,553,-1.9408089125629169,-1.3819866299444723
G05073.0,1900,0.1845153138011041,0.4215340803532878,0.4926524584179852,142,-0.8527714207369748,-0.6072306728543253
G05075.0,1900,0.2181243974568834,0.3819292173419525,0.4862163689150007,507,-1.067842100876892,-0.7603754788795266
G05077.0,1900,0.2096991996915684,0.4322019365085849,0.5206121551954931,138,-0.1408124821494697,-0.1002679688866862
G05079.0,1900,0.1908786376443319,0.4214958576522747,0.4380745933407917,141,-1.3362586256941449,-0.9515061183528122
G05081.0,1900,0.2034327280464072,0.3937021510742429,0.4789915050307237,239,-1.1500167045867793,-0.8188893299407749
G05083.0,1900,0.2378154006154132,0.3915205431607718,0.4482652639445396,610,-1.102639616990498,-0.7851536534401413
G05085.0,1900,0.2166944628154665,0.4133471937884092,0.5003768210143302,435,-0.5196884083288248,-0.3700531399039919
G05087.0,1900,0.1849215150751355,0.3754140692581573,0.4535175973725927,648,-1.8631566206669572,-1.326692969404214
G05089.0,1900,0.1654770983576761,0.3401906856625434,0.3842212455844235,358,-3.259037220379554,-2.3206539478986095
G0509.00,1900,0.2123381547224073,0.3848082597672716,0.4478539197129734,553,-1.4848730308970326,-1.0573295817953436
G05091.0,1900,0.1918437914793719,0.4161594441911492,0.4936028032108107,356,-0.8321018633729356,-0.5925125562282784
G05093.0,1900,0.2635434399720877,0.4427204914470495,0.5185958419886535,237,0.5886008522919371,0.4191234402191609
G05095.0,1900,0.1945101463717388,0.4025065433510665,0.4955738651101498,156,-0.9645552852806448,-0.6868283113662351
G05097.0,1900,0.2048449497853594,0.3597886844741995,0.4465933140461399,274,-1.9172067726572384,-1.3651803170835872
G05099.0,1900,0.1939158279778462,0.3812204429148227,0.4333041228084037,347,-1.8892509766384484,-1.3452739079171103
G0601.00,1900,0.2088840830482834,0.501685636976731,0.5940701524591602,3101,1.5265417248416364,1.0870004976417915
G0601010,1900,0.214665575720427,0.4588456924848635,0.5351354973713336,182,0.4195238473547251,0.2987292279184135
G0601030,1900,0.2061124429377249,0.4554990569788044,0.5724646453702796,326,0.6575576978255955,0.4682253574423345
G0601050,1900,0.2470656211990675,0.4332911243901385,0.5972093689890992,79,1.075390755035005,0.7657506289280757
G0601070,1900,0.2078430745562278,0.4794279258210592,0.5295457387423578,634,0.5608665955099351,0.3993747819066022
G0601090,1900,0.2105253981600352,0.494857033558906,0.5853353003071852,270,1.3649316652352967,0.9719232532027412
G06011.0,1900,0.1698845443241703,0.4401578773579744,0.5209705275629095,218,-0.4811840894097761,-0.3426354721486567
G0601110,1900,0.1938249382980109,0.4745713481883116,0.5618346588676871,466,0.6656173422953762,0.4739643670002793
G0601130,1900,0.197562808318489,0.486862988381669,0.5592228458046223,361,0.8457996668221498,0.6022663146245252
G0601150,1900,0.2639009630760741,0.5022219071898085,0.5835748436355963,248,2.0494508567881473,1.459347009628721
G06013.0,1900,0.2000425396355896,0.512814862182778,0.6100017292712171,325,1.737406626974399,1.2371505065302018
G06015.0,1900,0.2130716599346059,0.4989218609833902,0.5541869507230898,68,1.131394319340998,0.8056289377090845
G06017.0,1900,0.2322662027241453,0.5029386278195068,0.5893924634741962,253,1.7602836307156504,1.2534404736150342
G06019.0,1900,0.2035470459465229,0.4771516373754765,0.5733301830244326,993,0.9270251340116228,0.6601043165732133
G06021.0,1900,0.2242474130517841,0.4613090075515779,0.5287111716094133,144,0.4955633665660104,0.3528744857112749
G06023.0,1900,0.2061486123339005,0.5049417839097359,0.5905229323378098,641,1.503087493138608,1.0702995053805795
G06027.0,1900,0.2196600104666362,0.5008930946082352,0.5844473866102698,109,1.5400077434945691,1.096589209655877
G06029.0,1900,0.2098390094958768,0.5145891887252408,0.5758151921741392,383,1.5243590931268751,1.0854463168935646
G0603.00,1900,0.1937933688268709,0.4522670168666454,0.5303300858899107,9,0.0464982297534954,0.0331098705387533
G06031.0,1900,0.2012368249371715,0.4864081874630084,0.578029013967818,328,1.0725109892103155,0.763700041752115
G06033.0,1900,0.2101989210934151,0.4319681457183497,0.5361788940803082,182,0.020002296617479,0.0142429820445517
G06035.0,1900,0.1744035595667108,0.4208334757553599,0.5291606604951415,124,-0.605317975034245,-0.431027157257693
G06037.0,1900,0.2219314930520442,0.5226449983123909,0.6132107478758952,5353,2.1492042818688275,1.5303781651743853
G06039.0,1900,0.2104248268843089,0.5192403045095406,0.6235402327494297,145,2.0785019451734708,1.4800333407115869
G06041.0,1900,0.2281105683540486,0.5650644375207868,0.6275375596796466,266,2.932326183053432,2.0880136902630695
G06043.0,1900,0.2542314212593095,0.4702403880680918,0.5541708122722573,113,1.2131763860600748,0.8638632760014314
G06045.0,1900,0.2350618376080219,0.4739470694895216,0.5803603166378375,492,1.3121911622822655,0.9343684638229944
G06047.0,1900,0.2268859631651275,0.4723363588684088,0.5676009986356343,253,1.068398554133441,0.7607717110669215
G06049.0,1900,0.2050410561601218,0.4362405607692142,0.5167091402881437,179,-0.1791686841293594,-0.1275801674078989
G0605.00,1900,0.2382399518729245,0.4500397500518683,0.5249383902706966,255,0.4647382970666472,0.330924960624349
G06051.0,1900,0.2227977337453996,0.4571590269172018,0.5540690355738042,23,0.6814880609774416,0.4852653873553748
G06053.0,1900,0.2145511948783455,0.5122931623994293,0.6033883155810171,474,1.827328238031189,1.301180748466512
G06055.0,1900,0.2017666401943927,0.4960398936228161,0.6060964146885415,341,1.4927689813369118,1.062952030181675
G06057.0,1900,0.1907893700504335,0.4836155773483835,0.5608885420058795,390,0.7426559394453965,0.5288210355583464
G06059.0,1900,0.2189715517711326,0.4918476031069284,0.5734048379329633,655,1.2989134388961368,0.9249138307177188
G06061.0,1900,0.196362698203007,0.4774171934334741,0.57385056045333,408,0.8545865148918943,0.6085231421118354
G06063.0,1900,0.212991629689216,0.45098640592797,0.5790880002838823,83,0.7423620246118202,0.5286117484061101
G06065.0,1900,0.2118358016476741,0.5259916985052334,0.6080345519491878,597,2.0271247618776127,1.4434493267267576
G06067.0,1900,0.2260816958034942,0.4976783778993735,0.5995862479467579,1134,1.723590182699228,1.2273122678772042
G06069.0,1900,0.1872264197726063,0.4774658900396838,0.5529450628608938,183,0.5392956495115958,0.3840148158780081
G0607.00,1900,0.194573015612398,0.4936551227589224,0.5849473867504547,565,1.1644232928271072,0.8291477908342572
G06071.0,1900,0.1978325807949061,0.5098165275849854,0.5942051955165238,897,1.511663002950072,1.0764058457975505
G06073.0,1900,0.2076771883235885,0.4951042531884466,0.5943230736931654,980,1.427406205825691,1.01640933282087
G06075.0,1900,0.2431205440978036,0.5176686938382113,0.6131916779704883,5360,2.322162729132908,1.6535362257684452
G06077.0,1900,0.2289222019506214,0.5292081569699113,0.6291507208668387,965,2.4781892832667105,1.764637638346193
G06079.0,1900,0.2133774623278021,0.4969370493688402,0.5638531051866561,465,1.2065886037394973,0.8591723314014295
G06081.0,1900,0.2208931266774406,0.4802431253130889,0.5669819361098397,203,1.100086398138269,0.7833355896965845
G06083.0,1900,0.2262911375012639,0.5429961562147476,0.5954876509559918,526,2.290592335531293,1.6310559797343824
G06085.0,1900,0.239499053334801,0.5112753521120246,0.5997107282066935,1564,2.058573017996309,1.4658426026488656
G06087.0,1900,0.2166109038044923,0.5399092028761426,0.6104186424097853,612,2.2915950946887933,1.6317700117752234
G06089.0,1900,0.2087334648707399,0.4643540594166317,0.5392465981957417,467,0.4679086420316403,0.3331824597143271
G0609.00,1900,0.1900013611040463,0.4896230383742718,0.5667369751713638,298,0.8735838334313998,0.6220505120947584
G06091.0,1900,0.1983177382987959,0.4527583270829528,0.5600645429925649,97,0.4066116696971498,0.2895348879858579
G06093.0,1900,0.2413430368213793,0.5057721487459983,0.6112388675002393,445,2.1230307932584127,1.5117408788941862
G06095.0,1900,0.239278375396109,0.5136960881640418,0.5959967697060111,527,2.0506984074534595,1.460235349706139
G06097.0,1900,0.2417855770677098,0.4862168965440056,0.5760160813191371,1050,1.5082474749169772,1.0739737598537034
G06099.0,1900,0.1979693831284968,0.4973143688880181,0.6091331085218833,304,1.4977368304011711,1.0664894732251136
G0801010,1900,0.2113223421412022,0.5094176717902019,0.5953766114374072,1026,1.6708597868430113,1.1897646754309494
G0801030,1900,0.2941458181564186,0.5166208301219044,0.615636728256489,47,2.9102998640594344,2.072329467999065
G0801050,1900,0.2342963375477847,0.4992934299774838,0.581277174978863,157,1.65196354428518,1.176309278352921
G0801070,1900,0.2317266685809467,0.4600809045715943,0.5353168086938104,118,0.6309207699796742,0.449258071220814
G0801090,1900,0.1900068644230956,0.4720263030277521,0.5122230948116326,124,0.0838993867570076,0.0597420127289147
G08011.0,1900,0.2663622124056763,0.5503942185473703,0.587979261498297,87,2.766582734081515,1.9699931942743132
G0801110,1900,0.1989728556032326,0.5602158464101737,0.604586952974675,36,2.3044247629469967,1.6409055994596629
G0801130,1900,0.1851774104136341,0.5531412245804831,0.6228577664587843,98,2.23947792483181,1.5946590775319427
G0801150,1900,0.1954453169127659,0.5196762381070045,0.5958373227213866,34,1.633163434679094,1.162922334409639
G0801170,1900,0.3500519828076145,0.5565659544143775,0.5709161689249718,59,3.622507060553625,2.579468948312689
G0801190,1900,0.2256938559347944,0.4849553283687188,0.571794705172698,797,1.266384287314655,0.9017508844441052
G0801210,1900,0.2114441867859075,0.4844859380299295,0.5752620670987579,56,1.134142649453158,0.807585933807512
G0801230,1900,0.1853819950280212,0.4760975535543365,0.5709352714050647,536,0.6830526947290111,0.4863795119409701
G0801250,1900,0.2040288042435852,0.434658486630596,0.555134523372408,72,0.1789369692108541,0.1274151707834192
G08013.0,1900,0.2092670782399088,0.4869975786722693,0.5817916345199758,690,1.2095097230886382,0.8612523650713356
G08015.0,1900,0.2029928769520293,0.5110033101024001,0.5890175111997972,211,1.5331735741817425,1.0917228209269467
G08017.0,1900,0.1689811064648928,0.4258325179379016,0.4640128648736422,16,-1.262233664734657,-0.8987953616853356
G08019.0,1900,0.1845926404536947,0.4696670108210425,0.5518823170489179,148,0.3943493526707164,0.2808032925809848
G08021.0,1900,0.2302182030917902,0.4417259643022944,0.5092980418557892,315,0.1037132040552459,0.0738507848069284
G08023.0,1900,0.2260591044074996,0.4510392949924252,0.5369341272754086,168,0.462275994650703,0.3291716355052773
G08027.0,1900,0.2157762486393667,0.4630895634998825,0.5666846161703882,69,0.8096730073027835,0.5765417004612533
G08029.0,1900,0.1891405867916052,0.4504057893461652,0.5534757749765151,229,0.2043104260468617,0.1454827805701704
G08033.0,1900,0.2399081493765189,0.5538810743851268,0.7458102645422752,22,4.118824556221133,2.932880424723448
G08035.0,1900,0.1792389808539915,0.4736798268535621,0.5597138032810416,95,0.4671000136399891,0.3326066618505489
G08037.0,1900,0.2116543376029381,0.4887220205893124,0.6059936194061747,74,1.5056858539202749,1.0721497132175235
G08039.0,1900,0.2067727842695389,0.4268201890090506,0.5074392709746662,89,-0.3798714851818826,-0.2704940760629843
G08041.0,1900,0.2208890520622758,0.5023158940810525,0.6148956577226896,1099,1.8825589977072088,1.3405087683142471
G08043.0,1900,0.2052446282757838,0.4755953122069319,0.5685494722628894,469,0.8767970461295054,0.6243385358972077
G08045.0,1900,0.1876432087114401,0.5057420549768837,0.5769567477770913,185,1.1664798320192271,0.8306121852159346
G08047.0,1900,0.2154608235233495,0.4942759235936338,0.6138861242481758,96,1.7033121248997198,1.2128729253026922
G08049.0,1900,0.1926958102645813,0.4131839988127118,0.7114541414580174,19,1.3529294980959314,0.9633769020346304
G0805.00,1900,0.2081073409033794,0.4955492516480999,0.592770383282453,4322,1.422438177454849,1.0128717620990713
G08051.0,1900,0.2379604876013601,0.5253266502150479,0.6173459235057319,151,2.4084806348721974,1.7150003868635104
G08053.0,1900,0.2734380457131226,0.493182712251532,0.6077000671911077,42,2.2817315390729664,1.6247464960150937
G08055.0,1900,0.2445498469462863,0.4627315038145192,0.4953798673754295,258,0.4053683441773155,0.28864955649652
G08059.0,1900,0.2220956298077514,0.4667361898094843,0.5614219844656738,253,0.8764456113111371,0.6240882906426964
