gisjoin,state,county,year,religious_diversity_index,source,rdi_zscore
G3300050,New Hampshire,Cheshire,1870,0.7411986025262027,churches_proxy,0.6489543785059869
G3300070,New Hampshire,Coos,1870,0.6859504132231405,churches_proxy,0.3423740279277197
G3300090,New Hampshire,Grafton,1870,0.7321743512219703,churches_proxy,0.598877477100557
G3300110,New Hampshire,Hillsborough,1870,0.7518025957378626,churches_proxy,0.7077975007398598
G3300130,New Hampshire,Merrimack,1870,0.7482642332870463,churches_proxy,0.6881626056540926
G3300150,New Hampshire,Rockingham,1870,0.7535111697615233,churches_proxy,0.7172786299817516
G3300170,New Hampshire,Strafford,1870,0.722117202268431,churches_proxy,0.543068874304899
G3300190,New Hampshire,Sullivan,1870,0.8125,churches_proxy,1.044616348789338
G3400010,New Jersey,Atlantic,1870,0.6163434903047091,churches_proxy,-0.0438850531427313
G3400030,New Jersey,Bergen,1870,0.754766600920447,churches_proxy,0.72424520263662
G3400050,New Jersey,Burlington,1870,0.7712732151684203,churches_proxy,0.8158428395337152
G3400070,New Jersey,Camden,1870,0.784620861516554,churches_proxy,0.8899108976624318
G3400090,New Jersey,Cape May,1870,0.6122448979591837,churches_proxy,-0.0666287465382893
G3400110,New Jersey,Cumberland,1870,0.6998529720646923,churches_proxy,0.4195213773222399
G3400130,New Jersey,Essex,1870,0.803168859112915,churches_proxy,0.9928364718278472
G3400150,New Jersey,Gloucester,1870,0.6260387811634349,churches_proxy,0.0099155457171062
G3400170,New Jersey,Hudson,1870,0.8263111111111111,churches_proxy,1.121256241240712
G3400190,New Jersey,Hunterdon,1870,0.7453775896636222,churches_proxy,0.6721441944585819
G3400210,New Jersey,Mercer,1870,0.7979505457785698,churches_proxy,0.9638792815261892
G3400230,New Jersey,Middlesex,1870,0.7852727761354474,churches_proxy,0.8935284680286045
G3400250,New Jersey,Monmouth,1870,0.7740185950413223,churches_proxy,0.8310773573436621
G3400270,New Jersey,Morris,1870,0.7178666666666667,churches_proxy,0.5194820253715151
G3400290,New Jersey,Ocean,1870,0.5728,churches_proxy,-0.2855143027420336
G3400310,New Jersey,Passaic,1870,0.7713142505386272,churches_proxy,0.8160705508549884
G3400330,New Jersey,Salem,1870,0.6512773160972607,churches_proxy,0.1499678983046196
G3400350,New Jersey,Somerset,1870,0.73279507881584,churches_proxy,0.6023219860653359
G3400370,New Jersey,Sussex,1870,0.6366782006920415,churches_proxy,0.0689552538084749
G3400390,New Jersey,Union,1870,0.8368718086535878,churches_proxy,1.1798591094209383
G3400410,New Jersey,Warren,1870,0.6502040816326531,churches_proxy,0.144012361977317
G3550035,New Mexico Territory,Bernalillo,1870,0.0,churches_proxy,-3.464065980660972
G3550075,New Mexico Territory,Colfax,1870,0.0,churches_proxy,-3.464065980660972
G3550115,New Mexico Territory,Dona Ana,1870,0.0,churches_proxy,-3.464065980660972
G3550155,New Mexico Territory,Grant,1870,,churches_proxy,
G3550195,New Mexico Territory,Lincoln,1870,0.0,churches_proxy,-3.464065980660972
G3550255,New Mexico Territory,Mora,1870,0.0,churches_proxy,-3.464065980660972
G3550315,New Mexico Territory,Rio Arriba,1870,0.0,churches_proxy,-3.464065980660972
G3550395,New Mexico Territory,San Miguel,1870,0.1326530612244898,churches_proxy,-2.7279545799343907
G3550415,New Mexico Territory,Santa Anna,1870,0.0,churches_proxy,-3.464065980660972
G3550435,New Mexico Territory,Santa Fe,1870,0.1768707482993197,churches_proxy,-2.4825841130255304
G3550475,New Mexico Territory,Socorro,1870,0.1420118343195264,churches_proxy,-2.6760213677757116
G3550495,New Mexico Territory,Taos,1870,0.0,churches_proxy,-3.464065980660972
G3550555,New Mexico Territory,Valencia,1870,0.0,churches_proxy,-3.464065980660972
G3600010,New York,Albany,1870,0.819712,churches_proxy,1.0846368004324094
G3600030,New York,Allegany,1870,0.7352537722908093,churches_proxy,0.6159656387719561
G3600070,New York,Broome,1870,0.6989166036785084,churches_proxy,0.414325331049448
G3600090,New York,Cattaraugus,1870,0.759083044982699,churches_proxy,0.7481977873375875
G3600110,New York,Cayuga,1870,0.7777514792899408,churches_proxy,0.8517916825739755
G3600130,New York,Chautauqua,1870,0.7465303140978816,churches_proxy,0.6785408323508538
G3600150,New York,Chemung,1870,0.692965154503616,churches_proxy,0.3812998618439598
G3600170,New York,Chenango,1870,0.7369845897542691,churches_proxy,0.6255702001418082
G3600190,New York,Clinton,1870,0.7464,churches_proxy,0.6778177002026725
G3600210,New York,Columbia,1870,0.7899338374291115,churches_proxy,0.9193933845716544
G3600230,New York,Cortland,1870,0.7371928363182008,churches_proxy,0.6267257910377683
G3600250,New York,Delaware,1870,0.7089510227059486,churches_proxy,0.4700078021329181
G3600270,New York,Dutchess,1870,0.8156355801785165,churches_proxy,1.062016145642817
G3600290,New York,Erie,1870,0.8245061015573796,churches_proxy,1.1112399770199142
G3600310,New York,Essex,1870,0.765495867768595,churches_proxy,0.7837834867550224
G3600330,New York,Franklin,1870,0.7983673469387755,churches_proxy,0.9661921726350062
G3600350,New York,Fulton,1870,0.78625,churches_proxy,0.8989512273763279
G3600370,New York,Genesee,1870,0.7561728395061729,churches_proxy,0.732048627944255
G3600390,New York,Greene,1870,0.7626196284481142,churches_proxy,0.767822810570995
G3600410,New York,Hamilton,1870,0.6666666666666667,churches_proxy,0.235365674272616
G3600430,New York,Herkimer,1870,0.7124260355029586,churches_proxy,0.4892911606467554
G3600450,New York,Jefferson,1870,0.7909297052154195,churches_proxy,0.924919601790849
G3600470,New York,Kings,1870,0.8493400222643092,churches_proxy,1.2490470655889032
G3600490,New York,Lewis,1870,0.8100954139735304,churches_proxy,1.0312729462943389
G3600510,New York,Livingston,1870,0.7905356365219915,churches_proxy,0.9227328564928204
G3600530,New York,Madison,1870,0.7346938775510204,churches_proxy,0.6128587002862472
G3600550,New York,Monroe,1870,0.7948319941563184,churches_proxy,0.9465739786428372
G3600570,New York,Montgomery,1870,0.7589388696655133,churches_proxy,0.7473977372392022
G3600610,New York,New York,1870,0.8292321043643796,churches_proxy,1.1374652635981952
G3600630,New York,Niagara,1870,0.8124102269462798,churches_proxy,1.0441181848742993
G3600650,New York,Oneida,1870,0.8041446445101377,churches_proxy,0.9982512489082084
G3600670,New York,Onondaga,1870,0.7626886145404663,churches_proxy,0.7682056245716917
G3600690,New York,Ontario,1870,0.79345703125,churches_proxy,0.9389441066928464
G3600710,New York,Orange,1870,0.7604143461795501,churches_proxy,0.7555853740224103
G3600730,New York,Orleans,1870,0.6945266272189349,churches_proxy,0.3899647042310087
G3600750,New York,Oswego,1870,0.7327911128744298,churches_proxy,0.6022999784715438
G3600770,New York,Otsego,1870,0.7412998725615136,churches_proxy,0.649516340867475
G3600790,New York,Putnam,1870,0.7324613555291319,churches_proxy,0.6004701063290813
G3600810,New York,Queens,1870,0.8317901234567902,churches_proxy,1.1516600888047777
G3600830,New York,Rensselaer,1870,0.8048630347799323,churches_proxy,1.0022377024652198
G3600850,New York,Richmond,1870,0.7908587257617729,churches_proxy,0.9245257263343436
G3600870,New York,Rockland,1870,0.8061831153388823,churches_proxy,1.0095630241754832
G3600890,New York,St Lawrence,1870,0.7776501005458202,churches_proxy,0.8512291169712696
G3600910,New York,Saratoga,1870,0.7562176492867063,churches_proxy,0.732297284025089
G3600930,New York,Schenectady,1870,0.7904,churches_proxy,0.9219801894282896
G3600950,New York,Schoharie,1870,0.7343842950624628,churches_proxy,0.6111407813992725
G3600970,New York,Schuyler,1870,0.740702479338843,churches_proxy,0.6462013177698894
G3600990,New York,Seneca,1870,0.774320987654321,churches_proxy,0.8327553785507803
G3601010,New York,Steuben,1870,0.715118700541441,churches_proxy,0.5042331560659976
G3601030,New York,Suffolk,1870,0.7958579881656804,churches_proxy,0.9522673707168462
G3601050,New York,Sullivan,1870,0.6658144631117604,churches_proxy,0.2306366710614149
G3601070,New York,Tioga,1870,0.7163681799250312,churches_proxy,0.5111667014417585
G3601090,New York,Tompkins,1870,0.6945867676542661,churches_proxy,0.3902984323763173
G3601110,New York,Ulster,1870,0.7282688093498904,churches_proxy,0.5772050492536955
G3601130,New York,Warren,1870,0.7179930795847751,churches_proxy,0.5201835092977795
G3601150,New York,Washington,1870,0.7653074106804696,churches_proxy,0.7827377105789106
G3601170,New York,Wayne,1870,0.7402368354749308,churches_proxy,0.6436173912947657
G3601190,New York,Westchester,1870,0.7793006658902923,churches_proxy,0.8603883474970846
G3601210,New York,Wyoming,1870,0.7911428035278665,churches_proxy,0.926102115754868
G3601230,New York,Yates,1870,0.715,churches_proxy,0.5035744692553006
G3700010,North Carolina,Alamance,1870,0.7544378698224852,churches_proxy,0.7224210252919784
G3700030,North Carolina,Alexander,1870,0.6122448979591837,churches_proxy,-0.0666287465382893
G3700050,North Carolina,Alleghany,1870,0.4653739612188365,churches_proxy,-0.8816372353887724
G3700070,North Carolina,Anson,1870,0.527681660899654,churches_proxy,-0.5358826205708054
G3700090,North Carolina,Ashe,1870,0.4835045970795024,churches_proxy,-0.7810276630482402
G3700130,North Carolina,Beaufort,1870,0.6508030933967877,churches_proxy,0.1473363666001926
G3700150,North Carolina,Bertie,1870,0.3786982248520709,churches_proxy,-1.362613679633609
G3700170,North Carolina,Bladen,1870,0.6147959183673468,churches_proxy,-0.0524727580627789
G3700190,North Carolina,Brunswick,1870,0.5413223140495869,churches_proxy,-0.4601886244855584
G3700210,North Carolina,Buncombe,1870,0.4906532241125814,churches_proxy,-0.7413588773450108
G3700230,North Carolina,Burke,1870,0.5293209876543209,churches_proxy,-0.5267857546373138
G3700250,North Carolina,Cabarrus,1870,0.6244444444444444,churches_proxy,0.0010683361268213
G3700270,North Carolina,Caldwell,1870,0.5784499054820416,churches_proxy,-0.2541621439605624
G3700290,North Carolina,Camden,1870,0.4958677685950414,churches_proxy,-0.7124226009583028
G3700310,North Carolina,Carteret,1870,0.5511111111111111,churches_proxy,-0.4058691459158728
G3700330,North Carolina,Caswell,1870,0.6618106139438086,churches_proxy,0.2084187215311642
G3700350,North Carolina,Catawba,1870,0.7064471879286695,churches_proxy,0.4561136536822333
G3700370,North Carolina,Chatham,1870,0.6787543252595156,churches_proxy,0.3024418745212388
G3700390,North Carolina,Cherokee,1870,0.5392561983471075,churches_proxy,-0.4716538052343197
G3700410,North Carolina,Chowan,1870,0.5546875,churches_proxy,-0.3860232365170103
G3700430,North Carolina,Clay,1870,0.5813148788927336,churches_proxy,-0.2382639839714767
G3700450,North Carolina,Cleveland,1870,0.5624777500889997,churches_proxy,-0.3427939898483684
G3700470,North Carolina,Columbus,1870,0.4324324324324324,churches_proxy,-1.0644346369202664
G3700490,North Carolina,Craven,1870,0.64,churches_proxy,0.0873884080752722
G3700510,North Carolina,Cumberland,1870,0.6528,churches_proxy,0.1584174958499973
G3700530,North Carolina,Currituck,1870,0.4977777777777777,churches_proxy,-0.7018236783105599
G3700550,North Carolina,Dare,1870,0.1652892561983472,churches_proxy,-2.546851520760082
G3700570,North Carolina,Davidson,1870,0.6955102040816327,churches_proxy,0.3954227173023955
G3700590,North Carolina,Davie,1870,0.5710059171597632,churches_proxy,-0.295469933018151
G3700610,North Carolina,Duplin,1870,0.5827263267429761,churches_proxy,-0.2304316516867641
G3700650,North Carolina,Edgecombe,1870,0.5680473372781065,churches_proxy,-0.3118875291199268
G3700670,North Carolina,Forsyth,1870,0.4767999999999999,churches_proxy,-0.8182324610524707
G3700690,North Carolina,Franklin,1870,0.5987654320987654,churches_proxy,-0.1414282905817312
G3700710,North Carolina,Gaston,1870,0.7100591715976331,churches_proxy,0.4761570837653341
G3700730,North Carolina,Gates,1870,0.5664,churches_proxy,-0.3210288466293958
G3700770,North Carolina,Granville,1870,0.6464646464646464,churches_proxy,0.1232616847291733
G3700790,North Carolina,Greene,1870,0.54421768707483,churches_proxy,-0.4441217725519206
G3700810,North Carolina,Guilford,1870,0.6503642039542142,churches_proxy,0.1449009043548841
G3700830,North Carolina,Halifax,1870,0.4511111111111111,churches_proxy,-0.9607838941559108
G3700850,North Carolina,Harnett,1870,0.6577777777777778,churches_proxy,0.1860399188735012
G3700870,North Carolina,Haywood,1870,0.5533333333333332,churches_proxy,-0.3935377070660948
G3700890,North Carolina,Henderson,1870,0.5415224913494809,churches_proxy,-0.4590778111258174
G3700910,North Carolina,Hertford,1870,0.445,churches_proxy,-0.994695350992802
G3700950,North Carolina,Hyde,1870,0.56,churches_proxy,-0.356543390516758
G3700970,North Carolina,Iredell,1870,0.6201826687458232,churches_proxy,-0.0225808857617375
G3700990,North Carolina,Jackson,1870,0.5349794238683128,churches_proxy,-0.4953862575661176
G3701010,North Carolina,Johnston,1870,0.6262626262626263,churches_proxy,0.0111576951857317
G3701030,North Carolina,Jones,1870,0.58,churches_proxy,-0.2455604408687509
G3701070,North Carolina,Lenoir,1870,0.5785123966942148,churches_proxy,-0.2538153710078589
G3701090,North Carolina,Lincoln,1870,0.7314285714285714,churches_proxy,0.5947390350375927
G3701110,North Carolina,McDowell,1870,0.5049999999999999,churches_proxy,-0.6617465020487799
G3701130,North Carolina,Macon,1870,0.58,churches_proxy,-0.2455604408687509
G3701150,North Carolina,Madison,1870,0.1107266435986158,churches_proxy,-2.8496275051010684
G3701170,North Carolina,Martin,1870,0.629757785467128,churches_proxy,0.030552849085981
G3701190,North Carolina,Mecklenburg,1870,0.600206611570248,churches_proxy,-0.1334309731458665
G3701210,North Carolina,Mitchell,1870,0.4152249134948096,churches_proxy,-1.159921697311333
G3701230,North Carolina,Montgomery,1870,0.6272189349112426,churches_proxy,0.0164643929155985
G3701250,North Carolina,Moore,1870,0.6896551724137931,churches_proxy,0.3629322830634293
G3701270,North Carolina,Nash,1870,0.489795918367347,churches_proxy,-0.7461161933628254
G3701290,North Carolina,New Hanover,1870,0.7263999999999999,churches_proxy,0.5668347505546648
G3701310,North Carolina,Northampton,1870,0.6488888888888888,churches_proxy,0.1367141634743864
G3701330,North Carolina,Onslow,1870,0.5536332179930796,churches_proxy,-0.3918736028614525
G3701350,North Carolina,Orange,1870,0.5800000000000001,churches_proxy,-0.2455604408687503
G3701390,North Carolina,Pasquotank,1870,0.485,churches_proxy,-0.7727294516967871
G3701430,North Carolina,Perquimans,1870,0.5433673469387755,churches_proxy,-0.4488404353770911
G3701450,North Carolina,Person,1870,0.4851367419738407,churches_proxy,-0.7719706503169104
G3701470,North Carolina,Pitt,1870,0.6222222222222222,churches_proxy,-0.0112631027229567
G3701490,North Carolina,Polk,1870,0.4938271604938271,churches_proxy,-0.723746236265722
G3701510,North Carolina,Randolph,1870,0.5309090909090909,churches_proxy,-0.517973135459315
G3701530,North Carolina,Richmond,1870,0.5390625,churches_proxy,-0.4727286659295163
G3701550,North Carolina,Robeson,1870,0.6574621959237343,churches_proxy,0.1842887086226447
G3701570,North Carolina,Rockingham,1870,0.5381944444444444,churches_proxy,-0.4775456342302112
G3701590,North Carolina,Rowan,1870,0.7582769668921325,churches_proxy,0.7437247411307026
G3701610,North Carolina,Rutherford,1870,0.5858290723155588,churches_proxy,-0.2132140589041378
G3701630,North Carolina,Sampson,1870,0.5865556216537775,churches_proxy,-0.2091823294731218
G3701670,North Carolina,Stanly,1870,0.577063550036523,churches_proxy,-0.2618552347907739
G3701690,North Carolina,Stokes,1870,0.4977777777777777,churches_proxy,-0.7018236783105599
G3701710,North Carolina,Surry,1870,0.5731100045269353,churches_proxy,-0.2837940419018578
G3701750,North Carolina,Transylvania,1870,0.5714285714285714,churches_proxy,-0.2931245621464685
G3701770,North Carolina,Tyrrell,1870,0.4949999999999999,churches_proxy,-0.7172379768727838
G3701790,North Carolina,Union,1870,0.5125739644970413,churches_proxy,-0.6197174560282328
G3701830,North Carolina,Wake,1870,0.74,churches_proxy,0.6423031563153102
G3701850,North Carolina,Warren,1870,0.5857988165680474,churches_proxy,-0.2133819525092686
G3701870,North Carolina,Washington,1870,0.711111111111111,churches_proxy,0.4819944512681877
G3701890,North Carolina,Watauga,1870,0.5741417092768444,churches_proxy,-0.2780689600863192
G3701910,North Carolina,Wayne,1870,0.6005917159763313,churches_proxy,-0.1312939720003881
G3701930,North Carolina,Wilkes,1870,0.4040989084428603,churches_proxy,-1.2216615402345312
G3701950,North Carolina,Wilson,1870,0.526077097505669,churches_proxy,-0.5447865794888889
G3701970,North Carolina,Yadkin,1870,0.5564803804994054,churches_proxy,-0.3760742782074902
G3701990,North Carolina,Yancey,1870,0.4977777777777777,churches_proxy,-0.7018236783105599
G3900010,Ohio,Adams,1870,0.7242798353909465,churches_proxy,0.5550696444520618
G3900030,Ohio,Allen,1870,0.7997748170388441,churches_proxy,0.9740024317973556
G3900050,Ohio,Ashland,1870,0.7901744719926538,churches_proxy,0.9207287012541135
G3900070,Ohio,Ashtabula,1870,0.6997989083596667,churches_proxy,0.4192213698496079
G3900090,Ohio,Athens,1870,0.6395266272189349,churches_proxy,0.0847615926989881
G3900110,Ohio,Auglaize,1870,0.7762962962962963,churches_proxy,0.843716657528361
G3900130,Ohio,Belmont,1870,0.6780964589008172,churches_proxy,0.2987912770731112
G3900150,Ohio,Brown,1870,0.7584375,churches_proxy,0.7446155630220672
G3900170,Ohio,Butler,1870,0.7789473684210526,churches_proxy,0.8584278477351145
G3900190,Ohio,Carroll,1870,0.7305785123966942,churches_proxy,0.5900219321009598
G3900210,Ohio,Champaign,1870,0.7262110726643598,churches_proxy,0.5657863649057407
G3900230,Ohio,Clark,1870,0.7582179930795847,churches_proxy,0.7433974867472753
G3900250,Ohio,Clermont,1870,0.6907153463184558,churches_proxy,0.3688153444173944
G3900270,Ohio,Clinton,1870,0.7268793942671714,churches_proxy,0.5694949800454165
G3900290,Ohio,Columbiana,1870,0.7986968449931413,churches_proxy,0.968020605933846
G3900310,Ohio,Coshocton,1870,0.778347070617064,churches_proxy,0.8550967066874205
G3900330,Ohio,Crawford,1870,0.8208616780045351,churches_proxy,1.0910165332368469
G3900350,Ohio,Cuyahoga,1870,0.7873802582257393,churches_proxy,0.9052231969641517
G3900370,Ohio,Darke,1870,0.845620667926906,churches_proxy,1.2284078198313475
G3900390,Ohio,Defiance,1870,0.7544378698224852,churches_proxy,0.7224210252919784
G3900410,Ohio,Delaware,1870,0.7789229205980549,churches_proxy,0.8582921831596766
G3900430,Ohio,Erie,1870,0.7901234567901234,churches_proxy,0.920445610371428
G3900450,Ohio,Fairfield,1870,0.8132231404958679,churches_proxy,1.0486291620514048
G3900470,Ohio,Fayette,1870,0.6272189349112427,churches_proxy,0.0164643929155991
G3900490,Ohio,Franklin,1870,0.6809972299168976,churches_proxy,0.3148880832540141
G3900510,Ohio,Fulton,1870,0.7968000000000001,churches_proxy,0.9574947333156524
G3900530,Ohio,Gallia,1870,0.6655984617849704,churches_proxy,0.229438047842663
G3900550,Ohio,Geauga,1870,0.6311111111111112,churches_proxy,0.038062652676158
G3900570,Ohio,Greene,1870,0.7960516765858615,churches_proxy,0.953342176326064
G3900590,Ohio,Guernsey,1870,0.736842105263158,churches_proxy,0.624779532686678
G3900610,Ohio,Hamilton,1870,0.8269085411942555,churches_proxy,1.124571468882503
G3900630,Ohio,Hancock,1870,0.7631126965253006,churches_proxy,0.770558918050166
G3900650,Ohio,Hardin,1870,0.7766360194699838,churches_proxy,0.8456018315223425
G3900670,Ohio,Harrison,1870,0.6805497709287797,churches_proxy,0.312405067336622
G3900690,Ohio,Henry,1870,0.7777777777777778,churches_proxy,0.851937616761547
G3900710,Ohio,Highland,1870,0.693142361111111,churches_proxy,0.382283207443806
G3900730,Ohio,Hocking,1870,0.708099173553719,churches_proxy,0.4652807655544385
G3900750,Ohio,Holmes,1870,0.8106575963718821,churches_proxy,1.034392579334802
G3900770,Ohio,Huron,1870,0.8077777777777777,churches_proxy,1.018412041233558
G3900790,Ohio,Jackson,1870,0.5464,churches_proxy,-0.4320117962774035
G3900810,Ohio,Jefferson,1870,0.6520061728395061,churches_proxy,0.1540124318608814
G3900830,Ohio,Knox,1870,0.7706122448979592,churches_proxy,0.8121750180214445
G3900850,Ohio,Lake,1870,0.662109375,churches_proxy,0.210076590693968
G3900870,Ohio,Lawrence,1870,0.7044444444444444,churches_proxy,0.4450001347188522
G3900890,Ohio,Licking,1870,0.7398109640831758,churches_proxy,0.6412541681333821
G3900910,Ohio,Logan,1870,0.734375,churches_proxy,0.6110892017268081
G3900930,Ohio,Lorain,1870,0.6272694909220363,churches_proxy,0.0167449356756148
G3900950,Ohio,Lucas,1870,0.7732426303854876,churches_proxy,0.8267714150273051
G3900970,Ohio,Madison,1870,0.71875,churches_proxy,0.5243837723143022
G3900990,Ohio,Mahoning,1870,0.8164471916151572,churches_proxy,1.0665198972031396
G3901010,Ohio,Marion,1870,0.8436213991769548,churches_proxy,1.2173135826809138
G3901030,Ohio,Medina,1870,0.7613636363636364,churches_proxy,0.7608531252575003
G3901050,Ohio,Meigs,1870,0.7644628099173554,churches_proxy,0.778050896380642
G3901070,Ohio,Mercer,1870,0.6888888888888889,churches_proxy,0.3586800627704019
G3901090,Ohio,Miami,1870,0.7989104310206698,churches_proxy,0.9692058263007816
G3901110,Ohio,Monroe,1870,0.7682926829268293,churches_proxy,0.7993034265490773
G3901130,Ohio,Montgomery,1870,0.8492798353909465,churches_proxy,1.248713079752109
G3901150,Ohio,Morgan,1870,0.658179012345679,churches_proxy,0.1882664286658222
G3901170,Ohio,Morrow,1870,0.7461730153079388,churches_proxy,0.6765581286701778
G3901190,Ohio,Muskingum,1870,0.7406863022217198,churches_proxy,0.6461115485611327
G3901210,Ohio,Noble,1870,0.7040816326530612,churches_proxy,0.4429868385801129
G3901230,Ohio,Ottawa,1870,0.7654320987654322,churches_proxy,0.7834296231516661
G3901250,Ohio,Paulding,1870,0.7100591715976331,churches_proxy,0.4761570837653341
G3901270,Ohio,Perry,1870,0.8088447364204454,churches_proxy,1.0243327520993428
G3901290,Ohio,Pickaway,1870,0.7114792899408284,churches_proxy,0.4840375298941871
G3901310,Ohio,Pike,1870,0.7881481481481482,churches_proxy,0.9094843313938472
G3901330,Ohio,Portage,1870,0.7650520597555455,churches_proxy,0.7813207306367393
G3901350,Ohio,Preble,1870,0.7976625273922571,churches_proxy,0.9622810250228968
G3901370,Ohio,Putnam,1870,0.7709750566893424,churches_proxy,0.8141883141601838
G3901390,Ohio,Richland,1870,0.793644996347699,churches_proxy,0.939987152741522
G3901410,Ohio,Ross,1870,0.5706249999999999,churches_proxy,-0.2975836985162546
G3901430,Ohio,Sandusky,1870,0.830078125,churches_proxy,1.142159956878407
G3901450,Ohio,Scioto,1870,0.7527777777777778,churches_proxy,0.7132089297015374
G3901470,Ohio,Seneca,1870,0.8133311969235699,churches_proxy,1.049228783105145
G3901490,Ohio,Shelby,1870,0.8088888888888889,churches_proxy,1.0245777606584476
G3901510,Ohio,Stark,1870,0.8521268233033452,churches_proxy,1.2645114355586209
G3901530,Ohio,Summit,1870,0.8161865569272977,churches_proxy,1.0650735968811775
G3901550,Ohio,Trumbull,1870,0.7635242852587948,churches_proxy,0.7728428846344199
G3901570,Ohio,Tuscarawas,1870,0.7525809896760413,churches_proxy,0.7121169235022199
G3901590,Ohio,Union,1870,0.7047063723448563,churches_proxy,0.4464536112679934
G3901610,Ohio,Van Wert,1870,0.7544581618655692,churches_proxy,0.7225336288317711
G3901630,Ohio,Vinton,1870,0.5374855824682814,churches_proxy,-0.4814792138806057
G3901650,Ohio,Warren,1870,0.7938726148884708,churches_proxy,0.9412502415939936
G3901670,Ohio,Washington,1870,0.7283838841104573,churches_proxy,0.5778436160715833
G3901690,Ohio,Wayne,1870,0.8446751249519415,churches_proxy,1.223160862412322
G3901710,Ohio,Williams,1870,0.8069135802469136,churches_proxy,1.0136164816808668
G3901730,Ohio,Wood,1870,0.7705112960760998,churches_proxy,0.8116148381207722
G3901750,Ohio,Wyandot,1870,0.7471383975026015,churches_proxy,0.6819151768452444
G4100010,Oregon,Baker,1870,0.0,churches_proxy,-3.464065980660972
G4100030,Oregon,Benton,1870,0.7008,churches_proxy,0.4247765750052152
G4100050,Oregon,Clackamas,1870,0.8163265306122449,churches_proxy,1.0658503315026049
G4100070,Oregon,Clatsop,1870,0.75,churches_proxy,0.6977946311393142
G4100090,Oregon,Columbia,1870,0.0,churches_proxy,-3.464065980660972
G4100110,Oregon,Coos,1870,0.0,churches_proxy,-3.464065980660972
G4100150,Oregon,Curry,1870,,churches_proxy,
G4100190,Oregon,Douglas,1870,0.6611570247933886,churches_proxy,0.2047918589425867
G4100230,Oregon,Grant,1870,0.0,churches_proxy,-3.464065980660972
G4100290,Oregon,Jackson,1870,0.65625,churches_proxy,0.1775620546642783
G4100330,Oregon,Josephine,1870,0.4444444444444444,churches_proxy,-0.997778210705247
G4100390,Oregon,Lane,1870,0.7345679012345678,churches_proxy,0.6121596391269621
G4100430,Oregon,Linn,1870,0.7456,churches_proxy,0.6733783822167527
G4100470,Oregon,Marion,1870,0.8571428571428572,churches_proxy,1.292346147110784
G4100510,Oregon,Multnomah,1870,0.7755102040816326,churches_proxy,0.8393545158944258
G4100530,Oregon,Polk,1870,0.5941043083900227,churches_proxy,-0.1672935534752576
G4100570,Oregon,Tillamook,1870,0.0,churches_proxy,-3.464065980660972
G4100590,Oregon,Umatilla,1870,0.6805555555555556,churches_proxy,0.3124371670837322
G4100610,Oregon,Union,1870,0.0,churches_proxy,-3.464065980660972
G4100650,Oregon,Wasco,1870,0.72,churches_proxy,0.5313202066673025
G4100670,Oregon,Washington,1870,0.7733333333333333,churches_proxy,0.8272747390619896
G4100710,Oregon,Yamhill,1870,0.5051020408163265,churches_proxy,-0.6611802625097591
G4200010,Pennsylvania,Adams,1870,0.8073934047469019,churches_proxy,1.016279098596971
G4200030,Pennsylvania,Allegheny,1870,0.7325335983987147,churches_proxy,0.6008709926669477
G4200050,Pennsylvania,Armstrong,1870,0.8040831758034026,churches_proxy,0.997910149988983
G4200070,Pennsylvania,Beaver,1870,0.7099527511050145,churches_proxy,0.4755665407566441
G4200090,Pennsylvania,Bedford,1870,0.7576,churches_proxy,0.7399681520055573
G4200110,Pennsylvania,Berks,1870,0.717418366369817,churches_proxy,0.5169943409078928
G4200130,Pennsylvania,Blair,1870,0.811360946745562,churches_proxy,1.0382955742901536
G4200150,Pennsylvania,Bradford,1870,0.7422588549788371,churches_proxy,0.654837875734232
G4200170,Pennsylvania,Bucks,1870,0.8477508650519031,churches_proxy,1.2402285978445418
G4200190,Pennsylvania,Butler,1870,0.683577751354208,churches_proxy,0.329207777291145
G4200210,Pennsylvania,Cambria,1870,0.7566574839302113,churches_proxy,0.7347379913297669
G4200230,Pennsylvania,Cameron,1870,0.7222222222222222,churches_proxy,0.5436516455170812
G4200250,Pennsylvania,Carbon,1870,0.8080808080808081,churches_proxy,1.02009360107671
G4200270,Pennsylvania,Centre,1870,0.8248526077097506,churches_proxy,1.1131627907629795
G4200290,Pennsylvania,Chester,1870,0.7756592884798013,churches_proxy,0.8401818072071884
G4200310,Pennsylvania,Clarion,1870,0.8138459505879244,churches_proxy,1.052085227105754
G4200330,Pennsylvania,Clearfield,1870,0.7866666666666666,churches_proxy,0.9012633721606612
G4200350,Pennsylvania,Clinton,1870,0.7575510204081632,churches_proxy,0.7396963570268271
G4200370,Pennsylvania,Columbia,1870,0.7663465935070873,churches_proxy,0.7885042893449903
G4200390,Pennsylvania,Crawford,1870,0.781663516068053,churches_proxy,0.8735001516122942
G4200410,Pennsylvania,Cumberland,1870,0.809335963182117,churches_proxy,1.0270586418471603
G4200430,Pennsylvania,Dauphin,1870,0.8099773242630385,churches_proxy,1.0306176490746657
G4200450,Pennsylvania,Delaware,1870,0.7732426303854876,churches_proxy,0.8267714150273051
G4200470,Pennsylvania,Elk,1870,0.5714285714285714,churches_proxy,-0.2931245621464685
G4200490,Pennsylvania,Erie,1870,0.7250566893424036,churches_proxy,0.5593805216009826
