gisjoin,state,county,year,total_farms,farm_size_gini
G4200170,Pennsylvania,Bucks,1860,5594.0,0.4835384598639033
G4200190,Pennsylvania,Butler,1860,3893.0,0.4465145071387681
G4200210,Pennsylvania,Cambria,1860,1404.0,0.4149009009083501
G4200250,Pennsylvania,Carbon,1860,409.0,0.4507694010873694
G4200270,Pennsylvania,Centre,1860,1068.0,0.2815942951471256
G4200290,Pennsylvania,Chester,1860,5145.0,0.4885040278780401
G4200310,Pennsylvania,Clarion,1860,2307.0,0.4858751136537524
G4200330,Pennsylvania,Clearfield,1860,1542.0,0.4492924002875126
G4200350,Pennsylvania,Clinton,1860,749.0,0.4683297545840523
G4200370,Pennsylvania,Columbia,1860,1847.0,0.4420973269987012
G4200390,Pennsylvania,Crawford,1860,5414.0,0.4468293082349682
G4200410,Pennsylvania,Cumberland,1860,2105.0,0.3621672265473317
G4200430,Pennsylvania,Dauphin,1860,2274.0,0.4637708095714322
G4200450,Pennsylvania,Delaware,1860,1418.0,0.5141256837061808
G4200470,Pennsylvania,Elk,1860,493.0,0.4088240798195589
G4200490,Pennsylvania,Erie,1860,4420.0,0.4587612969002905
G4200510,Pennsylvania,Fayette,1860,2049.0,0.3927453681061192
G4200530,Pennsylvania,Forest,1860,48.0,0.5238537368179734
G4200550,Pennsylvania,Franklin,1860,2494.0,0.3274089015173613
G4200570,Pennsylvania,Fulton,1860,997.0,0.4385877861010723
G4200590,Pennsylvania,Greene,1860,2071.0,0.4063939519436821
G4200610,Pennsylvania,Huntingdon,1860,1766.0,0.3620528423905322
G4200630,Pennsylvania,Indiana,1860,3389.0,0.4525402835504939
G4200650,Pennsylvania,Jefferson,1860,1549.0,0.4679422015105632
G4200670,Pennsylvania,Juniata,1860,944.0,0.4435841592170975
G4200710,Pennsylvania,Lancaster,1860,6639.0,0.4998189843767637
G4200730,Pennsylvania,Lawrence,1860,1801.0,0.4171300902889431
G4200750,Pennsylvania,Lebanon,1860,1672.0,0.4608352424673683
G4200770,Pennsylvania,Lehigh,1860,2712.0,0.5022608991682713
G4200790,Pennsylvania,Luzerne,1860,3328.0,0.4514660186374237
G4200810,Pennsylvania,Lycoming,1860,1901.0,0.4451899269216717
G4200830,Pennsylvania,McKean,1860,786.0,0.469572913504401
G4200850,Pennsylvania,Mercer,1860,3408.0,0.43461729962541
G4200870,Pennsylvania,Mifflin,1860,1043.0,0.4005835385538768
G4200890,Pennsylvania,Monroe,1860,919.0,0.4312971359843061
G4200910,Pennsylvania,Montgomery,1860,5303.0,0.494992045570308
G4200930,Pennsylvania,Montour,1860,574.0,0.4064413409759301
G4200950,Pennsylvania,Northampton,1860,2498.0,0.4771224076148443
G4200970,Pennsylvania,Northumberland,1860,1922.0,0.4270988221992313
G4200990,Pennsylvania,Perry,1860,1697.0,0.4412523347519537
G4201010,Pennsylvania,Philadelphia,1860,1632.0,0.5477430226629414
G4201030,Pennsylvania,Pike,1860,524.0,0.4684347095900923
G4201050,Pennsylvania,Potter,1860,1199.0,0.4367265412698109
G4201070,Pennsylvania,Schuylkill,1860,2241.0,0.5219080456331464
G4201090,Pennsylvania,Snyder,1860,1085.0,0.4150283156612913
G4201110,Pennsylvania,Somerset,1860,2089.0,0.3261996929115256
G4201130,Pennsylvania,Sullivan,1860,647.0,0.4150376234130153
G4201150,Pennsylvania,Susquehanna,1860,3750.0,0.4337654399744897
G4201170,Pennsylvania,Tioga,1860,2798.0,0.4437817311318078
G4201190,Pennsylvania,Union,1860,877.0,0.4329224327238905
G4201210,Pennsylvania,Venango,1860,2836.0,0.4501980131843329
G4201230,Pennsylvania,Warren,1860,1456.0,0.452273292438778
G4201250,Pennsylvania,Washington,1860,3750.0,0.3752344752367311
G4201270,Pennsylvania,Wayne,1860,3340.0,0.4829220470525469
G4201290,Pennsylvania,Westmoreland,1860,4305.0,0.4250992039270845
G4201310,Pennsylvania,Wyoming,1860,1282.0,0.4185449974120711
G4201330,Pennsylvania,York,1860,5135.0,0.4845338812737176
G4400010,Rhode Island,Bristol,1860,266.0,0.6054550513554874
G4400030,Rhode Island,Kent,1860,811.0,0.4772141964293084
G4400050,Rhode Island,Newport,1860,959.0,0.5645316765346579
G4400070,Rhode Island,Providence,1860,2066.0,0.4761394769716685
G4400090,Rhode Island,Washington,1860,1262.0,0.4304281797317516
G4500010,South Carolina,Abbeville,1860,1233.0,0.4019884758585856
G4500070,South Carolina,Anderson,1860,1442.0,0.4539753142914405
G4500110,South Carolina,Barnwell,1860,1407.0,0.4355862526451077
G4500130,South Carolina,Beaufort,1860,917.0,0.4853180529532728
G4500190,South Carolina,Charleston,1860,810.0,0.5420779304333561
G4500230,South Carolina,Chester,1860,791.0,0.4204355908760547
G4500250,South Carolina,Chesterfield,1860,596.0,0.4649213419086857
G4500270,South Carolina,Clarendon,1860,589.0,0.5203709353036395
G4500290,South Carolina,Colleton,1860,1036.0,0.5041658454390823
G4500310,South Carolina,Darlington,1860,853.0,0.5141587046334938
G4500370,South Carolina,Edgefield,1860,1696.0,0.4627867873644676
G4500390,South Carolina,Fairfield,1860,683.0,0.3595805932461171
G4500430,South Carolina,Georgetown,1860,255.0,0.6338278465077941
G4500450,South Carolina,Greenville,1860,1289.0,0.5138982552362052
G4500510,South Carolina,Horry,1860,672.0,0.5577660924015797
G4500550,South Carolina,Kershaw,1860,450.0,0.5211724160187308
G4500570,South Carolina,Lancaster,1860,797.0,0.525218780624978
G4500590,South Carolina,Laurens,1860,1271.0,0.3409498863922
G4500630,South Carolina,Lexington,1860,1329.0,0.5040306243413093
G4500670,South Carolina,Marion,1860,1179.0,0.4589303022146321
G4500690,South Carolina,Marlboro,1860,610.0,0.4853959317475119
G4500710,South Carolina,Newberry,1860,841.0,0.4120503902001686
G4500750,South Carolina,Orangeburg,1860,1089.0,0.4127817374189748
G4500770,South Carolina,Pickens,1860,1301.0,0.4692760184422355
G4500790,South Carolina,Richland,1860,203.0,0.5186779579651741
G4500830,South Carolina,Spartanburg,1860,1599.0,0.4736219663649869
G4500850,South Carolina,Sumter,1860,889.0,0.5405896321720546
G4500870,South Carolina,Union,1860,786.0,0.4702925020397541
G4500890,South Carolina,Williamsburg,1860,645.0,0.5323773538702152
G4500910,South Carolina,York,1860,1198.0,0.3715197020916285
G4700010,Tennessee,Anderson,1860,599.0,0.4811026161545535
G4700030,Tennessee,Bedford,1860,1784.0,0.4657409294018253
G4700050,Tennessee,Benton,1860,753.0,0.4867294887306965
G4700070,Tennessee,Bledsoe,1860,216.0,0.3966297618492075
G4700090,Tennessee,Blount,1860,983.0,0.3848055741630559
G4700110,Tennessee,Bradley,1860,816.0,0.4362265555824827
G4700130,Tennessee,Campbell,1860,492.0,0.5197722636604736
G4700150,Tennessee,Cannon,1860,1119.0,0.5215966200977533
G4700170,Tennessee,Carroll,1860,1211.0,0.4601092412156317
G4700190,Tennessee,Carter,1860,494.0,0.4684710978948079
G4700210,Tennessee,Cheatham,1860,596.0,0.5159025209569702
G4700250,Tennessee,Claiborne,1860,832.0,0.5153913423975078
G4700290,Tennessee,Cocke,1860,1054.0,0.5097998967211561
G4700310,Tennessee,Coffee,1860,868.0,0.5363379572150561
G4700350,Tennessee,Cumberland,1860,260.0,0.4769932189926505
G4700370,Tennessee,Davidson,1860,1140.0,0.484080621061136
G4700390,Tennessee,Decatur,1860,549.0,0.5181457571211987
G4700410,Tennessee,DeKalb,1860,893.0,0.5268048619766715
G4700430,Tennessee,Dickson,1860,1040.0,0.5823608195418712
G4700450,Tennessee,Dyer,1860,679.0,0.5049778576200352
G4700470,Tennessee,Fayette,1860,942.0,0.4311419807916034
G4700490,Tennessee,Fentress,1860,607.0,0.5431457400808943
G4700510,Tennessee,Franklin,1860,1053.0,0.5237444134540066
G4700530,Tennessee,Gibson,1860,1695.0,0.49645809144988
G4700550,Tennessee,Giles,1860,1543.0,0.4984132678884367
G4700570,Tennessee,Grainger,1860,662.0,0.4123300166908605
G4700590,Tennessee,Greene,1860,1691.0,0.4308048242064428
G4700610,Tennessee,Grundy,1860,276.0,0.5362155507958566
G4700650,Tennessee,Hamilton,1860,532.0,0.4302500366472553
G4700670,Tennessee,Hancock,1860,447.0,0.4488953225342237
G4700690,Tennessee,Hardeman,1860,866.0,0.4847027088564482
G4700710,Tennessee,Hardin,1860,1036.0,0.5597942323362494
G4700730,Tennessee,Hawkins,1860,752.0,0.389425013577202
G4700750,Tennessee,Haywood,1860,1004.0,0.5441107375621703
G4700770,Tennessee,Henderson,1860,1324.0,0.5170718979489048
G4700790,Tennessee,Henry,1860,1472.0,0.4919312126165392
G4700810,Tennessee,Hickman,1860,821.0,0.5649271526755286
G4700850,Tennessee,Humphreys,1860,955.0,0.5051912073391587
G4700870,Tennessee,Jackson,1860,1043.0,0.5671847421966956
G4700890,Tennessee,Jefferson,1860,1209.0,0.4343605830913103
G4700910,Tennessee,Johnson,1860,399.0,0.4638497223307971
G4700930,Tennessee,Knox,1860,1291.0,0.4309429950869202
G4700970,Tennessee,Lauderdale,1860,461.0,0.5328339834220805
G4700990,Tennessee,Lawrence,1860,804.0,0.463500662345427
G4701010,Tennessee,Lewis,1860,172.0,0.4829306217901321
G4701030,Tennessee,Lincoln,1860,2106.0,0.5551737487386603
G4701070,Tennessee,McMinn,1860,1012.0,0.387913368735666
G4701090,Tennessee,McNairy,1860,1147.0,0.476155367840708
G4701110,Tennessee,Macon,1860,893.0,0.5425243647295575
G4701130,Tennessee,Madison,1860,1479.0,0.5267255054799287
G4701150,Tennessee,Marion,1860,346.0,0.4653504116860745
G4701170,Tennessee,Marshall,1860,1274.0,0.4905548695214415
G4701190,Tennessee,Maury,1860,2151.0,0.5226464633404351
G4701210,Tennessee,Meigs,1860,380.0,0.42299120432383
G4701230,Tennessee,Monroe,1860,1221.0,0.475171725838292
G4701250,Tennessee,Montgomery,1860,1081.0,0.505494157052175
G4701290,Tennessee,Morgan,1860,402.0,0.5183184977244021
G4701310,Tennessee,Obion,1860,1212.0,0.5202232372081981
G4701330,Tennessee,Overton,1860,928.0,0.4479976238016142
G4701350,Tennessee,Perry,1860,437.0,0.4815436820808387
G4701390,Tennessee,Polk,1860,317.0,0.4811875840555314
G4701410,Tennessee,Putnam,1860,1021.0,0.5637512905801172
G4701430,Tennessee,Rhea,1860,332.0,0.4463362042033892
G4701450,Tennessee,Roane,1860,822.0,0.4008683643290588
G4701470,Tennessee,Robertson,1860,1253.0,0.4718764749089169
G4701490,Tennessee,Rutherford,1860,1644.0,0.506042670312798
G4701510,Tennessee,Scott,1860,278.0,0.4222215077169351
G4701530,Tennessee,Sequatchie,1860,191.0,0.5241507648939807
G4701550,Tennessee,Sevier,1860,920.0,0.517366291778119
G4701570,Tennessee,Shelby,1860,955.0,0.502009202969874
G4701590,Tennessee,Smith,1860,1505.0,0.5383462752622545
G4701610,Tennessee,Stewart,1860,699.0,0.5356477002568404
G4701630,Tennessee,Sullivan,1860,873.0,0.3805559118731658
G4701650,Tennessee,Sumner,1860,1516.0,0.4963152552952031
G4701670,Tennessee,Tipton,1860,673.0,0.558828250052217
G4701730,Tennessee,Union,1860,477.0,0.4621610308428284
G4701750,Tennessee,Van Buren,1860,197.0,0.4832338741633044
G4701770,Tennessee,Warren,1860,786.0,0.4326970252899325
G4701790,Tennessee,Washington,1860,1239.0,0.4479118653933304
G4701810,Tennessee,Wayne,1860,891.0,0.5326101667310462
G4701830,Tennessee,Weakley,1860,1317.0,0.4740141485620087
G4701850,Tennessee,White,1860,751.0,0.4541580106257799
G4701870,Tennessee,Williamson,1860,1417.0,0.4984429581886909
G4701890,Tennessee,Wilson,1860,2163.0,0.4366193195681201
G4800010,Texas,Anderson,1860,772.0,0.5183594686966009
G4800050,Texas,Angelina,1860,559.0,0.5122489277388914
G4800130,Texas,Atascosa,1860,102.0,0.4593873172678739
G4800150,Texas,Austin,1860,790.0,0.638685657025655
G4800190,Texas,Bandera,1860,37.0,0.5104821645632307
G4800210,Texas,Bastrop,1860,596.0,0.6213017332953529
G4800230,Texas,Baylor,1860,0.0,
G4800250,Texas,Bee,1860,19.0,0.527816949460947
G4800270,Texas,Bell,1860,287.0,0.5393427957506045
G4800290,Texas,Bexar,1860,126.0,0.5979830719662393
G4800310,Texas,Blanco,1860,184.0,0.601125494867393
G4800350,Texas,Bosque,1860,85.0,0.5374842252320315
G4800370,Texas,Bowie,1860,269.0,0.4752342394736695
G4800390,Texas,Brazoria,1860,165.0,0.4919848102367381
G4800410,Texas,Brazos,1860,186.0,0.6205682378505389
G4800490,Texas,Brown,1860,7.0,0.2802460697197537
G4800493,Texas,Buchanan,1860,14.0,0.5841542233117896
G4800510,Texas,Burleson,1860,370.0,0.5607919866507991
G4800530,Texas,Burnet,1860,197.0,0.5725049776614644
G4800550,Texas,Caldwell,1860,339.0,0.5327630350755077
G4800570,Texas,Calhoun,1860,14.0,0.7596134688184898
G4800610,Texas,Cameron,1860,381.0,0.5853498627016542
G4800655,Texas,Cass (old),1860,503.0,0.5070282470682637
G4800710,Texas,Chambers,1860,106.0,0.6435590589834039
G4800730,Texas,Cherokee,1860,781.0,0.49728843869921
G4800770,Texas,Clay,1860,0.0,
G4800830,Texas,Coleman,1860,0.0,
G4800850,Texas,Collin,1860,668.0,0.4867743330243885
G4800890,Texas,Colorado,1860,397.0,0.5866766079134973
G4800910,Texas,Comal,1860,472.0,0.5347680703647107
G4800930,Texas,Comanche,1860,51.0,0.6109034536215658
G4800950,Texas,Concho,1860,0.0,
G4800970,Texas,Cooke,1860,343.0,0.5463496161360576
G4800990,Texas,Coryell,1860,171.0,0.5454816743799602
G4801130,Texas,Dallas,1860,683.0,0.5108372307385995
G4801155,Texas,Dawson,1860,0.0,
G4801210,Texas,Denton,1860,255.0,0.4137895878718679
G4801230,Texas,DeWitt,1860,463.0,0.685396630134482
G4801270,Texas,Dimmit,1860,0.0,
G4801310,Texas,Duval,1860,0.0,
G4801330,Texas,Eastland,1860,0.0,
G4801370,Texas,Edwards,1860,0.0,
G4801390,Texas,Ellis,1860,413.0,0.5082167386986784
G4801410,Texas,El Paso,1860,178.0,0.6656750065624566
G4801415,Texas,Encinal,1860,0.0,
G4801430,Texas,Erath,1860,240.0,0.6075332718672333
G4801450,Texas,Falls,1860,174.0,0.5781999900570953
G4801470,Texas,Fannin,1860,661.0,0.508049204674017
G4801490,Texas,Fayette,1860,840.0,0.5896100041178898
G4801570,Texas,Fort Bend,1860,161.0,0.4723911263259208
G4801610,Texas,Freestone,1860,417.0,0.5249170858862471
G4801630,Texas,Frio,1860,0.0,
G4801670,Texas,Galveston,1860,55.0,0.571714358065333
G4801710,Texas,Gillespie,1860,327.0,0.3465288657497676
G4801750,Texas,Goliad,1860,180.0,0.5861814963483303
G4801770,Texas,Gonzales,1860,576.0,0.5706570416618849
G4801810,Texas,Grayson,1860,623.0,0.5077503302721078
G4801850,Texas,Grimes,1860,484.0,0.5174412229697412
G4801870,Texas,Guadalupe,1860,395.0,0.5971461179265545
G4801930,Texas,Hamilton,1860,7.0,0.5740103270223752
G4801970,Texas,Hardeman,1860,0.0,
G4801990,Texas,Hardin,1860,74.0,0.4794088575475038
G4802010,Texas,Harris,1860,95.0,0.6039893449142164
G4802030,Texas,Harrison,1860,695.0,0.4807176670974906
G4802070,Texas,Haskell,1860,0.0,
G4802090,Texas,Hays,1860,131.0,0.5087391801948954
G4802130,Texas,Henderson,1860,321.0,0.5506793143239127
G4802150,Texas,Hidalgo,1860,190.0,0.2767870887960731
G4802170,Texas,Hill,1860,211.0,0.5780714121974506
G4802230,Texas,Hopkins,1860,688.0,0.470989037508726
G4802250,Texas,Houston,1860,665.0,0.5382801851978074
G4802310,Texas,Hunt,1860,412.0,0.4070556252742565
G4802370,Texas,Jack,1860,37.0,0.3433015749562512
G4802390,Texas,Jackson,1860,166.0,0.6195672614670202
G4802410,Texas,Jasper,1860,250.0,0.5542116410178272
G4802450,Texas,Jefferson,1860,40.0,0.3298227904890085
G4802510,Texas,Johnson,1860,169.0,0.4814058913497309
G4802530,Texas,Jones,1860,0.0,
G4802550,Texas,Karnes,1860,157.0,0.5278232951103862
G4802570,Texas,Kaufman,1860,288.0,0.5353195833898636
G4802650,Texas,Kerr,1860,82.0,0.5522044639999539
G4802670,Texas,Kimble,1860,0.0,
G4802710,Texas,Kinney,1860,9.0,0.1164953499755262
G4802750,Texas,Knox,1860,0.0,
G4802770,Texas,Lamar,1860,615.0,0.5252832171315494
G4802810,Texas,Lampasas,1860,57.0,0.5855555427787297
G4802830,Texas,La Salle,1860,0.0,
G4802850,Texas,Lavaca,1860,589.0,0.5825641933116306
G4802890,Texas,Leon,1860,395.0,0.5135293520811429
G4802910,Texas,Liberty,1860,251.0,0.6399713808978484
G4802930,Texas,Limestone,1860,447.0,0.5431076854019757
G4802970,Texas,Live Oak,1860,24.0,0.5761494252873562
G4802990,Texas,Llano,1860,89.0,0.5981970669962471
G4803070,Texas,McCulloch,1860,0.0,
G4803090,Texas,McLennan,1860,379.0,0.5913734063641343
G4803110,Texas,McMullen,1860,0.0,
G4803130,Texas,Madison,1860,180.0,0.5719349874511037
G4803150,Texas,Marion,1860,141.0,0.4304854182200943
G4803190,Texas,Mason,1860,40.0,0.5357448107448108
G4803210,Texas,Matagorda,1860,83.0,0.5860659070328887
G4803230,Texas,Maverick,1860,0.0,
G4803250,Texas,Medina,1860,232.0,0.339215526128252
G4803275,Texas,Menora,1860,0.0,
G4803310,Texas,Milam,1860,333.0,0.5400926461532523
G4803370,Texas,Montague,1860,28.0,0.3343275211583563
G4803390,Texas,Montgomery,1860,232.0,0.524390769203029
G4803470,Texas,Nacogdoches,1860,922.0,0.5343169338706211
G4803490,Texas,Navarro,1860,438.0,0.5581383608849065
G4803510,Texas,Newton,1860,229.0,0.5535924329325275
G4803550,Texas,Nueces,1860,62.0,0.5150893462765899
G4803610,Texas,Orange,1860,52.0,0.5913110145668286
G4803630,Texas,Palo Pinto,1860,163.0,0.5559867626874804
G4803650,Texas,Panola,1860,585.0,0.4942825346737131
G4803670,Texas,Parker,1860,397.0,0.521546256326149
G4803730,Texas,Polk,1860,334.0,0.4760402408634389
G4803770,Texas,Presidio,1860,0.0,
G4803870,Texas,Red River,1860,479.0,0.5524794255270231
G4803910,Texas,Refugio,1860,93.0,0.7096787839957641
G4803950,Texas,Robertson,1860,229.0,0.5758843348507383
G4803990,Texas,Runnels,1860,0.0,
G4804010,Texas,Rusk,1860,1053.0,0.4971027430983002
G4804030,Texas,Sabine,1860,190.0,0.5361700843729085
G4804050,Texas,San Augustine,1860,229.0,0.5860030186131413
G4804090,Texas,San Patricio,1860,51.0,0.5594607843137255
G4804110,Texas,San Saba,1860,34.0,0.4959680723780179
G4804170,Texas,Shackelford,1860,1.0,0.0
G4804190,Texas,Shelby,1860,504.0,0.5365357155103581
G4804230,Texas,Smith,1860,1177.0,0.509707405184743
G4804270,Texas,Starr,1860,71.0,0.8201042450209846
G4804390,Texas,Tarrant,1860,0.0,
G4804410,Texas,Taylor,1860,0.0,
G4804470,Texas,Throckmorton,1860,0.0,
G4804490,Texas,Titus,1860,779.0,0.5212764526765039
G4804530,Texas,Travis,1860,393.0,0.5417657611469413
G4804550,Texas,Trinity,1860,277.0,0.5071557681745076
G4804570,Texas,Tyler,1860,380.0,0.5249124791004962
G4804590,Texas,Upshur,1860,946.0,0.5240688308791126
G4804630,Texas,Uvalde,1860,34.0,0.3049040247678019
G4804670,Texas,Van Zandt,1860,269.0,0.4740419539875048
G4804690,Texas,Victoria,1860,186.0,0.6384330179855673
G4804710,Texas,Walker,1860,349.0,0.5233544993928803
G4804770,Texas,Washington,1860,575.0,0.50728508285347
G4804790,Texas,Webb,1860,2.0,0.0
G4804810,Texas,Wharton,1860,94.0,0.4827354303822511
G4804910,Texas,Williamson,1860,356.0,0.5205779433429014
G4804970,Texas,Wise,1860,149.0,0.4325397239589313
G4804990,Texas,Wood,1860,317.0,0.4927440043280073
G4805030,Texas,Young,1860,20.0,0.4723577235772357
G4805050,Texas,Zapata,1860,26.0,0.5595706618962434
G4805070,Texas,Zavala,1860,0.0,
G4950015,Utah Territory,Beaver,1860,0.0,
G4950035,Utah Territory,Box Elder,1860,0.0,
G4950055,Utah Territory,Cache,1860,0.0,
G4950075,Utah Territory,Carson,1860,0.0,
G4950095,Utah Territory,Cedar,1860,0.0,
G4950115,Utah Territory,Davis,1860,0.0,
G4950135,Utah Territory,Deseret,1860,0.0,
G4950215,Utah Territory,Greasewood,1860,0.0,
G4950255,Utah Territory,Green River,1860,0.0,
G4950275,Utah Territory,Humboldt,1860,0.0,
G4950295,Utah Territory,Iron,1860,0.0,
G4950315,Utah Territory,Juab,1860,0.0,
G4950375,Utah Territory,Millard,1860,0.0,
G4950495,Utah Territory,Salt Lake,1860,0.0,
G4950535,Utah Territory,Sanpete,1860,0.0,
G4950575,Utah Territory,Shambip,1860,0.0,
G4950595,Utah Territory,Summit,1860,0.0,
G4950605,Utah Territory,St Marys,1860,0.0,
G4950615,Utah Territory,Tooele,1860,0.0,
G4950675,Utah Territory,Utah,1860,0.0,
G4950695,Utah Territory,Walade,1860,0.0,
G4950735,Utah Territory,Washington,1860,0.0,
G4950755,Utah Territory,Weber,1860,0.0,
G5000010,Vermont,Addison,1860,2418.0,0.4089238242481301
G5000030,Vermont,Bennington,1860,1480.0,0.4325268466614126
G5000050,Vermont,Caledonia,1860,2360.0,0.4021225838924978
G5000070,Vermont,Chittenden,1860,2020.0,0.4321598774424385
G5000090,Vermont,Essex,1860,679.0,0.4433266404554752
G5000110,Vermont,Franklin,1860,2405.0,0.4300921379739537
G5000130,Vermont,Grand Isle,1860,320.0,0.3550277055638936
G5000150,Vermont,Lamoille,1860,1480.0,0.4564814047948925
G5000170,Vermont,Orange,1860,3021.0,0.4023042577946319
G5000190,Vermont,Orleans,1860,2346.0,0.462125119941524
G5000210,Vermont,Rutland,1860,2748.0,0.3998142626198122
G5000230,Vermont,Washington,1860,2642.0,0.414817780900331
G5000250,Vermont,Windham,1860,3111.0,0.3858958626849265
G5000270,Vermont,Windsor,1860,3946.0,0.38807345584517
G5100010,Virginia,Accomack,1860,1033.0,0.5020069678630974
G5100030,Virginia,Albemarle,1860,935.0,0.3508446321881321
G5100035,Virginia,Alexandria,1860,138.0,0.5608454277467927
G5100050,Virginia,Alleghany,1860,253.0,0.462738510085245
G5100070,Virginia,Amelia,1860,397.0,0.3433128332466802
G5100090,Virginia,Amherst,1860,666.0,0.389934549191277
G5100110,Virginia,Appomattox,1860,438.0,0.3970541040041359
G5100150,Virginia,Augusta,1860,1552.0,0.3540116138982881
G5100155,Virginia,Barbour,1860,1033.0,0.5415453156360716
G5100170,Virginia,Bath,1860,238.0,0.5111119758150969
G5100190,Virginia,Bedford,1860,1340.0,0.4272345008188088
G5100195,Virginia,Berkeley,1860,539.0,0.157918152510579
G5100215,Virginia,Boone,1860,448.0,0.5067142570199781
G5100230,Virginia,Botetourt,1860,515.0,0.3566372682560313
G5100233,Virginia,Braxton,1860,522.0,0.4833989839352828
G5100237,Virginia,Brooke,1860,386.0,0.3800293963336348
G5100250,Virginia,Brunswick,1860,645.0,0.3122303393965789
G5100270,Virginia,Buchanan,1860,284.0,0.4201881566359319
G5100290,Virginia,Buckingham,1860,631.0,0.3903971058688505
G5100293,Virginia,Cabell,1860,451.0,0.504526848740818
G5100297,Virginia,Calhoun,1860,296.0,0.5177622939173042
G5100310,Virginia,Campbell,1860,704.0,0.3776489989186946
G5100330,Virginia,Caroline,1860,724.0,0.4191092109907056
G5100350,Virginia,Carroll,1860,617.0,0.489771310095762
G5100360,Virginia,Charles City,1860,199.0,0.4105200166669409
G5100370,Virginia,Charlotte,1860,583.0,0.3683480157253096
G5100410,Virginia,Chesterfield,1860,782.0,0.4857500522137453
G5100430,Virginia,Clarke,1860,289.0,0.275635955570336
G5100435,Virginia,Clay,1860,224.0,0.3142144011034422
G5100450,Virginia,Craig,1860,220.0,0.3553419868470583
G5100470,Virginia,Culpeper,1860,576.0,0.3699174319762068
G5100490,Virginia,Cumberland,1860,371.0,0.2662198774070825
G5100530,Virginia,Dinwiddie,1860,581.0,0.4114512918408177
G5100533,Virginia,Doddridge,1860,479.0,0.5222460657828965
G5100550,Virginia,Elizabeth City,1860,156.0,0.4785649369031124
G5100570,Virginia,Essex,1860,418.0,0.4503288537335163
G5100590,Virginia,Fairfax,1860,852.0,0.4632817461073905
G5100610,Virginia,Fauquier,1860,966.0,0.3895778834191825
G5100615,Virginia,Fayette,1860,732.0,0.5106173245387553
G5100630,Virginia,Floyd,1860,652.0,0.4543235995932376
G5100650,Virginia,Fluvanna,1860,571.0,0.3791041117477638
G5100670,Virginia,Franklin,1860,1476.0,0.4524891741338055
G5100690,Virginia,Frederick,1860,751.0,0.2713499614935486
G5100710,Virginia,Giles,1860,372.0,0.389392282287466
G5100715,Virginia,Gilmer,1860,456.0,0.513797109881049
G5100730,Virginia,Gloucester,1860,384.0,0.4333104986513501
G5100750,Virginia,Goochland,1860,409.0,0.3929623425323399
G5100770,Virginia,Grayson,1860,755.0,0.4923056918208585
G5100775,Virginia,Greenbrier,1860,985.0,0.4694393075830138
G5100790,Virginia,Greene,1860,445.0,0.4689235430542952
G5100810,Virginia,Greensville,1860,201.0,0.32563155565999
G5100830,Virginia,Halifax,1860,1029.0,0.3984694035401598
G5100833,Virginia,Hampshire,1860,1132.0,0.382685009677676
G5100837,Virginia,Hancock,1860,336.0,0.3800434764693098
G5100850,Virginia,Hanover,1860,786.0,0.4176668618400099
G5100853,Virginia,Hardy,1860,483.0,0.4538259430030122
G5100857,Virginia,Harrison,1860,1026.0,0.4409907701497156
G5100870,Virginia,Henrico,1860,670.0,0.5650644660978354
G5100890,Virginia,Henry,1860,767.0,0.5397204494407382
G5100910,Virginia,Highland,1860,350.0,0.4215757554566831
G5100930,Virginia,Isle Of Wight,1860,689.0,0.476642671334173
G5100935,Virginia,Jackson,1860,625.0,0.4599509533416944
G5100950,Virginia,James City,1860,149.0,0.3639874868448788
G5100953,Virginia,Jefferson,1860,463.0,0.1929970261768945
G5100957,Virginia,Kanawha,1860,633.0,0.5206705948379831
G5100970,Virginia,King And Queen,1860,573.0,0.4117265364363204
G5100990,Virginia,King George,1860,327.0,0.447350170742574
G5101010,Virginia,King William,1860,544.0,0.4443497624729972
G5101030,Virginia,Lancaster,1860,326.0,0.4691181095205635
G5101050,Virginia,Lee,1860,682.0,0.4276210302787094
G5101053,Virginia,Lewis,1860,454.0,0.4566061607560375
G5101057,Virginia,Logan,1860,560.0,0.499471849274158
G5101070,Virginia,Loudoun,1860,1207.0,0.2720568506495578
G5101090,Virginia,Louisa,1860,718.0,0.3582519699119482
G5101110,Virginia,Lunenburg,1860,614.0,0.3959135445266402
G5101130,Virginia,Madison,1860,495.0,0.4296423878192413
G5101133,Virginia,Marion,1860,1298.0,0.5114920348717745
G5101135,Virginia,Marshall,1860,713.0,0.4259565426592681
G5101137,Virginia,Mason,1860,394.0,0.5353731108263031
G5101150,Virginia,Mathews,1860,400.0,0.5903704226766593
G5101155,Virginia,McDowell,1860,190.0,0.4991361870203269
G5101170,Virginia,Mecklenburg,1860,726.0,0.5111608549102963
G5101175,Virginia,Mercer,1860,818.0,0.5598311835177731
G5101190,Virginia,Middlesex,1860,243.0,0.5318683624426773
G5101193,Virginia,Monongalia,1860,944.0,0.4027479169652666
G5101197,Virginia,Monroe,1860,866.0,0.483517736899005
G5101210,Virginia,Montgomery,1860,572.0,0.4872020396576346
G5101215,Virginia,Morgan,1860,329.0,0.4253480386717395
G5101230,Virginia,Nansemond,1860,673.0,0.4643498020086987
G5101250,Virginia,Nelson,1860,579.0,0.4544168501929237
G5101270,Virginia,New Kent,1860,330.0,0.4765314608374488
