gisjoin,year,bpd_fc
G19097.0,1860,0.8347205707491081
G1901070,1860,0.8574921268295955
G21031.0,1860,0.588519994260549
G21033.0,1860,0.6428851200000001
G21037.0,1860,0.7246907573592285
G21043.0,1860,0.6094496557596042
G21047.0,1860,0.6731205188806388
G21049.0,1860,0.271977027794368
G21051.0,1860,0.6065801420712493
G21059.0,1860,0.3858117417781395
G21067.0,1860,0.4249952753275402
G21071.0,1860,0.568976511850356
G21079.0,1860,0.2589222884218427
G21081.0,1860,0.3133409344320339
G21085.0,1860,0.2901528547165918
G21097.0,1860,0.2873267287963036
G2101050,1860,0.7266940292559145
G2101110,1860,0.6866661846116706
G2101150,1860,0.5410062358276644
G2101270,1860,0.5601265968967131
G2101390,1860,0.7046270403205013
G2101490,1860,0.4274262688614541
G2101550,1860,0.2462384577271292
G2101610,1860,0.5032434578592428
G2101690,1860,0.4960136175829395
G2101770,1860,0.5748243242312426
G2101810,1860,0.2538860171529494
G2101830,1860,0.3783090530697188
G2101850,1860,0.4871664881134577
G2101870,1860,0.2672057829760828
G2101910,1860,0.4410239764412668
G2101950,1860,0.5693030757568427
G2101970,1860,0.3867133246948735
G2102050,1860,0.3244438833480622
G2102110,1860,0.3701319355301433
G2102210,1860,0.6933371924012981
G2102230,1860,0.5120648129911338
G2102290,1860,0.2557057241061371
G2102330,1860,0.6173492411330248
G2207.00,1860,0.1036185985369954
G22033.0,1860,0.6168023132680097
G2201210,1860,0.3662982251036242
G22015.0,1860,0.8653194871833267
G22017.0,1860,0.9022864645263576
G22019.0,1860,0.4767194421297311
G22027.0,1860,0.8169974334969008
G22029.0,1860,0.8878930696129181
G22031.0,1860,0.8652830323599868
G22041.0,1860,0.8460174291108102
G22047.0,1860,0.3669659705424197
G22049.0,1860,0.8462060163457796
G22051.0,1860,0.68227072
G22063.0,1860,0.7071637046400951
G22067.0,1860,0.8989077835469348
G22069.0,1860,0.809402162920389
G22073.0,1860,0.8653832196254899
G22075.0,1860,0.6529779152635289
G22071.0,1860,0.7539648197111416
