gisjoin,year,n_heads,n_farmers,share_farmers_fc
G01063.0,1940,4731,2950.0,0.6235468188543648
G01067.0,1940,4855,2383.0,0.4908341915550978
G01087.0,1940,6345,3019.0,0.4758077226162333
G01091.0,1940,8651,4837.0,0.55912611258814
G01093.0,1940,6255,3249.0,0.5194244604316547
G01095.0,1940,9727,5270.0,0.5417908913334019
G01097.0,1940,35879,1256.0,0.0350065497923576
G0101010,1940,29666,3121.0,0.1052046113395806
G0101030,1940,11888,3424.0,0.288021534320323
G0101310,1940,5961,3600.0,0.6039255158530448
G01073.0,1940,119050,2089.0,0.0175472490550189
G0405.00,1940,4757,1308.0,0.2749632121084717
G0407.00,1940,6672,380.0,0.0569544364508393
G05023.0,1940,3203,1520.0,0.4745551045894474
G05025.0,1940,2917,1413.0,0.484401782653411
G05027.0,1940,7406,2847.0,0.3844180394274912
G05033.0,1940,5970,1600.0,0.2680067001675041
G05037.0,1940,6308,3445.0,0.546131896005073
G05039.0,1940,3560,1067.0,0.2997191011235955
G05049.0,1940,2550,1318.0,0.5168627450980392
G05053.0,1940,2602,974.0,0.3743274404304381
G05057.0,1940,8088,3325.0,0.4111028684470821
G05059.0,1940,4729,1446.0,0.3057728906745612
G0501030,1940,7650,1448.0,0.189281045751634
G0501050,1940,1975,827.0,0.4187341772151898
G0501130,1940,4083,1580.0,0.3869703649277492
G0501170,1940,3796,1808.0,0.476290832455216
G0501190,1940,42083,2787.0,0.0662262671387496
G0501250,1940,4453,1183.0,0.2656635975746688
G0501270,1940,3315,1240.0,0.3740573152337858
G0607.00,1940,13540,1585.0,0.1170605612998522
G0609.00,1940,2815,280.0,0.0994671403197158
G06027.0,1940,2396,84.0,0.0350584307178631
G06029.0,1940,38334,1958.0,0.0510773725674336
G06037.0,1940,900377,9448.0,0.0104933822165603
G06053.0,1940,19972,1617.0,0.0809633486881634
G06057.0,1940,6072,267.0,0.0439723320158102
G06059.0,1940,41388,2932.0,0.0708417898907896
G06063.0,1940,3584,146.0,0.0407366071428571
G06077.0,1940,36936,4673.0,0.12651613601906
G06095.0,1940,14727,1080.0,0.0733346913831737
G06099.0,1940,21878,4715.0,0.2155133010330011
G0601010,1940,5612,1128.0,0.2009978617248752
G0601130,1940,7740,1159.0,0.1497416020671834
G0601150,1940,5028,359.0,0.0714001591089896
G0601.00,1940,167907,2079.0,0.0123818542407404
G08059.0,1940,8821,975.0,0.1105316857499149
G08061.0,1940,834,334.0,0.4004796163069544
G08063.0,1940,2002,865.0,0.4320679320679321
G08067.0,1940,4155,869.0,0.2091456077015643
G08069.0,1940,10383,1500.0,0.1444669170759896
G08073.0,1940,1651,658.0,0.3985463355542096
G08075.0,1940,4672,1446.0,0.3095034246575342
G08077.0,1940,9182,2088.0,0.2274014375952951
G08081.0,1940,1576,454.0,0.2880710659898477
G08085.0,1940,4104,1235.0,0.3009259259259259
G08087.0,1940,4495,1273.0,0.2832035595105673
G08089.0,1940,6480,930.0,0.1435185185185185
G08091.0,1940,630,124.0,0.1968253968253968
G08095.0,1940,1403,562.0,0.4005702066999287
G08097.0,1940,574,135.0,0.235191637630662
G0801030,1940,861,271.0,0.3147502903600465
G0801050,1940,3307,605.0,0.1829452676141518
G0801070,1940,3058,693.0,0.2266187050359712
G0801150,1940,1393,466.0,0.334529791816224
G0801190,1940,2024,104.0,0.0513833992094861
G0801210,1940,2217,1278.0,0.5764546684709067
G0801230,1940,17038,4332.0,0.2542551942716281
G08031.0,1940,97772,326.0,0.0033342879351961
G0905.00,1940,23464,1484.0,0.0632458233890214
G0909.00,1940,128403,1659.0,0.0129202588724562
G1205.00,1940,5487,123.0,0.0224166211044286
G12059.0,1940,3466,1369.0,0.3949798038084247
G12063.0,1940,8204,2983.0,0.363603120429059
G12065.0,1940,2974,1018.0,0.3422999327505043
G12069.0,1940,8121,695.0,0.0855805935229651
G12071.0,1940,5032,229.0,0.0455087440381558
G12073.0,1940,8383,1182.0,0.140999642132888
G12075.0,1940,3401,697.0,0.2049397236107027
G12085.0,1940,2033,100.0,0.0491883915395966
G12087.0,1940,4094,77.0,0.0188080117244748
G12089.0,1940,2666,331.0,0.1241560390097524
G12091.0,1940,3065,701.0,0.2287112561174551
G12095.0,1940,20559,786.0,0.0382314314898584
G12097.0,1940,3226,230.0,0.0712957222566646
G13011.0,1940,1932,1151.0,0.5957556935817805
G13013.0,1940,3297,1298.0,0.3936912344555656
G13069.0,1940,4807,2011.0,0.4183482421468691
G13073.0,1940,2173,1010.0,0.4647952139898757
G13091.0,1940,4785,1858.0,0.3882967607105538
G13093.0,1940,3942,1488.0,0.3774733637747336
G13095.0,1940,7365,578.0,0.078479293957909
G13097.0,1940,2326,990.0,0.4256233877901977
G1301010,1940,769,184.0,0.2392717815344603
G1301050,1940,4720,1684.0,0.3567796610169491
G1301070,1940,5478,2172.0,0.3964950711938664
G1301110,1940,3108,1005.0,0.3233590733590734
G1301150,1940,14009,1763.0,0.1258476693554144
G1301170,1940,2583,1829.0,0.708091366627952
G1301190,1940,3490,1901.0,0.5446991404011461
G1301750,1940,7816,3316.0,0.4242579324462641
G1301770,1940,2009,823.0,0.4096565455450472
G1301790,1940,2032,518.0,0.2549212598425197
G1301810,1940,1506,970.0,0.6440903054448871
G1301930,1940,3845,1166.0,0.3032509752925877
G1301970,1940,1590,759.0,0.4773584905660377
G1301990,1940,5127,1675.0,0.3267017749171055
G1302010,1940,2171,1236.0,0.5693228926761861
G1302070,1940,2502,777.0,0.3105515587529976
G1302090,1940,2082,947.0,0.4548511047070125
G1302130,1940,2381,1129.0,0.4741705165896682
G1302150,1940,19595,405.0,0.0206685378923194
G1302170,1940,4512,1098.0,0.2433510638297872
G1302190,1940,1779,867.0,0.4873524451939292
G1302210,1940,2791,1468.0,0.5259763525618057
G1302230,1940,2864,1492.0,0.520949720670391
G1302250,1940,2607,406.0,0.1557345607978519
G1302270,1940,2074,776.0,0.3741562198649952
G1302290,1940,2589,1248.0,0.4820393974507532
G1302310,1940,2324,995.0,0.4281411359724613
G1302330,1940,6457,1191.0,0.1844509834288369
G1302370,1940,1961,707.0,0.3605303416624171
G1302390,1940,748,278.0,0.3716577540106952
G1302410,1940,1721,708.0,0.4113887274840209
G1302430,1940,3976,1647.0,0.4142354124748491
G1302450,1940,21268,683.0,0.0321139740455143
G1302990,1940,6704,763.0,0.1138126491646778
G1303010,1940,2399,1144.0,0.4768653605669029
G1303050,1940,2990,852.0,0.2849498327759197
G1303090,1940,1827,890.0,0.4871373836891078
G1303110,1940,1396,777.0,0.5565902578796562
G1303130,1940,6128,1294.0,0.2111618798955613
G1303150,1940,2891,1291.0,0.4465582843306814
G1303210,1940,4908,2261.0,0.4606764466177669
G16087.0,1940,2461,775.0,0.3149126371393742
G1703.00,1940,7243,622.0,0.0858760182244926
G1705.00,1940,4355,1288.0,0.295752009184845
G17011.0,1940,10823,2796.0,0.2583387230897163
G17013.0,1940,2154,831.0,0.3857938718662952
G17017.0,1940,4767,927.0,0.1944619257394587
G17019.0,1940,19531,2937.0,0.1503763248169576
G17025.0,1940,5468,1492.0,0.2728602779809802
G17029.0,1940,11273,1801.0,0.1597622638161979
G17035.0,1940,3309,1377.0,0.4161378059836809
G17037.0,1940,9918,2112.0,0.2129461584996975
G17043.0,1940,27698,1065.0,0.0384504296339085
G17045.0,1940,7320,1850.0,0.2527322404371585
G17049.0,1940,5878,1697.0,0.2887036406941136
G17057.0,1940,13295,2650.0,0.1993230537796164
G17059.0,1940,3126,836.0,0.2674344209852847
G17099.0,1940,26501,3523.0,0.1329383796837855
G1701010,1940,5779,1044.0,0.18065409240353
G1701070,1940,7175,1844.0,0.2570034843205575
G1701110,1940,10431,2264.0,0.2170453456044482
G1701130,1940,20977,3555.0,0.1694713257377127
G1701410,1940,8738,2421.0,0.2770656900892653
G1701490,1940,7362,2292.0,0.3113284433577832
G1701550,1940,1521,432.0,0.2840236686390532
G1701590,1940,4983,1294.0,0.2596829219345775
G1701910,1940,6142,2356.0,0.3835884076847932
G1701930,1940,5786,1526.0,0.2637400622191497
G1702030,1940,5277,1690.0,0.3202577221906386
G1805.00,1940,8166,1363.0,0.1669115846191526
G1809.00,1940,3990,712.0,0.1784461152882205
G18015.0,1940,4613,1538.0,0.3334055928896596
G18017.0,1940,10484,1741.0,0.166062571537581
G18021.0,1940,7398,1153.0,0.155852933225196
G18025.0,1940,2745,1046.0,0.3810564663023679
G18035.0,1940,21702,1697.0,0.0781955580130863
G18039.0,1940,20770,2179.0,0.1049109292248435
G18085.0,1940,8694,2588.0,0.2976765585461237
G18087.0,1940,3873,1602.0,0.4136328427575523
G18091.0,1940,16857,1794.0,0.1064246307172094
G18093.0,1940,9660,957.0,0.0990683229813664
G18095.0,1940,25421,1923.0,0.0756461193501435
G1801470,1940,4422,1592.0,0.3600180913613749
G1801490,1940,3535,1117.0,0.315983026874116
G1801550,1940,2443,1285.0,0.5259926320098239
G1801590,1940,4413,1274.0,0.2886924994334919
G1801630,1940,36118,962.0,0.0266349188770142
G1801710,1940,2537,970.0,0.3823413480488766
G1801730,1940,5453,1291.0,0.2367504126169081
G1801750,1940,4673,1827.0,0.3909693986732291
G1801770,1940,16477,1590.0,0.0964981489348789
G1801790,1940,5550,1849.0,0.3331531531531531
G1901.00,1940,3771,1932.0,0.5123309466984884
G1905.00,1940,4502,1899.0,0.4218125277654376
G1907.00,1940,6989,1644.0,0.235226784947775
G19011.0,1940,6446,2345.0,0.3637914986037853
G19059.0,1940,3309,1139.0,0.3442127530976125
G19063.0,1940,3570,1135.0,0.3179271708683473
G19075.0,1940,3713,1734.0,0.4670078103959063
G19077.0,1940,4913,2172.0,0.442092407897415
G19083.0,1940,6359,1948.0,0.3063374744456675
G19085.0,1940,6169,2383.0,0.3862862700599773
G19087.0,1940,4883,1719.0,0.3520376817530207
G19091.0,1940,3565,1344.0,0.3769985974754558
G19099.0,1940,8871,2643.0,0.2979370984105512
G1901010,1940,4660,1564.0,0.3356223175965665
G1901030,1940,9408,2376.0,0.2525510204081632
G1901050,1940,5145,1973.0,0.3834791059280855
G1901510,1940,4210,1887.0,0.4482185273159145
G1901570,1940,5414,2027.0,0.3743997044698928
G20011.0,1940,6383,1800.0,0.2819990600031333
G20013.0,1940,5101,1781.0,0.3491472260341109
G20017.0,1940,1844,670.0,0.3633405639913232
G20019.0,1940,2692,1054.0,0.3915304606240713
G20021.0,1940,8692,1607.0,0.1848826507132996
G20027.0,1940,3976,1569.0,0.3946177062374245
G20029.0,1940,5019,1728.0,0.3442916915720263
G20031.0,1940,3703,1682.0,0.4542263029975695
G20041.0,1940,6677,1987.0,0.2975887374569417
G20049.0,1940,2488,1047.0,0.4208199356913183
G20051.0,1940,3953,1088.0,0.2752339994940551
G20059.0,1940,6148,1799.0,0.2926154847104749
G20061.0,1940,3848,611.0,0.1587837837837837
G20063.0,1940,1136,609.0,0.5360915492957746
G20065.0,1940,1577,820.0,0.5199746353836399
G20067.0,1940,518,228.0,0.4401544401544401
G20069.0,1940,1199,608.0,0.5070892410341952
G20071.0,1940,433,177.0,0.4087759815242494
G20073.0,1940,4782,1473.0,0.308030112923463
G20081.0,1940,547,286.0,0.5228519195612431
G20083.0,1940,900,506.0,0.5622222222222222
G2001510,1940,3467,982.0,0.2832419959619267
G2001530,1940,1721,903.0,0.5246949447995352
G2001590,1940,5000,1293.0,0.2586
G2001610,1940,6090,1277.0,0.209688013136289
G2001630,1940,2368,1027.0,0.4336993243243243
G2001650,1940,2169,971.0,0.4476717381281697
G2001730,1940,42554,2619.0,0.0615453306387178
G2001810,1940,1744,602.0,0.3451834862385321
G2001850,1940,2930,1174.0,0.4006825938566553
G2001870,1940,367,182.0,0.4959128065395095
G2001930,1940,1753,689.0,0.3930405019965773
G2001970,1940,2607,1223.0,0.4691215957038742
G2002010,1940,4605,2256.0,0.4899022801302931
G2002030,1940,563,273.0,0.4849023090586146
G2002050,1940,5254,1613.0,0.3070041872858774
G2002070,1940,2327,898.0,0.385904598195101
G2002090,1940,40618,734.0,0.0180708060465803
G21035.0,1940,5211,2532.0,0.485895221646517
G21039.0,1940,2071,1052.0,0.5079671656204732
G21041.0,1940,2411,902.0,0.3741186229780174
G21045.0,1940,4270,2693.0,0.630679156908665
G21053.0,1940,2294,1242.0,0.5414123801220575
G21055.0,1940,3210,1132.0,0.3526479750778816
G21057.0,1940,2620,1594.0,0.6083969465648855
G21061.0,1940,2628,1145.0,0.4356925418569254
G21065.0,1940,3868,1193.0,0.3084281282316443
G21069.0,1940,3589,1713.0,0.4772917247144051
G21073.0,1940,6050,1236.0,0.204297520661157
G2101170,1940,26350,815.0,0.0309297912713472
G2101210,1940,6516,2264.0,0.3474524248004911
G2101230,1940,2476,1188.0,0.4798061389337641
G2101250,1940,5474,2073.0,0.3786993058092802
G2101330,1940,8104,1115.0,0.1375863770977295
G2101350,1940,3694,1732.0,0.4688684353004873
G2101370,1940,4632,2092.0,0.4516407599309153
G2101410,1940,6123,2885.0,0.4711742609831781
G2101430,1940,1950,722.0,0.3702564102564102
G2101450,1940,13498,1316.0,0.0974959253222699
G2101510,1940,7195,2880.0,0.4002779708130646
G2101530,1940,3446,1821.0,0.528438769587928
G2102130,1940,3127,1448.0,0.4630636392708666
G2102150,1940,1650,978.0,0.5927272727272728
G2102170,1940,3385,1687.0,0.4983751846381093
G2102190,1940,3741,1391.0,0.371825715049452
G2102250,1940,4414,985.0,0.223153602174898
G2102270,1940,9842,2827.0,0.2872383661857346
G2102310,1940,3736,1755.0,0.4697537473233404
G2102350,1940,7305,1462.0,0.2001368925393566
G2102390,1940,2982,919.0,0.3081824279007377
G22025.0,1940,3540,2127.0,0.6008474576271187
G22035.0,1940,5208,2734.0,0.5249615975422427
G22037.0,1940,3262,1845.0,0.5656039239730227
G22055.0,1940,10333,2994.0,0.289751282299429
G22057.0,1940,8660,1050.0,0.1212471131639722
G22077.0,1940,5791,2624.0,0.4531169055430841
G22081.0,1940,3902,2128.0,0.5453613531522297
G22083.0,1940,7123,4445.0,0.6240348167906781
G22085.0,1940,5597,2277.0,0.406825084866893
G22087.0,1940,1784,99.0,0.0554932735426009
G22089.0,1940,2895,264.0,0.0911917098445595
G22095.0,1940,3407,176.0,0.0516583504549457
G2303.00,1940,19934,4652.0,0.233370121400622
G2305.00,1940,38724,1562.0,0.0403367420720999
G2309.00,1940,9536,675.0,0.0707843959731543
G24019.0,1940,14341,2488.0,0.1734885991214002
G24023.0,1940,8541,1519.0,0.1778480271630956
G24027.0,1940,3713,694.0,0.1869108537570697
G24029.0,1940,21772,1048.0,0.0481352195480433
G24033.0,1940,3928,944.0,0.240325865580448
G24035.0,1940,5586,907.0,0.1623702112423917
G24039.0,1940,5373,740.0,0.1377256653638563
G24041.0,1940,17749,1565.0,0.088173981632768
G2509.00,1940,134224,1284.0,0.009566098462272
G25017.0,1940,245110,2404.0,0.0098078413773407
G25021.0,1940,83223,963.0,0.011571320428247
G25027.0,1940,128708,2658.0,0.0206513969605618
G2609.00,1940,2970,999.0,0.3363636363636363
G26011.0,1940,2371,975.0,0.4112188949810206
G26013.0,1940,2396,344.0,0.1435726210350584
G26015.0,1940,6630,2207.0,0.3328808446455505
G26017.0,1940,19370,2377.0,0.1227155394940629
G26019.0,1940,2245,438.0,0.1951002227171492
G26021.0,1940,25545,3870.0,0.1514973576042278
G26023.0,1940,7779,2287.0,0.2939966576680807
G26027.0,1940,6553,1792.0,0.2734625362429421
G26029.0,1940,3538,1017.0,0.2874505370265687
G26039.0,1940,950,68.0,0.071578947368421
G26041.0,1940,8764,829.0,0.094591510725696
G26043.0,1940,7575,284.0,0.0374917491749174
G26067.0,1940,9636,2434.0,0.2525944375259443
G26073.0,1940,6701,2249.0,0.3356215490225339
G26075.0,1940,25402,2192.0,0.0862924179198488
G26077.0,1940,27741,1974.0,0.0711582134746404
G26079.0,1940,1367,588.0,0.4301389904901244
G26081.0,1940,69419,3369.0,0.0485313818983275
G26085.0,1940,1456,438.0,0.3008241758241758
G26091.0,1940,14909,3674.0,0.2464283318800724
G26093.0,1940,5778,1674.0,0.2897196261682243
G26097.0,1940,2385,302.0,0.1266247379454926
G26099.0,1940,27775,2491.0,0.0896849684968496
G2601270,1940,4153,1574.0,0.3790031302672766
G2601290,1940,2275,802.0,0.3525274725274725
G2601310,1940,2946,554.0,0.1880515953835709
G2601330,1940,3596,1401.0,0.3895995550611791
G2601370,1940,1386,456.0,0.329004329004329
G2601390,1940,16180,2912.0,0.1799752781211372
G2601410,1940,2766,985.0,0.3561099060014461
G2601430,1940,1104,101.0,0.0914855072463768
G2601630,1940,521735,1896.0,0.0036340287693944
G2601650,1940,4900,812.0,0.1657142857142857
G2707.00,1940,6672,1721.0,0.2579436450839328
G2709.00,1940,3661,1185.0,0.3236820540835837
G27019.0,1940,4353,1425.0,0.3273604410751206
G27023.0,1940,4282,1396.0,0.3260158804297057
G27027.0,1940,6280,1709.0,0.2721337579617834
G27031.0,1940,792,66.0,0.0833333333333333
G27033.0,1940,4014,1810.0,0.4509217737917289
G27079.0,1940,5187,1937.0,0.3734335839598997
G27083.0,1940,5376,1842.0,0.3426339285714285
G27087.0,1940,1783,723.0,0.4054963544587773
G27099.0,1940,9286,2243.0,0.2415464139564936
G2701010,1940,3451,1853.0,0.5369458128078818
G2701050,1940,5292,2002.0,0.3783068783068783
G2701070,1940,3599,1767.0,0.4909697138093915
G2701130,1940,3166,1101.0,0.3477574226152874
G2701170,1940,3437,1272.0,0.3700901949374454
G2701190,1940,9196,3644.0,0.3962592431491953
G2701670,1940,2438,1087.0,0.4458572600492206
G2701710,1940,7104,3325.0,0.4680461711711711
G2701730,1940,4210,1885.0,0.4477434679334917
G27053.0,1940,162688,2938.0,0.0180591070023603
G2803.00,1940,6767,2365.0,0.3494901728978868
G2807.00,1940,6966,3688.0,0.5294286534596612
G28011.0,1940,18163,10235.0,0.5635082310191047
G28013.0,1940,4945,2747.0,0.555510616784631
G28019.0,1940,3002,1783.0,0.5939373750832778
G28021.0,1940,3404,1644.0,0.4829612220916568
G28025.0,1940,4715,2294.0,0.4865323435843054
G28031.0,1940,3796,2117.0,0.5576923076923077
G28033.0,1940,6691,4858.0,0.7260499178000299
G28039.0,1940,1946,678.0,0.3484069886947585
G28075.0,1940,14946,2376.0,0.1589723002810116
G28079.0,1940,5489,3613.0,0.658225541993077
G28081.0,1940,9676,4255.0,0.4397478296816866
G28085.0,1940,6573,3031.0,0.4611288604898828
G28093.0,1940,5976,4023.0,0.6731927710843374
G28099.0,1940,6310,3979.0,0.6305863708399366
G2801070,1940,8226,5285.0,0.6424750790177486
G2801530,1940,3701,1910.0,0.5160767360172926
G2801570,1940,3809,2030.0,0.5329482803885535
G2801610,1940,4525,2298.0,0.5078453038674033
G2903.00,1940,3902,1817.0,0.4656586365966171
G2905.00,1940,3607,1313.0,0.3640144164125312
G2907.00,1940,6786,1756.0,0.2587680518715001
G2909.00,1940,6289,2269.0,0.3607886786452536
G29011.0,1940,4179,1707.0,0.4084709260588657
G29013.0,1940,5955,2475.0,0.4156171284634761
G29077.0,1940,26800,2651.0,0.0989179104477612
G29079.0,1940,4930,1555.0,0.3154158215010142
G29085.0,1940,1891,1091.0,0.5769434161819144
G29087.0,1940,3670,1381.0,0.3762942779291553
G29089.0,1940,3858,1268.0,0.3286677034733022
G29091.0,1940,5970,2090.0,0.3500837520938023
G29093.0,1940,2537,544.0,0.2144264879779266
G29095.0,1940,144960,2435.0,0.0167977373068432
G2901010,1940,6395,2536.0,0.3965598123534011
G2901050,1940,5059,1980.0,0.3913816959873493
G2901070,1940,8100,2322.0,0.2866666666666667
G2901090,1940,6946,2299.0,0.3309818600633458
G2901110,1940,3648,1403.0,0.384594298245614
G2901130,1940,4402,1643.0,0.3732394366197183
G2901690,1940,2946,1016.0,0.3448744059742023
G2901710,1940,3261,1631.0,0.5001533272002453
G2901730,1940,2970,1312.0,0.4417508417508417
G2901750,1940,7660,1468.0,0.191644908616188
G2901770,1940,5576,1973.0,0.3538378766140602
G2901810,1940,3128,1358.0,0.4341432225063938
G2901890,1940,73786,2482.0,0.0336378174721491
G2901970,1940,2053,993.0,0.4836824159766196
G2901990,1940,2644,1368.0,0.5173978819969742
G2902010,1940,7751,1533.0,0.1977809314927106
G2905100,1940,234043,610.0,0.002606358660588
G30015.0,1940,2124,1182.0,0.556497175141243
G30017.0,1940,3011,430.0,0.1428096977748256
G30019.0,1940,1177,657.0,0.5581988105352591
G30021.0,1940,2290,656.0,0.2864628820960698
G30023.0,1940,4065,82.0,0.0201722017220172
G30025.0,1940,940,429.0,0.4563829787234043
G30027.0,1940,4081,1333.0,0.3266356285224209
G30041.0,1940,3571,1044.0,0.2923550826099131
G30043.0,1940,1238,264.0,0.2132471728594507
G30045.0,1940,1029,495.0,0.4810495626822157
G30047.0,1940,3644,1362.0,0.3737650933040615
G30049.0,1940,6896,398.0,0.0577146171693735
G30053.0,1940,2364,366.0,0.1548223350253807
G30055.0,1940,1004,628.0,0.6254980079681275
G30057.0,1940,2123,563.0,0.2651907677814413
G30059.0,1940,641,194.0,0.3026521060842433
G30063.0,1940,8422,526.0,0.062455473759202
G30069.0,1940,337,147.0,0.4362017804154303
G30073.0,1940,1799,755.0,0.4196775986659255
G30079.0,1940,651,208.0,0.3195084485407066
G30081.0,1940,3743,1221.0,0.3262089233235373
G30085.0,1940,2487,882.0,0.3546441495778046
G30087.0,1940,1752,567.0,0.3236301369863014
G30091.0,1940,2020,958.0,0.4742574257425742
G30097.0,1940,1124,431.0,0.3834519572953737
G3001010,1940,1969,445.0,0.2260030472320975
G3001030,1940,400,185.0,0.4625
G3001090,1940,564,314.0,0.5567375886524822
G3001110,1940,11609,1516.0,0.1305883366353691
G31089.0,1940,4237,2079.0,0.4906773660608921
G31091.0,1940,330,93.0,0.2818181818181818
G31093.0,1940,2321,1231.0,0.5303748384317105
G31095.0,1940,4511,1494.0,0.3311904234094436
G31097.0,1940,2477,1129.0,0.4557932983447719
G31099.0,1940,1957,913.0,0.4665304036791006
G3101050,1940,1057,376.0,0.3557237464522232
G3101090,1940,29094,2587.0,0.0889186773905272
G3101130,1940,458,248.0,0.5414847161572053
G3101150,1940,459,295.0,0.6427015250544662
G3101230,1940,2326,921.0,0.3959587274290628
G3101290,1940,2981,1185.0,0.3975176115397517
G3101310,1940,5398,1852.0,0.3430900333456836
G3101350,1940,1378,747.0,0.5420899854862119
G3101390,1940,2705,1419.0,0.5245841035120148
G3101410,1940,4993,1882.0,0.3769276987782896
G3101430,1940,2487,1305.0,0.5247285886610374
G3101470,1940,5311,1707.0,0.3214083976652231
G3101490,1940,1019,524.0,0.5142296368989205
G3101530,1940,2698,847.0,0.3139362490733877
G3101570,1940,8550,1880.0,0.2198830409356725
G3309.00,1940,12268,1280.0,0.104336485164656
G33015.0,1940,16651,1449.0,0.0870218004924629
G33019.0,1940,6999,616.0,0.0880125732247464
G3407.00,1940,67669,535.0,0.0079061313156689
G3409.00,1940,8792,359.0,0.0408325750682438
G34017.0,1940,173478,356.0,0.0020521334117294
G34021.0,1940,48524,921.0,0.0189802984090347
G34023.0,1940,54240,1054.0,0.0194321533923303
G34035.0,1940,18348,924.0,0.0503597122302158
G34037.0,1940,8109,1009.0,0.1244296460722653
G34039.0,1940,84923,440.0,0.0051811641133732
G34041.0,1940,13937,1234.0,0.0885412929611824
G34031.0,1940,83894,453.0,0.0053996710134216
G35047.0,1940,6357,987.0,0.1552619159981123
G35049.0,1940,7393,650.0,0.087921006357365
G35053.0,1940,2697,692.0,0.2565813867259918
G35055.0,1940,4200,847.0,0.2016666666666666
G3601.00,1940,62627,1711.0,0.0273204847749373
G3603.00,1940,11251,1963.0,0.1744733801439872
G36013.0,1940,36155,4049.0,0.1119900428709722
G36017.0,1940,10400,2395.0,0.2302884615384615
G36029.0,1940,208796,4322.0,0.0206996302611161
G36063.0,1940,42056,2737.0,0.0650798934753661
G36079.0,1940,4436,230.0,0.0518485121731289
G36081.0,1940,362139,827.0,0.0022836535142583
G36083.0,1940,34584,1854.0,0.0536086051353226
G36099.0,1940,6398,1022.0,0.1597374179431072
G3601030,1940,48060,2006.0,0.04173949230129
G3601070,1940,7967,1510.0,0.1895318187523534
G3601090,1940,12380,1263.0,0.1020193861066235
G36055.0,1940,121393,3028.0,0.024943777647805
G36067.0,1940,80795,3188.0,0.0394578872454978
G37025.0,1940,13156,1265.0,0.0961538461538461
G37033.0,1940,3910,2621.0,0.6703324808184143
G37041.0,1940,2540,786.0,0.3094488188976378
G37047.0,1940,9788,4909.0,0.501532488761749
G37051.0,1940,12551,2538.0,0.2022149629511592
G37057.0,1940,12024,2437.0,0.2026779773785761
G37079.0,1940,3559,2363.0,0.6639505479067154
G37083.0,1940,11536,3336.0,0.2891816920943134
G37085.0,1940,9230,3984.0,0.4316359696641387
G37091.0,1940,4023,1829.0,0.4546358438975889
G37095.0,1940,1736,806.0,0.4642857142857143
G37097.0,1940,11557,3129.0,0.2707450030284676
G37099.0,1940,4041,1480.0,0.3662459787181391
G3701010,1940,13809,7346.0,0.5319719023825041
G3701290,1940,12091,223.0,0.0184434703498469
G3701330,1940,3775,2119.0,0.5613245033112583
G3701390,1940,4903,707.0,0.1441974301448093
G3701410,1940,3752,1721.0,0.4586886993603412
G3701470,1940,12758,5178.0,0.4058629879291425
G3701530,1940,8092,1226.0,0.1515076618882847
G3701870,1940,2601,814.0,0.312956555171088
G3701890,1940,3852,1920.0,0.4984423676012461
G3701910,1940,11992,4155.0,0.3464809873248832
G3701930,1940,9039,3229.0,0.3572297820555371
G3701950,1940,11078,3949.0,0.3564722874165011
G3701990,1940,3587,1781.0,0.4965151937552272
G3801.00,1940,1161,614.0,0.52885443583118
G3803.00,1940,4511,1694.0,0.375526490800266
G3805.00,1940,2894,1272.0,0.4395300621976503
G3807.00,1940,564,378.0,0.6702127659574468
G38013.0,1940,1997,892.0,0.4466700050075112
G38015.0,1940,5845,1083.0,0.1852865697177074
G38017.0,1940,13249,2207.0,0.1665786097063929
G38025.0,1940,1822,1133.0,0.6218441273326015
G38031.0,1940,1394,581.0,0.4167862266857963
G38033.0,1940,905,417.0,0.4607734806629834
G38041.0,1940,1627,867.0,0.5328826060233559
G38043.0,1940,1525,831.0,0.5449180327868852
G38045.0,1940,2393,1098.0,0.4588382783117425
G39011.0,1940,7927,1993.0,0.2514192002018418
G39013.0,1940,25093,2055.0,0.0818953493006017
G39015.0,1940,6263,2517.0,0.4018840811112885
G39023.0,1940,26634,1441.0,0.0541037771269805
G39035.0,1940,336628,1351.0,0.004013332224295
G39037.0,1940,11179,3863.0,0.3455586367295822
G39039.0,1940,6892,1719.0,0.2494196169471851
G39047.0,1940,6100,1276.0,0.2091803278688524
G39049.0,1940,105928,2187.0,0.0206460992372177
G39053.0,1940,6062,1824.0,0.3008907951171231
G39055.0,1940,5208,1526.0,0.293010752688172
G39057.0,1940,9795,1656.0,0.1690658499234303
G39059.0,1940,11105,1743.0,0.1569563259792886
G39061.0,1940,181761,1769.0,0.0097325608904
G39085.0,1940,13848,829.0,0.0598642403235124
G39087.0,1940,11459,1307.0,0.1140588183960206
G39091.0,1940,8819,1908.0,0.2163510602109082
G3901010,1940,12800,1482.0,0.11578125
G3901330,1940,12844,2112.0,0.1644347555278729
G3901350,1940,6791,2051.0,0.3020173759387424
G3901450,1940,21604,1311.0,0.060683206813553
G3901470,1940,13171,2297.0,0.1743982992939032
G3901490,1940,7025,1859.0,0.2646263345195729
G3901510,1940,62162,2469.0,0.0397187992664328
G3901730,1940,14617,2831.0,0.1936785934186221
G3901750,1940,5445,1651.0,0.3032139577594123
G3901130,1940,82135,2462.0,0.0299750410908869
G40021.0,1940,4965,2160.0,0.4350453172205438
G40023.0,1940,7012,2588.0,0.3690815744438106
