gisjoin,year,n_heads,n_farmers,share_farmers_fc
G28049.0,1900,10691,6226.0,0.5823589935459732
G28051.0,1900,7496,5326.0,0.71051227321238
G28075.0,1900,7746,3228.0,0.4167312161115414
G28079.0,1900,3240,2495.0,0.7700617283950617
G28081.0,1900,4284,3177.0,0.7415966386554622
G28059.0,1900,3442,399.0,0.1159209761766414
G28063.0,1900,4604,3263.0,0.7087315377932233
G2807.00,1900,4967,3914.0,0.7880008053150795
G2803.00,1900,2854,1752.0,0.613875262789068
G28085.0,1900,4037,2312.0,0.5727025018578152
G2801490,1900,9752,3944.0,0.4044298605414274
G2801530,1900,2337,1511.0,0.6465554129225503
G2801570,1900,4494,2991.0,0.6655540720961282
G2801610,1900,3905,2472.0,0.6330345710627401
G2902130,1900,2017,1530.0,0.7585523054040655
G2902150,1900,4332,3392.0,0.7830101569713758
G2903.00,1900,3774,2359.0,0.6250662427133016
G2905.00,1900,3374,1873.0,0.555127445168939
G2907.00,1900,4648,2554.0,0.5494836488812392
G2909.00,1900,5208,3400.0,0.65284178187404
G29011.0,1900,4048,2297.0,0.5674407114624506
G29013.0,1900,6687,3647.0,0.5453865709585763
G29065.0,1900,2517,1657.0,0.6583234008740564
G29071.0,1900,6088,3516.0,0.5775295663600526
G29077.0,1900,11246,3948.0,0.3510581540103147
G29079.0,1900,4107,2056.0,0.500608716824933
G29085.0,1900,2031,1585.0,0.7804037419990153
G29087.0,1900,3721,2068.0,0.555764579414136
G29089.0,1900,3868,1846.0,0.4772492244053775
G29093.0,1900,1691,793.0,0.4689532820816085
G29091.0,1900,4417,2762.0,0.6253112972605841
G29095.0,1900,41873,3597.0,0.0859026102739235
G2901350,1900,3344,1930.0,0.5771531100478469
G2901390,1900,3584,2083.0,0.5811941964285714
G2901470,1900,7135,4090.0,0.5732305536089699
G2901490,1900,2718,1803.0,0.6633554083885209
G2901530,1900,2250,1802.0,0.8008888888888889
G2901570,1900,2895,1728.0,0.5968911917098445
G2901630,1900,5876,2693.0,0.4583049693669163
G2901690,1900,2038,1456.0,0.7144259077526988
G2901670,1900,4829,3459.0,0.7162973700559122
G2901710,1900,3469,2303.0,0.6638800807149035
G2901730,1900,2692,1704.0,0.6329866270430906
G2901750,1900,5575,2080.0,0.3730941704035874
G2901770,1900,5278,3085.0,0.5845017051913604
G2901810,1900,2597,1636.0,0.6299576434347324
G2901890,1900,9581,3513.0,0.3666631875587099
G2905100,1900,121165,1171.0,0.0096645070771262
G2901970,1900,2340,1505.0,0.6431623931623932
G2901990,1900,3012,1933.0,0.6417662682602921
G2902010,1900,2572,1261.0,0.4902799377916018
G2902050,1900,3665,2280.0,0.6221009549795361
G2902250,1900,3328,2319.0,0.6968149038461539
G2902270,1900,2080,1438.0,0.6913461538461538
G2902290,1900,3448,2466.0,0.7151972157772621
G3001.00,1900,1463,438.0,0.2993848257006152
G30015.0,1900,2157,711.0,0.3296244784422809
G30017.0,1900,2691,1155.0,0.4292084726867335
G30021.0,1900,599,223.0,0.3722871452420701
G30023.0,1900,3757,517.0,0.1376097950492414
G30027.0,1900,1573,558.0,0.3547361729179911
G30043.0,1900,1317,234.0,0.1776765375854214
G30049.0,1900,4351,477.0,0.109629970121811
G30057.0,1900,2027,595.0,0.2935372471632955
G30059.0,1900,842,160.0,0.1900237529691211
G30063.0,1900,3088,682.0,0.2208549222797927
G3101050,1900,184,95.0,0.5163043478260869
G3101090,1900,12536,3100.0,0.2472878111040204
G3101130,1900,210,164.0,0.780952380952381
G3101150,1900,280,234.0,0.8357142857142857
G3101290,1900,2594,1511.0,0.5824980724749421
G3101.00,1900,3977,1723.0,0.4332411365350767
G3107.00,1900,259,201.0,0.7760617760617761
G31011.0,1900,2417,1511.0,0.6251551510136533
G31015.0,1900,1579,1229.0,0.7783407219759342
G31017.0,1900,780,429.0,0.55
G31021.0,1900,2610,1428.0,0.5471264367816092
G31023.0,1900,3280,1916.0,0.5841463414634146
G31033.0,1900,1085,620.0,0.5714285714285714
G31037.0,1900,2274,1316.0,0.5787159190853123
G31043.0,1900,1254,669.0,0.5334928229665071
G3101310,1900,4670,2070.0,0.443254817987152
G3101350,1900,394,294.0,0.7461928934010152
G3101390,1900,1596,1047.0,0.6560150375939849
G3101410,1900,3366,1933.0,0.5742721330956625
G3101430,1900,2166,1464.0,0.6759002770083102
G3101470,1900,4158,2178.0,0.5238095238095238
G3101490,1900,614,437.0,0.7117263843648208
G33015.0,1900,12565,3173.0,0.2525268603263032
G33019.0,1900,4585,1453.0,0.3169029443838604
G34017.0,1900,82943,578.0,0.0069686411149825
G34021.0,1900,19800,1390.0,0.0702020202020202
G34023.0,1900,16091,1453.0,0.0902989248648312
G34029.0,1900,4803,782.0,0.1628149073495731
G3407.00,1900,24210,980.0,0.040479140850888
G3409.00,1900,3217,538.0,0.1672365557973267
G3501.00,1900,6948,900.0,0.1295336787564766
G3505.00,1900,1145,290.0,0.2532751091703056
G3507.00,1900,2403,348.0,0.1448189762796504
G35015.0,1900,741,270.0,0.3643724696356275
G35035.0,1900,1108,290.0,0.2617328519855595
G35047.0,1900,5258,587.0,0.1116394066184861
G35049.0,1900,3433,599.0,0.1744829595106321
G35053.0,1900,3005,896.0,0.2981697171381031
G35055.0,1900,2513,648.0,0.2578591325109431
G3601.00,1900,36988,2399.0,0.064858873148048
G3603.00,1900,10764,4254.0,0.39520624303233
G3607.00,1900,17068,3940.0,0.2308413405202718
G3609.00,1900,15705,5364.0,0.3415472779369627
G36029.0,1900,90747,7124.0,0.0785039725831157
G36053.0,1900,10804,3821.0,0.3536653091447612
G36055.0,1900,46903,5428.0,0.1157282050188687
G36057.0,1900,11120,2249.0,0.2022482014388489
G36063.0,1900,16775,3928.0,0.2341579731743666
G36075.0,1900,17945,6135.0,0.3418779604346614
G36079.0,1900,3265,952.0,0.2915773353751914
G36081.0,1900,31802,1161.0,0.0365071379158543
G36083.0,1900,27953,3272.0,0.117053625728902
G3601070,1900,7677,2859.0,0.3724110980851895
G3601090,1900,8995,2840.0,0.3157309616453585
G3601130,1900,6983,1773.0,0.2539023342402978
G3601170,1900,12736,4897.0,0.3845006281407035
G37057.0,1900,4772,3113.0,0.652347024308466
G37063.0,1900,5071,1401.0,0.2762768684677578
G37065.0,1900,5480,2210.0,0.4032846715328467
G37067.0,1900,7285,2218.0,0.3044612216884008
G37079.0,1900,2368,1708.0,0.7212837837837838
G37083.0,1900,6207,3267.0,0.526341227646206
G37085.0,1900,2931,2108.0,0.719208461276015
G37091.0,1900,2603,1571.0,0.6035343834037649
G37095.0,1900,1794,930.0,0.5183946488294314
G37099.0,1900,2208,1622.0,0.7346014492753623
G37097.0,1900,5624,3140.0,0.5583214793741109
G3701010,1900,6281,4025.0,0.6408215252348353
G3701030,1900,1571,1100.0,0.7001909611712285
G3701110,1900,2397,1668.0,0.6958698372966208
G3701130,1900,2202,1540.0,0.6993642143505904
G3701630,1900,4867,3330.0,0.6841997123484693
G3701950,1900,4791,2497.0,0.5211855562513046
G3701990,1900,2135,1841.0,0.8622950819672132
G3701930,1900,5194,3928.0,0.7562572198690797
G3701890,1900,2514,1926.0,0.766109785202864
G3701910,1900,6261,3121.0,0.4984826704999201
G3701870,1900,2154,901.0,0.4182915506035283
G3701710,1900,5017,3210.0,0.639824596372334
G3701750,1900,1287,886.0,0.6884226884226884
G3701770,1900,999,590.0,0.5905905905905906
G3701690,1900,3691,2928.0,0.7932809536710919
G3701730,1900,1503,1093.0,0.7272122421823021
G3803.00,1900,2374,1449.0,0.6103622577927549
G3805.00,1900,1890,1333.0,0.7052910052910053
G3807.00,1900,207,127.0,0.6135265700483091
G38015.0,1900,1184,536.0,0.4527027027027027
G38017.0,1900,4975,2016.0,0.4052261306532663
G38031.0,1900,800,491.0,0.61375
G39015.0,1900,6511,3489.0,0.535862386730149
G39023.0,1900,13369,2146.0,0.1605206073752711
G39025.0,1900,7750,3525.0,0.4548387096774193
G39027.0,1900,5909,2366.0,0.4004061600947707
G39035.0,1900,92975,3718.0,0.0399892444205431
G39049.0,1900,35761,3445.0,0.0963339951343642
G39053.0,1900,5946,2905.0,0.4885637403296333
G39055.0,1900,3720,2148.0,0.5774193548387097
G39057.0,1900,7445,2404.0,0.3229012760241773
G39059.0,1900,7786,2796.0,0.3591060878499871
G39061.0,1900,90541,4010.0,0.0442893274869948
G39081.0,1900,9499,1821.0,0.1917043899357827
G39085.0,1900,5139,1726.0,0.3358630083673866
G39087.0,1900,8005,2663.0,0.3326670830730793
G39091.0,1900,7287,2747.0,0.3769726910937285
G3901010,1900,6649,2083.0,0.3132801925101519
G3901290,1900,6105,2165.0,0.3546273546273546
G3901310,1900,3823,2099.0,0.5490452524195658
G3901330,1900,7483,3078.0,0.4113323533342242
G3901350,1900,6007,2783.0,0.4632928250374563
G3901450,1900,8658,2469.0,0.2851697851697852
G3901470,1900,9805,3069.0,0.3130035696073432
G3901490,1900,5661,2489.0,0.4396749690867338
G3901510,1900,21540,3776.0,0.1753017641597029
G40083.0,1900,5661,2811.0,0.4965553789083201
G4001490,1900,3083,2595.0,0.8417126175802789
G4001510,1900,8074,6763.0,0.8376269507059698
G4009230,1900,905,109.0,0.1204419889502762
G40031.0,1900,137,2.0,0.0145985401459854
G4107.00,1900,2671,371.0,0.1388992886559341
G4109.00,1900,1433,674.0,0.4703419399860433
G41013.0,1900,905,501.0,0.5535911602209945
G41065.0,1900,2970,1229.0,0.4138047138047138
G41015.0,1900,436,245.0,0.5619266055045872
G41029.0,1900,3300,1181.0,0.3578787878787878
G41033.0,1900,1781,507.0,0.2846715328467153
G41045.0,1900,1002,522.0,0.5209580838323353
G4203.00,1900,149272,4730.0,0.0316871214963288
G42017.0,1900,16237,5074.0,0.3124961507667672
G42019.0,1900,12008,4167.0,0.347018654230513
G42025.0,1900,8737,790.0,0.0904200526496509
G42027.0,1900,8991,2094.0,0.2328995662328995
G42029.0,1900,20468,5124.0,0.2503419972640219
G42031.0,1900,7205,2687.0,0.3729354614850798
G42033.0,1900,15672,2771.0,0.1768121490556406
G42051.0,1900,20534,2932.0,0.1427875718320833
G42053.0,1900,2174,425.0,0.1954921803127874
G42057.0,1900,2150,1240.0,0.5767441860465117
G42055.0,1900,12086,3317.0,0.274449776601026
G42063.0,1900,9072,3801.0,0.4189814814814814
G42067.0,1900,3478,1372.0,0.3944795859689476
G42081.0,1900,16638,3207.0,0.1927515326361341
G42091.0,1900,28128,4614.0,0.1640358361774744
G4201010,1900,258318,2387.0,0.0092405484712641
G4201030,1900,1978,730.0,0.3690596562184024
G4201050,1900,6649,2180.0,0.3278688524590163
G4201070,1900,33808,2448.0,0.0724088973024136
G4201110,1900,9554,3116.0,0.3261461168097132
G4201130,1900,2362,865.0,0.3662150719729043
G4401.00,1900,2874,206.0,0.0716771050800278
G4403.00,1900,6499,639.0,0.0983228188952146
G4405.00,1900,7086,741.0,0.1045723962743437
G4409.00,1900,5844,942.0,0.1611909650924024
G4503.00,1900,8367,3560.0,0.4254810565316123
G45039.0,1900,5823,3158.0,0.5423321312038468
G45041.0,1900,5552,2942.0,0.5298991354466859
G45045.0,1900,10358,5430.0,0.5242324773122224
G45047.0,1900,5642,3232.0,0.5728465083303793
G45051.0,1900,4205,2814.0,0.6692033293697979
G45057.0,1900,4741,2786.0,0.5876397384518034
G45059.0,1900,7292,4255.0,0.5835161821173889
G45063.0,1900,5371,3100.0,0.5771737106684044
G45067.0,1900,6920,3322.0,0.4800578034682081
G46081.0,1900,4005,459.0,0.1146067415730337
G46091.0,1900,1254,879.0,0.7009569377990431
G46099.0,1900,4616,1596.0,0.3457538994800693
G4601090,1900,2794,1948.0,0.6972083035075161
G4601150,1900,2046,1173.0,0.5733137829912024
G4601170,1900,345,136.0,0.3942028985507246
G4601190,1900,403,323.0,0.8014888337468983
G4601250,1900,2531,1526.0,0.6029237455551165
G4609070,1900,438,158.0,0.3607305936073059
G4609050,1900,1416,406.0,0.2867231638418079
G4701010,1900,896,435.0,0.4854910714285714
G4701050,1900,2102,980.0,0.4662226450999048
G4701110,1900,2584,1922.0,0.7438080495356038
G4701150,1900,3449,967.0,0.2803711220643665
G4701170,1900,3683,1972.0,0.5354330708661418
G4701190,1900,8763,3066.0,0.3498801780212256
G4701210,1900,1447,898.0,0.6205943331029716
G4701270,1900,1168,802.0,0.6866438356164384
G4701310,1900,5834,2889.0,0.4952005485087418
G4701750,1900,619,434.0,0.7011308562197092
G4701770,1900,3270,2027.0,0.6198776758409786
G4701790,1900,4485,1987.0,0.4430323299888517
G4701810,1900,2467,1523.0,0.6173490068909607
G4701870,1900,5195,2852.0,0.5489894128970164
G4701890,1900,5517,3385.0,0.6135580931665761
G4701.00,1900,3455,1300.0,0.3762662807525325
G4703.00,1900,4791,2557.0,0.5337090377791692
G4709.00,1900,3737,1933.0,0.5172598340915172
G47019.0,1900,3238,1774.0,0.5478690549722051
G47017.0,1900,4885,3401.0,0.6962128966223132
G47027.0,1900,1599,1127.0,0.7048155096935584
G47029.0,1900,3654,2321.0,0.6351943076081007
G47033.0,1900,3063,2317.0,0.7564479268690826
G47035.0,1900,1592,941.0,0.5910804020100503
G47081.0,1900,3142,1806.0,0.5747931253978358
G47087.0,1900,3877,2722.0,0.7020892442610266
G47095.0,1900,1488,596.0,0.4005376344086021
G48021.0,1900,4868,3210.0,0.6594083812654067
G48023.0,1900,581,289.0,0.4974182444061962
G48029.0,1900,14017,2341.0,0.1670114860526503
G48025.0,1900,1570,620.0,0.3949044585987261
G48031.0,1900,832,648.0,0.7788461538461539
G48033.0,1900,155,115.0,0.7419354838709677
G4803050,1900,3,0.0,0.0
G48041.0,1900,3853,2432.0,0.6311964702828965
G48043.0,1900,584,90.0,0.1541095890410959
G48051.0,1900,3687,2234.0,0.6059126661242202
G4801230,1900,3965,2019.0,0.5092055485498108
G4801250,1900,214,159.0,0.7429906542056075
G4801270,1900,199,71.0,0.3567839195979899
G4801310,1900,1578,322.0,0.2040557667934093
G4801330,1900,3377,2367.0,0.7009179745336097
G4801370,1900,555,353.0,0.6360360360360361
G4801390,1900,9412,5323.0,0.5655546111347216
G4801410,1900,5431,296.0,0.0545019333456085
G4801430,1900,5539,3599.0,0.649756273695613
G4801470,1900,10011,6623.0,0.6615722705024473
G4801510,1900,659,481.0,0.7298937784522003
G4801530,1900,400,269.0,0.6725
G4801550,1900,288,203.0,0.7048611111111112
G4801570,1900,3447,2148.0,0.6231505657093125
G4801590,1900,1614,1270.0,0.7868649318463445
G4801630,1900,797,380.0,0.4767879548306148
G4805010,1900,7,7.0,1.0
G4801710,1900,1555,1095.0,0.7041800643086816
G4801730,1900,61,48.0,0.7868852459016393
G4801770,1900,5113,3377.0,0.6604733033444162
G4801810,1900,12791,5136.0,0.4015323274177156
G4802570,1900,6028,3449.0,0.5721632382216324
G4802590,1900,799,486.0,0.6082603254067585
G4802630,1900,165,125.0,0.7575757575757576
G4802650,1900,940,470.0,0.5
G4802710,1900,479,85.0,0.1774530271398747
G4802750,1900,420,310.0,0.7380952380952381
G4802850,1900,5106,3174.0,0.6216216216216216
G4802890,1900,3389,2592.0,0.7648273827087636
G4802950,1900,164,103.0,0.6280487804878049
G4802970,1900,439,227.0,0.5170842824601367
G4804950,1900,10,9.0,0.9
G4803070,1900,723,498.0,0.6887966804979253
G4803090,1900,11489,4867.0,0.4236225955261554
G4803230,1900,846,37.0,0.0437352245862884
G4803270,1900,369,188.0,0.5094850948509485
G4803310,1900,7410,4965.0,0.6700404858299596
G4803110,1900,194,66.0,0.3402061855670103
G4803150,1900,2138,1046.0,0.4892422825070159
G4803350,1900,595,208.0,0.3495798319327731
G4803370,1900,4725,3152.0,0.6670899470899471
G4803390,1900,3394,1906.0,0.5615792575132587
G4803430,1900,1516,1046.0,0.6899736147757256
G4803490,1900,8173,4655.0,0.5695583017251927
G4803510,1900,1347,882.0,0.6547884187082406
G4803550,1900,2156,348.0,0.1614100185528757
G4803570,1900,74,62.0,0.8378378378378378
G4803590,1900,80,22.0,0.275
G4804630,1900,897,276.0,0.3076923076923077
G4804650,1900,1271,138.0,0.1085759244689221
G4804550,1900,2163,1114.0,0.5150254276467868
G4804570,1900,2138,1121.0,0.5243217960710945
G4804530,1900,8933,2942.0,0.3293406470390686
G4804790,1900,4734,370.0,0.0781580059146599
G4804810,1900,3303,1919.0,0.5809869815319406
G4804830,1900,135,101.0,0.7481481481481481
G4804910,1900,7000,4016.0,0.5737142857142857
G4804970,1900,5149,3638.0,0.706544960186444
G4804990,1900,4031,2829.0,0.7018109650210865
G4805070,1900,159,69.0,0.4339622641509434
G4901.00,1900,757,246.0,0.3249669749009247
G4905.00,1900,3615,1517.0,0.419640387275242
G49011.0,1900,1536,869.0,0.5657552083333334
G49015.0,1900,832,452.0,0.5432692307692307
G49025.0,1900,337,161.0,0.4777448071216617
G49027.0,1900,1095,529.0,0.4831050228310502
G49029.0,1900,412,225.0,0.5461165048543689
G49033.0,1900,368,246.0,0.6684782608695652
G49039.0,1900,3320,1343.0,0.4045180722891566
G49041.0,1900,1596,704.0,0.4411027568922305
G49043.0,1900,1762,483.0,0.2741203178206583
G49045.0,1900,1587,375.0,0.2362948960302457
G5103.00,1900,5377,2186.0,0.4065464013390366
G51013.0,1900,1225,189.0,0.1542857142857142
G5105.00,1900,2724,492.0,0.1806167400881057
G5101.00,1900,6743,2615.0,0.387809580305502
G51019.0,1900,5670,3660.0,0.6455026455026455
G51021.0,1900,996,622.0,0.6244979919678715
G51029.0,1900,2923,1562.0,0.5343824837495723
G51033.0,1900,3100,2140.0,0.6903225806451613
G51031.0,1900,4398,1868.0,0.4247385175079581
G51035.0,1900,3620,2804.0,0.7745856353591161
G51036.0,1900,970,395.0,0.4072164948453608
G51037.0,1900,2934,1662.0,0.5664621676891616
G51043.0,1900,1536,483.0,0.314453125
G51045.0,1900,795,443.0,0.5572327044025157
G51047.0,1900,2706,1043.0,0.385439763488544
G51049.0,1900,1691,1218.0,0.7202838557066824
G51051.0,1900,1370,1179.0,0.8605839416058394
G51061.0,1900,4241,1862.0,0.4390473944824334
G51065.0,1900,1733,1105.0,0.6376226197345644
G51057.0,1900,1896,1465.0,0.7726793248945147
G51067.0,1900,4697,3457.0,0.736001703214818
G51071.0,1900,1922,995.0,0.5176899063475546
G51075.0,1900,1673,1119.0,0.6688583383144052
G51083.0,1900,7180,3711.0,0.5168523676880222
G5101070,1900,4182,1556.0,0.3720707795313247
G51093.0,1900,2519,1368.0,0.5430726478761413
G51097.0,1900,1779,1373.0,0.7717818999437887
G5101030,1900,1695,688.0,0.4058997050147492
G5101610,1900,3060,1022.0,0.3339869281045751
G5101630,1900,4184,1524.0,0.3642447418738049
G5101670,1900,3290,2140.0,0.6504559270516718
G5101770,1900,1813,1431.0,0.7892995035852178
G5101810,1900,1802,934.0,0.5183129855715871
G5101850,1900,4346,1792.0,0.4123331799355729
G5101870,1900,2813,719.0,0.2555990046214006
G5101930,1900,1869,824.0,0.4408774745853397
G5105100,1900,3135,37.0,0.0118022328548644
G5105200,1900,830,17.0,0.0204819277108433
G5106300,1900,1066,29.0,0.0272045028142589
G53047.0,1900,1362,622.0,0.4566813509544787
G53049.0,1900,1360,294.0,0.2161764705882353
G53057.0,1900,3086,845.0,0.2738172391445236
G53059.0,1900,393,197.0,0.5012722646310432
G53067.0,1900,2265,667.0,0.2944812362030905
G53069.0,1900,555,160.0,0.2882882882882883
G53071.0,1900,5154,1055.0,0.2046953822273962
G53077.0,1900,2991,1353.0,0.4523570712136409
G53019.0,1900,1272,161.0,0.1265723270440251
G5405.00,1900,1400,1162.0,0.83
G5407.00,1900,3355,2281.0,0.6798807749627421
G54011.0,1900,5926,1753.0,0.2958150523118461
G54013.0,1900,1831,1486.0,0.8115783724740578
G54015.0,1900,1459,920.0,0.630568882796436
G54017.0,1900,2563,1653.0,0.6449473273507609
G54019.0,1900,6277,1022.0,0.1628166321491158
G54023.0,1900,1377,726.0,0.5272331154684096
G54025.0,1900,3741,2061.0,0.5509222133119487
G54083.0,1900,3167,1509.0,0.4764761604041679
G54085.0,1900,3631,2062.0,0.5678876342605342
G5401030,1900,4174,2191.0,0.5249161475802587
G5401070,1900,7223,2328.0,0.3223037519036411
G5401010,1900,1557,954.0,0.6127167630057804
G5401090,1900,1434,1121.0,0.7817294281729428
G55047.0,1900,3414,1537.0,0.4502050380785003
G55051.0,1900,1048,61.0,0.058206106870229
G55055.0,1900,7676,3183.0,0.4146690984887962
G55059.0,1900,4375,1175.0,0.2685714285714285
G55061.0,1900,3191,1948.0,0.6104669382638671
G55063.0,1900,8779,1797.0,0.204693017427953
G55065.0,1900,4404,2168.0,0.4922797456857402
G55013.0,1900,1537,1074.0,0.6987638256343527
G55015.0,1900,3363,1890.0,0.5619982158786797
G55017.0,1900,6341,2721.0,0.4291121274246964
G55023.0,1900,3448,1889.0,0.5478538283062645
G55025.0,1900,14048,5720.0,0.4071753986332574
G55027.0,1900,9928,4515.0,0.4547743755036261
G55029.0,1900,3261,1809.0,0.5547378104875805
G55031.0,1900,6317,291.0,0.0460661706506253
G55039.0,1900,10144,4017.0,0.3959976340694006
G5501190,1900,2086,1106.0,0.5302013422818792
G5501210,1900,4502,2901.0,0.6443802754331408
G5501230,1900,5886,3818.0,0.6486578321440707
G5501270,1900,6986,2440.0,0.3492699685084454
G5501310,1900,4609,2650.0,0.5749620308092862
G5501330,1900,7635,3205.0,0.4197773411918795
G5501350,1900,6455,3284.0,0.5087529047250193
G5501410,1900,4961,2074.0,0.4180608748236242
G5603.00,1900,1172,717.0,0.6117747440273038
G56025.0,1900,485,120.0,0.2474226804123711
G56037.0,1900,1275,108.0,0.0847058823529411
G0101.00,1910,4362,2378.0,0.5451627693718478
G0103.00,1910,3951,1536.0,0.3887623386484434
G0107.00,1910,4597,1798.0,0.3911246465085926
G01047.0,1910,12939,7212.0,0.5573846510549502
G01049.0,1910,5532,4429.0,0.8006146059291396
G01051.0,1910,6238,3700.0,0.5931388265469701
G01053.0,1910,3887,1141.0,0.2935425778235143
G01055.0,1910,7853,2813.0,0.3582070546288042
G01063.0,1910,5335,3822.0,0.7164011246485473
G01067.0,1910,4175,3143.0,0.7528143712574851
G01069.0,1910,6549,3942.0,0.6019239578561613
G01073.0,1910,51728,3492.0,0.0675069594803588
G01097.0,1910,18217,1112.0,0.0610418839545479
G0101010,1910,19413,5657.0,0.2914026683150466
G0101030,1910,7230,3353.0,0.463762102351314
G0101050,1910,6891,4478.0,0.6498331156581048
G0101090,1910,6465,3831.0,0.5925754060324826
G0101130,1910,5483,2858.0,0.5212474922487689
G0101170,1910,5463,2577.0,0.471718835804503
G0101190,1910,6120,4297.0,0.7021241830065359
G0101210,1910,7444,4160.0,0.5588393336915637
G0101230,1910,6175,4327.0,0.7007287449392713
G0101250,1910,9762,4168.0,0.4269616881786519
G0101270,1910,7894,2460.0,0.3116290853813022
G05027.0,1910,4512,3079.0,0.6824024822695035
G05033.0,1910,4990,3019.0,0.6050100200400802
G05037.0,1910,2960,1771.0,0.5983108108108108
G05039.0,1910,2383,1293.0,0.5425933697020562
G05049.0,1910,2448,1864.0,0.761437908496732
G05053.0,1910,1822,1305.0,0.7162458836443468
G05059.0,1910,3026,1801.0,0.5951751487111698
G05057.0,1910,5545,3716.0,0.6701532912533814
G05061.0,1910,3333,2346.0,0.7038703870387039
G05065.0,1910,2899,2236.0,0.7713004484304933
G05073.0,1910,2815,1355.0,0.4813499111900532
G05071.0,1910,3946,2468.0,0.6254434870755196
G0501190,1910,18729,4370.0,0.233327994019969
G0501430,1910,7303,4193.0,0.5741476105709982
G0501250,1910,3458,2190.0,0.633314054366686
G0501270,1910,2884,2109.0,0.7312760055478502
G0501370,1910,1723,1372.0,0.796285548461985
G0601.00,1910,57785,2293.0,0.0396815782642554
G06037.0,1910,123579,7314.0,0.0591848129536571
G06039.0,1910,1596,438.0,0.2744360902255639
G06043.0,1910,1044,287.0,0.2749042145593869
G06049.0,1910,1412,664.0,0.4702549575070821
G06041.0,1910,5000,422.0,0.0844
G06047.0,1910,3099,1626.0,0.5246853823814134
G06053.0,1910,5799,1561.0,0.2691843421279531
G06057.0,1910,3837,410.0,0.106854313265572
G06059.0,1910,8674,2659.0,0.3065483052801476
G06063.0,1910,1307,189.0,0.1446059678653404
G06077.0,1910,10958,2764.0,0.25223580945428
G06083.0,1910,6957,1138.0,0.1635762541325283
G06087.0,1910,6742,1339.0,0.1986057549688519
G0601010,1910,1431,785.0,0.5485674353598882
G06095.0,1910,5956,1002.0,0.1682337139019476
G06099.0,1910,5289,2365.0,0.4471544715447154
G08031.0,1910,48774,459.0,0.0094107516299667
G08041.0,1910,10668,1283.0,0.1202662167229096
G08043.0,1910,4131,791.0,0.1914790607601065
G08045.0,1910,2380,842.0,0.353781512605042
G08047.0,1910,1099,40.0,0.0363967242948134
G08049.0,1910,493,234.0,0.4746450304259635
G08051.0,1910,1480,236.0,0.1594594594594594
G08059.0,1910,3237,991.0,0.3061476675934507
G08061.0,1910,918,589.0,0.6416122004357299
G08063.0,1910,2295,1841.0,0.8021786492374727
G08067.0,1910,2444,729.0,0.2982815057283142
G08069.0,1910,5814,1626.0,0.2796697626418988
G08073.0,1910,1518,1103.0,0.7266139657444005
G08075.0,1910,2307,1277.0,0.553532726484612
G08077.0,1910,5224,2156.0,0.4127105666156202
G08085.0,1910,2410,1111.0,0.4609958506224066
G08087.0,1910,2261,1047.0,0.4630694383016364
G08089.0,1910,4493,1398.0,0.3111506788337413
G08091.0,1910,857,175.0,0.2042007001166861
G08095.0,1910,760,475.0,0.625
G08097.0,1910,1136,201.0,0.1769366197183098
G0801030,1910,589,341.0,0.5789473684210527
G0801050,1910,1430,495.0,0.3461538461538461
G0801070,1910,1960,1026.0,0.523469387755102
G0801150,1910,722,430.0,0.5955678670360111
G0801190,1910,4159,192.0,0.0461649434960327
G0801210,1910,1703,1306.0,0.7668819729888432
G0801230,1910,9048,3941.0,0.4355658709106985
G0905.00,1910,15429,2778.0,0.1800505541512735
G0909.00,1910,70435,2702.0,0.0383616099950308
G1207.00,1910,2924,1472.0,0.5034199726402189
G12013.0,1910,1556,589.0,0.3785347043701799
G12017.0,1910,1836,183.0,0.099673202614379
G12023.0,1910,3389,1660.0,0.4898200059014458
G12037.0,1910,1388,19.0,0.0136887608069164
G12039.0,1910,4439,1694.0,0.381617481414733
G12047.0,1910,2423,1085.0,0.4477919933966157
G13055.0,1910,2648,1478.0,0.5581570996978852
G13063.0,1910,1996,1410.0,0.7064128256513026
G13065.0,1910,1876,657.0,0.3502132196162047
G13093.0,1910,4181,2458.0,0.5878976321454198
G13051.0,1910,19221,559.0,0.029082774049217
G13053.0,1910,1112,695.0,0.625
G13057.0,1910,3293,2165.0,0.6574552080170057
G13059.0,1910,4987,1196.0,0.2398235412071385
G13069.0,1910,4305,1715.0,0.3983739837398374
G1301490,1910,2189,1820.0,0.8314298766560073
G1301530,1910,5157,2331.0,0.4520069808027923
G1301370,1910,2058,1163.0,0.56511175898931
G1301410,1910,3734,2408.0,0.6448848419925013
G1301930,1910,3254,1623.0,0.4987707437000614
G1301610,1910,1191,614.0,0.5155331654072208
G1301590,1910,3436,2274.0,0.6618160651920838
G1301750,1910,7026,4314.0,0.61400512382579
G1301650,1910,2548,1304.0,0.5117739403453689
G1301810,1910,1674,1338.0,0.7992831541218638
G1301670,1910,2551,1385.0,0.5429243433947472
G1301770,1910,2917,1649.0,0.5653068220774768
G1302430,1910,3945,2209.0,0.5599493029150824
G1302450,1910,14624,1241.0,0.0848605032822757
G1302570,1910,1928,1074.0,0.5570539419087137
G1302650,1910,1752,1244.0,0.7100456621004566
G1302670,1910,3509,1997.0,0.5691080079794814
G1302710,1910,2533,1358.0,0.5361231741018555
G1302950,1910,3714,1878.0,0.505654281098546
